rank,sn,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
6,5,不,bù,,,副,用于某些名词或名词性语素前，构成具有否定意义的形容词,不法｜不轨｜不力
6,6,不,bù,,,副,单用，表示否定性的回答,咱们走吧!——不，我再等会儿｜他来开会吧?——不，他不能来
6,7,不,bù,,,副,〈口〉用在句尾表示疑问，相当于反复问句,你看书不?｜手绢儿干净不?
6,8,不,bù,,,副,用在动补结构中，表示不可能获得某种结果,赶不到｜吃不得｜写不好
6,9,不,bù,,,副,在某些客套话中，表示不必如此，相当于“不用” “不要”,不客气｜不谢｜不送
10,1,这,zhè,,,代,指距离比较近的人或事物（跟“那”相对）,这闺女｜这天｜这一次
10,2,这,zhè,,,代,用在动词、形容词前，表示夸张,瞧你这喊呀，把人都吵醒了｜老李说话这快，跟开机关枪似的
10,3,这,zhè,,,代,代替距离比较近的人或事物,这是王老师｜你问这干什么?
10,4,这,zhè,,,代,跟“那”对举，表示众多事物，不确指某人或某事物,我们俩说这说那，聊了一个晚上｜问这问那
10,5,这,zhè,,,代,代替“这时候”，有加强语气的作用,哄了半天，孩子这才不哭了｜他这就出发
10,6,这,zhèi,,,代,义同“这（zhè）”①②，用于口语,
13,1,和,hè,,,动,声音相应；和谐地跟着唱或伴奏,曲高和寡
13,2,和,hè,,,动,跟着别人说,随声附和｜应（yìng）和
13,3,和,hè,,,动,依照别人诗词的题材和格律作诗、填词,步原韵和诗一首｜唱和｜奉和｜和韵
13,4,和,hú,,,动,打麻将或玩纸牌时，达到规定的要求而取胜,这把牌我和了｜开和
13,5,和,huó,,,动,在粉状物中加入水等搅拌，使粘在一起,和面｜和泥
13,6,和,huò,,,动,混合（多用于粉粒状物）,别把这两种米和在一起｜掺和（huo）｜搅和（huo）
13,7,和,huò,,,动,加水搅拌使变稀,和芝麻酱
13,8,和,huò,,,量,用于洗衣物换水的次数或一服中药煎的次数，一次叫“一和”,衣服刚洗了一和｜一剂汤药可以煎两和
13,9,和,hé,,,形,配合得协调；相处得融洽,和衷共济｜天时地利人和
13,10,和,hé,,,形,温顺；不激烈；不粗暴,心平气和｜和缓｜和善
13,11,和,hé,,,形,气候温暖,风和日丽｜和暖
13,12,和,hé,,,动,平息争端；使和睦,讲和｜和解｜和事佬
13,13,和,hé,,,动,比赛打成平手，不分胜负,这盘棋和了
13,14,和,hé,,,名,姓,
13,15,和,hé,,,动,连带；连同,和衣而卧｜和盘托出
13,16,和,hé,,,介,引进共同行动的对象,有事要和群众商量
13,17,和,hé,,,介,引进动作涉及的或比较的对象,我和这事毫无关系｜他的技术和你不相上下
13,18,和,hé,,,连,连接类别或结构相似的词或短语，表示并列关系或选择关系,教师和同学都到齐了｜去和不去，你自己决定
13,19,和,hé,,,名,两个或两个以上的数相加的得数，如2加2的和是4,
13,20,和,hé,,,名,指日本（日本自称“大和民族”，简称“和”）,和服｜《汉和词典》
22,1,为,wèi,,,动,〈文〉帮助,
22,2,为,wèi,,,介,引进动作行为的受益者，相当于“替”或“给”,为人民服务｜为朋友出力｜为大会题词
22,3,为,wèi,,,介,引进动作行为的原因或目的，相当于“由于”或“为了”,为他取得的成绩感到高兴｜为方便读者，书后附有说明。
22,4,为,wéi,,,动,做,尽力而为｜大有可为
22,5,为,wéi,,,动,〈文〉表示某些动作行为，含有治理、从事、设置、研究等意义,为政｜为生｜步步为营｜为学
22,6,为,wéi,,,动,当作；充当,拜他为师｜为首
22,7,为,wéi,,,动,变成；成为,变落后为先进｜反败为胜
22,8,为,wéi,,,动,是,见习期为一年｜总面积为78平方米。
22,9,为,wéi,,,介,用于被动句，引进动作的施事者，相当于“被”（常跟“所”连用）,为人民所拥护｜为情所困
22,10,为,wéi,,,词的后缀,附在某些单音节形容词性或副词性成分后面，构成表示程度或范围的双音节副词，一般修饰双音节形容词或动词,尤为重要｜广为流传｜深为感动
23,1,就,jiù,,,动,接近；凑近,避重就轻
23,2,就,jiù,,,动,到,各就各位｜就座｜就席
23,3,就,jiù,,,动,开始进入或从事（某种事业）,就职｜就学｜就业
23,4,就,jiù,,,动,依从,半推半就｜迁就
23,5,就,jiù,,,介,引进动作行为发生时所靠近的处所,就地取材｜就近入学
23,6,就,jiù,,,介,引进动作的对象或范围,就职工教育问题展开讨论｜就写作技巧来说，这篇小说是很成熟的。
23,7,就,jiù,,,介,表示利用条件、时机等，相当于“趁”,就着这场雨，赶紧把苗补齐｜就着进城的机会，买两件好衣服。
23,8,就,jiù,,,副,表示将在很短的时间以内发生,我马上就走｜眼看麦子就熟了
23,9,就,jiù,,,副,表示动作行为在很久以前已经发生（前面往往有时间词语）,他们以前就认识｜风早就停了
23,10,就,jiù,,,副,表示前后两件事紧接着发生,抬腿就走｜一说话就脸红
23,11,就,jiù,,,副,表示在某种条件下自然发生某种结果（常跟“如果” “只要” “既然”等搭配）,既然不同意就算了｜你愿意走就走吧
23,12,就,jiù,,,副,表示事实如此,这儿就是我的家｜车站就在前面
23,13,就,jiù,,,副,加强肯定,我就知道他不会来的｜不去，就不去!
23,14,就,jiù,,,副,限定范围，相当于“只” “仅”,屋里就剩下我一个人｜这次聚会就他没有来。
23,15,就,jiù,,,副,强调数量多寡,他就要了1张票，没多要｜咱俩才抬100斤，人家一个人就挑120斤。
23,16,就,jiù,,,连,表示假设兼让步，相当于“即使”,你就坐汽车也赶不上他了｜这本书他就拿去也看不懂。
23,17,就,jiù,,,动,完成,功成名就｜草草写就
23,18,就,jiù,,,动,菜肴、果品等搭配着主食或酒吃,稀饭就咸菜
32,1,时,shí,,,名,季节；时令,不误农时｜应时食品
32,2,时,shí,,,名,时间；岁月,等候多时｜历时十载
32,3,时,shí,,,名,指某一段时间,此一时，彼一时｜古时｜平时｜战时
32,4,时,shí,,,名,指规定的时间,过时不候｜届时光临
32,5,时,shí,,,名,时辰,子时｜午时
32,6,时,shí,,,量,小时，一昼夜平分24段中的每一段；也用作时间法定计量单位,上午9时｜时速
32,7,时,shí,,,形,当前的；目前的,时事｜时局｜时务
32,8,时,shí,,,形,一时的；适时的,时机｜时尚｜时装
32,9,时,shí,,,名,时机；时宜,时来运转｜待时而 动 ｜入时
32,10,时,shí,,,副,表示时间、频率；相当于“常常” “经常”,时有所闻｜时有出现
32,11,时,shí,,,副,表示时间、频率；两个“时”字前后连用，相当于“有时……有时……” “一会儿……一会儿……”,时有时无｜时断时续
32,12,时,shí,,,名,一种语法范畴，通过一定的语法形式表示动作行为发生的时间。一般分为现在时、过去时和将来时,
32,13,时,shí,,,名,姓,
35,1,好,hào,,,动,喜爱；喜欢,这个人好搬弄是非｜好高骛远｜好客
35,2,好,hào,,,副,表示容易（发生某事）,酒喝多了好惹事｜好流眼泪
35,3,好,hǎo,,,形,美；优点多的；令人满意的（跟“坏”相对）,这孩子长得真好｜好脾气｜美好
35,4,好,hǎo,,,形,友爱；和睦,他们俩刚吵完又好了｜好朋友｜和好
35,5,好,hǎo,,,形,用在动词后面，表示动作已经完成,衣服做好了｜会场布置好了
35,6,好,hǎo,,,形,（身体）健康；（疾病）痊愈,身体比以前好多了｜感冒还没好
35,7,好,hǎo,,,副,表示程度深（多含感叹语气）,好大的广场｜好漂亮!
35,8,好,hǎo,,,副,强调数量多,来了好多人｜喝了好些水
35,9,好,hǎo,,,副,强调时间久,等了好久｜去了好几年
35,10,好,hǎo,,,形,表示赞同、答应、结束或不满、警告等语气,好，这个主意不错!｜好吧，就这么办!｜好，就谈到这儿吧｜好，这下可糟了!｜好，等着瞧吧!
35,11,好,hǎo,,,形,容易,这事儿好办｜山歌好唱口难开｜四川话好懂
35,12,好,hǎo,,,动,表示使下文所说的目的容易实现，相当于“可以” “便于”,吃饱了好赶路｜把房间收拾干净好招待客人。
35,13,好,hǎo,,,形,用在某些动词前面，表示效果好,好用｜好看｜好闻
35,14,好,hǎo,,,名,指赞扬的话或问候的话（口语中多儿化）,不落（lào）好儿｜叫好儿｜捎个好儿
38,1,可,kè,,,名,古代鲜卑、突厥、回纥、蒙古等族最高统治者的称号,
38,2,可,kě,,,动,表示同意,许可｜认可｜不置可否
38,3,可,kě,,,动,用在动词或形容词前面，表示许可或可能,不可忽视｜可望成功｜可大可小
38,4,可,kě,,,动,表示值得、应该,北京可游览的地方不少｜可爱｜可歌可泣
38,5,可,kě,,,副,用于反问句，加强反问语气,这么大的地方，可上哪儿找去呢?
38,6,可,kě,,,副,用于疑问句，表示疑问,您近来可好?
38,7,可,kě,,,副,用于一般陈述句，表示强调,这一下可把他难住了。
38,8,可,kě,,,副,用于感叹句，加强语气,这担子可不轻啊!｜可把他累坏了!
38,9,可,kě,,,副,用于祈使句，强调必须如何，有时有劝导的意味,你可要来信啊!｜路上可得小心!
38,10,可,kě,,,连,连接分句，表示转折关系，相当于“可是”,话虽不多，可分量很重。
38,11,可,kě,,,副,〈文〉用在数词前，表示约计，相当于“大约”,年可二十｜长可八尺
38,12,可,kě,,,名,姓,
38,13,可,kě,,,动,适合,这样才可了他的心｜可口｜可人｜可意｜可体
42,1,过,guō,,,名,姓,
42,2,过,guò,,,动,从一个地方移到另一个地方；经过,过了这条街就到了｜过河｜路过
42,3,过,guò,,,动,超出（某种界限）,下班时间早过了｜过量｜过期
42,4,过,guò,,,形,超过某种限度的,话说得太过
42,5,过,guò,,,副,十分；非常,过细｜过硬
42,6,过,guò,,,名,过失；过错（跟“功”相对）,将功补过｜记过
42,7,过,guò,,,动,用在形容词后，表示超过,呼声一浪高过一浪
42,8,过,guò,,,动,经历；度过（一段时间）,老人过着幸福的晚年｜过节｜过冬
42,9,过,guò,,,量,用于动作的次数,衣服已经洗了三过了｜这面粉得多筛几过
42,10,过,guò,,,动,从一方转移到另一方,姑娘还没过门｜过继｜过录
42,11,过,guò,,,动,使经过（某种处理）,您过个数｜把衣裳过一下水｜过秤
42,12,过,guò,,,动,表示人或物随动作经过某处或从一处到另一处,从树下走过｜翻过这座山｜接过奖状｜脑子里闪过一个念头
42,13,过,guò,,,动,表示物体随动作改变方向,回过头去｜把车头转过来｜翻过一页
42,14,过,guò,,,动,表示动作超过了合适的界限,坐过站了｜使过了劲儿｜明天还要赶早班车，千万别睡过了
42,15,过,guò,,,动,表示胜过（“过”与前面的动词之间可以加“得”或“不”）,三个臭皮匠，赛过诸葛亮｜他跑得过你吗?
42,16,过,guo,,,助,用在动词后面，表示动作完毕,吃过饭再去｜会已经开过了
42,17,过,guo,,,助,用在动词后，表示某种行为或变化曾经发生过,这本书我看过｜他没去过上海｜你找过他吗?
42,18,过,guo,,,助,表示曾经有过某种性质或状态，有同现在相比较的意思,立秋以前还热过几天｜他以前也穷过，现在富裕了
44,1,去,qù,,,动,离开,去世｜何去何从
44,2,去,qù,,,动,距离；相差,两国相去万里｜去今千年｜相去不远
44,3,去,qù,,,动,失去,大势已去
44,4,去,qù,,,动,除掉；减掉,把绳子去掉一截｜去粗取精｜去火
44,5,去,qù,,,形,指过去的（一年）,去冬今春｜去年
44,6,去,qù,,,动,离开说话人所在地到别的地方（跟“来”相对）,从北京去上海｜去商场买东西
44,7,去,qù,,,动,用在动词性短语（或介词短语）与动词之间，表示前者是方法或态度，后者是目的,拿着锄头去锄地｜用先进思想去教育学生
44,8,去,qù,,,动,用在另一动词后面，表示去的目的,踢球去｜上图书馆借书去了
44,9,去,qù,,,动,用在另一动词前面，表示要做某事,去打开水｜去查查文献
44,10,去,qù,,,动,表示人或事物随动作离开说话人所在的地方,朝大门外跑去｜火车向远方驶去
44,11,去,qù,,,动,表示动作的结果，兼有除去或失去的意思,把多余的字句删去｜父母相继死去
44,12,去,qù,,,动,表示任凭动作延续,随他说去｜让他玩去
44,13,去,qù,,,动,表示估量或限于某一方面,他看去也就三十出头
44,14,去,qù,,,动,〈口〉用在“大” “多” “远”等形容词后面，有“极” “非常”的意思（形容词后面和“去”后面一般都要加“了”）,那山高去了｜广场上的人多去了
44,15,去,qù,,,名,去声,平上（shǎng）去入｜阴阳上（shǎng）去
44,16,去,qù,,,动,扮演（某一角色）,在这出戏里，我去诸葛亮，他去曹操
57,1,道,dào,,,名,路,这条道儿近｜林阴道｜道路
57,2,道,dào,,,名,水流的途径,黄河故道｜下水道
57,3,道,dào,,,名,方法；规律,治国之道｜门道
57,4,道,dào,,,名,学术思想或宗教教义,离经叛道｜尊师重道｜传道
57,5,道,dào,,,名,道德,道义｜古道热肠
57,6,道,dào,,,名,指道家,儒、道、墨、法
57,7,道,dào,,,名,指道教或道教徒,道观｜道士
57,8,道,dào,,,名,指某些封建迷信组织,一贯道｜反动会道门
57,9,道,dào,,,名,技艺,棋道｜医道
57,10,道,dào,,,动,用言语表示（情意）,道谢｜道歉
57,11,道,dào,,,动,说,能说会道｜指名道姓
57,12,道,dào,,,动,料想；以为,我道他睡着了，原来是装睡。
57,13,道,dào,,,量,用于某些细长的东西,一道白光｜几道皱纹
57,14,道,dào,,,量,用于门、墙等,三道门｜一道高墙｜两道关口
57,15,道,dào,,,量,用于题目、命令等,五道问答题｜一道命令
57,16,道,dào,,,量,用于连续事物中的一次,上了三道菜｜多费一道手续
57,17,道,dào,,,名,线条；细长的痕迹,画横道｜地板上蹭出许多道来。
57,18,道,dào,,,名,我国历史上行政区域的名称。唐代曾分中国为十道。清代和民国初年设在省以下，府以上,
57,19,道,dào,,,名,姓,
61,1,没,méi,,,动,没有；无（跟“有”相对）,手里没钱｜这本书没看头
61,2,没,méi,,,动,对领有、具有的否定,手里没钱｜这本书没看头
61,3,没,méi,,,动,对存在的否定,街上没车｜今天没人来
61,4,没,méi,,,动,表示数量不足，相当于“不到”,用了没两天就坏了｜这间屋子肯定没10平方米
61,5,没,méi,,,动,用于比较，表示不及，相当于“不如”,弟弟没哥哥高｜谁都没他跑得快
61,6,没,méi,,,副,未；不曾（对“已然” “曾经”的否定）,我没看过他演的电影｜衣服没干｜病还没好利落
61,7,没,mò,,,动,沉入水中；沉下,没水而死｜沉没
61,8,没,mò,,,动,终；尽,没世｜没齿难忘
61,9,没,mò,,,动,消失；隐匿,出没无常｜神出鬼没｜隐没
61,10,没,mò,,,动,没收,抄没｜罚没
61,11,没,mò,,,动,漫过或高过,水深没顶｜野草高得没过羊群
62,1,自,zì,,,动,〈文〉开始,武兴之国自于此矣。
62,2,自,zì,,,介,引进动作行为的起点、来源或起始时间，相当于“从” “由”,自上海开往广州｜来自农村｜自古以来
62,3,自,zì,,,代,自己,自告奋勇｜不自量力
62,4,自,zì,,,代,用在单音节动词前，构成复合动词,自救｜自尊
62,5,自,zì,,,代,表示动作由自己发出，并非外力使动,自满｜自学｜自愿
62,6,自,zì,,,副,自然；当然,自有公论｜自不待言
62,7,自,zì,,,名,姓,
65,1,开,kāi,,,动,打开；使闭合的东西不再闭合（跟“关” “合”相对）,门开了｜开抽屉｜开锁｜笑口常开
65,2,开,kāi,,,动,（收拢的东西）舒张或舒展；（冻结的东西）融化,花儿开了｜孔雀开屏｜开冻
65,3,开,kāi,,,动,解除（禁令、限制等）,开禁｜开戒
65,4,开,kāi,,,动,除去；放走,开除｜开释
65,5,开,kāi,,,动,（液体）沸腾,水开了
65,6,开,kāi,,,量〈口〉,用于水沸腾的次数,煮饺子有三开儿就行了
65,7,开,kāi,,,动,开辟,开路先锋｜开山劈岭｜开荒
65,8,开,kāi,,,动,创立；设置,开商店｜电视台新开了两个频道
65,9,开,kāi,,,动,起始；开始,开春｜开学｜开演
65,10,开,kāi,,,动,举行（会议等）,开运动会｜召开
65,11,开,kāi,,,动,发动或操纵,开飞机｜开机器｜开车
65,12,开,kāi,,,动,（队伍）出发,人马都开走了｜开拔
65,13,开,kāi,,,动,（连接的东西）分离；散开,鞋带开了｜开缝（fèng）｜云开日出
65,14,开,kāi,,,动,列出；写出（多指分项目写出）；标出（价钱）,开账单｜开药方｜开证明信｜开价太高
65,15,开,kāi,,,动,支付,开工资｜开销｜开支
65,16,开,kāi,,,动,指按一定比例分开,三七开（三份对七份）
65,17,开,kāi,,,量,印刷上用来表示整张纸的若干分之一,大32开｜16开纸
65,18,开,kāi,,,动,用在动词后,"表示分开或离开,把馒头掰开｜走开"
65,19,开,kāi,,,动,用在动词后,"表示展开或扩展,传染病蔓延开了｜消息传开了"
65,20,开,kāi,,,动,用在动词后,"表示放开、明白,想不开｜事情说开了也就没事了"
65,21,开,kāi,,,动,用在动词后,"表示开始并继续,唱开了｜笑开了"
65,22,开,kāi,,,动,用在动词后,"表示容下,地方太小，住不开｜人不多，会议室坐得开"
65,23,开,kāi,,,名,姓,
65,24,开,kāi,,,量,黄金中含纯金量的计算单位（24开为纯金）,18开的金项链
65,25,开,kāi,,,量,开尔文的简称,
70,1,而,ér,,,连,连接形容词、动词或短语、分句等，所连接的前后两项之间可以有多种语义关系,少而精｜年轻漂亮而又有才华
70,2,而,ér,,,连,表示并列或递进关系,少而精｜年轻漂亮而又有才华
70,3,而,ér,,,连,表示承接关系,取
75,1,起,qǐ,,,动,由躺而坐；由坐而站,睡到上午10点才起｜起身让座
75,2,起,qǐ,,,动,升起；上升,大起大落｜起伏不平
75,3,起,qǐ,,,动,（皮肤上）长出,头上起了一个包｜起痱子
75,4,起,qǐ,,,动,发生；开始,你的病是怎么起的?｜起头｜起跑
75,5,起,qǐ,,,动,建立,白手起家
75,6,起,qǐ,,,动,兴建,起了三栋楼
75,7,起,qǐ,,,动,拟定,起草稿｜起名
75,8,起,qǐ,,,动,跟“从” “由”等配合，表示由何时、何地、何人开始,从今天起，执行新规定｜高速路打这儿起，直到天津。
75,9,起,qǐ,,,动,跟“从” “由”等配合，放在另一个动词后，表示某一动作行为由何时、何地、何人开始,从头做起｜由今天算起
75,10,起,qǐ,,,量,用于发生的事，相当于“次” “件”,一起事故｜每年总有几起案件。
75,11,起,qǐ,,,量,用于人或货，相当于“群” “批”,看的人一起接一起｜货分三起运出
75,12,起,qǐ,,,动,把嵌入、收藏的或积存在里面的东西弄出来,起钉子｜起赃
75,13,起,qǐ,,,动,领取（证件）,起个执照
75,14,起,qǐ,,,动,用在动词后，表示动作由下向上,抬起头｜扬起鞭子
75,15,起,qǐ,,,动,用在动词和“得”（“不”）后面，表示有（没有）某种能力、能（不能）经受住或够（不够）某种标准,车买得起，养不起｜经得起考验｜称得起模范单位
75,16,起,qǐ,,,动,用在动词后，表示动作涉及某人或某事，相当于“及”或“到”,他来信问起你｜他从没提起过这件事。
75,17,起,qǐ,,,动,用在动词后，表示动作开始,乐队奏起了舞曲
79,1,方,fāng,,,名,直角四边形或六面都是直角四边形的立体,桌面是方的｜长方｜方砖
79,2,方,fāng,,,名,地方；地区,一方水土养一方人｜方言｜远方
79,3,方,fāng,,,名,方向,东方｜四面八方
79,4,方,fāng,,,名,方面,敌我双方｜对方
79,5,方,fāng,,,名,〈文〉法度；准则,万邦之方
79,6,方,fāng,,,名,方法,引导有方｜千方百计
79,7,方,fāng,,,形,正直,品格端方
79,8,方,fāng,,,名,指药方,处方｜偏方儿
79,9,方,fāng,,,名,方术,方士
79,10,方,fāng,,,名,数学上把一个数的自乘称方,平方｜立方
79,11,方,fāng,,,量,用于方形的东西,两方印章｜一方砚台
79,12,方,fāng,,,量,平方或立方的简称，现在多指平方米或立方米,铺沥青路面100方｜3方木料
79,13,方,fāng,,,副,正,来日方长｜方兴未艾
79,14,方,fāng,,,副,始；才,如梦方醒｜年方十八
79,15,方,fāng,,,名,姓,
90,1,把,bà,,,名,器物上供握持的部分,笤帚把儿｜铁锹把儿｜印把子｜落下话把儿
90,2,把,bà,,,名,花、叶或果实跟茎或枝相连的部分,叶把儿｜海棠把儿
90,3,把,bǎ,,,动,握住,把住方向盘｜手把手地教孩子写字。
90,4,把,bǎ,,,名,手推车、自行车等上面供手握住的部分,骑车不要双手撒把｜车把
90,5,把,bǎ,,,动,控制；独占,大事小事都把着不放｜把持
90,6,把,bǎ,,,动,守卫；看守,把门｜把关
90,7,把,bǎ,,,动,〈口〉紧挨；靠近,把着胡同口有个饭铺｜把墙角站着
90,8,把,bǎ,,,动,固定住使不开裂,椅子快散了，用角铁把住。
90,9,把,bǎ,,,名,一手可以握住的或扎成小捆的东西,火把｜手巾把儿｜草把儿
90,10,把,bǎ,,,量,用于一只手可以握住或抓起的东西,一把芹菜｜一把米
90,11,把,bǎ,,,量,用于扎成小捆的东西,两把小萝卜
90,12,把,bǎ,,,量,用于有柄或类似把手的器物,一把菜刀｜两把椅子
90,13,把,bǎ,,,量,用于同手有关的动作（数词多用“一”）,推了一把｜擦把脸
90,14,把,bǎ,,,量,用于同手的动作有关的某些事物（数词限用“一”）,一把鼻涕一把眼泪｜一把屎一把尿地把孩子拉扯大。
90,15,把,bǎ,,,量,用于某些抽象事物（数词多用“一”）,出一把力｜加把劲儿
90,16,把,bǎ,,,介,表示处置，“把”的宾语是后面及物动词的受事者,快把饭吃了｜把车修好了｜把搞活经济当作首要任务来抓。
90,17,把,bǎ,,,介,表示致使，后面的动词通常带有表示结果的补语，“把”后的名词与后面的动词的语义关系是多样的,别把眼睛哭红了｜一不小心，把刀砍在自己手上｜把他急坏了｜把礼堂挤得水泄不通。
90,18,把,bǎ,,,介,表示发生了不如意的事情，“把”后面的名词是当事者,正急着要浇地，偏偏把修水泵的师傅给病倒了。
90,19,把,bǎ,,,动,从后面托起婴儿的屁股并分开婴儿的双腿（让婴儿大小便）,把屎｜把尿
90,20,把,bǎ,,,名,旧指结拜为异姓兄弟的关系,把兄弟
90,21,把,bǎ,,,助,用于某些数词或量词后，表示数量接近这个单位数,万把人｜百把里路｜个把月
94,1,分,fēn,,,动,使整体变成若干部分；使相联系的离开（跟“合”相对）,把钱分成两份｜分三个问题论述｜分层｜分杈｜分区｜分割
94,2,分,fēn,,,动,分配；分派,每人分了一筐苹果｜毕业后分到工厂工作。
94,3,分,fēn,,,形,从主体上分出来的,分支｜分队｜分校
94,4,分,fēn,,,动,区分；辨别,五谷不分｜分清是非
94,5,分,fēn,,,名,指分数,分母｜分子
94,6,分,fēn,,,量,表示成数，整体分成相等的十份中占一份叫一分,七分成绩，三分缺点。
94,7,分,fēn,,,数,用在十进制的法定计量单位的前面，表示是这个单位的1/10。如分米,
94,8,分,fēn,,,量,市分，长度非法定计量单位,
94,9,分,fēn,,,量,市分，土地面积非法定计量单位,
94,10,分,fēn,,,量,市分，质量非法定计量单位,
94,11,分,fēn,,,量,我国和其他一些国家或地区的辅币单位。人民币100分等于1圆，10分等于1角,
94,12,分,fēn,,,量,时间，60秒为1分，60分为1小时,
94,13,分,fēn,,,量,弧或角，60秒为1分，60分为1度,
94,14,分,fēn,,,量,经度或纬度，60秒为1分，60分为1度,
94,15,分,fēn,,,量,利率，年利1分为本金的1/10，月利1分为本金的1/100,
94,16,分,fēn,,,量,评定的成绩,语文考了95分
94,17,分,fèn,,,名,整体中的一部分,
94,18,分,fèn,,,名,人在社会群体中的地位及其相应的责任和权利的限度,本分｜过分｜分内
94,19,分,fèn,,,名,指情谊、机缘、资质等因素,情分｜缘分｜天分
94,20,分,fèn,,,名,成分,水分｜养分｜盐分
95,1,所,suǒ,,,名,地方；处所,场所｜住所｜便所｜哨所
95,2,所,suǒ,,,助,放在动词前，跟动词组成名词性短语,所见所闻｜不出所料｜所知道的不多
95,3,所,suǒ,,,助,跟“为”合用，表示被动,为实践所证明｜不要为假象所迷惑。
95,4,所,suǒ,,,量,用于房屋,一所楼房
95,5,所,suǒ,,,量,用于学校、医院等（不止一所房屋）,三所大学｜一所医院
95,6,所,suǒ,,,名,用作某些机关或机构的名称,税务所｜派出所｜研究所
95,7,所,suǒ,,,名,元、明两代驻军和屯田军的建制，大的叫千户所，小的叫百户所。现在只用于地名,海阳所（在山东）｜前所（在浙江）
95,8,所,suǒ,,,名,姓,
99,1,部,bù,,,名,部分,内部｜上半部｜头部
99,2,部,bù,,,名,军队的一部分；军队,解放军某部｜率部突围
99,3,部,bù,,,名,门类，多指文字、书籍等的分类,部类｜部首｜经部、史部
