rank,origin_sn,new_sn
42698,1,1
42698,2,2
42708,2,1
42708,1,2
42729,2,1
42729,1,2
42742,1,2
42742,2,3
42742,3,1
42792,1,1
42792,2,2
42796,1,3
42796,2,2
42796,3,1
42801,1,1
42801,2,2
42818,1,1
42818,2,2
42826,1,1
42826,2,2
42836,1,2
42836,2,1
42857,1,1
42857,2,2
42872,1,1
42872,2,2
42876,1,2
42876,2,1
42881,1,2
42881,2,1
42884,1,2
42884,2,1
42891,2,1
42891,1,2
42931,1,2
42931,2,1
42931,3,3
42948,1,1
42948,2,2
42974,1,1
42974,2,2
43003,1,2
43003,2,1
43008,1,1
43008,2,2
43011,1,1
43011,2,2
43035,2,1
43035,1,2
43041,1,2
43041,2,1
43051,1,1
43051,2,2
43056,1,1
43056,2,2
43059,1,2
43059,2,1
43064,1,2
43064,2,1
43075,2,1
43075,1,2
43081,1,2
43081,2,1
43082,1,2
43082,2,3
43082,3,1
43092,1,2
43092,2,1
43093,1,1
43093,2,2
43104,1,1
43104,2,2
43105,1,1
43105,2,2
43119,1,1
43119,2,2
43119,3,3
43119,1,1
43119,2,2
43119,3,3
43124,1,1
43124,2,2
43142,1,1
43142,2,2
43142,1,1
43142,2,2
43177,1,2
43177,2,1
43193,1,1
43193,2,2
43193,1,1
43193,2,2
43197,1,1
43197,2,2
43207,1,1
43207,2,2
43229,1,1
43229,2,2
43229,1,1
43229,2,2
43244,1,1
43244,2,2
43257,1,2
43257,2,1
43271,1,1
43271,2,2
43272,1,1
43272,2,2
43289,1,2
43289,2,1
43311,1,1
43311,2,2
43316,2,1
43316,1,2
43323,1,1
43323,2,2
43332,1,1
43332,2,2
43375,1,2
43375,2,1
43375,3,4
43375,4,3
43384,1,2
43384,2,1
43393,1,1
43393,2,2
43397,1,1
43397,2,2
43411,1,1
43411,2,2
43416,1,2
43416,2,1
43430,1,1
43430,2,2
43435,1,1
43435,2,2
43443,1,2
43443,2,1
43445,1,1
43445,2,2
43446,1,1
43446,2,2
43446,1,1
43446,2,2
43447,1,1
43447,2,2
43459,1,2
43459,2,1
43485,1,1
43485,2,2
43490,1,2
43490,2,1
43495,1,2
43495,2,1
43514,1,2
43514,2,3
43514,3,4
43514,4,1
43522,1,1
43522,2,2
43544,1,1
43544,2,2
43548,1,1
43548,2,2
43566,1,2
43566,2,1
43579,1,1
43579,2,2
43581,1,1
43581,2,2
43586,1,2
43586,2,1
43591,1,1
43591,2,2
43593,1,1
43593,2,2
43615,1,1
43615,2,2
43618,1,2
43618,2,1
43665,1,2
43665,2,1
43678,2,1
43678,1,2
43679,1,2
43679,2,1
43683,1,1
43683,2,2
43696,1,1
43696,2,2
43706,1,1
43706,2,2
43713,1,1
43713,2,2
43713,1,1
43713,2,2
43717,1,2
43717,2,1
43722,1,2
43722,2,1
43741,1,2
43741,2,1
43752,1,2
43752,2,1
43780,1,1
43780,2,2
43791,1,1
43791,2,2
43798,1,1
43798,2,2
43798,3,3
因此，当前顺序 **sn=1,2,3** 已经是**从最常用到较不常用**的自然顺序。
43798,1,1
43798,2,2
43798,3,3
43802,1,1
43802,2,2
43812,1,1
43812,2,2
43814,1,1
43814,2,2
43822,1,2
43822,2,1
43850,1,1
43850,2,2
43850,3,3
43877,1,2
43877,2,1
43878,1,1
43878,2,2
43879,1,1
43879,2,2
43887,1,2
43887,2,1
43904,1,1
43904,2,2
43905,2,1
43905,1,2
43941,1,2
43941,2,1
43949,1,1
43949,2,2
43949,3,3
43951,1,1
43951,2,2
43959,1,1
43959,2,2
43964,1,1
43964,2,2
43976,1,2
43976,2,1
44001,2,1
44001,1,2
44022,1,1
44022,2,2
44022,1,1
44022,2,2
44032,1,1
44032,2,2
44056,1,1
44056,2,2
44068,1,1
44068,2,2
44080,1,1
44080,2,2
44081,1,1
44081,2,2
44085,2,1
44085,1,2
44097,1,1
44097,2,2
44106,1,1
44106,2,2
44107,1,2
44107,2,1
44110,1,2
44110,2,1
44129,1,2
44129,2,1
44141,2,1
44141,1,2
44144,2,1
44144,1,2
44154,1,1
44154,2,2
44154,1,1
44154,2,2
44161,1,1
44161,2,2
44166,1,1
44166,2,2
44191,1,1
44191,2,2
44194,1,2
44194,2,1
44200,2,1
44200,1,2
44213,1,1
44213,2,2
44219,1,1
44219,2,2
44235,1,1
44235,2,2
44244,1,2
44244,2,1
44250,1,1
44250,2,2
44264,2,1
44264,1,2
44266,1,1
44266,2,2
44270,1,1
44270,2,2
44297,1,1
44297,2,2
44298,1,1
44298,2,2
44311,1,1
44311,2,2
44316,1,3
44316,2,1
44316,3,2
44321,1,2
44321,2,1
44340,1,2
44340,2,1
44348,1,1
44348,2,2
44351,1,1
44351,2,2
44354,1,1
44354,2,2
44367,1,1
44367,2,2
44368,1,1
44368,2,2
44375,1,2
44375,2,1
44387,1,1
44387,2,2
44406,1,1
44406,2,2
44410,1,1
44410,2,2
44424,1,2
44424,2,3
44424,3,1
44435,1,2
44435,2,1
44454,2,1
44454,1,2
44465,1,2
44465,2,1
44470,1,2
44470,2,1
44477,1,1
44477,2,2
44483,1,1
44483,2,2
44485,1,2
44485,2,1
44521,1,2
44521,2,1
44527,1,2
44527,2,1
44530,1,2
44530,2,1
44573,1,2
44573,2,1
44573,3,3
44580,1,2
44580,2,1
44588,1,2
44588,2,1
44595,1,2
44595,2,1
44601,1,1
44601,2,2
44611,1,1
44611,2,2
44616,1,2
44616,2,1
44620,1,1
44620,2,2
44620,3,3
44632,1,2
44632,2,1
44641,1,2
44641,2,1
44646,1,2
44646,2,1
44648,1,2
44648,2,1
44666,2,1
44666,1,2
44668,1,1
44668,2,2
44676,1,1
44676,2,2
44699,1,2
44699,2,1
44708,1,1
44708,2,2
44711,1,2
44711,2,1
44742,1,1
44742,2,2
44761,1,1
44761,2,2
44767,1,1
44767,2,2
44778,2,1
44778,1,2
44782,1,2
44782,2,1
44813,1,1
44813,2,2
44836,1,1
44836,2,2
44856,1,1
44856,2,2
44860,1,1
44860,2,2
44861,1,1
44861,2,2
44877,1,2
44877,2,1
44884,1,2
44884,2,1
44888,1,1
44888,2,2
44890,1,1
44890,2,2
44900,1,1
44900,2,2
44917,1,1
44917,2,2
44926,1,1
44926,2,2
44928,1,2
44928,2,1
44939,1,1
44939,2,2
44949,1,1
44949,2,2
44954,1,1
44954,2,2
44955,1,1
44955,2,2
44973,1,1
44973,2,2
44989,1,1
44989,2,2
44999,1,1
44999,2,2
44999,1,1
44999,2,2
