rank,origin_sn,new_sn
64400,1,2
64400,2,1
64431,1,2
64431,2,1
64437,2,1
64437,1,2
64447,1,2
64447,2,1
64491,2,1
64491,1,2
64493,1,1
64493,2,2
64509,1,1
64509,2,2
64530,1,1
64530,2,2
64534,1,1
64534,2,2
64549,1,1
64549,2,2
64582,1,1
64582,2,2
64607,1,2
64607,2,1
64616,1,1
64616,2,2
64634,1,2
64634,2,1
64641,1,1
64641,2,2
64645,1,2
64645,2,1
64706,1,1
64706,2,2
64714,1,2
64714,2,1
64716,1,2
64716,2,1
64750,1,1
64750,2,2
64753,1,1
64753,2,2
64767,1,1
64767,2,2
64772,1,1
64772,2,2
64786,1,1
64786,2,2
64811,3,1
64811,2,2
64811,1,3
64814,1,1
64814,2,2
64833,1,1
64833,2,2
64845,1,2
64845,2,1
64880,1,1
64880,2,2
64968,1,1
64968,2,2
64973,1,1
64973,2,2
