rank,origin_sn,new_sn
1083,7,8
1083,8,5
1084,1,2
1084,2,1
1085,1,4
1085,2,2
1085,3,1
1085,4,3
1086,1,1
1086,2,2
1087,1,3
1087,2,2
1087,3,1
1088,1,1
1088,2,2
1089,1,1
1089,2,5
1089,3,3
1089,4,4
1089,5,2
109,1,1
109,7,2
109,4,3
109,3,4
109,2,5
109,8,6
109,9,7
109,5,8
109,6,9
109,10,10
109,11,11
109,12,12
1090,1,4
1090,2,1
1090,3,3
1090,4,2
1090,6,5
1091,1,2
1091,2,1
1092,1,4
1092,2,1
1092,3,2
1092,4,3
1093,1,1
1093,2,2
1093,3,3
1094,1,1
1094,3,2
1094,2,3
1095,1,1
1095,3,2
1095,2,3
1097,1,1
1097,5,2
1097,2,3
1097,3,4
1097,4,5
1098,3,1
1098,1,2
1098,2,3
11,2,1
11,3,2
11,4,3
11,5,4
11,6,5
11,7,6
11,8,7
11,9,8
11,10,9
110,1,1
110,2,2
1100,1,5
1100,2,1
1100,3,2
1100,4,3
1100,5,4
1101,1,5
1101,2,1
1101,3,2
1101,4,4
1101,5,3
1101,6,6
1102,3,1
1102,4,2
1102,5,3
1102,7,4
1102,6,5
1102,1,6
1103,1,1
1103,2,2
1103,3,3
1103,4,4
1104,1,1
1104,3,2
1104,2,3
1105,2,1
1105,1,2
1105,3,3
1106,1,4
1106,2,2
1106,4,3
1106,5,1
1107,1,1
1107,4,2
1107,2,3
1107,5,4
1107,3,5
1108,1,4
1108,2,1
1108,3,3
1108,4,2
1108,5,6
1108,6,7
1108,7,5
1108,8,8
- **111,dāng,"8,动,""对着；向着""** → 基本空间关系，非常常见（如“当面”“首当其冲”）→ 排前面"
- **111,dāng,"13,动,""阻拦；抵挡""** → 常见成语（一夫当关），语义强 → 靠前"
- **111,dāng,"10,动,""掌管；主持""** → “当家”“当权”高频 → 靠前"
- **111,dāng,"12,动,""担任；充任""** → “当老师”“当主席”极常见 → 靠前"
- **111,dāng,"11,动,""承担；承受""** → “一人做事一人当” → 高频"
- **111,dāng,"16,动,""应当""** → 助动词，高频（理当如此）→ 非常靠前"
- **111,dāng,"14,介,""引进动作行为的处所或时间""** → “当场”“当时” → 高频介词用法"
- **111,dāng,"9,形,""两两相对；相称""** → “门当户对” → 成语支撑，较常见"
- **111,dāng,"15,名,""空间或时间的空隙""** → “空当儿” → 口语中常见"
- **111,dāng,"17,名,""〈文〉某些东西的顶部""** → 文言用法，如“瓦当”→ 使用频率低"
- **111,dāng,"19,拟声,""金属撞击声""** → “当当”声 → 有一定使用，但属拟声"
- **111,dàng,"1,形,""合适；适宜""** → “得当”“妥当” → 非常常见形容词用法 → 虽为dàng，但频率高"
- **111,dàng,"2,动,""等于；抵得上""** → “一个人当两个人用” → 常见口语 → 靠前"
- **111,dàng,"3,动,""当作；作为""** → “把……当……”句式 → 极高频 → 应提前"
- **111,dàng,"4,动,""以为""** → “我当你不来了” → 口语常见"
- **111,dàng,"5,动,""抵押借钱""** → “当铺”“当钱” → 有一定认知度"
- **111,dàng,"6,名,""抵押的实物""** → “赎当” → 使用较少"
- **111,dàng,"7,代,""指事情发生的时间""** → “当年”“当天” → 极高频 → 必须提前！"
111,16,1
111,8,2
111,12,3
111,10,4
111,11,5
111,13,6
111,14,7
111,9,8
111,15,9
111,19,10
111,17,11
111,3,12
111,2,13
111,4,14
111,1,15
111,7,16
111,5,17
111,6,18
1110,1,1
1110,2,2
1110,3,3
1110,1,1
1110,2,2
1110,3,3
1111,1,3
1111,2,2
1111,3,1
1112,1,1
1112,2,2
1112,1,1
1112,2,2
1113,6,1
1113,5,2
1113,8,3
1113,1,4
1113,4,5
1113,3,6
1113,2,7
1113,9,8
1114,1,2
1114,2,1
1115,1,1
1115,2,2
1115,3,3
1115,4,4
1116,1,1
1116,2,2
1117,1,1
1117,10,2
1117,7,3
1117,2,4
1117,3,5
1117,5,6
1117,6,7
1117,4,8
1117,8,9
1117,9,10
1118,1,10
1118,2,9
1118,3,11
1118,4,1
1118,5,2
1118,6,3
1118,7,4
1118,8,5
1118,9,6
1118,10,8
1118,11,7
1118,12,12
1118,13,13
1118,14,14
1118,15,15
1119,1,1
1119,2,2
1119,3,3
112,1,1
112,2,3
112,3,4
112,4,2
1120,1,2
1120,2,1
1121,2,1
1121,3,2
1121,4,3
1121,1,4
1122,1,1
1122,2,2
1122,3,3
1122,4,4
1122,5,5
1122,9,6
1122,10,7
1122,6,8
1122,7,9
1122,8,10
1123,1,1
1123,2,3
1123,3,2
1123,4,4
1124,1,1
1124,2,2
4. **多音字分开处理**：先按拼音分组（mēng,méng,měng），再在每组内按常用度排序。
### 三、输出 CSV：`id,origin_sn,new_sn`
1125,4,1
1125,5,2
1125,8,3
1125,1,4
1125,13,5
1125,11,6
1125,12,7
1125,3,8
1125,6,9
1125,7,10
1125,2,11
1125,14,12
1125,15,13
1125,4,1
1125,5,2
1125,8,3
1125,1,4
1125,13,5
1125,11,6
1125,12,7
1125,3,8
1125,6,9
1125,7,10
1125,2,11
1125,14,12
1125,15,13
1126,1,7
1126,2,1
1126,3,8
1126,4,9
1126,5,4
1126,6,3
1126,7,2
1126,8,5
1126,9,6
1126,10,10
1127,1,1
1127,2,2
1127,3,3
1127,4,4
| 3 (zhī,量,动物) | 2 | 常见量词 |
| 4 (zhī,量,成对物) | 3 | 次常见量词 |
| 5 (zhī,量,船) | 4 | 特定量词，较窄 |
113,1,1
113,3,2
113,4,3
113,5,4
113,2,5
1130,1,3
1130,2,2
1130,3,1
1131,5,1
1131,2,2
1131,7,3
1131,8,4
1131,1,5
1131,6,6
1131,3,7
1131,4,8
### 输出 CSV（id,origin_sn,new_sn）：
1132,1,2
1132,2,1
1132,3,3
1132,4,4
1132,5,6
1132,6,7
1132,7,8
1132,8,5
1133,4,1
1133,5,2
1133,7,3
1133,2,4
1133,6,5
1133,8,6
1134,3,1
1134,2,2
1134,1,3
1135,1,1
1135,2,2
1135,1,1
1135,2,2
1137,1,2
1137,2,3
1137,3,4
1137,4,1
1138,2,3
1138,3,9
1138,4,7
1138,5,1
1138,6,6
1138,7,8
1138,8,4
1138,9,5
1138,10,2
1139,2,1
1139,3,2
114,1,2
114,2,1
114,3,3
1142,1,1
1142,2,2
1142,3,3
1142,4,4
1143,1,4
1143,2,1
1143,3,2
1143,4,3
1143,6,5
1143,1,4
1143,2,1
1143,3,2
1143,4,3
1143,6,5
1144,1,1
1144,6,2
1144,2,3
1144,4,4
1144,8,5
1144,3,6
1144,7,7
1144,9,8
1145,1,1
1145,2,2
1145,3,3
1145,5,4
1145,4,5
1145,1,1
1145,2,2
1145,3,3
1145,5,4
1145,4,5
1146,4,1
1146,1,2
1146,5,3
1146,2,4
1146,3,5
1147,1,2
1147,2,4
1147,3,1
1147,4,3
1148,1,3
1148,2,1
1148,3,2
1149,1,1
1149,2,2
115,1,1
115,2,4
115,3,5
115,4,3
115,5,2
115,6,7
115,7,8
115,8,6
1150,1,5
1150,2,1
1150,3,2
1150,4,4
1150,5,3
1150,6,6
1150,1,5
1150,2,1
1150,3,2
1150,4,4
1150,5,3
1150,6,6
1151,1,2
1151,2,1
1151,3,3
1152,1,1
1152,2,2
1153,2,1
1153,4,2
1153,3,3
1153,5,4
1153,1,5
1153,2,1
1153,4,2
1153,3,3
1153,5,4
1153,1,5
1154,1,2
1154,2,1
1156,1,3
1156,2,4
1156,3,2
1156,4,1
1157,1,2
1157,2,4
1157,3,5
1157,4,1
1157,5,6
1157,6,7
1157,7,3
1159,1,1
1159,2,2
116,2,1
116,8,2
116,3,3
116,5,4
116,7,5
116,10,6
116,6,7
116,4,8
116,9,9
1160,1,1
1160,2,2
1160,3,3
1161,1,1
1161,2,2
1161,3,3
1161,4,4
1161,5,5
1162,1,3
1162,2,1
1162,3,2
1163,1,1
1163,2,2
1164,1,2
1164,2,1
（按现代汉语拼音顺序是：zhē,shé,zhé；但按常用程度和教学习惯，shé 和 zhé 更常见，其中 zhé 最常用。实际语料和词典中，“折”读 zhé 时意义最多、最常用，shé 次之，zhē 最少用。）
1166,13,1
1166,9,2
1166,7,3
1166,8,4
1166,10,5
1166,11,6
1166,6,7
1166,5,8
1166,4,9
1166,3,10
1166,17,11
1166,16,12
1166,14,13
1166,12,14
1166,15,15
1166,1,16
1166,2,17
1166,19,18
1166,20,19
1166,13,1
1166,9,2
1166,7,3
1166,8,4
1166,10,5
1166,11,6
1166,6,7
1166,5,8
1166,4,9
1166,3,10
1166,17,11
1166,16,12
1166,14,13
1166,12,14
1166,15,15
1166,1,16
1166,2,17
1166,19,18
1166,20,19
1167,1,1
1167,2,2
1167,3,3
1167,4,4
1167,5,5
1168,1,5
1168,2,2
1168,3,1
1168,4,3
1168,5,4
1168,1,5
1168,2,2
1168,3,1
1168,4,3
1168,5,4
1169,3,1
1169,4,2
1169,2,3
1169,1,4
117,1,16
117,2,12
117,3,1
117,4,2
117,5,7
117,6,9
117,7,10
117,8,11
117,9,13
117,10,6
117,11,8
117,12,5
117,13,14
117,14,3
117,15,4
117,16,15
1170,10,1
1170,7,2
1170,11,3
1170,8,4
1170,9,5
1170,2,6
1170,1,7
1170,3,8
1170,5,9
1170,6,10
1170,4,11
1171,1,1
1171,2,2
1172,1,4
1172,2,2
1172,3,3
1172,4,1
1173,3,1
1173,1,2
1173,2,3
1173,4,4
1174,1,5
1174,2,1
1174,3,8
1174,4,4
1174,5,2
1174,6,6
1174,7,7
1174,8,9
1174,9,3
1175,1,3
1175,2,1
1175,3,2
1176,1,1
1176,2,2
1177,1,2
1177,2,1
1179,1,1
1179,2,6
1179,3,3
1179,4,2
1179,5,4
1179,6,5
118,1,1
118,2,2
118,3,3
118,4,4
118,5,5
118,6,6
1180,1,1
1180,2,2
1180,3,3
1182,1,3
1182,2,2
1182,3,1
1182,4,4
1183,1,1
1183,2,2
1185,1,2
1185,2,1
1. `zhào,动,呼唤；叫人来` → 最常用
2. `shào,名,周朝诸侯国名` → 古今专有名词，次之
3. `zhào,名,蒙古语音译，寺庙` → 地域性用法，较罕见
1186,1,2
1186,3,1
1186,4,3
1188,1,2
1188,2,1
1188,3,3
1188,4,4
1188,5,5
1188,6,6
1189,1,1
1189,2,2
119,11,1
119,10,2
119,15,3
119,16,4
119,12,5
119,18,6
119,8,7
119,13,8
119,9,9
119,5,10
119,7,11
119,17,12
119,6,13
119,19,14
119,3,15
119,2,16
119,1,17
119,4,18
1190,1,1
1190,2,3
1190,3,2
1190,4,4
1191,1,1
1191,3,2
1191,5,3
1191,4,4
1191,2,5
1191,6,6
1191,1,1
1191,3,2
1191,5,3
1191,4,4
1191,2,5
1191,6,6
1192,1,6
1192,2,7
1192,3,5
1192,4,4
1192,5,3
1192,6,1
1192,8,2
1192,7,8
1193,1,1
1193,2,2
1193,3,3
1194,1,1
1194,2,2
1195,1,3
1195,2,2
1195,3,1
1196,1,1
1196,2,2
1196,3,3
1196,4,4
1196,5,5
1197,1,6
1197,2,2
1197,3,1
1197,4,3
1197,5,4
1197,6,5
1198,1,1
1198,3,2
1198,2,3
1198,1,1
1198,3,2
1198,2,3
1199,1,2
1199,2,3
1199,3,4
1199,4,1
12,2,1
12,1,2
12,3,3
12,4,4
120,1,1
120,2,2
120,3,3
120,4,4
1200,7,1
1200,1,2
1200,2,3
1200,5,4
1200,3,5
1200,4,6
1200,6,7
1201,2,1
1201,3,2
1201,5,3
1201,4,4
1202,1,2
1202,2,1
1202,3,3
1203,3,1
1203,5,2
1203,1,3
1203,6,4
1203,4,5
1204,1,1
1204,2,2
1205,2,1
1205,4,2
1205,1,3
1206,3,1
1206,2,2
1206,1,3
1. **sn=1,形,“〈文〉衰落；废”**
2. **sn=2,动,“代替”**
3. **sn=3,介,“引进行为的对象或动作的受益者，相当于‘为’”**
1207,2,1
1207,3,2
1207,1,3
1208,1,1
1208,2,2
1208,1,1
1208,2,2
1209,1,1
1209,2,2
1209,4,3
1209,3,4
1209,5,5
1209,6,6
1209,1,1
1209,2,2
1209,4,3
1209,3,4
1209,5,5
1209,6,6
121,12,1
121,4,2
121,1,3
121,6,4
121,5,5
121,3,6
121,8,7
121,7,8
121,2,9
121,9,10
121,10,11
121,11,12
1210,1,5
1210,2,2
1210,3,4
1210,4,1
1210,5,3
1211,6,1
1211,5,2
1211,1,3
1211,2,4
1211,7,5
1211,3,6
1211,4,7
1212,1,1
1212,2,2
1212,3,3
1213,1,3
1213,2,4
1213,3,2
1213,4,1
1213,1,3
1213,2,4
1213,3,2
1213,4,1
1215,1,1
1215,2,2
1215,3,3
1215,6,4
1215,5,5
1215,7,6
1215,4,7
1215,1,1
1215,2,2
1215,3,3
1215,6,4
1215,5,5
1215,7,6
1215,4,7
1216,5,1
1216,8,2
1216,4,3
1216,6,4
1216,2,5
1216,7,6
1216,1,7
1216,5,1
1216,8,2
1216,4,3
1216,6,4
1216,2,5
1216,7,6
1216,1,7
1217,1,2
1217,2,1
1217,3,3
1218,1,1
1218,2,2
1218,3,3
1218,4,5
1218,5,6
1218,6,11
1218,7,8
1218,8,4
1218,9,7
1218,10,10
1218,11,9
122,4,1
122,6,2
122,7,3
122,8,4
122,5,5
122,9,6
122,1,7
122,2,8
122,3,9
1220,1,4
1220,2,3
1220,3,2
1220,4,1
1221,1,1
1221,2,2
1222,1,1
1222,2,2
1223,4,1
1223,6,2
1223,5,3
1223,7,4
1223,1,5
1223,2,6
1223,3,7
1224,1,1
1224,2,2
1225,3,1
1225,4,2
1225,1,3
1225,5,4
1225,6,5
1225,2,6
1226,1,3
1226,2,5
1226,3,4
1226,4,6
1226,5,7
1226,6,1
1226,7,2
1226,8,8
1226,1,3
1226,2,5
1226,3,4
1226,4,6
1226,5,7
1226,6,1
1226,7,2
1226,8,8
1227,1,1
1227,3,2
1227,2,3
1228,1,2
1228,2,1
1229,1,3
1229,2,1
1229,3,2
1229,4,4
123,1,1
123,2,2
1230,1,9
1230,2,1
1230,3,6
1230,4,4
1230,5,2
1230,6,5
1230,7,7
1230,8,8
1230,9,3
1231,1,1
1231,5,2
1231,6,3
1231,3,4
1231,2,5
1231,4,6
1231,1,1
1231,5,2
1231,6,3
1231,3,4
1231,2,5
1231,4,6
1232,5,1
1232,4,2
1232,6,3
1232,2,4
1232,3,5
1233,1,1
1233,2,3
1233,3,2
1234,3,1
1234,2,2
1234,4,3
1234,1,4
1235,1,6
1235,2,2
1235,4,5
1235,5,1
1235,6,4
1235,7,3
1235,8,7
1236,1,5
1236,2,3
1236,3,1
1236,4,4
1236,5,2
1237,1,1
1237,2,2
1238,1,4
1238,2,3
1238,3,1
1238,4,2
124,1,1
124,2,2
- **sn=1,形,"合适；适当""**"
- **sn=2,动,"适合于""**"
- **sn=3,动,"应该；应当（多用于否定）""**"
- **sn=4,副,"〈文〉表示理应发生，相当于‘当然’、‘无怪’""**"
1240,1,1
1240,2,2
1240,3,3
1240,4,4
1. **juǎn,动,把东西弯转成圆筒形或半圆形**
2. **juǎn,动,强力裹挟、带动或掀起**
3. **juàn,名,可以卷起来收藏的书、画（泛指书画）**
4. **juàn,量,用于书籍的本册或篇章**
5. **juàn,名,机关里保存的文件（卷宗、案卷）**
6. **juàn,名,试卷**
7. **juǎn,名,弯转成的圆筒形的东西**
8. **juǎn,量,用于成卷的东西**
1241,1,1
1241,2,2
1241,3,7
1241,4,8
1241,5,4
1241,6,3
1241,7,5
1241,8,6
1242,1,4
1242,2,1
1242,3,2
1242,4,3
1243,1,1
1243,2,2
1244,1,3
1244,2,2
1244,3,1
1. **sn=1,名词,"技术；技艺""**"
2. **sn=2,形容词,"手艺高超；灵巧""**"
3. **sn=3,形容词,"精妙；神妙""**"
4. **sn=4,形容词,"虚华不实""**"
5. **sn=5,形容词,"正好（碰上某种机会）""**"
1245,1,4
1245,2,2
1245,3,3
1245,4,5
1245,5,1
1246,1,1
1246,3,2
1246,2,3
1247,1,5
1247,2,1
1247,3,2
1247,4,3
1247,5,4
1247,6,6
1248,1,1
1248,2,2
1249,1,2
1249,2,1
125,1,3
125,2,2
125,3,1
125,4,5
125,5,4
1250,1,2
1250,2,1
1250,3,3
1250,4,4
1251,1,2
1251,2,3
1251,3,1
1251,4,4
1251,5,5
1253,1,1
1253,2,2
1254,1,1
1254,2,2
1254,3,3
1254,4,4
1254,5,5
1255,1,3
1255,2,4
1255,3,1
1255,4,2
1255,1,3
1255,2,4
1255,3,1
1255,4,2
1256,1,1
1256,2,2
1256,3,3
1256,4,4
1. **sn=1,名,〈文〉渡口**
2. **sn=2,名,〈文〉比喻重要职位（窃据要津）**
3. **sn=3,名,人体或动植物体内的液体（津液）**
4. **sn=4,名,特指唾液（生津止渴）**
5. **sn=5,名,特指汗液（遍体生津）**
6. **sn=6,动,滋润；润泽（津润｜津贴）**
1257,1,1
1257,4,2
1257,3,3
1257,2,4
1257,5,5
1257,6,6
1257,1,1
1257,4,2
1257,3,3
1257,2,4
1257,5,5
1257,6,6
1258,2,1
1258,3,2
1258,1,3
1259,1,1
1259,4,2
1259,2,3
1259,5,4
1259,3,5
1259,6,6
1259,7,7
1259,1,1
1259,4,2
1259,2,3
1259,5,4
1259,3,5
1259,6,6
1259,7,7
126,1,1
126,2,2
126,3,3
126,4,5
126,5,4
126,6,6
126,7,7
126,8,8
1260,1,1
1260,2,2
1262,1,3
1262,2,2
1262,3,4
1262,5,1
### 输出排序结果（id,origin_sn,new_sn）：
1263,1,6
1263,2,1
1263,3,4
1263,4,3
1263,5,5
1263,6,2
1264,1,4
1264,2,1
1264,3,3
1264,4,2
1265,4,1
1265,3,2
1265,1,3
1265,5,4
1265,2,5
1265,7,6
1266,1,2
1266,2,1
### 输出CSV格式（按id,origin_sn,new_sn）：
1267,1,1
1267,2,3
1267,3,4
1267,4,2
1267,5,5
1268,1,3
1268,2,1
1268,3,2
1269,1,4
1269,2,1
1269,3,2
1269,4,3
127,1,1
127,2,2
127,3,3
127,4,4
127,5,5
1270,1,3
1270,2,1
1270,3,2
因此，原 `sn` 顺序（1,2,3）已经符合常用度排序，无需调整。
1271,1,1
1271,2,2
1271,3,3
1272,1,1
1272,2,2
1274,2,1
1274,7,2
1274,5,3
1274,3,4
1274,4,5
1274,1,6
1275,1,1
1275,2,2
1275,3,3
1277,5,1
1277,3,2
1277,1,3
1277,6,4
1277,2,5
1278,1,3
1278,2,7
1278,3,1
1278,4,2
1278,5,6
1278,6,4
1278,7,8
1278,8,5
1. **shě,动,放弃；丢下**：非常常见，如“舍弃”“锲而不舍”，使用频率极高。
2. **shě,动,把财物送给穷人或出家人**：较常见于宗教或慈善语境，如“施舍”“舍粥”，但使用频率低于“放弃”义。
3. **shè,名,居住的房屋；住所**：非常常见，如“宿舍”“校舍”，日常高频使用。
4. **shè,名,谦称自己的家**：如“寒舍”“舍下”，较常见于书面或礼貌用语。
5. **shè,名,谦称自己的亲属**：如“舍弟”“舍妹”，常见于正式或书面语。
6. **shè,名,家畜的窝**：如“猪舍”“鸡舍”，专业或农业语境中使用，频率中等。
7. **shè,量,古代行军单位（三十里为一舍）**：出自成语“退避三舍”，虽成语常见，但该义项使用场景极窄，属文言残留。
1279,1,1
1279,2,5
1279,3,2
1279,4,7
1279,5,3
1279,6,4
1279,7,6
128,1,2
128,2,6
128,3,4
128,4,1
128,5,3
128,6,5
1280,1,1
1280,2,2
1280,3,3
1281,1,1
1281,2,2
1282,1,1
1282,2,7
1282,3,8
1282,4,6
1282,5,4
1282,6,3
1282,7,2
1282,8,5
1282,9,9
1283,3,1
1283,2,2
1283,1,3
1284,1,1
1284,2,4
1284,3,3
1284,4,2
1285,1,5
1285,2,1
1285,3,2
1285,4,4
1285,5,6
1285,6,3
1285,7,7
1285,8,8
1286,1,1
1286,2,2
1286,3,5
1286,4,3
1286,5,4
1286,1,1
1286,2,2
1286,3,5
1286,4,3
1286,5,4
1287,1,4
1287,2,3
1287,3,1
1287,4,2
129,1,1
129,2,2
129,3,3
1290,1,1
1290,2,2
1293,1,1
1293,2,2
1294,1,1
1294,3,2
1294,2,3
1294,5,4
1294,4,5
1294,7,6
1294,1,1
1294,3,2
1294,2,3
1294,5,4
1294,4,5
1294,7,6
1295,1,1
1295,2,2
1297,1,1
1297,2,2
1297,3,5
1297,4,4
1297,5,6
1297,6,7
1297,7,8
1297,8,3
1. **多音字“漂”有三个读音：piāo,piǎo,piào**
1298,1,1
1298,2,2
1298,3,3
1299,1,1
1299,2,2
1299,3,3
1299,4,4
1299,5,5
1299,6,6
13,1,17
13,2,16
13,3,18
13,4,19
13,5,15
13,6,12
13,7,13
13,8,14
13,9,4
13,10,5
13,11,6
13,12,7
13,13,8
13,15,9
13,16,2
13,17,3
13,18,1
