rank,origin_sn,new_sn
- sn=2,pos=动,定义：“借指衡量比较、斟酌考虑”——这是“权衡”在现代汉语中最常见的引申义，如“权衡利弊”“权衡得失”，使用频率极高。
15714,1,2
15714,2,1
15723,1,1
15723,2,2
15726,1,1
15726,2,2
15729,1,2
15729,2,1
15730,1,1
15730,2,2
15734,1,1
15734,2,2
15735,2,1
15735,1,2
15737,1,1
15737,2,2
15737,1,1
15737,2,2
15745,1,2
15745,2,1
15752,1,2
15752,2,1
15757,1,1
15757,2,2
15757,3,3
15763,1,1
15763,2,2
15790,2,1
15790,3,2
15790,1,3
15793,1,2
15793,2,3
15793,3,1
15801,1,1
15801,2,2
15804,1,2
15804,2,1
15809,1,2
15809,2,1
15829,1,1
15829,2,2
15829,3,3
15829,1,1
15829,2,2
15829,3,3
15831,1,1
15831,2,2
15835,1,1
15835,2,2
15840,1,4
15840,2,2
15840,3,3
15840,4,5
15840,5,1
15852,1,2
15852,2,1
15854,1,1
15854,2,2
15861,1,1
15861,2,2
15862,1,2
15862,2,1
15862,3,3
15869,1,1
15869,2,2
15881,1,1
15881,2,2
15883,1,2
15883,2,1
15884,1,1
15884,2,2
15885,1,2
15885,2,1
15890,1,1
15890,2,2
15891,1,2
15891,2,1
15902,1,2
15902,2,1
15905,1,1
15905,2,2
15905,1,1
15905,2,2
15912,1,1
15912,2,2
15920,1,1
15920,2,2
15920,3,3
15923,1,1
15923,2,2
15923,3,3
15925,1,1
15925,2,2
15928,2,1
15928,1,2
15928,3,3
15931,1,2
15931,2,1
15937,1,1
15937,2,2
15940,1,1
15940,2,2
15962,1,1
15962,2,2
15965,1,1
15965,2,2
15969,1,1
15969,2,2
15977,1,1
15977,2,2
15980,1,1
15980,2,2
15981,1,1
15981,2,2
15983,1,1
15983,2,2
15989,1,1
15989,2,2
15996,1,1
15996,2,2
15998,1,1
15998,2,2
16000,1,3
16000,2,1
16000,3,2
16008,1,2
16008,2,1
16013,1,1
16013,2,2
16022,1,1
16022,2,2
16035,1,3
16035,2,2
16035,3,1
16035,4,6
16035,5,4
16035,6,5
16044,1,1
16044,2,2
16045,1,1
16045,2,2
16047,2,1
16047,1,2
16047,3,3
16058,1,1
16058,2,2
16060,1,1
16060,2,2
16062,1,1
16062,2,2
16069,1,2
16069,2,1
16070,1,1
16070,2,2
16076,1,2
16076,2,1
16079,1,1
16079,2,2
16092,2,1
16092,1,2
16098,1,1
16098,2,2
16106,1,2
16106,2,1
16110,1,1
16110,2,2
16112,1,1
16112,2,2
16114,1,2
16114,2,1
16115,1,1
16115,2,2
16120,1,2
16120,2,1
16123,1,1
16123,2,2
16130,1,1
16130,2,2
16142,1,1
16142,2,2
16146,1,1
16146,2,2
16147,1,1
16147,2,2
16149,1,2
16149,2,1
16150,1,1
16150,2,2
16152,1,1
16152,2,2
16166,1,1
16166,2,2
16166,3,3
16166,1,1
16166,2,2
16166,3,3
16166,1,1
16166,2,2
16166,3,3
16176,1,1
16176,2,2
16177,1,1
16177,2,2
16179,2,1
16179,1,2
16185,1,1
16185,2,3
16185,3,2
16186,1,1
16186,2,2
16188,1,2
16188,2,1
16208,1,1
16208,2,2
16210,1,1
16210,2,2
16216,1,1
16216,2,2
16216,3,3
16217,1,1
16217,2,2
16217,1,1
16217,2,2
16226,1,3
16226,2,2
16226,3,1
16232,1,1
16232,2,2
16239,1,2
16239,2,1
16245,1,1
16245,2,2
16248,1,1
16248,2,2
16251,1,1
16251,2,2
16251,3,3
16255,1,1
16255,2,2
16261,1,1
16261,2,2
16261,1,1
16261,2,2
16264,1,2
16264,2,1
16268,1,1
16268,2,2
16285,1,1
16285,2,2
16288,1,2
16288,2,1
16296,1,1
16296,2,2
16302,1,1
16302,2,2
16309,1,3
16309,2,1
16309,3,2
16311,1,1
16311,2,2
16313,2,1
16313,1,2
16319,1,2
16319,2,1
16320,1,1
16320,2,2
16327,1,2
16327,2,1
16329,1,1
16329,2,2
16330,1,1
16330,2,2
16336,1,3
16336,2,1
16336,3,2
16340,1,2
16340,2,1
16340,3,3
16341,1,1
16341,2,2
- id=16343,zici=贴息,pinyin=tiēxī
16343,1,2
16343,2,1
16349,1,1
16349,2,2
16349,1,1
16349,2,2
16357,1,3
16357,2,2
16357,3,1
16375,1,1
16375,2,2
16376,1,2
16376,2,1
16377,2,1
16377,1,2
16384,亲信,"qīnxìn,1,动,""亲近并信赖"",""这种小人，不可亲信｜最亲信的人反而背叛了。"
16384,亲信,"qīnxìn,2,名,""亲近而信赖的人（多含贬义）"",""这些亲信都为他卖命。"
16384,1,2
16384,2,1
16388,1,1
16388,2,2
16388,3,3
16394,1,1
16394,2,2
16398,1,2
16398,2,1
16409,1,1
16409,2,2
16409,1,1
16409,2,2
16415,2,1
16415,1,2
16418,1,1
16418,2,2
16420,1,1
16420,2,2
16425,1,1
16425,2,2
16426,1,1
16426,2,2
16438,1,2
16438,2,1
1. `zuònàn,动,发难；造反`
2. `zuònán,动,【为难】感到难办`
3. `zuònán,动,【为难】给别人造成困难；刁难`
16439,2,1
16439,3,2
16439,1,3
16445,1,1
16445,2,2
16445,3,3
16449,1,1
16449,2,3
16449,3,2
16452,1,2
16452,2,1
16461,1,1
16461,2,2
16470,1,1
16470,2,3
16470,3,2
16472,3,1
16472,1,2
16472,2,3
16473,1,1
16473,2,3
16473,3,2
16484,1,1
16484,2,2
16486,2,1
16486,1,2
16492,1,1
16492,2,2
16496,1,1
16496,2,2
16504,1,1
16504,2,2
16504,1,1
16504,2,2
16506,1,2
16506,2,3
16506,3,1
16511,1,1
16511,2,2
16526,1,2
16526,2,1
16530,1,1
16530,2,2
16530,3,3
16532,1,1
16532,2,2
16535,1,3
16535,2,2
16535,3,1
16536,2,1
16536,1,2
16537,1,1
16537,2,2
16545,1,2
16545,2,1
16547,1,2
16547,2,1
16557,1,1
16557,2,2
16559,1,2
16559,2,1
16564,1,2
16564,2,1
16567,1,1
16567,2,2
16577,3,1
16577,1,2
16577,2,3
16585,2,1
16585,1,2
16587,1,1
16587,2,2
16590,1,3
16590,2,1
16590,3,2
16604,1,1
16604,2,2
16604,3,3
16605,1,2
16605,2,1
16608,1,1
16608,2,2
16613,1,1
16613,2,2
16618,1,3
16618,2,1
16618,3,2
16618,4,4
16620,1,2
16620,2,1
16622,1,1
16622,2,2
16622,1,1
16622,2,2
16639,1,1
16639,2,2
16647,1,1
16647,2,2
16653,1,1
16653,2,2
16657,1,2
16657,2,1
16667,1,2
16667,2,1
16671,1,1
16671,2,2
16671,3,3
16674,1,2
16674,2,1
16675,1,4
16675,2,3
16675,3,2
16675,4,1
16678,1,1
16678,2,2
16679,1,1
16679,2,2
16693,1,1
16693,2,2
16696,1,2
16696,2,1
16699,1,1
16699,2,2
16710,1,2
16710,2,1
16718,1,1
16718,2,2
16718,1,1
16718,2,2
16722,1,3
16722,2,1
16722,3,2
16731,1,2
16731,2,1
16737,2,1
16737,1,2
16740,1,1
16740,2,2
16750,1,1
16750,2,2
16751,1,1
16751,2,2
16757,1,1
16757,2,2
16764,1,1
16764,2,2
16774,1,1
16774,2,2
16782,2,1
16782,1,2
16783,1,1
16783,2,2
16783,3,3
16787,1,1
16787,2,2
16790,1,2
16790,2,1
16791,1,2
16791,2,1
16792,1,1
16792,2,2
16796,2,1
16796,1,2
16802,1,3
16802,2,2
16802,3,1
16805,1,1
16805,2,2
16815,1,2
16815,2,1
16819,1,1
16819,2,2
16828,1,1
16828,2,2
16832,1,1
16832,2,2
16835,1,1
16835,2,2
16835,3,3
16835,1,1
16835,2,2
16835,3,3
16835,1,1
16835,2,2
16835,3,3
16839,1,1
16839,2,2
16840,1,2
16840,2,1
16841,1,1
16841,2,2
16847,1,2
16847,2,1
16851,1,1
16851,2,2
16851,1,1
16851,2,2
16852,1,1
16852,2,2
16854,1,1
16854,2,2
16858,1,1
16858,2,2
16858,1,1
16858,2,2
16861,1,1
16861,2,2
16862,1,1
16862,2,2
- id: 16876,zici: 气层,"pinyin: qìcéng, sn: 1, pos: 名, definition: 蕴藏着大量天然气的岩层"
- id: 16876,zici: 气层,"pinyin: qìcéng, sn: 2, pos: 名, definition: 大气层"
16876,1,2
16876,2,1
16894,1,1
16894,2,2
16895,1,1
16895,2,2
16896,1,2
16896,2,1
16897,1,2
16897,2,1
16897,3,3
16903,1,2
16903,2,1
16908,1,2
16908,2,1
16913,1,1
16913,2,2
16922,1,2
16922,2,1
16928,1,1
16928,2,2
16932,1,1
16932,2,2
16933,1,1
16933,2,2
16933,3,3
16941,1,2
16941,2,1
16942,1,1
16942,2,2
16943,1,2
16943,2,1
16944,1,1
16944,2,2
16948,1,1
16948,2,2
16951,1,1
16951,2,2
16951,1,1
16951,2,2
16952,1,2
16952,2,1
16955,1,2
16955,2,1
16956,1,1
16956,2,2
16963,1,1
16963,2,2
16963,1,1
16963,2,2
16968,1,1
16968,2,2
16971,1,2
16971,2,1
16972,1,1
16972,2,2
16974,2,1
16974,1,2
16976,1,1
16976,2,2
16986,1,1
16986,2,2
16988,2,1
16988,1,2
16990,1,1
16990,2,2
16990,1,1
16990,2,2
17004,1,1
17004,2,2
17023,1,1
17023,2,3
17023,3,2
17024,1,1
17024,2,2
17028,1,1
17028,2,2
17028,3,3
17028,1,1
17028,2,2
17028,3,3
17036,1,2
17036,2,1
17038,1,1
17038,2,2
17040,1,2
17040,2,1
17044,1,1
17044,2,2
17048,1,1
17048,2,2
17068,2,1
17068,1,2
17071,1,1
17071,2,2
17071,1,1
17071,2,2
17077,1,1
17077,2,2
17078,1,1
17078,2,2
17081,2,1
17081,1,2
17082,1,2
17082,2,1
17085,2,1
17085,1,2
17088,1,1
17088,2,2
17089,1,1
17089,2,2
17094,1,1
17094,2,2
17098,1,2
17098,2,3
17098,3,1
17098,4,4
17101,1,2
17101,2,1
17105,1,1
17105,2,2
17113,1,1
17113,2,2
17115,1,2
17115,2,1
17117,1,1
17117,2,2
17132,1,1
17132,2,2
17137,1,1
17137,2,2
17140,1,1
17140,2,2
17145,1,2
17145,2,1
17146,1,1
17146,2,2
17149,1,1
17149,2,2
17152,1,2
17152,2,1
17153,2,1
17153,1,2
17165,2,1
17165,1,2
17169,1,2
17169,2,1
17170,2,1
17170,1,2
17175,1,2
17175,2,1
17180,1,2
17180,2,1
17183,1,2
17183,2,1
17184,2,1
17184,1,2
17186,1,1
17186,2,2
17186,1,1
17186,2,2
17192,1,1
17192,2,2
17194,1,2
17194,2,1
17200,1,1
17200,2,2
17201,1,2
17201,2,1
17201,3,3
17218,1,1
17218,2,2
17220,1,2
17220,2,1
17224,1,1
17224,2,2
17225,1,2
17225,2,1
17230,1,2
17230,2,1
17233,1,2
17233,2,1
17241,1,1
17241,2,2
17242,1,2
17242,2,1
17242,3,3
17249,1,2
17249,2,1
17251,1,1
17251,2,2
17258,3,1
17258,1,2
17258,2,3
17267,1,1
17267,2,2
- id=17273,zici=洲际,pinyin=zhōujì
17273,1,2
17273,2,1
17279,1,1
17279,2,2
17305,1,1
17305,2,2
17316,1,2
17316,2,1
17336,1,1
17336,2,2
17342,1,1
17342,2,2
17345,1,1
17345,2,2
17346,1,2
17346,2,1
17349,1,2
17349,2,1
17351,1,1
17351,2,2
17357,1,3
17357,2,1
17357,3,2
17357,4,4
17357,5,5
17368,1,1
17368,2,2
17369,1,1
17369,2,2
17380,1,1
17380,2,2
17387,1,1
17387,2,2
17396,1,2
17396,2,3
17396,3,1
17399,1,2
17399,2,1
17426,1,2
17426,2,1
17428,1,1
17428,2,2
17432,1,1
17432,2,2
17442,1,1
17442,2,2
17450,1,1
17450,2,2
17459,1,1
17459,2,2
17461,1,1
17461,2,2
17479,1,1
17479,2,2
17480,2,1
17480,1,2
17482,1,1
17482,2,2
17484,1,2
17484,2,1
17486,1,1
17486,2,2
17489,1,1
17489,2,2
17496,1,1
17496,2,2
17515,1,2
17515,2,1
17520,1,1
17520,2,2
17528,1,1
17528,2,2
17539,1,2
17539,2,1
17540,1,1
17540,2,2
17544,1,1
17544,2,2
17548,1,1
17548,2,2
17561,2,1
17561,1,2
17567,1,2
17567,2,1
17568,1,1
17568,2,2
17569,1,2
17569,2,1
17570,1,1
17570,2,2
17570,1,1
17570,2,2
17575,1,1
17575,2,2
17577,1,3
17577,2,1
17577,3,2
17577,2,1
17577,3,2
17577,1,3
17584,1,2
17584,2,1
17590,1,2
17590,2,1
17615,2,1
17615,1,2
17618,1,1
17618,2,2
17620,1,1
17620,2,2
17621,1,1
17621,2,2
17627,1,1
17627,2,2
17632,1,1
17632,2,2
17641,1,2
17641,2,1
17650,1,2
17650,2,1
17651,1,1
17651,2,2
17652,1,1
17652,2,2
17652,3,3
17652,1,1
17652,2,2
17652,3,3
17654,1,2
17654,2,3
17654,3,1
17661,1,1
17661,2,2
17665,1,2
17665,2,1
17670,1,1
17670,2,2
17674,1,2
17674,2,3
17674,3,1
17675,1,1
17675,2,2
17695,1,2
17695,2,1
17696,1,1
17696,2,2
17703,1,2
17703,2,1
17706,1,1
17706,2,2
17707,1,1
17707,2,2
17722,1,2
17722,2,1
17726,1,1
17726,2,2
17732,1,1
17732,2,2
17734,1,2
17734,2,1
17735,1,2
17735,2,1
17738,1,3
17738,2,2
17738,3,1
17740,1,1
17740,2,2
17743,1,2
17743,2,1
17746,1,1
17746,2,2
17756,2,1
17756,1,2
17758,1,1
17758,2,2
17758,3,3
17762,1,2
17762,2,1
17764,1,2
17764,2,1
17765,1,2
17765,2,1
17775,1,1
17775,2,2
17778,1,1
17778,2,2
17785,1,1
17785,2,2
17787,1,1
17787,2,2
17793,1,1
17793,2,2
17798,1,1
17798,2,2
17804,1,2
17804,2,1
17815,1,1
17815,2,2
17816,2,1
17816,3,2
17816,1,3
17832,1,2
17832,2,1
17840,1,2
17840,2,1
17845,1,1
17845,2,2
17848,1,1
17848,2,2
17848,3,3
17848,4,4
17851,1,2
17851,2,1
17863,1,1
17863,2,2
17865,1,2
17865,2,1
17865,3,3
17869,1,1
17869,2,2
17870,1,3
17870,2,2
17870,3,1
17872,2,1
17872,1,2
17876,1,1
17876,2,2
17877,1,2
17877,2,1
17898,1,1
17898,2,2
17899,1,2
17899,2,1
17903,1,2
17903,2,1
17907,1,1
17907,2,2
17908,1,2
17908,2,1
17919,1,2
17919,2,1
17922,1,2
17922,2,1
17923,1,1
17923,2,2
17924,1,1
17924,2,2
17925,1,1
17925,2,2
17934,1,1
17934,2,2
17937,1,1
17937,2,2
17943,1,1
17943,2,2
17944,3,1
17944,2,2
17944,1,3
17969,1,2
17969,2,1
17976,1,2
17976,2,1
17977,1,2
17977,2,1
17985,1,2
17985,2,1
17992,1,1
17992,2,2
17996,1,3
17996,2,2
17996,3,1
18006,1,1
18006,2,2
18010,2,1
18010,1,2
18013,1,2
18013,2,1
18020,1,1
18020,2,2
18020,3,4
18020,4,3
18024,1,1
18024,2,2
18027,1,1
18027,2,2
18031,1,1
18031,2,2
18034,1,1
18034,2,2
18034,3,3
18036,1,1
18036,2,2
18040,1,1
18040,2,2
18053,1,1
18053,2,2
18055,1,1
18055,2,2
18055,3,3
18055,1,1
18055,2,2
18055,3,3
18063,1,2
18063,2,1
18066,1,1
18066,2,2
18073,1,1
18073,2,2
18073,3,3
18073,1,1
18073,2,2
18073,3,3
18076,1,3
18076,2,1
18076,3,2
18083,1,2
18083,2,1
18088,1,1
18088,2,2
18093,1,1
18093,2,2
18098,1,1
18098,2,2
18099,1,1
18099,2,2
18101,1,2
18101,2,1
18106,1,2
18106,2,1
18107,1,2
18107,2,1
18108,3,1
18108,2,2
18108,1,3
18116,1,2
18116,2,1
18127,1,1
18127,2,2
18127,1,1
18127,2,2
18135,1,2
18135,2,1
18136,1,1
18136,2,2
18142,1,2
18142,2,1
18145,1,1
18145,2,2
18146,1,1
18146,2,2
18148,1,2
18148,2,3
18148,3,1
18148,4,4
18153,1,3
18153,2,1
18153,3,2
18155,1,1
18155,2,2
18160,1,2
18160,2,1
18167,1,1
18167,2,2
18170,1,2
18170,2,1
18171,1,1
18171,2,2
18171,3,3
18178,1,1
18178,2,2
18180,1,1
18180,2,2
18188,1,1
18188,2,2
18192,4,1
18192,2,2
18192,1,3
18192,3,4
18197,1,1
18197,2,2
18197,3,4
18197,4,3
18203,1,2
18203,2,3
18203,3,1
18210,1,1
18210,2,2
18224,1,1
18224,2,2
18230,1,2
18230,2,1
18245,1,3
18245,2,2
18245,3,1
18245,4,4
18250,1,2
18250,2,1
18255,1,1
18255,2,3
18255,3,2
18256,1,1
18256,2,2
18259,1,2
18259,2,1
18265,1,1
18265,2,2
18276,1,1
18276,2,2
18276,3,3
18282,1,1
18282,2,2
18291,1,1
18291,2,2
18293,1,1
18293,2,2
18307,1,1
18307,2,2
18308,1,2
18308,2,1
18317,1,2
18317,2,1
18320,1,2
18320,2,1
18331,1,1
18331,2,2
18332,1,1
18332,2,2
18334,1,1
18334,2,2
18342,1,1
18342,2,2
18342,1,1
18342,2,2
18345,1,2
18345,2,1
18352,1,2
18352,2,1
18358,1,1
18358,2,2
18358,1,1
18358,2,2
18363,1,2
18363,2,1
18369,1,1
18369,2,2
18371,1,1
18371,2,2
18378,1,2
18378,2,1
18383,1,1
18383,2,2
18388,3,1
18388,1,2
18388,2,3
18391,1,3
18391,2,1
18391,3,2
18394,1,2
18394,2,1
18395,1,1
18395,2,2
18408,1,1
18408,2,2
18410,1,1
18410,2,2
18420,1,3
18420,2,4
18420,3,2
18420,4,1
18425,1,1
18425,2,2
18427,1,2
18427,2,1
18436,1,2
18436,2,1
18440,1,1
18440,2,2
18440,3,3
18446,1,2
18446,2,1
18446,3,3
18457,1,2
18457,2,1
18464,1,1
18464,2,2
18476,1,1
18476,2,2
18482,1,1
18482,2,2
18482,1,1
18482,2,2
18490,1,1
18490,2,2
18492,1,1
18492,2,2
18494,1,2
18494,2,1
18495,1,1
18495,2,2
18495,3,3
18502,1,2
18502,2,1
18504,1,1
18504,2,2
18504,3,3
18511,1,1
18511,2,2
18511,3,3
18518,1,2
18518,2,1
18526,4,1
18526,1,2
18526,2,3
18526,3,4
18535,1,1
18535,2,2
18539,1,3
18539,2,2
18539,3,1
18549,1,1
18549,3,2
18549,2,3
18551,1,2
18551,2,1
18555,1,1
18555,2,2
18563,1,1
18563,2,2
18568,1,2
18568,2,1
18586,1,1
18586,2,2
18598,1,1
18598,2,2
18601,2,1
18601,1,2
18614,1,1
18614,2,2
18619,1,2
18619,2,4
18619,3,1
18619,4,3
18652,1,1
18652,2,2
18652,3,3
18657,1,2
18657,2,1
18658,1,1
18658,2,2
18658,3,3
18661,1,1
18661,3,2
18661,2,3
18670,1,1
18670,2,2
18677,1,2
18677,2,1
18677,3,3
18684,1,2
18684,2,1
18699,1,1
18699,2,3
18699,3,4
18699,4,2
18701,1,2
18701,2,3
18701,3,1
18704,1,1
18704,2,2
18713,1,3
18713,2,1
18713,3,2
18724,2,1
18724,3,2
18724,1,3
18731,1,3
18731,2,1
18731,3,2
18735,1,1
18735,2,2
18741,1,1
18741,2,2
18746,1,2
18746,2,1
18748,1,1
18748,2,2
18755,1,1
18755,2,2
18763,1,1
18763,2,2
18764,1,1
18764,2,3
18764,3,4
18764,4,6
18764,5,5
18764,6,2
18778,1,1
18778,2,2
18779,1,1
18779,2,2
18800,2,1
18800,1,2
18802,1,1
18802,2,2
18812,1,1
18812,2,3
18812,3,4
18812,4,2
18823,1,1
18823,2,2
18829,1,2
18829,2,1
18835,1,2
18835,2,1
18836,1,2
18836,2,1
18845,2,1
18845,1,2
18846,1,1
18846,2,2
18848,1,1
18848,2,2
18853,1,1
18853,2,2
18864,1,1
18864,2,2
18867,1,1
18867,2,2
18881,1,1
18881,2,2
18887,2,1
18887,3,2
18887,1,3
18890,1,3
18890,2,1
18890,3,2
18892,1,1
18892,2,2
18894,1,1
18894,2,2
18894,3,3
18911,1,2
18911,2,1
18913,1,1
18913,2,2
18921,1,1
18921,2,2
18923,1,1
18923,2,2
18924,1,2
18924,2,1
18924,3,3
18932,2,1
18932,1,2
18934,1,1
18934,2,2
18946,2,1
18946,1,2
18947,1,1
18947,2,2
18950,1,2
18950,2,1
18951,1,1
18951,2,2
18954,1,1
18954,2,2
18954,1,1
18954,2,2
18955,1,1
18955,2,2
18956,1,3
18956,2,4
18956,3,2
18956,4,1
18959,1,1
18959,2,2
18961,1,1
18961,2,2
18962,1,2
18962,2,1
18966,1,1
18966,2,2
18966,1,1
18966,2,2
18971,1,2
18971,2,1
18974,2,1
18974,1,2
18981,1,1
18981,2,2
18985,2,1
18985,1,2
18986,1,2
18986,2,1
18987,1,1
18987,2,2
18991,1,1
18991,2,2
19001,1,1
19001,2,2
19004,1,1
19004,2,2
19015,1,1
19015,2,2
19020,1,1
19020,2,2
19020,3,3
19024,1,2
19024,2,1
19032,1,1
19032,2,2
19032,3,3
19036,1,1
19036,2,2
19037,1,1
19037,2,2
19044,1,2
19044,2,1
19045,1,1
19045,2,2
19051,1,1
19051,2,2
19059,1,1
19059,2,2
19066,1,1
19066,2,2
19067,1,1
19067,2,2
19067,3,3
19067,4,4
19071,1,2
19071,2,1
19072,1,2
19072,2,1
19073,1,1
19073,2,2
19082,1,1
19082,2,2
19086,1,1
19086,2,2
19095,1,2
19095,2,1
19098,1,1
19098,2,2
19101,1,1
19101,2,2
19101,3,3
19102,1,1
19102,2,2
19105,1,1
19105,2,2
19105,1,1
19105,2,2
19122,1,2
19122,2,1
19122,3,3
19125,1,1
19125,2,2
19126,1,1
19126,2,2
19140,1,1
19140,2,2
19180,1,1
19180,2,2
19184,1,1
19184,2,2
19189,1,1
19189,2,2
19192,1,1
19192,2,2
19198,1,2
19198,2,3
19198,3,1
19203,1,2
19203,2,1
19204,2,1
19204,1,2
19206,1,2
19206,2,1
19215,1,1
19215,2,2
19237,1,1
19237,2,2
19237,1,1
19237,2,2
19239,1,2
19239,2,1
19240,1,1
19240,2,2
19245,1,1
19245,2,2
19249,1,1
19249,2,2
19250,1,1
19250,2,2
19253,1,1
19253,2,2
19253,1,1
19253,2,2
19269,1,1
19269,2,2
19277,1,1
19277,2,2
19288,1,1
19288,2,2
19289,1,1
19289,2,2
19298,1,3
19298,2,2
19298,3,1
19299,1,2
19299,2,1
19303,1,1
19303,2,2
19321,1,2
19321,2,1
19322,1,1
19322,2,2
19327,1,1
19327,2,2
19329,1,1
19329,2,2
19331,1,1
19331,2,2
19351,1,2
19351,2,1
19352,1,1
19352,2,2
19362,1,1
19362,2,2
19363,1,1
19363,2,2
19363,1,1
19363,2,2
19367,1,1
19367,2,2
19378,1,1
19378,2,2
19386,1,1
19386,2,2
19394,1,1
19394,2,2
19396,1,1
19396,2,2
19403,2,1
19403,1,2
19409,1,1
19409,2,2
19409,3,3
### 输出CSV格式（id,origin_sn,new_sn）：
19411,1,2
19411,2,1
19411,3,3
19418,1,2
19418,2,1
19422,1,2
19422,2,1
19423,1,1
19423,2,2
19427,1,1
19427,2,2
19430,1,1
19430,2,2
19432,1,1
19432,2,2
19438,1,1
19438,2,2
19439,1,1
19439,2,2
19440,1,1
19440,2,2
19440,1,1
19440,2,2
19443,1,3
19443,2,2
19443,3,1
