hanzi_id,pinyin_id,hanzi,pinyin,status
22251,522511,多愁善感,duō chóu shàn gǎn,multiple_valid
22352,523521,大内,dà nèi,multiple_valid
22366,523661,大动干戈,dà dòng gān gē,multiple_valid
22458,524581,大拿,dà ná,multiple_valid
22534,525341,大男大女,dà nán dà nǚ,multiple_valid
22565,525651,大脑,dà nǎo,multiple_valid
22566,525661,大脑炎,dà nǎo yán,multiple_valid
22567,525671,大脑皮层,dà nǎo pí céng,multiple_valid
22568,525681,大脑脚,dà nǎo jiǎo,multiple_valid
22608,526081,大逆不道,dà nì bù dào,multiple_valid
22634,526341,大鲵,dà ní,multiple_valid
22717,527171,天昏地暗,tiān hūn dì àn,multiple_valid
23424,534241,妓女,jì nǚ,multiple_valid
23470,534701,妻儿老小,qī ér lǎo xiǎo,multiple_valid
23486,534861,姑奶奶,gū nǎi nai,multiple_valid
23533,535331,姨奶奶,yí nǎi nai,multiple_valid
23646,536461,婢女,bì nǚ,multiple_valid
23686,536861,嫉恶如仇,jí è rú chóu,multiple_valid
23687,536871,嫉贤妒能,jí xián dù néng,multiple_valid
23728,537281,嬉闹,xī nào,multiple_valid
23840,538401,存案,cún àn,multiple_valid
23883,538831,孤傲,gū ào,multiple_valid
23887,538871,孤哀子,gū āi zǐ,multiple_valid
24081,540811,安民告示,ān mín gào shì,multiple_valid
24086,540861,安琪儿,ān qí ér,multiple_valid
24119,541191,完稿,wán gǎo,multiple_valid
24264,542641,定音鼓,dìng yīn gǔ,multiple_valid
24351,543511,审改,shěn gǎi,multiple_valid
24464,544641,宴安鸩毒,yàn ān zhèn dú,multiple_valid
24926,549261,封建割据,fēng jiàn gē jù,multiple_valid
25238,552381,尘垢,chén gòu,multiple_valid
25239,552391,尘埃,chén āi,multiple_valid
25240,552401,尘埃落定,chén āi luò dìng,multiple_valid
25363,553631,局内人,jú nèi rén,multiple_valid
25499,554991,山冈,shān gāng,multiple_valid
25510,555101,山坳,shān ào,multiple_valid
25516,555161,山岗子,shān gǎng zi,multiple_valid
25529,555291,山根,shān gēn,multiple_valid
25532,555321,山歌,shān gē,multiple_valid
25535,555351,山沟,shān gōu,multiple_valid
25558,555581,山谷,shān gǔ,multiple_valid
25569,555691,山高水低,shān gāo shuǐ dī,multiple_valid
25570,555701,山高皇帝远,shān gāo huáng dì yuǎn,multiple_valid
26168,561681,干戈,gān gē,multiple_valid
26192,561921,干碍,gān ài,multiple_valid
26203,562031,干股,gān gǔ,multiple_valid
26249,562491,平安,píng ān,multiple_valid
26353,563531,年庚,nián gēng,multiple_valid
26360,563601,年根,nián gēn,multiple_valid
26363,563631,年糕,nián gāo,multiple_valid
26382,563821,年高德劭,nián gāo dé shào,multiple_valid
26741,567411,延搁,yán gē,multiple_valid
26758,567581,建安,jiàn ān,multiple_valid
26761,567611,建构,jiàn gòu,multiple_valid
26957,569571,弃儿,qì ér,multiple_valid
27008,570081,引港,yǐn gǎng,multiple_valid
27086,570861,弦歌,xián gē,multiple_valid
27357,573571,彪炳千古,biāo bǐng qiān gǔ,multiple_valid
27358,573581,彰善瘅恶,zhāng shàn dà è,multiple_valid
27587,575871,心安理得,xīn ān lǐ dé,multiple_valid
27638,576381,心爱,xīn ài,multiple_valid
27643,576431,心甘,xīn gān,multiple_valid
27659,576591,心肝,xīn gān,multiple_valid
27666,576661,心花怒放,xīn huā nù fàng,multiple_valid
27711,577111,忍辱含垢,rěn rǔ hán gòu,multiple_valid
27735,577351,忘恩负义,wàn gēn fù yì,multiple_valid
27761,577611,忠言逆耳,zhōng yán nì ěr,multiple_valid
27893,578931,怜爱,lián ài,multiple_valid
27960,579601,急难,jí nàn,multiple_valid
27973,579731,性爱,xìng ài,multiple_valid
28072,580721,恋歌,liàn gē,multiple_valid
28126,581261,恩爱,ēn ài,multiple_valid
28148,581481,息怒,xī nù,multiple_valid
28165,581651,恶人,è rén,multiple_valid
28172,581721,恶声恶气,è shēn è qì,multiple_valid
28353,583531,情爱,qíng ài,multiple_valid
28388,583881,惊愕,jīng è,multiple_valid
28434,584341,惧内,jù nèi,multiple_valid
28446,584461,惨案,cǎn àn,multiple_valid
28567,585671,愕然,è rán,multiple_valid
28609,586091,感恩,gǎn ēn,multiple_valid
28610,586101,感恩图报,gǎn ēn tú bào,multiple_valid
28611,586111,感恩戴德,gǎn ēn dài dé,multiple_valid
28699,586991,慷慨激昂,kāng kǎi jī áng,multiple_valid
28748,587481,懒骨头,lǎn gǔ tou,multiple_valid
28908,589081,战歌,zhàn gē,multiple_valid
28921,589211,战鼓,zhàn gǔ,multiple_valid
29013,590131,扇骨,shàn gǔ,multiple_valid
29653,596531,抓挠,zhuā nao,multiple_valid
29988,599881,抹稀泥,mǒ xī ní,multiple_valid
30068,600681,担搁,dān ge,multiple_valid
30070,600701,担纲,dān gāng,multiple_valid
30117,601171,拉尼娜现象,lā ní nà xiàn xiàng,multiple_valid
30243,602431,拘泥,jū nì,multiple_valid
30347,603471,拥政爱民,yōng zhèng ài mín,multiple_valid
30679,606791,挽歌,wǎn gē,multiple_valid
30918,609181,探戈,tàn gē,multiple_valid
31373,613731,摇旗呐喊,yáo qí nà hǎn,multiple_valid
31571,615711,擢发难数,zhuó fà nán shǔ,multiple_valid
31598,615981,攀高,pān gāo,multiple_valid
31712,617121,改弦更张,gǎi xián gēng zhāng,multiple_valid
31866,618661,政治避难,zhèng zhì bì nàn,multiple_valid
32121,621211,数米而炊,shǔ mǐ ér chuī,multiple_valid
32183,621831,文告,wén gào,multiple_valid
32223,622231,文稿,wén gǎo,multiple_valid
32233,622331,文蛤,wén gé,multiple_valid
32446,624461,新高,xīn gāo,multiple_valid
32762,627621,既而,jì ér,multiple_valid
32763,627631,日上三竿,rì shàng sān gān,multiple_valid
32978,629781,昂昂,áng áng,multiple_valid
32996,629961,明争暗斗,míng zhēng àn dòu,multiple_valid
33037,630371,明枪暗箭,míng qiāng àn jiàn,multiple_valid
33082,630821,昏暗,hūn àn,multiple_valid
33278,632781,晚安,wǎn ān,multiple_valid
33440,634401,暗暗,àn àn,multiple_valid
33444,634441,暗沟,àn gōu,multiple_valid
33870,638701,期期艾艾,qī qī ài ài,multiple_valid
33979,639791,本固枝荣,běn gù zhī róng,multiple_valid
34078,640781,机能,jī néng,multiple_valid
34150,641501,权利能力,quán lì néng lì,multiple_valid
34358,643581,板鼓,bǎn gǔ,multiple_valid
34412,644121,枕戈待旦,zhěn gē dài dàn,multiple_valid
34415,644151,枕骨,zhěn gǔ,multiple_valid
34568,645681,染缸,rǎn gāng,multiple_valid
34710,647101,栏杆,lán gān,multiple_valid
34816,648161,核能,hé néng,multiple_valid
34928,649281,桢干,zhēn gàn,multiple_valid
35215,652151,榜额,bǎng é,multiple_valid
35345,653451,橡皮泥,xiàng pí ní,multiple_valid
35362,653621,檐沟,yán gōu,multiple_valid
35380,653801,欠安,qiàn ān,multiple_valid
35408,654081,欢歌,huān gē,multiple_valid
35435,654351,欲壑难填,yù hè nán tián,multiple_valid
35437,654371,欲擒故纵,yù qín gù zòng,multiple_valid
35465,654651,款额,kuǎn é,multiple_valid
35511,655111,歌女,gē nǚ,multiple_valid
35808,658081,残羹剩饭,cán gēng shèng fàn,multiple_valid
35855,658551,毁家纾难,huǐ jiā shū nàn,multiple_valid
35923,659231,比基尼,bǐ jī ní,multiple_valid
35925,659251,比拟,bǐ nǐ,multiple_valid
36102,661021,民歌,mín gē,multiple_valid
36108,661081,民脂民膏,mín zhī mín gāo,multiple_valid
36136,661361,气囊,qì náng,multiple_valid
36150,661501,气恼,qì nǎo,multiple_valid
36154,661541,气昂昂,qì áng áng,multiple_valid
36188,661881,气馁,qì něi,multiple_valid
36278,662781,水涨船高,shuǐ zhǎng chuán gāo,multiple_valid
36448,664481,汉语拼音方案,hàn yǔ pīn yīn fāng àn,multiple_valid
36578,665781,沉痼,chén gù,multiple_valid
36638,666381,沙鸥,shā ōu,multiple_valid
36696,666961,河南坠子,hé nán zhuì zi,multiple_valid
36697,666971,河南梆子,hé nán bāng zi,multiple_valid
36752,667521,油头滑脑,yóu tóu huá nǎo,multiple_valid
36830,668301,沿岸,yán àn,multiple_valid
36838,668381,沿革,yán gé,multiple_valid
36864,668641,法人股,fǎ rén gǔ,multiple_valid
36984,669841,泥淖,ní nào,multiple_valid
37113,671131,洗心革面,xǐ xīn gé miàn,multiple_valid
37123,671231,洗耳恭听,xǐ ěr gōng tīng,success
37371,673711,浑噩,hún è,multiple_valid
37379,673791,浑浑噩噩,hún hún è è,multiple_valid
37704,677041,涵盖,hán gài,multiple_valid
37724,677241,淑女,shū nǚ,multiple_valid
37750,677501,淤泥,yū ní,multiple_valid
37792,677921,深更半夜,shēn gēng bàn yè,multiple_valid
37795,677951,深沟高垒,shēn gōu gāo lěi,multiple_valid
37988,679881,渗沟,shèn gōu,multiple_valid
38010,680101,温故知新,wēn gù zhī xīn,multiple_valid
38231,682311,滑头滑脑,huá tóu huá nǎo,multiple_valid
38241,682411,滑腻,huá nì,multiple_valid
38296,682961,满坑满谷,mǎn kēng mǎn gǔ,multiple_valid
38330,683301,满额,mǎn é,multiple_valid
38559,685591,激怒,jī nù,multiple_valid
38564,685641,激昂慷慨,jī áng kāng kǎi,multiple_valid
38606,686061,灌溉渠,guàn gài qú,multiple_valid
39042,690421,烟膏,yān gāo,multiple_valid
39051,690511,烟霭,yān ǎi,multiple_valid
39164,691641,热能,rè néng,multiple_valid
39209,692091,焚膏继晷,fén gāo jì guǐ,multiple_valid
39215,692151,焦头烂额,jiāo tóu làn é,multiple_valid
39243,692431,煎熬,jiān áo,multiple_valid
39362,693621,熟能生巧,shú néng shēng qiǎo,multiple_valid
39767,697671,犯案,fàn àn,multiple_valid
39825,698251,狎昵,xiá nì,multiple_valid
39878,698781,独占鳌头,dú zhàn áo tóu,multiple_valid
39945,699451,狼心狗肺,láng xīn gǒu fèi,multiple_valid
40150,701501,玩偶,wán ǒu,multiple_valid
40189,701891,环顾,huán gù,multiple_valid
40248,702481,珍爱,zhēn ài,multiple_valid
40740,707401,申购,shēn gòu,multiple_valid
41107,711071,疑难,yí nán,multiple_valid
41165,711651,疾恶如仇,jí è rú chóu,multiple_valid
41209,712091,病案,bìng àn,multiple_valid
41640,716401,皮囊,pí náng,multiple_valid
41783,717831,盘亘,pán gèn,multiple_valid
41786,717861,盘古,pán gǔ,multiple_valid
41796,717961,盘杠子,pán gàng zi,multiple_valid
41798,717981,盘根错节,pán gēn cuò jié,multiple_valid
41799,717991,盘根问底,pán gēn wèn dǐ,multiple_valid
41988,719881,相安,xiāng ān,multiple_valid
42116,721161,看顾,kàn gù,multiple_valid
42125,721251,真个,zhēn gè,multiple_valid
42140,721401,真格的,zhēn gé de,multiple_valid
42190,721901,眼格,yǎn gé,multiple_valid
42231,722311,眼高手低,yǎn gāo shǒu dī,multiple_valid
42236,722361,着呢,zhe ne,multiple_valid
42300,723001,瞎奶,xiā nǎi,multiple_valid
42311,723111,瞎闹,xiā nào,multiple_valid
42341,723411,瞻前顾后,zhān qián gù hòu,multiple_valid
42345,723451,瞻顾,zhān gù,multiple_valid
42526,725261,砂囊,shā náng,multiple_valid
42573,725731,砧骨,zhēn gǔ,multiple_valid
42627,726271,破题儿第一遭,pò tí er dì yī zāo,multiple_valid
42708,727081,硬腭,yìng è,multiple_valid
43002,730021,神奥,shén ào,multiple_valid
43123,731231,禁锢,jìn gù,multiple_valid
43347,733471,秘而不宣,mì ér bù xuān,multiple_valid
43533,735331,稳固,wěn gù,multiple_valid
43591,735911,穷山恶水,qióng shān è shuǐ,multiple_valid
43880,738801,站岗,zhàn gǎng,multiple_valid
44114,741141,第二世界,dì èr shì jiè,multiple_valid
44115,741151,第二产业,dì èr chǎn yè,multiple_valid
44116,741161,第二信号系统,dì èr xìn hào xì tǒng,multiple_valid
44117,741171,第二宇宙速度,dì èr yǔ zhòu sù dù,multiple_valid
44118,741181,第二审,dì èr shěn,multiple_valid
44122,741221,第二职业,dì èr zhí yè,multiple_valid
44123,741231,第二课堂,dì èr kè táng,multiple_valid
44163,741631,等额选举,děn gé xuǎn jǔ,multiple_valid
44170,741701,筋骨,jīn gǔ,multiple_valid
44249,742491,简古,jiǎn gǔ,multiple_valid
44713,747131,紧箍咒,jǐn gū zhòu,multiple_valid
45105,751051,细嫩,xì nèn,multiple_valid
45135,751351,细腻,xì nì,multiple_valid
45242,752421,结合能,jié hé néng,multiple_valid
45409,754091,继而,jì ér,multiple_valid
45531,755311,缉拿,jī ná,multiple_valid
45690,756901,罄竹难书,qìng zhú nán shū,multiple_valid
45718,757181,罕觏,hǎn gòu,multiple_valid
45821,758211,罹难,lí nàn,multiple_valid
46011,760111,翻改,fān gǎi,multiple_valid
46017,760171,翻案,fān àn,multiple_valid
46029,760291,翻盖,fān gài,multiple_valid
46039,760391,翻跟头,fān gēn tou,multiple_valid
46085,760851,老大难,lǎo dà nán,multiple_valid
46206,762061,老顽固,lǎo wán gù,multiple_valid
46268,762681,耍闹,shuǎ nào,multiple_valid
46341,763411,耳熟能详,ěr shú néng xiáng,multiple_valid
46378,763781,耽搁,dān ge,multiple_valid
46664,766641,胆固醇,dǎn gù chún,multiple_valid
46671,766711,胆敢,dǎn gǎn,multiple_valid
46801,768011,胡闹,hú nào,multiple_valid
46871,768711,能屈能伸,néng qū néng shēn,multiple_valid
47039,770391,脱胎换骨,tuō tāi huàn gǔ,multiple_valid
47106,771061,腕骨,wàn gǔ,multiple_valid
47158,771581,腽肭,wà nà,multiple_valid
47159,771591,腽肭兽,wà nà shòu,multiple_valid
47160,771601,腽肭脐,wà nà qí,multiple_valid
47420,774201,臭皮囊,chòu pí náng,multiple_valid
47499,774991,舛讹,chuǎn é,multiple_valid
47622,776221,色厉内荏,sè lì nèi rěn,multiple_valid
47764,777641,花呢,huā ní,multiple_valid
48000,780001,苦心孤诣,kǔ xīn gū yì,multiple_valid
48002,780021,苦恼,kǔ nǎo,multiple_valid
48009,780091,苦熬,kǔ áo,multiple_valid
48020,780201,苦难,kǔ nàn,multiple_valid
48215,782151,荐骨,jiàn gǔ,multiple_valid
48775,787751,蔫头耷脑,niān tóu dā nǎo,multiple_valid
48795,787951,蕲艾,qí ài,multiple_valid
48912,789121,虎头虎脑,hǔ tóu hǔ nǎo,multiple_valid
48961,789611,虚拟,xū nǐ,multiple_valid
48962,789621,虚拟现实,xū nǐ xiàn shí,multiple_valid
49022,790221,蚂蚁啃骨头,mǎ yǐ kěn gǔ tou,multiple_valid
49047,790471,蚕蛾,cán é,multiple_valid
49079,790791,蛋羹,dàn gēng,multiple_valid
49104,791041,蛮干,mán gàn,multiple_valid
49475,794751,衙内,yá nèi,multiple_valid
49805,798051,西南,xī nán,multiple_valid
49806,798061,西南非,xī nán fēi,multiple_valid
49814,798141,西安事变,xī ān shì biàn,multiple_valid
49945,799451,观感,guān gǎn,multiple_valid
50085,800851,触怒,chù nù,multiple_valid
50236,802361,认购,rèn gòu,multiple_valid
50357,803571,讷讷,nè nè,multiple_valid
50750,807501,请安,qǐn gān,multiple_valid
51166,811661,责任感,zé rèn gǎn,multiple_valid
51174,811741,责难,zé nàn,multiple_valid
51308,813081,贫骨头,pín gǔ tou,multiple_valid
51337,813371,贱骨头,jiàn gǔ tou,multiple_valid
51540,815401,赞歌,zàn gē,multiple_valid
51678,816781,赶热闹,gǎn rè nao,multiple_valid
52148,821481,身高,shēn gāo,multiple_valid
52259,822591,转岗,zhuǎn gǎng,multiple_valid
52280,822801,转氨酶,zhuǎn ān méi,multiple_valid
52702,827021,过渡内阁,guò dù nèi gé,multiple_valid
52799,827991,近古,jìn gǔ,multiple_valid
52819,828191,返岗,fǎn gǎng,multiple_valid
52858,828581,这山望着那山高,zhè shān wàng zhe nà shān gāo,multiple_valid
52954,829541,连亘,lián gèn,multiple_valid
52972,829721,连根拔,lián gēn bá,multiple_valid
53034,830341,迷你,mí nǐ,multiple_valid
53207,832071,逆耳,nì ěr,multiple_valid
53465,834651,遇难,yù nàn,multiple_valid
53617,836171,避难,bì nàn,multiple_valid
53916,839161,酷爱,kù ài,multiple_valid
53918,839181,酷虐,kù nüè,multiple_valid
54178,841781,金刚,jīn gāng,multiple_valid
54179,841791,金刚努目,jīn gāng nǔ mù,multiple_valid
54180,841801,金刚石,jīn gāng shí,multiple_valid
54181,841811,金刚砂,jīn gāng shā,multiple_valid
54182,841821,金刚钻,jīn gāng zuàn,multiple_valid
54212,842121,金瓯,jīn ōu,multiple_valid
54221,842211,金糕,jīn gāo,multiple_valid
54235,842351,金额,jīn é,multiple_valid
54270,842701,针箍,zhēn gū,multiple_valid
54368,843681,钱谷,qián gǔ,multiple_valid
54554,845541,银根,yín gēn,multiple_valid
54721,847211,锥处囊中,zhuī chǔ náng zhōng,multiple_valid
54849,848491,长安,cháng ān,multiple_valid
54940,849401,门岗,mén gǎng,multiple_valid
54986,849861,门额,mén é,multiple_valid
55023,850231,闭门羹,bì mén gēng,multiple_valid
55108,851081,间隔号,jiàn gé hào,multiple_valid
55194,851941,阉割,yān gē,multiple_valid
55210,852101,阑干,lán gān,multiple_valid
55315,853151,阴干,yīn gān,multiple_valid
55322,853221,阴暗,yīn àn,multiple_valid
55323,853231,阴暗面,yīn àn miàn,multiple_valid
55331,853311,阴沟,yīn gōu,multiple_valid
55380,853801,阻尼,zǔ ní,multiple_valid
55388,853881,阻难,zǔ nàn,multiple_valid
55475,854751,陈谷子烂芝麻,chén gǔ zi làn zhī ma,multiple_valid
55517,855171,限额,xiàn é,multiple_valid
55560,855601,险固,xiǎn gù,multiple_valid
55566,855661,险恶,xiǎn è,multiple_valid
55576,855761,险隘,xiǎn ài,multiple_valid
55663,856631,随遇而安,suí yù ér ān,multiple_valid
55681,856811,隐恶扬善,yǐn è yáng shàn,multiple_valid
55758,857581,难熬,nán áo,multiple_valid
56008,860081,震古烁今,zhèn gǔ shuò jīn,multiple_valid
56011,860111,震感,zhèn gǎn,multiple_valid
56393,863931,音高,yīn gāo,multiple_valid
56512,865121,顽梗,wán gěng,multiple_valid
56627,866271,颊囊,jiá náng,multiple_valid
56957,869571,饥饿线,jī è xiàn,multiple_valid
57091,870911,香案,xiāng àn,multiple_valid
57181,871811,马裤呢,mǎ kù ní,multiple_valid
57359,873591,骑虎难下,qí hǔ nán xià,multiple_valid
57424,874241,髌骨,bìn gǔ,multiple_valid
57683,876831,鱼饵,yú ěr,multiple_valid
58065,880651,黄金分割,huáng jīn fēn gē,multiple_valid
58245,882451,鼓鼓囊囊,gǔ gu nāng nāng,multiple_valid
11376,413761,丏,miǎn,no_split
11834,418341,丱,guàn,no_split
12026,420261,乇,tuō,no_split
12289,422891,乩,jī,no_split
12357,423571,乸,nǎ,no_split
12470,424701,亍,chù,no_split
12538,425381,亓,qí,no_split
12818,428181,亶,dǎn,no_split
12818,428182,亶,dàn,no_split
12819,428191,亸,duǒ,no_split
12820,428201,亹,mén,no_split
12820,428202,亹,wěi,no_split
12975,429751,仉,zhǎng,no_split
13091,430911,仝,tóng,no_split
13092,430921,仟,qiān,no_split
13093,430931,仡,yì,no_split
13093,430932,仡,gē,no_split
13165,431651,仫,mù,no_split
13188,431881,仳,pǐ,no_split
13189,431891,仵,wǔ,no_split
13244,432441,伃,yú,no_split
13245,432451,伈,xǐn,no_split
13253,432531,伋,jí,no_split
13469,434691,伡,chē,no_split
13489,434891,伥,chāng,no_split
13526,435261,伲,nì,no_split
13542,435421,伷,zhòu,no_split
13555,435551,伻,bēng,no_split
13560,435601,伾,pī,no_split
13561,435611,佀,sì,no_split
13569,435691,佉,qū,no_split
13570,435701,佊,bǐ,no_split
13819,438191,佫,hè,no_split
13836,438361,佴,nài,no_split
13836,438362,佴,èr,no_split
13837,438371,佶,jí,no_split
13838,438381,佹,guǐ,no_split
13839,438391,佺,quán,no_split
13843,438431,佽,cì,no_split
13844,438441,佾,yì,no_split
13859,438591,侁,shēn,no_split
13860,438601,侂,tuō,no_split
13872,438721,侉,kuǎ,no_split
13894,438941,侑,yòu,no_split
13895,438951,侔,móu,no_split
13897,438971,侘,chà,no_split
13917,439171,侜,zhōu,no_split
13994,439941,侷,jú,no_split
13995,439951,侹,tǐng,no_split
13996,439961,侻,tuì,no_split
13996,439962,侻,tuō,no_split
14041,440411,俅,qiú,no_split
14046,440461,俍,liáng,no_split
14074,440741,俛,fǔ,no_split
14074,440742,俛,miǎn,no_split
14075,440751,俜,pīng,no_split
14198,441981,俣,yǔ,no_split
14199,441991,俤,dì,no_split
14200,442001,俦,chóu,no_split
14264,442641,俵,biào,no_split
14266,442661,俶,chù,no_split
14266,442662,俶,tì,no_split
14269,442691,倅,cuì,no_split
14343,443431,倓,tán,no_split
14372,443721,倞,liàng,no_split
14372,443722,倞,jìng,no_split
14409,444091,倢,jié,no_split
14417,444171,倬,zhuō,no_split
14420,444201,倴,bèn,no_split
14421,444211,倷,nǎi,no_split
14430,444301,倻,yē,no_split
14460,444601,偁,chēng,no_split
14502,445021,偊,yǔ,no_split
14541,445411,偓,wò,no_split
14600,446001,偢,qiào,no_split
14600,446002,偢,chǒu,no_split
14613,446131,偭,miǎn,no_split
14614,446141,偲,sī,no_split
14614,446142,偲,cāi,no_split
14646,446461,偾,fèn,no_split
14654,446541,傉,nù,no_split
14660,446601,傎,diān,no_split
14661,446611,傒,xī,no_split
14662,446621,傕,jué,no_split
14663,446631,傢,jiā,no_split
14669,446691,傤,zài,no_split
14671,446711,傧,bīn,no_split
14706,447061,傺,chì,no_split
14715,447151,僄,piào,no_split
14716,447161,僇,lù,no_split
14717,447171,働,dòng,no_split
14727,447271,僝,chán,no_split
14728,447281,僡,huì,no_split
14729,447291,僢,chuǎn,no_split
14730,447301,僦,jiù,no_split
14736,447361,僬,jiāo,no_split
