rank,hanzi,pinyin,mismatch_parsed,invalid_parsed,has_subdefs,raw_html
5511,俶,tìtǎng,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>俶</x-hw><x-pr> chù</x-pr><br>〈文〉
<dt><x-sn>①</x-sn><x-gram>动</x-gram>开始②<x-f>。</x-f></dt>
<dt><x-sn>②</x-sn><sbl2>○</sbl2><x-g>动</x-g>整理<x-f>。</x-f></dt><dd><x-ex><x-key>俶</x-key>装</x-ex></dd>
<dt><x-ref>另见</x-ref><a href=""entry://俶"" type=""seealso"">tì</a><x-f>。</x-f></dt><hr><dt class='title'><x-hw>俶</x-hw><x-pr> tì</x-pr>俶傥<x-pr> tìtǎng</x-pr>
<dt>现在一般写作“倜傥”<x-f>。</x-f></dt>
<dt><x-ref>另见</x-ref><a href=""entry://俶"" type=""seealso"">chù</a><x-f>。</x-f>
"
5512,鹳,guàn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>鹳</x-hw><x-pr> guàn</x-pr>（鸛）
<dt><x-gram>名</x-gram>鸟，外形像鹤，也像鹭，嘴长而直，翼大尾短。善飞翔，生活在近水地区，捕食鱼、虾等。种类很多，常见的有白鹳、黑鹳两种<x-f>。</x-f></dt>
"
5513,疠,lì,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>疠</x-hw><x-pr> lì</x-pr>（癘）
<dt>〈文〉<x-gram>名</x-gram>瘟疫<x-f>。</x-f></dt><dd><x-ex><x-key>疠</x-key>疫</x-ex><x-ex><x-lb> | </x-lb><x-key>疠</x-key>疾</x-ex></dd><t-note><x-lb>用法说明</x-lb>跟“疬”不同<x-f>。</x-f></t-note>
"
5514,縻,mí,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>縻</x-hw><x-pr> mí</x-pr>
<dt>〈文〉<x-gram>动</x-gram>拴住；捆住<x-f>。</x-f></dt><dd><x-ex>羁<x-key>縻</x-key></x-ex></dd>
"
5515,阕,què,False,False,True,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>阕</x-hw><x-pr> què</x-pr>（闋）
<dt><x-sn>①</x-sn><x-gram>动</x-gram>〈文〉终了；完毕<x-f>。</x-f></dt><dd><x-ex>乐<x-key>阕</x-key>（乐曲终了）</x-ex><x-ex><x-lb> | </x-lb>服<x-key>阕</x-key>（服丧期满）<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><sbl>→</sbl><x-g>量</x-g><x-a>a.</x-a> 歌曲或词一首叫一阕<x-f>。</x-f></dt><x-dd>▷</x-dd><x-ex>高歌一<x-key>阕</x-key></x-ex><x-ex><x-lb> | </x-lb>奉上新词一<x-key>阕</x-key></x-ex>
<dt><x-a>b.</x-a> 词的一段叫一阕<x-f>。</x-f></dt><dd><x-ex>上<x-key>阕</x-key></x-ex><x-ex><x-lb> | </x-lb>下<x-key>阕</x-key></x-ex></dd>
<dt><x-sn>③</x-sn><sbl2>○</sbl2><x-g>名</x-g>姓<x-f>。</x-f></dt><t-note><x-lb>用法说明</x-lb>跟“阙”不同<x-f>。</x-f></t-note>
"
5516,倓,tán,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>倓</x-hw><x-pr> tán</x-pr>
<dt>〈文〉<x-gram>形</x-gram>安静<x-f>。</x-f></dt>
"
5517,姞,jí,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>姞</x-hw><x-pr> jí</x-pr>
<dt><x-gram>名</x-gram>姓<x-f>。</x-f></dt>
"
5518,犍,jiān,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>犍</x-hw><x-pr> jiān</x-pr><br><x-gram>名</x-gram>犍牛<x-f>。</x-f></dt><dd><x-ex>黄<x-key>犍</x-key></x-ex></dd><t-note><x-lb>用法说明</x-lb>不读 jiàn<x-f>。</x-f></t-note><x-ref>另见</x-ref><a href=""entry://犍"" type=""seealso"">qián</a><x-f>。</x-f></dt><hr><dt class='title'><x-hw>犍</x-hw><x-pr> qián</x-pr>犍为<x-pr> qiánwéi</x-pr>名地名，在四川<x-f>。</x-f></dt>
<dt><x-ref>另见</x-ref><a href=""entry://犍"" type=""seealso"">jiān</a><x-f>。</x-f>
"
5519,谶,chèn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>谶</x-hw><x-pr> chèn</x-pr>（讖）
<dt><x-gram>名</x-gram>古人认为将来能应验的预言、预兆<x-f>。</x-f></dt><dd><x-ex><x-key>谶</x-key>纬</x-ex><x-ex><x-lb> | </x-lb>图<x-key>谶</x-key></x-ex></dd>
"
5520,亳,bó,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>亳</x-hw><x-pr> bó</x-pr>
<dt><x-gram>名</x-gram>亳州，地名，在安徽<x-f>。</x-f></dt><t-note><x-lb>用法说明</x-lb>跟“毫（háo）”不同。下边是“乇”<x-f>。</x-f></t-note>
"
5521,贽,zhì,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>贽</x-hw><x-pr> zhì</x-pr>（贄）
<dt><x-gram>名</x-gram>古人初次拜见尊长时拿的礼物<x-f>。</x-f></dt><dd><x-ex><x-key>贽</x-key>见（拿着礼物求见）</x-ex><x-ex><x-lb> | </x-lb><x-key>贽</x-key>礼</x-ex></dd>
"
5522,挈,qiè,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>挈</x-hw><x-pr> qiè</x-pr>
<dt>〈文〉
<dt><x-sn>①</x-sn><x-gram>动</x-gram>提起<x-f>。</x-f></dt><dd><x-ex>提纲<x-key>挈</x-key>领</x-ex></dd>
<dt><x-sn>②</x-sn><sbl>→</sbl><x-g>动</x-g>携带；率领<x-f>。</x-f></dt><dd><x-ex>扶老<x-key>挈</x-key>幼</x-ex><x-ex><x-lb> | </x-lb><x-key>挈</x-key>眷</x-ex><x-ex><x-lb> | </x-lb>提<x-key>挈</x-key></x-ex></dd><t-note><x-lb>用法说明</x-lb>统读 qiè，不读 qì 或 xié<x-f>。</x-f></t-note>
"
5523,萁,qí,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>萁</x-hw><x-pr> qí</x-pr><br>〈文〉<x-gram>名</x-gram>豆的秸秆<x-f>。</x-f></dt><dd><x-ex>豆<x-key>萁</x-key></x-ex></dd><t-note><x-lb>用法说明</x-lb>㊀统读 qí，不读 jī。㊁跟“箕（jī）”不同<x-f>。</x-f></t-note>
"
5524,劢,mài,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>劢</x-hw><x-pr> mài</x-pr>（勱）<br>〈文〉<x-gram>动</x-gram>努力；尽力<x-f>。</x-f></dt>
"
5525,赍,jī,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>赍</x-hw><x-pr> jī</x-pr>（賫*賷*齎）
<dt>〈文〉
<dt><x-sn>①</x-sn><x-gram>动</x-gram>拿着东西送给人<x-f>。</x-f></dt><dd><x-ex><x-key>赍</x-key>助</x-ex></dd>
<dt><x-sn>②</x-sn><sbl>→</sbl><x-g>动</x-g>心里怀着（某种想法）<x-f>。</x-f></dt><dd><x-ex><x-key>赍</x-key>恨</x-ex><x-ex><x-lb> | </x-lb><x-key>赍</x-key>志</x-ex></dd>
"
5526,荩,jìn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script>荩 1 <x-pr> jìn</x-pr>（藎）荩草<x-pr> jìncǎo</x-pr> <x-g>名</x-g> 
<dt>一年生草本植物，节上生根。汁液可以做黄色染料，茎和叶可以做药材，茎皮纤维是造纸原料<x-f>。</x-f></dt></dt><hr><dt class='title'>荩 2 <x-pr> jìn</x-pr>（藎）
<dt>〈文〉<x-gram>形</x-gram>忠诚<x-f>。</x-f></dt><dd><x-ex><x-key>荩</x-key>臣</x-ex><x-ex><x-lb> | </x-lb>忠<x-key>荩</x-key></x-ex></dd>
"
5527,侪,chái,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>侪</x-hw><x-pr> chái</x-pr>（儕）
<dt>〈文〉<x-gram>名</x-gram>同辈或同类的人<x-f>。</x-f></dt><dd><x-ex>吾<x-key>侪</x-key>（我们这些人）</x-ex><x-ex><x-lb> | </x-lb><x-key>侪</x-key>类（同类的人）<x-f>。</x-f></x-ex></dd>
"
5528,坩,gān,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>坩</x-hw><x-pr> gān</x-pr>
<dt>〈文〉<x-gram>名</x-gram>瓦锅；盛东西的陶器<x-f>。</x-f></dt>
"
5529,欸,ǎi,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>欸</x-hw><x-pr> āi</x-pr>
<dt><a href=""entry://唉"" type=""sameas"">唉（āi）</a>现在一般写作“唉”<x-f>。</x-f></dt>
<dt><x-ref>另见</x-ref><a href=""entry://欸"" type=""seealso"">ǎi</a><x-f>。</x-f></dt><hr><dt class='title'><x-hw>欸</x-hw><x-pr> ǎi</x-pr>欸乃<x-pr> ǎinǎi</x-pr>〈文〉拟声模拟行船划桨、摇橹的声音<x-f>。</x-f></dt><x-dd>▷</x-dd><x-ex><x-key>欸乃</x-key>一声山水绿</x-ex>拟声
<dt>模拟划船时唱和（hè）的声音<x-f>。</x-f></dt><dd><x-ex>歌<x-key>欸乃</x-key>，橹咿呀</x-ex><x-ex><x-lb> | </x-lb>遥闻<x-key>欸乃</x-key>曲，知是渔人唱<x-f>。</x-f></x-ex></dd>
<dt><x-ref>另见</x-ref><a href=""entry://欸"" type=""seealso"">āi</a><x-f>。</x-f>
"
5530,唛,mài,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>唛</x-hw><x-pr> mài</x-pr>（嘜）
<dt><x-gram>名</x-gram><x-etym>英语 mark 音译<x-f>。</x-f></x-etym>某些地区指进出口货物的包装上所做的标记，内容包括批号、件号、抵运港口、目的地、收货人、生产国名及地名、合同号码、货名、数量等；也指商标<x-f>。</x-f></dt>（也说唛头<x-f>。</x-f>）
"
5531,楸,qiū,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>楸</x-hw><x-pr> qiū</x-pr><br><x-gram>名</x-gram>落叶乔木，树干挺直，高可达30米，叶子三角状卵形，开白色花。木材细致，耐湿，可供建筑、造船、制作家具等用，叶及树皮可以做药材<x-f>。</x-f></dt>
"
5532,纻,zhù,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>纻</x-hw><x-pr> zhù</x-pr>（紵）
<dt>〈文〉<x-gram>名</x-gram>用苎麻纤维织成的布<x-f>。</x-f></dt><dd><x-ex><x-key>纻</x-key>衣</x-ex></dd>
<dt><x-lb>用法说明</x-lb>见“<a href=""entry://苎"" type=""see"">苎</a>”<x-f>。</x-f>
"
5533,苠,mín,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>苠</x-hw><x-pr> mín</x-pr>
<dt><x-gram>形</x-gram>（庄稼）生长期较长，成熟期较晚<x-f>。</x-f></dt><dd><x-ex><x-key>苠</x-key>高粱</x-ex></dd>
"
5534,掮,qián,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>掮</x-hw><x-pr> qián</x-pr>
<dt><x-gram>动</x-gram>某些地区指用肩扛<x-f>。</x-f></dt><dd><x-ex>手提肩<x-key>掮</x-key></x-ex></dd>
"
5535,柰,nài,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>柰</x-hw><x-pr> nài</x-pr><br><x-gram>名</x-gram>古代指一种类似花红（</dt>（也说沙果）的果树；也指这种树的果实<x-f>。</x-f>）<t-note><x-lb>用法说明</x-lb>跟“奈”不同<x-f>。</x-f></t-note>
"
5536,菘,sōng,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>菘</x-hw><x-pr> sōng</x-pr><br>〈文〉<x-gram>名</x-gram>白菜<x-f>。</x-f></dt><dd><x-ex>晚<x-key>菘</x-key></x-ex></dd>
"
5537,稗,bài,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>稗</x-hw><x-pr> bài</x-pr>（*粺）
<dt><x-sn>①</x-sn><x-gram>名</x-gram>稗子<x-f>。</x-f></dt>
<dt><x-sn>②</x-sn><sbl>→</sbl><x-g>形</x-g>〈文〉微小的；琐碎的<x-f>。</x-f></dt><dd><x-ex><x-key>稗</x-key>史</x-ex><x-ex><x-lb> | </x-lb><x-key>稗</x-key>官</x-ex></dd><t-note><x-lb>用法说明</x-lb>不读 bēi<x-f>。</x-f></t-note>
"
5538,臌,gǔ,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>臌</x-hw><x-pr> gǔ</x-pr><br><x-gram>名</x-gram>臌胀<x-f>。</x-f></dt><dd><x-ex><x-key>臌</x-key>症</x-ex><x-ex><x-lb> | </x-lb>水<x-key>臌</x-key></x-ex><x-ex><x-lb> | </x-lb>气<x-key>臌</x-key></x-ex></dd>
"
5539,螬,cáo,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>螬</x-hw><x-pr> cáo</x-pr>
<dt>见“<a href=""x-dictionary:r:000B144:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='000B146'])"" title=""蛴"" type=""see"">蛴（qí）螬</a>”<x-f>。</x-f><br><t-note><x-lb>用法说明</x-lb>统读 cáo，不读 zāo<x-f>。</x-f></t-note>
"
5540,琇,xiù,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>琇</x-hw><x-pr> xiù</x-pr>
<dt>〈文〉<x-gram>名</x-gram>像玉的美石<x-f>。</x-f></dt>
"
5541,樨,xī,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>樨</x-hw><x-pr> xī</x-pr>
<dt>见“<a href=""entry://木樨"" type=""see"">木樨（xi）</a>”<x-f>。</x-f><br><t-note><x-lb>用法说明</x-lb>统读 xī，不读 xū<x-f>。</x-f></t-note>
"
5542,畹,wǎn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>畹</x-hw><x-pr> wǎn</x-pr>
<dt><x-gram>量</x-gram>古代土地面积单位，有的以30亩为1畹，有的以12亩为1畹，说法不一<x-f>。</x-f></dt>
"
5543,髌,bìn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>髌</x-hw><x-pr> bìn</x-pr>（髕）
<dt><x-sn>①</x-sn><x-gram>名</x-gram>髌骨<x-f>。</x-f></dt>
<dt><x-sn>②</x-sn><sbl>→</sbl><x-g>动</x-g>削去髌骨，古代一种酷刑<x-f>。</x-f></dt><t-note><x-lb>用法说明</x-lb>统读 bìn，不读 bīn<x-f>。</x-f></t-note>
"
5544,颏,kē,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>颏</x-hw><x-pr> kē</x-pr>（頦）<br><x-gram>名</x-gram>脸的最下部，在嘴的下面。通称下巴颏、下巴<x-f>。</x-f></dt>（也说下颏<x-f>。</x-f>）<x-ref>另见</x-ref><a href=""entry://颏"" type=""seealso"">ké</a><x-f>。</x-f></dt><hr><dt class='title'><x-hw>颏</x-hw><x-pr> ké</x-pr>（頦）
<dt>见“红点颏”<x-f>。</x-f><br><x-ref>另见</x-ref><a href=""entry://颏"" type=""seealso"">kē</a><x-f>。</x-f>
"
5545,傩,nuó,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>傩</x-hw><x-pr> nuó</x-pr>（儺）<br><x-gram>名</x-gram>古代腊月驱逐疫鬼的一种仪式。后来逐渐变为一种舞蹈<x-f>。</x-f></dt>
"
5546,艴,fú,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>艴</x-hw><x-pr> fú</x-pr>
<dt>〈文〉<x-gram>形</x-gram>形容恼怒的样子<x-f>。</x-f></dt><dd><x-ex><x-key>艴</x-key>然而返</x-ex></dd>
"
5547,诳,kuáng,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>诳</x-hw><x-pr> kuáng</x-pr>（誑）
<dt><x-gram>动</x-gram>欺骗；瞒哄<x-f>。</x-f></dt><dd><x-ex><x-key>诳</x-key>语</x-ex><x-ex><x-lb> | </x-lb><x-key>诳</x-key>言</x-ex></dd>
"
5548,耠,huō,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>耠</x-hw><x-pr> huō</x-pr>
<dt><x-gram>动</x-gram>用耠子松土<x-f>。</x-f></dt><dd><x-ex><x-key>耠</x-key>地</x-ex></dd>
"
5549,涞,lái,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>涞</x-hw><x-pr> lái</x-pr>（淶）<br><x-gram>名</x-gram>涞水，古水名，即今拒马河，在河北西部<x-f>。</x-f></dt>
"
5550,稣,sū,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>稣</x-hw><x-pr> sū</x-pr>（穌）
<dt><x-sn>①</x-sn>同 “苏3”<x-f>。</x-f>现在一般写作“苏”<x-f>。</x-f></dt>
<dt><x-sn>②</x-sn><sbl2>○</sbl2>见“<a href=entry://耶稣"" type=""see"">耶稣（yēsū）</a>”<x-f>。</x-f>
"
5551,隰,xí,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>隰</x-hw><x-pr> xí</x-pr>
<dt>〈文〉<x-gram>名</x-gram>地势低洼而潮湿的地方<x-f>。</x-f></dt>
"
5552,徭,yáo,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>徭</x-hw><x-pr> yáo</x-pr>
<dt>〈文〉<x-gram>名</x-gram>徭役<x-f>。</x-f></dt><dd><x-ex>轻<x-key>徭</x-key>薄赋</x-ex></dd>
"
5553,诌,zhōu,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>诌</x-hw><x-pr> zhōu</x-pr>（謅）<br><x-gram>动</x-gram>随口编造<x-f>。</x-f></dt><dd><x-ex>瞎<x-key>诌</x-key></x-ex><x-ex><x-lb> | </x-lb>胡<x-key>诌</x-key></x-ex></dd><t-note><x-lb>用法说明</x-lb>统读 zhōu，不读 zōu<x-f>。</x-f></t-note>
"
5554,溏,táng,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>溏</x-hw><x-pr> táng</x-pr>
<dt><x-gram>形</x-gram>像泥浆一样半流动的<x-f>。</x-f></dt><dd><x-ex><x-key>溏</x-key>心</x-ex><x-ex><x-lb> | </x-lb><x-key>溏</x-key>便（稀薄的大便）<x-f>。</x-f></x-ex></dd>
"
5555,跸,bì,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>跸</x-hw><x-pr> bì</x-pr>（蹕）
<dt>〈文〉
<dt><x-sn>①</x-sn><x-gram>动</x-gram>帝王出行时开路清道，禁止百姓通行<x-f>。</x-f></dt><dd><x-ex><x-key>跸</x-key>止</x-ex><x-ex><x-lb> | </x-lb>警<x-key>跸</x-key></x-ex></dd>
<dt><x-sn>②</x-sn><sbl>→</sbl><x-g>名</x-g>指帝王的车驾<x-f>。</x-f></dt><dd><x-ex>驻<x-key>跸</x-key>（帝王出行时沿途停留暂住）<x-f>。</x-f></x-ex></dd>
"
5556,橼,yuán,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>橼</x-hw><x-pr> yuán</x-pr>（櫞）
<dt>见“<a href=""x-dictionary:r:0007A5C:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='0007A5D'])"" title=""枸"" type=""see"">枸（jǔ）橼</a>”<x-f>。</x-f>
"
5557,栝,kuò,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>栝</x-hw><x-pr> kuò</x-pr><br>见“櫽（yǐn）栝”<x-f>。</x-f><br><x-ref>另见</x-ref><a href=""entry://栝"" type=""seealso"">guā</a><x-f>。</x-f></dt><hr><dt class='title'>栝 1 <x-pr> guā</x-pr>
<dt>〈文〉
<dt><x-sn>①</x-sn><x-gram>名</x-gram>桧（guì）树<x-f>。</x-f></dt>
<dt><x-sn>②</x-sn><sbl2>○</sbl2><x-g>名</x-g>箭末端扣弦的地方<x-f>。</x-f></dt><dd><x-ex>箭<x-key>栝</x-key></x-ex><x-ex><x-lb> | </x-lb>机<x-key>栝</x-key></x-ex></dd></dt><hr><dt class='title'>栝 2 <x-pr> guā</x-pr>栝楼<x-pr> guālóu</x-pr> <x-g>名</x-g> 
<dt>多年生草本植物，茎上有卷须，夏秋季开白花。果实卵圆形。果皮、种子和根都可以做药材<x-f>。</x-f></dt><t-note><x-lb>用法说明</x-lb>不宜写作“䒷蒌” “瓜蒌”<x-f>。</x-f></t-note><x-ref>另见</x-ref><a href=""entry://栝"" type=""seealso"">kuò</a><x-f>。</x-f>
"
5558,蓰,xǐ,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蓰</x-hw><x-pr> xǐ</x-pr><br>〈文〉<x-gram>数</x-gram>五倍<x-f>。</x-f></dt>
"
