definition_id,pinyin_id,definition_sn,definition_cn,definition_en,definition_img,ref_pinyin_id,pos
1023,102,3,动作开始并持续,start,,,动词
1031,103,1,表示物体表面的方位,on (surface),,,助词
1032,103,2,表示在某个范围内,within,,,助词
1033,103,3,表示某个方面,in terms of,,,助词
1034,102,4,处于较高位置,upper,,,形容词
1035,102,5,质量或等级较高,superior,,,形容词
1036,102,6,时间或顺序在前,previous,,,形容词
1037,102,7,古代对帝王的称呼,emperor,,,名词
1038,102,8,朝向上方,upwards,,,动词
1039,102,9,由低处升至高处,climb,,,动词
1040,102,10,前往某地,go to,,,动词
1041,102,11,提交给上级,submit,,,动词
1042,102,12,向前进,ascend; move upward,,,动词
1043,102,13,登台表演或出场,appear on stage,,,动词
1044,102,14,将饭菜等摆放到桌上,serve (food),,,动词
1045,102,15,补充或增加,replenish,,,动词
1046,102,16,安装或固定物品,install,,,动词
1047,102,17,涂;搽,apply,,,动词
1048,102,18,登载,publish,,,动词
1049,102,19,旋紧或拧紧,tighten,,,动词
1050,102,20,开始工作或学习,start work/class,,,动词
1051,102,21,达到（一定数量或程度）,reach,,,动词
1052,102,22,汉语四声中的第三声,falling-rising tone,,,名词
1053,102,23,中国民族音乐音阶上的一级，乐谱上用做记音符号，相当于简谱的‘1’。,musical note 'do',,,名词
1111,111,1,同“大”（dà），用于特定词语,variant of 大(dà),,,名词
1121,112,1,体积、规模等超过一般标准,big,,,形容词
1122,112,2,物体的大小程度,size,,,名词
1123,112,3,程度深,great,,,形容词
1124,112,4,用于“不”后表示程度轻,not very,,,副词
1125,112,5,排行第一的,eldest,,,形容词
1126,112,6,成年人,adult,,,名词
1127,112,7,敬辞，指对方相关事物,your,,,形容词
1128,112,8,用于强调时令或节日,emphatic marker,,,形容词
1129,112,9,姓氏,surname,,,名词
1130,112,10,父亲,father,,,名词
1131,112,11,伯父或叔父,uncle,,,名词
1211,121,1,用于动词后，表示动作朝向说话人所在的方向,hither,,,动词
1212,121,2,用于动词后，表示动作的结果或估计,indicate result or estimation,,,动词
1213,121,3,从别处移动至说话人所在位置（与“去”相对）,come,,,动词
1214,121,4,（问题、事件等）出现；发生,occur,,,动词
1215,121,5,代替具体动词，表示进行某个动作,do,,,动词
1216,121,6,与“得”或“不”连用，表示可能性,indicate possibility,,,动词
1217,121,7,用于动词前，表示将要做某事,indicate intention,,,动词
1218,121,8,用于动词后，表示来做某事的目的,indicate purpose,,,动词
1219,121,9,连接两个动词结构，前者表示方式，后者表示目的,link method and purpose,,,动词
1220,121,10,用于句末，表示过去发生的事情,indicate past event,,,动词
1221,121,11,即将到来的；下一个的,future,,,形容词
1222,121,12,从过去延续到现在,up to now,,,副词
1223,121,13,用于数字后表示大概数量,indicate approximation,,,助词
1224,121,14,用于列举原因或论点,list reasons,,,助词
1225,121,15,姓氏,surname,,,名词
1226,121,16,用作民歌、俗语中的衬字,filler word,,,助词
1311,131,1,和谐地跟着唱,harmonize,,,动词
1312,131,2,依照他人诗词的题材和体裁创作,respond in verse,,,动词
1321,132,1,麻将中完成牌型获胜,win in mahjong,,,动词
1331,133,1,将粉末与液体混合揉捏,knead,,,动词
1341,134,1,混合粉末或加水稀释,mix,,,动词
1351,135,1,温和不激烈,gentle,,,形容词
1352,135,2,相处融洽,harmonious,,,形容词
1353,135,3,结束战争或争执,reconcile,,,动词
1354,135,4,比赛不分胜负,draw,,,动词
1355,135,5,姓氏,surname,,,名词
1356,135,6,连带,together with,,,动词
1357,135,7,表示关联或比较,with,,,介词
1358,135,8,表示并列关系,and,,,连词
1359,135,9,数学加法运算的结果,sum,,,名词
1360,135,10,洗涤或煎药的次数,rinse,,,量词
1361,135,11,日本的简称,Japan,,,名词
1411,141,1,第一人称代词，指自己。,I; me,,,代词
1412,141,2,指代自身。,self,,,代词
1521,152,1,量词，用于没有专用量词的名词（部分名词也可用此量词替代专用量词）,general classifier for nouns without specific classifiers,,,量词
1522,152,2,单独的,individual,,,形容词
1523,152,3,量词“些”的后缀,suffix for the classifier '些',,,量词
1524,152,4,方言中加在“昨儿、今儿、明儿”等时间词后面，表示“某日里”的意思,dialectal suffix for time words meaning 'on a certain day',,,助词
1611,161,1,中心位置，与四周等距,center,,,名词
1612,161,2,中国的简称,China,,,名词
1613,161,3,在某个范围或内部,within,,,名词
1614,161,4,两端之间的位置,middle,,,形容词
1615,161,5,等级在两端之间的,medium,,,形容词
1616,161,6,不偏不倚的,neutral,,,形容词
1617,161,7,中间人，调解者,mediator,,,名词
1618,161,8,适合，符合,suitable,,,动词
1619,161,9,成;行;好,dialectal 'okay',,,形容词
1620,161,10,动词后助词，表示持续状态,continuity particle,,,助词
1621,162,1,正对上;恰好合上,hit,,,动词
1622,162,2,遭受，受到,suffer,,,动词
1711,171,1,地球或其外壳,earth; earth's crust,,,名词
1712,171,2,与海洋相对的陆地,land,,,名词
1713,171,3,可耕种或使用的土地,land; field,,,名词
1719,171,9,具体的位置或场所,location; place,,,名词
1720,171,10,社会或团体中的层级位置,position; status,,,名词
1721,171,11,境况或程度,situation; extent,,,名词
1723,171,13,用于表示距离的量词,distance measure word,,,名词
1724,172,1,构成状语的助词,adverbial particle,,,助词
1811,181,1,帮助或保护,help,,,动词
1812,181,2,替某人做某事,for,,,介词
1813,181,3,表示目的,for,,,介词
1814,181,4,对某人或某事,to,,,介词
1815,181,5,表示原因,because,,,连词
1821,182,1,做某事,do,,,动词
1822,182,2,担任某种角色,act as,,,动词
1823,182,3,变成某种状态,become,,,动词
1824,182,4,表示等同,be,,,动词
1825,182,5,被（用于被动语态）,by,,,介词
1826,182,6,用于疑问句,used in questions,,,助词
1827,182,7,构成程度副词,forms adverbs,,,助词
1828,182,8,加强语气,emphasizes,,,助词
1911,191,1,指代男性第三人称,he,,,代词
1912,191,2,用于动词和数量词之间,placeholder,,,代词
1913,191,3,指其他方面或地方,else,,,代词
1914,191,4,其他的或另外的,other,,,形容词
2011,201,1,生育后代。,To give birth to offspring.,,,动词
2012,201,2,生长或发育。,To grow or develop.,,,动词
2013,201,3,生存或活着（与死相对）。,To exist or live (as opposed to death).,,,动词
2014,201,4,维持生活的途径或方式。,Means or way of making a living.,,,名词
2015,201,5,生命的存在。,Life or existence.,,,名词
2016,201,6,一生的经历或事迹。,Life story or biography.,,,名词
2017,201,7,具有生命力的或活的。,Living or alive.,,,形容词
2018,201,8,产生或发生。,To produce or occur.,,,动词
2019,201,9,点燃柴或煤等燃料。,To ignite fuel like wood or coal.,,,动词
2020,201,10,姓氏。,A surname.,,,名词
2021,201,11,果实未成熟（与熟相对）。,Unripe (as opposed to ripe).,,,形容词
2022,201,12,食物未煮熟或煮得不够。,Uncooked or undercooked food.,,,形容词
2023,201,13,未经加工或提炼的。,Unprocessed or unrefined.,,,形容词
2024,201,14,不熟悉或不熟练。,Unfamiliar or unskilled.,,,形容词
2025,201,15,生硬或不自然。,Stiff or unnatural.,,,形容词
2026,201,16,用于少数表示感情或感觉的词前，表示程度高。,Used before certain feeling or perception words to indicate intensity.,,,副词
2027,201,17,学习者或学生。,Learner or student.,,,名词
2028,201,18,旧时对读书人的称呼。,Old term for a scholar or intellectual.,,,名词
2029,201,19,戏曲中的男性角色，分为老生、小生、武生等。,"Male role in Chinese opera, including elderly, young, and warrior types.",,,名词
2030,201,20,用于某些表示职业的名词后缀,suffix for occupational nouns,,,名词
2031,201,21,用于某些副词的后缀，如“好生”“怎生”等,suffix for certain adverbs,,,助词
2111,211,1,请求,ask,,,动词
2112,211,2,强迫,coerce,,,动词
2114,211,4,姓氏,surname,,,名词
2121,212,1,重要的,important,,,形容词
2122,212,2,要点,essentials,,,名词
2123,212,3,希望得到;希望保持,want,,,动词
2124,212,4,索取,demand,,,动词
2125,212,5,请求,request,,,动词
2126,212,6,意愿,wish,,,动词
2127,212,7,必须,must,,,动词
2128,212,8,需要,need,,,动词
2129,212,9,将要,will,,,动词
2130,212,10,用于比较,compare,,,动词
2131,212,11,如果,if,,,连词
2132,212,12,或者,or,,,连词
2211,221,1,用于代词或指人名词后表示复数,plural marker,,,助词
2311,231,1,使用...手段,using,,,介词
2312,231,2,根据...标准,according to,,,介词
2313,231,3,由于...原因,because,,,介词
2314,231,4,为了...目的,in order to,,,介词
2315,231,5,在...时间,at (time),,,介词
2316,231,6,连接词（同‘而’）,and (conjunction),,,连词
2317,231,7,构成方位词表示界限,forming locational words,,,介词
2411,241,1,抵达某地或达到某种程度,arrive,,,动词
2412,241,2,前往某地,go to,,,动词
2413,241,3,用作动词补语，表示动作完成或有结果,resultative complement,,,动词
2414,241,4,考虑周全，细致,thoughtful,,,形容词
2415,241,5,姓氏,surname,,,名词
2511,251,1,主权政治实体,nation,,,名词
2512,251,2,国家层面的,national,,,形容词
2513,251,3,国家级的,state-level,,,名词
2514,251,4,指国家，特指中国,"country, especially China",,,名词
2515,251,5,姓氏,surname,,,名词
2611,261,1,较长的一段时间,time; period,,,名词
2612,261,2,规定的时间,fixed time,,,名词
2613,261,3,季节,season,,,名词
2614,261,4,当前；现在,present; now,,,名词
2615,261,5,时尚；潮流,fashion; trend,,,名词
2616,261,6,计时单位,time unit,,,名词
2617,261,7,机会；时机,opportunity,,,名词
2618,261,8,时常；有时,sometimes; occasionally,,,副词
2619,261,9,时而…时而…,now...now...,,,副词
2620,261,10,动词的时态,tense,,,名词
2621,261,11,姓氏,a surname,,,名词
2711,271,1,接近或靠近某物或某人,come near; move towards,,,动词
2712,271,2,开始从事某项工作或活动,undertake; engage in; enter upon,,,动词
2713,271,3,遭受或承受某种待遇,suffer; be subjected to,,,动词
2714,271,4,完成或确定某事,accomplish; make,,,动词
2715,271,5,利用当前的便利条件,take advantage of; accommodate oneself to,,,副词
2716,271,6,将菜肴与主食或酒搭配食用,be eaten with; go with,,,动词
2717,271,7,表示动作涉及的对象或范围,with regard to; concerning; on,,,介词
2718,271,8,表示立即或在短时间内,at once; right away,,,副词
2719,271,9,表示事情发生或结束得早,as early as; already,,,副词
2720,271,10,表示前后事件紧密相连,as soon as; right after,,,副词
2721,271,11,表示在特定条件下自然发生的情况,"oft. preceded by conjunctions like 只要, 要是, 既然, etc.",,,副词
2722,271,12,表示数量、次数或能力上的对比优势,as much as; as many as,,,副词
2723,271,13,用于相同成分之间，表示容忍,[used between two identical elements to express resignation],,,副词
2724,271,14,表示原本或早已如此,to begin with; as is expected,,,副词
2725,271,15,仅仅或只,only; merely; just,,,副词
2726,271,16,表示坚决的态度,(indicating determination) just; simply,,,副词
2727,271,17,表示事实正是如此,exactly; precisely,,,副词
2728,271,18,表示假设的让步，与“就是”相同,"[indicating a supposition, same as 就是]",,,连词
2811,281,1,从内部到外部（与“进”相对）,exit,,,动词
2812,281,2,到达某场合,attend,,,动词
2813,281,3,超过限度,exceed,,,动词
2814,281,4,往外拿,provide,,,动词
2815,281,5,生产或发生,produce,,,动词
2816,281,6,发行出版物,publish,,,动词
2817,281,7,发出或宣泄,emit,,,动词
2818,281,8,引文、典故等见于某处,cite,,,动词
2819,281,9,显露,appear,,,动词
2820,281,10,显得数量多,abundant,,,动词
2821,281,11,支付款项,expend,,,动词
2822,281,12,方言：表示向外,outward,,,动词
2823,281,13,戏曲剧目单位,act,,,量词
2824,281,14,动词补语，表完成或趋向,particle,,,助词
2911,291,1,用话来表达意思,speak,,,动词
2912,291,2,解释,explain,,,动词
2913,291,3,言论;主张,theory,,,名词
2914,291,4,责备；批评,scold,,,动词
2915,291,5,说媒；介绍,matchmake,,,动词
2916,291,6,意指；暗指,refer,,,动词
2921,292,1,劝说；说服,persuade,,,动词
3011,301,1,总数；合计,sum,,,名词
3021,302,1,聚集；集合,gather,,,动词
3022,302,2,见面；碰面,meet,,,动词
3023,302,3,有特定目的的集会,meeting,,,名词
3024,302,4,组织；团体,association,,,名词
3025,302,5,在寺庙举行的集市活动,temple fair,,,名词
3026,302,6,民间宗教集会活动,religious gathering,,,名词
3027,302,7,民间互助储蓄组织,credit association,,,名词
3028,302,8,主要的城市,metropolis,,,名词
3029,302,9,时机,opportunity,,,名词
3030,302,10,恰好；碰巧,coincidentally,,,副词
3031,302,11,应该；应当,should,,,动词
3032,302,12,理解；明白,understand,,,动词
3033,302,13,熟悉；通晓,know,,,动词
3034,302,14,表示懂得怎样做或有能力做(多半指需要学习的事情),can,,,动词
3035,302,15,擅长,skilled,,,动词
3036,302,16,表示有可能实现,likely,,,动词
3037,302,17,支付账单,pay,,,动词
3111,311,1,表示判断语气,[judgement particle],,,助词
3112,311,2,表示疑问语气,[question particle],,,助词
3113,311,3,表示停顿,[pause particle],,,助词
3114,311,4,表示同样,also,,,副词
3115,311,5,强调并列关系,as well as,,,副词
3116,311,6,表示无论何种情况,whether...or,,,副词
3117,311,7,表示让步,even though,,,副词
3118,311,8,表示委婉,[softening particle],,,副词
3119,311,9,表示强调,[emphatic particle],,,副词
3211,321,1,名词后缀,noun suffix,,,助词
3212,321,2,量词后缀,classifier suffix,,,助词
3221,322,1,儿子,son,,,名词
3222,322,2,对人的通称,person,,,名词
3223,322,3,"特指有学问的男人,是男人的美称",honorific title for a learned man,,,名词
3224,322,4,古汉语中表示第二人称代词,you (archaic),,,代词
3225,322,5,古代图书分类法（经史子集）中的第三类，指诸子百家著作,philosophy (third category in traditional Chinese book classification),,,名词
3227,322,7,动物的卵,egg,,,名词
3228,322,8,形容年幼、微小或柔嫩的事物,young; small; tender,,,形容词
3229,322,9,比喻从属的、次要的,subsidiary,,,形容词
3233,322,13,姓氏,surname,,,名词
3234,322,14,封建五等爵位的第四等,viscount,,,名词
3235,322,15,地支的第一位,first Earthly Branch,,,名词
3311,331,1,获取知识或技能,learn,,,动词
3312,331,2,模仿,imitate,,,动词
3313,331,3,知识体系,knowledge,,,名词
3314,331,4,学科领域,discipline,,,名词
3315,331,5,教育机构,school,,,名词
3411,341,1,送出物品或信息,dispatch,,,动词
3412,341,2,射出物体,launch,,,动词
3413,341,3,出现新情况,generate,,,动词
3414,341,4,表示想法,express,,,动词
3415,341,5,扩大;开展,develop,,,动词
3416,341,6,因财富兴盛,prosper,,,动词
3417,341,7,食物膨胀,expand,,,动词
3418,341,8,使（烟雾、气味等）扩散或散开,diffuse; disperse,,,动词
3419,341,9,揭露或打开（隐藏的事物）,expose; unveil,,,动词
3420,341,10,因变化而显现或产生,become; turn,,,动词
3421,341,11,表现出（情感）,reveal,,,动词
3422,341,12,感受到（多指不愉快的情况）,feel (often unpleasant),,,动词
3423,341,13,起程,set out,,,动词
3424,341,14,开始某项行动,start,,,动词
3425,341,15,引发或启发,arouse; inspire,,,动词
3426,341,16,用于计量枪弹、炮弹的数量,round,,,量词
3427,342,1,头发,hair,,,名词
3511,351,1,接触；碰到。,touch,,,动词
3512,351,2,感受到；遭受。,feel; suffer,,,动词
3513,351,3,燃烧或灯亮（与“灭”相对）。,burn; light up,,,动词
3514,351,4,动词后助词，表示动作完成。,indicating completion,,,助词
3515,351,5,方言，指入睡。,fall asleep,,,动词
3521,352,1,助词，表示动作持续。,indicating continuation,,,助词
3522,352,2,助词，表示状态持续。,indicating state continuation,,,助词
3523,352,3,加强命令或嘱咐的语气。,strengthening tone,,,助词
3524,352,4,将动词转化为介词。,forming prepositions,,,介词
3533,353,3,方言，指放入。,put in,,,动词
3534,353,4,方言，表示同意。,OK,,,动词
3541,354,1,穿（衣服）。,wear clothes,,,动词
3542,354,2,接触;挨上,attach,,,动词
3543,354,3,使接触或附着。,apply; adhere,,,动词
3544,354,4,下落；结果。,whereabouts,,,名词
3545,354,5,派遣。,dispatch,,,动词
3546,354,6,公文用语，表示命令。,official imperative,,,动词
3611,361,1,回应；答复,reply,,,动词
3612,361,2,采取某种方式处理,handle,,,动词
3613,361,3,面向；朝向,face,,,动词
3614,361,4,两者相对,opposite,,,动词
3615,361,5,对面的；敌对的,opposing,,,形容词
3616,361,6,使两者配合,match,,,动词
3617,361,7,合适；相配,suit,,,动词
3618,361,8,核对；验证,verify,,,动词
3619,361,9,调整至合适标准,adjust,,,动词
3620,361,10,正确；正常,correct,,,形容词
3621,361,11,混合（液体）,mix,,,动词
3622,361,12,均分为二,halve,,,动词
3625,361,15,介词，与“对于”用法相似,toward,,,介词
3711,371,1,起身，兴起,rise,,,动词
3712,371,2,从事，进行,engage,,,动词
3713,371,3,创作，写作,write,,,动词
3714,371,4,创作的作品,work,,,名词
3715,371,5,假装,pretend,,,动词
3716,371,6,当作，作为,regard as,,,动词
3717,371,7,发作,break out,,,动词
3721,372,1,手工业工场,workshop,,,名词
3811,381,1,指完成某项任务或活动的本领或才干。,ability,,,名词
3812,381,2,物理学中衡量物质运动能力的量，表现为做功的能力。常见形式包括势能、动能、热能等。,energy,,,名词
3813,381,3,形容具备完成某项任务的本领。,capable,,,形容词
3814,381,4,表示具备做某事的能力或可能性。,can,,,动词
3911,391,1,古代少数民族最高统治者的称号,khan,,,名词
3921,392,1,同意,approve,,,动词
3922,392,2,许可或可能,may,,,动词
3923,392,3,值得,worth,,,形容词
3924,392,4,大约,about,,,副词
3925,392,5,尽量（方言）,maximize,,,动词
3926,392,6,痊愈（古语）,recover,,,动词
3927,392,7,姓氏,surname,,,名词
3928,392,8,但是,but,,,连词
3929,392,9,非常（表强调）,so,,,副词
3930,392,10,究竟（加强反问）,ever,,,副词
3931,392,11,到底（加强疑问）,on earth,,,副词
3932,392,12,适合,suit,,,动词
4011,401,1,介词，表示在,in,,,介词
4012,401,2,后缀,suffix,,,助词
4013,401,3,姓氏,a surname,,,名词
4111,411,1,完成；取得成功（与“败”相对）。,accomplish; succeed,,,动词
4112,411,2,帮助他人达成目标。,help someone achieve a goal,,,动词
4113,411,3,转变为某种状态或身份。,become; turn into,,,动词
4114,411,4,取得的成果或成就。,achievement; result,,,名词
4115,411,5,生物发育到成熟阶段。,mature; reach maturity,,,动词
4116,411,6,已确定的；现成的。,established; ready-made,,,形容词
4117,411,7,表示达到一定数量或程度。,reach a certain amount or degree,,,形容词
4118,411,8,表示同意或许可。,OK; agreed,,,动词
4119,411,9,表示具备能力。,capable; able,,,动词
4120,411,10,姓氏。,a surname,,,名词
4211,421,1,使用；应用,use,,,动词
4212,421,2,花费的钱财,expense,,,名词
4213,421,3,用途；作用,use,,,名词
4214,421,4,需要（多用于否定）,need,,,动词
4215,421,5,吃喝（敬语）,eat/drink,,,动词
4216,421,6,因此；因而（多用于书信）,therefore,,,介词
4311,431,1,姓氏,surname,,,名词
4321,432,1,经过（时间或空间）,pass,,,动词
4322,432,2,所有权转移,transfer,,,动词
4323,432,3,经历（处理过程）,undergo,,,动词
4324,432,4,回顾或查看,review,,,动词
4325,432,5,超出限度,exceed,,,形容词
4326,432,6,访问,visit,,,动词
4327,432,7,去世（方言）,pass away,,,动词
4328,432,8,错误或失误,fault,,,名词
4329,432,9,胜过（动词后加'得'）,surpass,,,动词
4330,432,10,传染（方言）,infect,,,动词
4411,441,1,改变静止状态,move,,,动词
4412,441,2,身体或物体的活动,action,,,名词
4413,441,3,改变原有状态,alter,,,动词
4414,441,4,使用某种工具或方法,use,,,动词
4415,441,5,引发情感反应,arouse,,,动词
4416,441,6,使人产生情感共鸣,touch,,,动词
4417,441,7,方言：吃喝（多用于否定）,consume,,,动词
4418,441,8,经常；容易,often,,,副词
4511,451,1,接待客人的人,host,,,名词
4512,451,2,财物的拥有者,owner,,,名词
4513,451,3,旧社会中占有奴隶或雇用仆役的人(跟‘奴、仆’相对),master,,,名词
4514,451,4,相关的人,concerned,,,名词
4515,451,5,上帝或真主,God,,,名词
4516,451,6,最重要的,main,,,形容词
4517,451,7,负责管理,manage,,,动词
4518,451,8,提出主张,advocate,,,动词
4519,451,9,预示未来,predict,,,动词
4520,451,10,对事物持有的明确观点,definite view,,,名词
4521,451,11,基于个人视角的,subjective,,,形容词
4522,451,12,祭祀用的死者牌位,memorial tablet,,,名词
4523,451,13,姓氏用字,surname,,,名词
4611,461,1,从高处向低处移动,descend,,,动词
4612,461,2,有足够的容纳空间,accommodate,,,动词
4613,461,3,表示动作的完成,completion marker,,,动词
4614,461,4,位置较低的,lower,,,形容词
4615,461,5,等级或品质较低的,inferior,,,形容词
4616,461,6,顺序靠后的,next,,,形容词
4617,461,7,向下方向,downward,,,副词
4618,461,8,表示属于一定范围、情况、条件等,under,,,介词
4619,461,9,表示特定时间,during,,,介词
4620,461,10,表示方向或位置,direction marker,,,量词
4621,461,11,由高处到低处,alight,,,动词
4622,461,12,（雨雪等）降落,fall (precipitation),,,动词
4623,461,13,发送或传递,dispatch,,,动词
4624,461,14,前往某地,go to,,,动词
4625,461,15,离开舞台或场地,exit,,,动词
4626,461,16,放入内部,insert,,,动词
4627,461,17,进行棋类活动,play (chess),,,动词
4628,461,18,取下或卸下,remove,,,动词
4629,461,19,发表（言论）或作出（判断）,make (remarks),,,动词
4630,461,20,使用或应用,apply,,,动词
4631,461,21,（动物）生产后代,give birth,,,动词
4632,461,22,攻占或夺取,capture,,,动词
4633,461,23,让步或屈服,yield,,,动词
4634,461,24,结束工作或学习,finish work,,,动词
4635,461,25,低于;少于,below; less than,,,动词
4711,471,1,连接词或句子（不连接名词）,and,,,连词
4712,471,2,表示状态变化,to,,,连词
4713,471,3,连接状语和动词,connecting adverb,,,连词
4714,471,4,表示假设,if,,,连词
4811,481,1,时间单位，地球绕太阳一周的时间，平年365天，闰年366天。,year,,,名词
4812,481,2,每年的。,annual,,,形容词
4813,481,3,岁数,age,,,名词
4814,481,4,人生中按年龄划分的阶段。,life stage,,,名词
4815,481,5,时期，时代。,era,,,名词
4816,481,6,一年中农作物的收成。,harvest,,,名词
4817,481,7,新年，春节。,New Year,,,名词
4818,481,8,与年节相关的（物品）。,festival-related,,,形容词
4819,481,9,科举时代同榜中举者的关系。,same-year graduates,,,名词
4820,481,10,姓氏。,surname,,,名词
4911,491,1,将整体拆分为部分,divide,,,动词
4912,491,2,按比例分配,distribute,,,动词
4913,491,3,辨别,distinguish,,,动词
4914,491,4,整体中的部分,branch,,,名词
4915,491,5,数学中的分数,fraction,,,名词
4916,491,6,表示分数或百分比,fractional,,,数词
4917,491,7,计量单位的十分之一,tenth,,,数词
4918,491,8,计量单位名称,unit,,,数词
4919,491,9,方言指十元纸币,bill,,,名词
4921,492,1,组成部分,element,,,名词
4922,492,2,职责权限范围,duty,,,名词
4923,492,3,人与人之间的情谊,affection,,,名词
4925,492,5,预料，猜想,expect,,,动词
5011,501,1,表示动作的可能性,indicates possibility,,,助词
5012,501,2,连接动词与补语，表示可能性,"links verb and complement, indicates possibility",,,助词
5013,501,3,引出结果或程度补语,introduces result/degree complement,,,助词
5014,501,4,表示动作已完成（古白话）,indicates completed action (archaic),,,助词
5021,502,1,需要,need,,,动词
5022,502,2,必须,must,,,动词
5023,502,3,肯定会,will surely,,,动词
5024,502,4,舒适满意（方言）,comfortable (dialect),,,形容词
5031,503,1,获得,obtain,,,动词
5032,503,2,计算结果,calculate result,,,动词
5033,503,3,合适,suitable,,,动词
5034,503,4,骄傲自满,complacent,,,形容词
5035,503,5,完成,complete,,,动词
5036,503,6,表示同意或禁止,indicates agreement/prohibition,,,助词
5037,503,7,表示无奈,indicates helplessness,,,助词
5038,503,8,表示许可（正式文书）,indicates permission (formal),,,动词
5039,503,9,表示可能性（方言，多否定）,"indicates probability (dialect, usually negative)",,,动词
5111,511,1,用于名词后，表示某一类人。,suffix for groups,,,助词
