hanzi_id,pinyin_id,hanzi,pinyin,hsk_level,frequency_rank,pinyin_sn
1542,61621,大约,dà yuē,4,1542,1
1543,79341,祖国,zǔ guó,5,1543,1
1544,61341,参观,cān guān,4,1544,1
1545,3871,况,kuàng,,1545,1
1546,66201,阅读,yuè dú,4,1546,1
1547,87611,基地,jī dì,6,1547,1
1548,66471,只好,zhǐ hǎo,4,1548,1
1549,3881,例,lì,,1549,1
1550,74551,人物,rén wù,5,1550,1
1551,3891,消,xiāo,,1551,1
1552,66241,暂时,zàn shí,4,1552,1
1553,3901,容,róng,,1553,1
1554,65321,味道,wèi dao,4,1554,1
1555,65101,讨厌,tǎo yàn,4,1555,1
1556,3911,史,shǐ,,1556,1
1557,76531,文件,wén jiàn,5,1557,1
1558,67511,采访,cǎi fǎng,5,1558,1
1559,96441,特色,tè sè,6,1559,1
1560,74661,如今,rú jīn,5,1560,1
1561,61351,差不多,chà bu duō,4,1561,1
1562,63781,麻烦,má fan,4,1562,1
1563,67121,比如,bǐ rú,5,1563,1
1564,201031,梯己,tī ji,,1564,1
1565,71991,居然,jū rán,5,1565,1
1566,3951,亲,qìng,,1566,2
1566,3952,亲,qīn,,1566,1
1567,66681,仔细,zǐ xì,4,1567,1
1568,7311,酸,suān,4,1568,1
1569,86551,国务院,guó wù yuàn,6,1569,1
1570,3981,构,gòu,,1570,1
1571,65571,辛苦,xīn kǔ,4,1571,1
1572,7321,亮,liàng,4,1572,1
1573,3991,族,zú,,1573,1
1574,67961,程序,chéng xù,5,1574,1
1575,4001,石,dàn,,1575,2
1575,4002,石,shí,,1575,1
1576,78551,争取,zhēng qǔ,5,1576,1
1577,63341,看法,kàn fǎ,4,1577,1
1578,100961,运行,yùn xíng,6,1578,1
1579,204561,酰基,xiān jī,,1579,1
1580,103081,资本,zī běn,6,1580,1
1581,4461,布,bù,5,1581,1
1582,4021,何,hé,,1582,1
1583,4031,广,ān,,1583,2
1583,4032,广,guǎng,,1583,1
1584,4512,称,chēng,5,1584,1
1584,4511,称,chèn,5,1584,2
1585,62471,广播,guǎng bō,4,1585,1
1586,4041,律,lǜ,,1586,1
1587,63181,禁止,jìn zhǐ,4,1587,1
1588,75081,失去,shī qù,5,1588,1
1589,76921,享受,xiǎng shòu,5,1589,1
1590,65941,印象,yìn xiàng,4,1590,1
1591,61501,出生,chū shēng,4,1591,1
1592,77131,协调,xié tiáo,5,1592,1
1593,65651,性格,xìng gé,4,1593,1
1594,65581,信任,xìn rèn,4,1594,1
1595,91581,免疫,miǎn yì,6,1595,1
1596,73941,期待,qī dài,5,1596,1
1597,64501,森林,sēn lín,4,1597,1
1598,4061,林,lín,,1598,1
1599,66071,友谊,yǒu yì,4,1599,1
1600,4081,王,wáng,,1600,1
1600,4082,王,wàng,,1600,2
1601,74111,强烈,qiáng liè,5,1601,1
1602,61611,大概,dà gài,4,1602,1
1603,65381,无聊,wú liáo,4,1603,1
1604,4091,历,lì,,1604,1
1605,69501,分配,fēn pèi,5,1605,1
1606,4101,权,quán,,1606,1
1607,200173,粉色,fěn sè,6,1607,1
1608,4111,素,sù,,1608,1
1609,77801,因而,yīn ér,5,1609,1
1610,61561,答案,dá àn,4,1610,1
1611,70331,观点,guān diǎn,5,1611,1
1612,63631,厉害,lì hai,4,1612,1
1613,69751,概念,gài niàn,5,1613,1
1614,78221,运输,yùn shū,5,1614,1
1615,7762,假,jiǎ,4,1615,1
1615,7761,假,jià,4,1615,2
1616,4121,始,shǐ,,1616,1
1617,65491,相反,xiāng fǎn,4,1617,1
1618,73181,面临,miàn lín,5,1618,1
1619,4621,团,tuán,5,1619,1
1620,61721,到处,dào chù,4,1620,1
1621,62651,合适,hé shì,4,1621,1
1622,65761,研究生,yán jiū shēng,4,1622,1
1623,94711,社区,shè qū,6,1623,1
1624,82111,成员,chéng yuán,6,1624,1
1625,80851,拨打,bō dǎ,6,1625,1
1626,4151,际,jì,,1626,1
1627,79071,追求,zhuī qiú,5,1627,1
1628,70131,构成,gòu chéng,5,1628,1
1629,4161,积,jī,,1629,1
1630,64341,缺点,quē diǎn,4,1630,1
1631,62611,好处,hǎo chu,4,1631,1
1632,69491,分布,fēn bù,5,1632,1
1633,63441,恐怕,kǒng pà,4,1633,1
1634,77641,依然,yī rán,5,1634,1
1635,4181,态,tài,,1635,1
1636,4191,艺,yì,,1636,1
1637,4201,证,zhèng,,1637,1
1638,4211,众,zhòng,,1638,1
1639,200063,长江,cháng jiāng,4,1639,1
1640,64351,缺少,quē shǎo,4,1640,1
1641,78331,展开,zhǎn kāi,5,1641,1
1642,200212,纽扣儿,niǔ kòu ér,6,1642,1
1643,8081,乱,luàn,4,1643,1
1644,68391,从事,cóng shì,5,1644,1
1645,4221,创,chuāng,,1645,2
1645,4222,创,chuàng,,1645,1
1646,68551,大型,dà xíng,5,1646,1
1647,4241,望,wàng,,1647,1
1648,4251,须,xū,,1648,1
1649,62111,风景,fēng jǐng,4,1649,1
1650,67251,表面,biǎo miàn,5,1650,1
1651,98342,相应,xiāng yìng,6,1651,1
1651,98341,相应,xiāng yīng,6,1651,2
1651,98343,相应,xiāng ying,6,1651,3
1652,4761,除,chú,5,1652,1
1653,79011,转变,zhuǎn biàn,5,1653,1
1654,4771,支,zhī,5,1654,1
1655,4271,师,shī,,1655,1
1656,4281,该,gāi,,1656,1
1657,102891,转移,zhuǎn yí,6,1657,1
1658,98561,协议,xié yì,6,1658,1
1659,95691,书记,shū ji,6,1659,1
1660,95441,事故,shì gù,6,1660,1
1661,70471,规律,guī lǜ,5,1661,1
1662,64171,气候,qì hòu,4,1662,1
1663,62561,海洋,hǎi yáng,4,1663,1
1664,63391,可怜,kě lián,4,1664,1
1665,4291,复,fù,,1665,1
1666,4301,细,xì,,1666,1
1667,4321,土,tǔ,,1667,1
1668,4331,持,chí,,1668,1
1669,4341,服,fú,,1669,1
1669,4342,服,fù,,1669,2
1670,65461,羡慕,xiàn mù,4,1670,1
1671,61651,代替,dài tì,4,1671,1
1672,68331,刺激,cì jī,5,1672,1
1673,4361,德,dé,,1673,1
1674,206015,脖颈儿,bó gěng r,,1674,1
1675,89311,就业,jiù yè,6,1675,1
1676,62001,翻译,fān yì,4,1676,1
1677,77332,兄弟,xiōng dì,5,1677,1
1677,77331,兄弟,xiōng di,5,1677,2
1678,8381,困,kùn,4,1678,1
1679,68051,充满,chōng mǎn,5,1679,1
1680,4371,般,bō,,1680,3
1680,4372,般,pán,,1680,2
1680,4373,般,bān,,1680,1
1681,76561,文学,wén xué,5,1681,1
1682,62411,故意,gù yì,4,1682,1
1683,65991,优点,yōu diǎn,4,1683,1
1684,63021,奖金,jiǎng jīn,4,1684,1
1685,200059,笔记本,bǐ jì běn,4,1685,1
1686,8401,嘴,zuǐ,4,1686,1
1687,63561,浪漫,làng màn,4,1687,1
1688,68781,登记,dēng jì,5,1688,1
1689,73731,批准,pī zhǔn,5,1689,1
1690,206034,屈戌儿,qū xū r,,1690,1
1691,200071,购物,gòu wù,4,1691,1
1692,8461,香,xiāng,4,1692,1
1693,62841,极其,jí qí,4,1693,1
1694,62631,号码,hào mǎ,4,1694,1
1695,67861,承担,chéng dān,5,1695,1
1696,66521,中文,zhōng wén,4,1696,1
1697,71611,角度,jiǎo dù,5,1697,1
1698,64641,失望,shī wàng,4,1698,1
1699,69521,纷纷,fēn fēn,5,1699,1
1700,95271,实力,shí lì,6,1700,1
1701,81251,财政,cái zhèng,6,1701,1
1702,84402,发行,fā xíng,6,1702,1
1702,84401,发行,fā háng,6,1702,2
1703,75241,始终,shǐ zhōng,5,1703,1
1704,8531,座,zuò,4,1704,1
1705,64981,随便,suí biàn,4,1705,1
1706,61862,肚子,dù zi,4,1706,1
1706,61861,肚子,dǔ zi,4,1706,2
1707,101401,战斗,zhàn dòu,6,1707,1
1708,61901,对话,duì huà,4,1708,1
1709,4401,准,zhǔn,,1709,1
1710,62991,减肥,jiǎn féi,4,1710,1
1711,70191,股票,gǔ piào,5,1711,1
1712,98511,效益,xiào yì,6,1712,1
1713,80321,本身,běn shēn,6,1713,1
1714,87631,基因,jī yīn,6,1714,1
1715,69701,改进,gǎi jìn,5,1715,1
1716,74391,权利,quán lì,5,1716,1
1717,8771,圆,yuán,4,1717,1
1718,96891,突破,tū pò,6,1718,1
1719,67301,病毒,bìng dú,5,1719,1
1720,74971,神经,shén jīng,5,1720,1
1721,8831,脱,tuō,4,1721,1
1722,77661,一旦,yī dàn,5,1722,1
1723,74281,情绪,qíng xù,5,1723,1
1724,200213,欧洲,ōu zhōu,6,1724,1
1725,66351,正好,zhèng hǎo,4,1725,1
1726,69781,感受,gǎn shòu,5,1726,1
1727,4471,随,suí,,1727,1
1728,8901,掉,diào,4,1728,1
1729,67141,必然,bì rán,5,1729,1
1730,8931,遍,biàn,4,1730,1
1731,84701,防止,fáng zhǐ,6,1731,1
1732,94142,人家,rén jia,6,1732,1
1732,94141,人家,rén jiā,6,1732,2
1733,4521,引,yǐn,,1733,1
1734,66601,祝贺,zhù hè,4,1734,1
1735,4531,照,zhào,,1735,1
1736,65971,勇敢,yǒng gǎn,4,1736,1
1737,200075,聊天,liáo tiān,4,1737,1
1738,206060,旮旯儿,gā lá r,,1738,1
1739,4541,失,shī,,1739,1
1740,4551,养,yǎng,,1740,1
1741,76691,吸收,xī shōu,5,1741,1
1742,4561,视,shì,,1742,1
1743,4571,习,xí,,1743,1
1744,62691,后悔,hòu huǐ,4,1744,1
1745,64231,巧克力,qiǎo kè lì,4,1745,1
1746,5111,毛,máo,5,1746,1
1747,78461,真实,zhēn shí,5,1747,1
1748,98541,协会,xié huì,6,1748,1
1749,64531,伤心,shāng xīn,4,1749,1
1750,4601,织,zhī,,1750,1
1751,62941,家具,jiā jù,4,1751,1
1752,66901,办理,bàn lǐ,5,1752,1
1753,77021,消失,xiāo shī,5,1753,1
1754,5131,紧,jǐn,5,1754,1
1755,5141,片,piàn,5,1755,1
1755,5142,片,piān,5,1755,2
1756,66301,招聘,zhāo pìn,4,1756,1
1757,61251,博士,bó shì,4,1757,1
1758,66081,愉快,yú kuài,4,1758,1
1759,77181,信号,xìn hào,5,1759,1
1760,79541,案件,àn jiàn,6,1760,1
1761,4611,斗,dǒu,,1761,2
1761,4612,斗,dòu,,1761,1
1762,9401,输,shū,4,1762,1
1763,94971,生态,shēng tài,6,1763,1
1764,65601,信用卡,xìn yòng kǎ,4,1764,1
1765,71881,进口,jìn kǒu,5,1765,1
1766,204891,戆直,zhuàng zhí,,1766,1
1767,9541,暗,àn,4,1767,1
1768,67941,成长,chéng zhǎng,5,1768,1
1769,5251,某,mǒu,5,1769,1
1770,62221,干燥,gān zào,4,1770,1
1771,68151,出席,chū xí,5,1771,1
1772,65931,饮料,yǐn liào,4,1772,1
1773,71171,记录,jì lù,5,1773,1
1774,88311,检验,jiǎn yàn,6,1774,1
1775,78131,预防,yù fáng,5,1775,1
1776,4631,器,qì,,1776,1
1777,79281,总理,zǒng lǐ,5,1777,1
1778,72241,可见,kě jiàn,5,1778,1
1779,63911,难受,nán shòu,4,1779,1
1780,4641,兴,xìng,,1780,2
1780,4642,兴,xīng,,1780,1
1781,74931,深刻,shēn kè,5,1781,1
1782,9691,弹,tán,4,1782,1
1782,9692,弹,dàn,4,1782,2
1783,67871,承认,chéng rèn,5,1783,1
1784,4651,乐,lè,,1784,1
1784,4652,乐,yuè,,1784,2
1785,202981,黄骠马,huáng biāo mǎ,,1785,1
1786,9782,顿,dùn,4,1786,1
1786,9781,顿,dú,4,1786,2
1787,4661,效,xiào,,1787,1
1788,99851,依据,yī jù,6,1788,1
1789,72481,老板,lǎo bǎn,5,1789,1
1790,4671,显,xiǎn,,1790,1
1791,4681,斯,sī,,1791,1
1792,76791,显然,xiǎn rán,5,1792,1
1793,64081,乒乓球,pīng pāng qiú,4,1793,1
1794,94981,生物,shēng wù,6,1794,1
1795,77841,英雄,yīng xióng,5,1795,1
1796,78741,制作,zhì zuò,5,1796,1
1797,68121,出版,chū bǎn,5,1797,1
1798,200079,受不了,shòu bù liǎo,4,1798,1
1799,77291,性质,xìng zhì,5,1799,1
1800,79171,自动,zì dòng,5,1800,1
1801,63891,耐心,nài xīn,4,1801,1
1802,5421,念,niàn,5,1802,1
1803,64401,热闹,rè nao,4,1803,1
1804,62011,烦恼,fán nǎo,4,1804,1
1805,4701,落,luò,,1805,1
1805,4702,落,lào,,1805,3
1805,4703,落,luō,,1805,4
1805,4704,落,là,,1805,2
1806,4711,示,shì,,1806,1
1807,4721,仅,jǐn,,1807,1
1807,4722,仅,jìn,,1807,2
1808,4731,企,qǐ,,1808,1
1809,78971,注册,zhù cè,5,1809,1
1810,69101,对手,duì shǒu,5,1810,1
1811,10161,份,fèn,4,1811,1
1812,65641,性别,xìng bié,4,1812,1
1813,86201,股东,gǔ dōng,6,1813,1
1814,90281,来源,lái yuán,6,1814,1
1815,4741,似,sì,,1815,1
1815,4742,似,shì,,1815,2
1816,76641,武器,wǔ qì,5,1816,1
1817,61911,对面,duì miàn,4,1817,1
1818,4751,备,bèi,,1818,1
1819,79131,咨询,zī xún,5,1819,1
1820,64671,狮子,shī zi,4,1820,1
1821,63991,偶尔,ǒu ěr,4,1821,1
1822,76011,挑战,tiǎo zhàn,5,1822,1
1823,66051,有趣,yǒu qù,4,1823,1
1824,84321,发布,fā bù,6,1824,1
1825,72301,客观,kè guān,5,1825,1
1826,75141,时尚,shí shàng,5,1826,1
1827,62731,护士,hù shi,4,1827,1
1828,4781,标,biāo,,1828,1
1829,77451,寻找,xún zhǎo,5,1829,1
1830,97521,位于,wèi yú,6,1830,1
1831,5511,装,zhuāng,5,1831,1
1832,10311,盐,yán,4,1832,1
1833,201381,骗马,piàn mǎ,,1833,1
1834,4791,早,zǎo,,1834,1
1835,64001,排列,pái liè,4,1835,1
1836,63071,骄傲,jiāo ào,4,1836,1
1837,64651,师傅,shī fu,4,1837,1
1838,63521,来不及,lái bu jí,4,1838,1
1839,77091,效率,xiào lǜ,5,1839,1
1840,63841,密码,mì mǎ,4,1840,1
1841,77861,营养,yíng yǎng,5,1841,1
1842,78441,哲学,zhé xué,5,1842,1
1843,10512,弄,nòng,4,1843,1
1843,10511,弄,lòng,4,1843,2
1844,4811,周,zhōu,,1844,1
1845,200078,商量,shāng liang,4,1845,1
1845,64521,商量,shāng liáng,4,1845,2
1846,10561,厚,hòu,4,1846,1
1847,4821,速,sù,,1847,1
1848,67441,不如,bù rú,5,1848,1
1849,72591,理由,lǐ yóu,5,1849,1
1850,94001,确保,què bǎo,6,1850,1
1851,64051,脾气,pí qi,4,1851,1
1852,78761,至今,zhì jīn,5,1852,1
1853,70051,工厂,gōng chǎng,5,1853,1
1854,67201,编辑,biān jí,5,1854,1
1855,74481,热烈,rè liè,5,1855,1
1856,76781,显得,xiǎn de,5,1856,1
1857,63381,咳嗽,ké sou,4,1857,1
1858,66171,原谅,yuán liàng,4,1858,1
1859,4851,采,cài,,1859,2
1859,4852,采,cǎi,,1859,1
1860,72381,会计,kuài jì,5,1860,1
1861,69551,风格,fēng gé,5,1861,1
1862,67241,标志,biāo zhì,5,1862,1
1863,63331,开玩笑,kāi wán xiào,4,1863,1
1864,98031,系列,xì liè,6,1864,1
1865,63581,冷静,lěng jìng,4,1865,1
1866,74381,权力,quán lì,5,1866,1
1867,64911,顺序,shùn xù,4,1867,1
1868,206204,趟马,tāng mǎ,,1868,1
1869,4861,状,zhuàng,,1869,1
1870,201661,切末,qiè mo,,1870,1
1871,10981,硬,yìng,4,1871,1
1872,100141,异常,yì cháng,6,1872,1
1873,61361,长城,cháng chéng,4,1873,1
1874,77701,移动,yí dòng,5,1874,1
1875,5651,派,pài,5,1875,1
1875,5652,派,pā,5,1875,2
1876,72011,具备,jù bèi,5,1876,1
1877,4881,约,yāo,,1877,2
1877,4882,约,yuē,,1877,1
1878,64801,收拾,shōu shi,4,1878,1
1879,71661,接触,jiē chù,5,1879,1
1880,4891,城,chéng,,1880,1
1881,77591,要是,yào shi,5,1881,1
1882,63731,留学,liú xué,4,1882,1
1883,76081,痛苦,tòng kǔ,5,1883,1
1884,4911,专,zhuān,,1884,1
1885,64511,沙发,shā fā,4,1885,1
1886,4921,划,huá,,1886,2
1886,4922,划,huà,,1886,1
1887,91841,模型,mó xíng,6,1887,1
1888,79321,组合,zǔ hé,5,1888,1
1889,11421,桥,qiáo,4,1889,1
1890,69211,发达,fā dá,5,1890,1
1891,89531,军队,jūn duì,6,1891,1
1892,11491,挂,guà,4,1892,1
1893,4951,值,zhí,,1893,1
1894,202921,白蛉,bái líng,,1894,1
1895,4961,适,shì,,1895,1
1896,4971,英,yīng,,1896,1
1897,65211,同情,tóng qíng,4,1897,1
1898,62601,航班,háng bān,4,1898,1
1899,94721,涉及,shè jí,6,1899,1
1900,70881,化学,huà xué,5,1900,1
1901,61751,得意,dé yì,4,1901,1
1902,98881,性能,xìng néng,6,1902,1
1903,77431,学术,xué shù,5,1903,1
1904,99191,选手,xuǎn shǒu,6,1904,1
1905,11711,抱,bào,4,1905,1
1906,73121,密切,mì qiè,5,1906,1
1907,11741,墙,qiáng,4,1907,1
1908,4981,告,gào,,1908,1
1909,63641,力气,lì qi,4,1909,1
1910,62951,加班,jiā bān,4,1910,1
1911,11831,倍,bèi,4,1911,1
1912,61221,表扬,biǎo yáng,4,1912,1
1913,72271,课程,kè chéng,5,1913,1
1914,5001,维,wéi,,1914,1
1915,5011,营,yíng,,1915,1
1916,64931,硕士,shuò shì,4,1916,1
1917,61411,乘坐,chéng zuò,4,1917,1
1918,100311,引导,yǐn dǎo,6,1918,1
1919,5021,士,shì,,1919,1
1920,11951,梦,mèng,4,1920,1
1921,92791,评论,píng lùn,6,1921,1
1922,82981,打击,dǎ jī,6,1922,1
1923,11971,篇,piān,4,1923,1
1924,11991,宽,kuān,4,1924,1
1925,12011,刀,dāo,4,1925,1
1926,69331,反复,fǎn fù,5,1926,1
1927,66131,羽毛球,yǔ máo qiú,4,1927,1
1928,5031,环,huán,,1928,1
1929,5041,古,gǔ,,1929,1
1930,68791,等待,děng dài,5,1930,1
1931,63531,来得及,lái de jí,4,1931,1
1932,66851,安装,ān zhuāng,5,1932,1
1933,5061,院,yuàn,,1933,1
1934,200085,养成,yǎng chéng,4,1934,1
1935,65821,钥匙,yào shi,4,1935,1
1936,65431,洗衣机,xǐ yī jī,4,1936,1
1937,5861,批,pī,5,1937,1
1938,200090,做生意,zuò shēng yì,4,1938,1
1938,66761,做生意,zuò shēng yi,4,1938,2
1939,64461,日记,rì jì,4,1939,1
1940,64241,亲戚,qīn qi,4,1940,1
1941,66011,幽默,yōu mò,4,1941,1
1942,12191,醒,xǐng,4,1942,1
1943,5071,按,àn,,1943,1
1944,5081,型,xíng,,1944,1
1945,5091,势,shì,,1945,1
1946,5101,足,zú,,1946,1
1947,61741,道歉,dào qiàn,4,1947,1
1948,97491,委员,wěi yuán,6,1948,1
1949,65411,西红柿,xī hóng shì,4,1949,1
1950,66591,主意,zhǔ yi,4,1950,1
1951,63571,老虎,lǎo hǔ,4,1951,1
1952,84351,发动,fā dòng,6,1952,1
1953,67911,成就,chéng jiù,5,1953,1
1954,64891,顺便,shùn biàn,4,1954,1
1955,70491,规则,guī zé,5,1955,1
1956,12461,猪,zhū,4,1956,1
1957,61051,按时,àn shí,4,1957,1
1958,71681,接近,jiē jìn,5,1958,1
1959,70781,呼吸,hū xī,5,1959,1
1960,5151,属,shǔ,,1960,1
1960,5152,属,zhǔ,,1960,2
1961,5161,严,yán,,1961,1
1962,66331,整齐,zhěng qí,4,1962,1
1963,66781,座位,zuò wèi,4,1963,1
1964,200083,笑话,xiào huà,4,1964,1
1964,65541,笑话,xiào hua,4,1964,2
1965,62871,集合,jí hé,4,1965,1
1966,61571,打扮,dǎ ban,4,1966,1
1967,99861,依靠,yī kào,6,1967,1
1968,6032,倒,dào,5,1968,1
1968,6031,倒,dǎo,5,1968,2
1969,200076,流泪,liú lèi,4,1969,1
1970,5191,厂,ān,,1970,2
1970,5192,厂,chǎng,,1970,1
1971,64541,稍微,shāo wēi,4,1971,1
1972,6051,举,jǔ,5,1972,1
1973,5201,功,gōng,,1973,1
1974,12721,穷,qióng,4,1974,1
1975,5211,注,zhù,,1975,1
1976,61591,打印,dǎ yìn,4,1976,1
1977,66871,把握,bǎ wò,5,1977,1
1978,65291,网球,wǎng qiú,4,1978,1
1979,200129,身份,shēn fèn,5,1979,1
1979,74951,身份,shēn fen,5,1979,2
1980,12761,汗,hàn,4,1980,1
1980,12762,汗,hán,4,1980,2
1981,71761,结论,jié lùn,5,1981,1
1982,5221,演,yǎn,,1982,1
1983,200072,加油站,jiā yóu zhàn,4,1983,1
1984,5231,源,yuán,,1984,1
1985,63241,京剧,jīng jù,4,1985,1
1986,12811,软,ruǎn,4,1986,1
1987,5241,温,wēn,,1987,1
1988,61521,窗户,chuāng hu,4,1988,1
1989,65231,推迟,tuī chí,4,1989,1
1990,67891,成分,chéng fèn,5,1990,1
1991,75951,体验,tǐ yàn,5,1991,1
1992,200066,大使馆,dà shǐ guǎn,4,1992,1
1993,67071,背景,bèi jǐng,5,1993,1
1994,5271,参,cēn,,1994,3
1994,5272,参,cān,,1994,1
1994,5273,参,shēn,,1994,2
1995,5281,易,yì,,1995,1
1996,68591,担任,dān rèn,5,1996,1
1997,13021,抬,tái,4,1997,1
1998,61511,传真,chuán zhēn,4,1998,1
1999,5291,飞,fēi,,1999,1
2000,76351,威胁,wēi xié,5,2000,1
2001,61461,吃惊,chī jīng,4,2001,1
2002,94681,设立,shè lì,6,2002,1
2003,72291,克服,kè fú,5,2003,1
2004,62771,活泼,huó po,4,2004,1
2005,5311,围,wéi,,2005,1
2006,5321,列,liè,,2006,1
2007,5331,客,kè,,2007,1
2008,13171,剩,shèng,4,2008,1
2009,63281,镜子,jìng zi,4,2009,1
2010,200081,塑料袋,sù liào dài,4,2010,1
2011,72961,落后,luò hòu,5,2011,1
2012,100231,抑制,yì zhì,6,2012,1
2013,13241,脏,zāng,4,2013,1
2013,13242,脏,zàng,4,2013,2
2014,87691,机械,jī xiè,6,2014,1
2015,66111,语法,yǔ fǎ,4,2015,1
2016,84661,方针,fāng zhēn,6,2016,1
2017,90981,流通,liú tōng,6,2017,1
2018,70152,姑娘,gū niang,5,2018,1
2018,70151,姑娘,gū niáng,5,2018,2
2019,5351,虽,suī,,2019,1
2020,13391,戴,dài,4,2020,1
2021,5361,境,jìng,,2021,1
2022,5371,食,sì,,2022,2
2022,5372,食,yì,,2022,3
2022,5373,食,shí,,2022,1
2023,79191,自觉,zì jué,5,2023,1
2024,76291,完整,wán zhěng,5,2024,1
2025,5381,李,lǐ,,2025,1
2026,65351,握手,wò shǒu,4,2026,1
2027,75571,思考,sī kǎo,5,2027,1
2028,64991,孙子,sūn zi,4,2028,1
2029,89491,决策,jué cè,6,2029,1
2030,5391,尔,ěr,,2030,1
2031,65401,误会,wù huì,4,2031,1
2032,84711,防治,fáng zhì,6,2032,1
2033,86211,股份,gǔ fèn,6,2033,1
2034,73861,平衡,píng héng,5,2034,1
2035,64151,起飞,qǐ fēi,4,2035,1
2036,64471,入口,rù kǒu,4,2036,1
2037,61481,出差,chū chāi,4,2037,1
2038,13901,寄,jì,4,2038,1
2039,61451,诚实,chéng shí,4,2039,1
2040,13932,俩,liǎ,4,2040,1
2040,13931,俩,liǎng,4,2040,2
2041,77981,优惠,yōu huì,5,2041,1
2042,66191,约会,yuē huì,4,2042,1
2043,63081,饺子,jiǎo zi,4,2043,1
2044,78771,至于,zhì yú,5,2044,1
2045,5441,选,xuǎn,,2045,1
2046,14311,挺,tǐng,4,2046,1
2047,5451,华,huà,,2047,2
2047,5452,华,huá,,2047,1
2048,63811,毛巾,máo jīn,4,2048,1
2049,62391,鼓掌,gǔ zhǎng,4,2049,1
2050,61661,大夫,dài fu,4,2050,1
2050,61662,大夫,dà fū,4,2050,2
2051,5471,考,kǎo,,2051,1
2052,61711,导游,dǎo yóu,4,2052,1
2053,63591,礼貌,lǐ mào,4,2053,1
2054,200074,垃圾桶,lā jī tǒng,4,2054,1
2055,5481,致,zhì,,2055,1
2056,95021,声明,shēng míng,6,2056,1
2057,200064,抽烟,chōu yān,4,2057,1
2058,6311,夜,yè,5,2058,1
2059,82471,初步,chū bù,6,2059,1
2060,64831,售货员,shòu huò yuán,4,2060,1
2061,62671,猴子,hóu zi,4,2061,1
2062,97631,文艺,wén yì,6,2062,1
2063,96851,投票,tóu piào,6,2063,1
2064,5491,夫,fū,,2064,1
2064,5492,夫,fú,,2064,2
2065,5501,初,chū,,2065,1
2066,78791,秩序,zhì xù,5,2066,1
2067,64491,散步,sàn bù,4,2067,1
2068,64191,签证,qiān zhèng,4,2068,1
2069,6391,项,xiàng,5,2069,1
2070,14761,亿,yì,4,2070,1
2071,66971,宝贝,bǎo bèi,5,2071,1
2072,14801,擦,cā,4,2072,1
2073,5521,议,yì,,2073,1
2074,5531,首,shǒu,,2074,1
2075,5541,委,wēi,,2075,2
2075,5542,委,wěi,,2075,1
2076,66671,准时,zhǔn shí,4,2076,1
2077,62581,寒假,hán jià,4,2077,1
2078,5561,另,lìng,,2078,1
2079,81241,财务,cái wù,6,2079,1
2080,61581,打扰,dǎ rǎo,4,2080,1
2081,5571,江,jiāng,,2081,1
2082,72101,决心,jué xīn,5,2082,1
2083,14881,朵,duǒ,4,2083,1
2084,78161,原料,yuán liào,5,2084,1
2085,96321,探讨,tàn tǎo,6,2085,1
2086,5581,息,xī,,2086,1
2087,79081,资格,zī gé,5,2087,1
2088,65251,袜子,wà zi,4,2088,1
2089,102701,主题,zhǔ tí,6,2089,1
2090,65711,牙膏,yá gāo,4,2090,1
2091,65851,叶子,yè zi,4,2091,1
2092,6441,官,guān,5,2092,1
2093,5601,压,yā,,2093,1
2093,5602,压,yà,,2093,2
2094,5591,密,mì,,2094,1
2095,95941,思维,sī wéi,6,2095,1
2096,64661,湿润,shī rùn,4,2096,1
2097,87801,即将,jí jiāng,6,2097,1
2098,71111,激烈,jī liè,5,2098,1
2099,96311,探索,tàn suǒ,6,2099,1
2100,67491,财产,cái chǎn,5,2100,1
2101,83651,典型,diǎn xíng,6,2101,1
2102,69281,法院,fǎ yuàn,5,2102,1
2103,61111,抱歉,bào qiàn,4,2103,1
2104,101491,障碍,zhàng ài,6,2104,1
2105,5611,孩,hái,,2105,1
2106,75421,蔬菜,shū cài,5,2106,1
2107,94701,设置,shè zhì,6,2107,1
2108,5621,村,cūn,,2108,1
2109,82671,创作,chuàng zuò,6,2109,1
2110,64101,瓶子,píng zi,4,2110,1
2111,61231,饼干,bǐng gān,4,2111,1
2112,63981,暖和,nuǎn huo,4,2112,1
2113,61211,表格,biǎo gé,4,2113,1
2114,67381,补充,bǔ chōng,5,2114,1
2115,97431,维持,wéi chí,6,2115,1
2116,62571,害羞,hài xiū,4,2116,1
2117,61531,词典,cí diǎn,4,2117,1
2118,5631,费,fèi,,2118,1
2119,15811,租,zū,4,2119,1
2120,76021,通常,tōng cháng,5,2120,1
2121,5641,局,jú,,2121,1
2122,6561,县,xiàn,5,2122,1
2123,64281,请假,qǐng jià,4,2123,1
2124,62661,盒子,hé zi,4,2124,1
2125,75111,时刻,shí kè,5,2125,1
2126,76501,温暖,wēn nuǎn,5,2126,1
2127,93501,切实,qiè shí,6,2127,1
2128,16291,丢,diū,4,2128,1
2129,83891,动力,dòng lì,6,2129,1
2130,5661,房,fáng,,2130,1
2131,16481,躺,tǎng,4,2131,1
2132,5671,星,xīng,,2132,1
2133,61851,堵车,dǔ chē,4,2133,1
2134,96651,调节,tiáo jié,6,2134,1
2135,67171,毕竟,bì jìng,5,2135,1
2136,5681,突,tū,,2136,1
2137,64291,请客,qǐng kè,4,2137,1
