rank,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
769,过来,guòlái,,,动,表示回到原来的、正常的或较好的状态,人们这才明白过来。
769,过来,guòlái,,,动,表示能力许可（常跟“得” “不”连用）,活儿不多，我一个人干得过来。
769,过来,guòlái,,,动,离开原地向说话人所在的方向移动,从对面店铺里过来一个人。
769,过来,guòlái,,,动,通过某个时期或某种考验,大风大浪我都过来了，还怕这点儿小事吗?
799,训练,xùnliàn,,,动,有目的、有计划地采取一定措施进行教育培养，使掌握或提高某种技能,学生的写作能力
799,训练,xùnliàn,,,动,有目的、有计划地采取一定措施进行教育培养，使掌握或提高某种技能,士兵
821,所谓,suǒwèi,,,区别,所说的。常用来引出需要解释、说明或否定、批判的词语,所谓阳春白雪是指那些高深的、不够通俗的文学艺术。
823,儿童,értóng,,,名,年纪幼小的未成年人。我国现在一般指14周岁以下（含14周岁）的未成年人,
833,为此,wèicǐ,,,连,连接上下文，表示下文说及的行为是出于上文所说的原因,下岗职工创业需要资金支持，为此，信用社推出小额联保贷款。
834,贯彻,guànchè,,,动,贯通；彻底实现或体现（方针、政策、精神等）,深入贯彻会议精神。
838,袭击,xíjī,,,动,乘对方没有戒备，突然进行攻击；也比喻意外侵袭或打击,小分队袭击了敌军的指挥部
838,袭击,xíjī,,,动,乘对方没有戒备，突然进行攻击；也比喻意外侵袭或打击,遭到龙卷风的袭击。
854,出去,chūqu,,,动,用在动词后，表示人或事物随动作从里到外或由近向远,把桌子搬出去
854,出去,chūqù,,,动,从里面到外面，离开说话人所在的位置,出去买菜
861,其它,qítā,,,.,现在一般写作“其他”,.
917,现出,xiànchū,,,动,表现出；显露出,难色
917,现出,xiànchū,,,动,表现出；显露出,东方现出鱼肚白
964,推出,tuīchū,,,动,献出；推荐出,推出一部电视剧
964,推出,tuīchū,,,动,献出；推荐出,推出一批新产品
964,推出,tuīchū,,,动,献出；推荐出,文坛推出一批新人
992,治疗,zhìliáo,,,动,采取药物、手术等方法消除疾病,精心<x-key>治疗</x-key>
992,治疗,zhìliáo,,,动,采取药物、手术等方法消除疾病,治疗慢性病
1017,大大,dàdà,,,副,极大地,开支大大缩减
1053,毕业,bìyè,,,动,完成学业。一般指学生在学校学习期满，达到规定要求，结束学习。,
1054,权利,quánlì,,,名,公民或法人依法享有的权力和利益（跟“义务”相区别）,中华人民共和国劳动者有休息的权利。
1074,外资,wàizī,,,名,外商投入的资本。,引进外资
1110,秩序,zhìxù,,,名,有条不紊的状况,维持秩序
1110,秩序,zhìxù,,,名,有条不紊的状况,社会秩序良好
1128,成本,chéngběn,,,名,生产产品的费用。包括生产过程中所消耗的生产资料费用和付给劳动者的报酬等。,降低成本
1128,成本,chéngběn,,,名,生产产品的费用。包括生产过程中所消耗的生产资料费用和付给劳动者的报酬等。,成本会计
1138,拒绝,jùjué,,,动,不接受；不同意,拒绝帮助
1138,拒绝,jùjué,,,动,不接受；不同意,拒绝了他的非分要求
1163,里面,lǐmiàn,,,名,在一定的时间、空间或范围以内,。
1237,警方,jǐngfāng,,,名,警察方面,交给警方处理
1254,供应,gōngyìng,,,动,提供所需物资,及时供应
1260,一阵,yīzhèn,,,指动作或情况持续的一段时间,干了一阵,
1260,一阵,yīzhèn,,,指动作或情况持续的一段时间,这阵他身体不好,
1362,赢得,yíngdé,,,动,获得；争取到,赢得大家的信任
1362,赢得,yíngdé,,,动,获得；争取到,赢得了时间
1372,抵达,dǐdá,,,动,到达,抵达首都
1372,抵达,dǐdá,,,动,到达,平安抵达
1397,作战,zuòzhàn,,,动,打仗,。
1438,锦标,jǐnbiāo,,,名,奖给竞赛优胜者的纪念物。如锦旗、奖杯等,。
1443,联赛,liánsài,,,名,体育比赛的一种组织形式，由三支或三支以上同等级的运动队（多为球队）之间进行比赛，一般有升降级制度,
1448,幅度,fúdù,,,名,振动或摇摆的物体偏离中心的距离；比喻事物变动的大小,煤炭产量大幅度增长。
1468,取消,qǔxiāo,,,动,废除；不再保留或施行,取消代表资格
1468,取消,qǔxiāo,,,动,废除；不再保留或施行,取消原计划
1517,伙伴,huǒbàn,,,名,同伴,我们是共事多年的老伙伴。
1536,联邦,liánbāng,,,名,由若干成员单位（邦、州、共和国等）组成的统一国家。联邦是国际交往中的主体，有统一的宪法、立法机关和政府。各成员也有自己的宪法、法律、立法机关和政府，在自己管辖区域内行使职权。美国是联邦制国家的典型代表。,美国是联邦制国家的典型代表。
1559,强化,qiánghuà,,,动,加强；使加大力度,强化监督机制
1575,截至,jiézhì,,,动,截到（某时限）为界,全市上网人数截至今年12月31日共89，216人。
1591,森林,sēnlín,,,名,由以乔木为主体大片生长的林木以及生长在其间的各种动物、植物和微生物构成的生物群落。通常也指大片生长的树木。森林具有保持水土、调节气候、保护农田等作用，也是木材的主要来源。,
1596,与会,yùhuì,,,动,参加会议,请准时与会
1598,俱乐部,jùlèbù,,,名,进行社交、文艺、体育等活动的机构或场所,足球俱乐部
1598,俱乐部,jùlèbù,,,名,进行社交、文艺、体育等活动的机构或场所,桥牌俱乐部
1598,俱乐部,jùlèbù,,,名,进行社交、文艺、体育等活动的机构或场所,在俱乐部下棋
1611,疾病,jíbìng,,,名,病的总称,同疾病作斗争
1646,回去,huíqu,,,动,用在动词后，表示动作使人或事物从别处到原处或离开说话人所在地,就两站地，咱们走回去吧
1646,回去,huíqu,,,动,用在动词后，表示动作使人或事物从别处到原处或离开说话人所在地,把上级指示带回去。
1646,回去,huíqù,,,动,从某处回到原处,春节回去看望母亲。
1665,未能,wèinéng,,,动,没有能,未能如愿
1703,待会,dāihuìr,,,现在一般写作“呆会儿”,。,
1738,与此同时,yǔcǐ-tóngshí,,,跟此事同时。常用来连接并列关系的两个句子或分句,必须加快工程进度，与此同时，要更加注意安全,
1748,招待会,zhāodàihuì,,,名,为了结交、宣传等而举行的聚会,国庆招待会
1748,招待会,zhāodàihuì,,,名,为了结交、宣传等而举行的聚会,记者招待会
1787,葡萄,pútáo,,,名,落叶木质藤本植物，叶呈掌状分裂，开黄绿色花。浆果也叫葡萄，圆形或椭圆形，紫、红、黄或绿色，是常见水果，也可用来酿酒,
1798,推行,tuīxíng,,,动,推广实行,规范汉字
1798,推行,tuīxíng,,,动,推广实行,国家公务员考核制度
1815,原料,yuánliào,,,名,尚待加工的材料。如家具厂所用的木材、制糖厂所用的甜菜或甘蔗,。
1821,独特,dútè,,,形,特有的；与众不同的,性格独特
1821,独特,dútè,,,形,特有的；与众不同的,独特风味
1854,休息,xiūxi,,,动,暂停工作、学习或活动，使精力得到恢复,注意适当休息
1854,休息,xiūxi,,,动,暂停工作、学习或活动，使精力得到恢复,休息室
1875,税收,shuìshōu,,,名,国家依法向纳税人征税所得的收入。是国家财政的主要来源,
1880,证实,zhèngshí,,,动,证明（某事）属实（跟“证伪”相对）,他的判断被证实了。
1921,刚才,gāngcái,,,名,指刚过去不久的时间,刚才有人来电话
1921,刚才,gāngcái,,,名,指刚过去不久的时间,你为什么刚才不说，现在才说?
1929,广场,guǎngchǎng,,,名,广阔的场地；特指城市中专门辟出来供群众活动的广阔场地。如天安门广场,如天安门广场。
1971,到达,dàodá,,,动,到了（某一地方）,到达终点
1971,到达,dàodá,,,动,到了（某一地方）,到达新境界
1985,毕竟,bìjìng,,,副,终归；到底,不要苛责，他毕竟是个孩子
1985,毕竟,bìjìng,,,副,终归；到底,虽然有些不情愿，他毕竟还是去了。
2000,个个,gègè,,,量,每个,人人上阵，个个争先。
2015,美好,měihǎo,,,形,好的；令人愉快幸福的（多用于抽象事物）,美好的生活
2015,美好,měihǎo,,,形,好的；令人愉快幸福的（多用于抽象事物）,前途美好
2059,蔬菜,shūcài,,,名,可以当副食的植物和真菌，一般都是人工栽培的,
