rank,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
3,是,shì,,,动,⇒ 用于选择问句、是非问句或反问句,他 是 走了不 是 ?
3,是,shì,,,动,⇒ 用于选择问句、是非问句或反问句,他不 是 来了吗?
3,是,shì,,,形,正确（跟“非”相对）,你说得 是
3,是,shì,,,形,正确（跟“非”相对）,一无 是 处
3,是,shì,,,形,正确（跟“非”相对）,似 是 而非
3,是,shì,,,形,正确（跟“非”相对）,你要检点一些才 是 。
3,是,shì,,,名,⇒ 指正确的论断或肯定的结论,实事求 是
3,是,shì,,,名,⇒ 指正确的论断或肯定的结论,莫衷一 是
3,是,shì,,,名,⇒ 指正确的论断或肯定的结论,各行其 是
3,是,shì,,,动,⇒ 〈文〉认为正确；肯定,是 古非今
3,是,shì,,,动,⇒ 〈文〉认为正确；肯定,深 是 其言
3,是,shì,,,动,⇒ 表示肯定或答应（常单用）,是 ，我明白
3,是,shì,,,动,⇒ 表示肯定或答应（常单用）,是 ，我马上就办
3,是,shì,,,名,○ 姓,
4,一,yī,,,数,数字，最小的正整数,
4,一,yī,,,数,指同一或一样,咱们坐 一 趟车
4,一,yī,,,数,指同一或一样,他俩在 一 个单位
4,一,yī,,,数,指同一或一样,长短不 一
4,一,yī,,,数,指满、全或整个,坐了满满 一 车人
4,一,yī,,,数,指满、全或整个,一 身土
4,一,yī,,,数,指满、全或整个,书堆了 一 桌子
4,一,yī,,,数,指满、全或整个,病了 一 夏天
4,一,yī,,,数,指满、全或整个,一 如所见
4,一,yī,,,,数指专一或单一,一 心 一 意
4,一,yī,,,,数指专一或单一,一 色的两层小楼
4,一,yī,,,数,指某一,一 天晚上
4,一,yī,,,数,指某一,有 一 年
4,一,yī,,,数,指每一,一 组八个人
4,一,yī,,,数,指每一,一 年一次
4,一,yī,,,数,指每一,一 人两块钱
4,一,yī,,,数,指另一或又一,乌贼 一 名墨斗鱼
4,一,yī,,,数,指另一或又一,这种习俗起源于唐代， 一 说起源于宋代 。
4,一,yī,,,副,表示猛然发出某种动作或突然出现某种情况,往起 一 站
4,一,yī,,,副,表示猛然发出某种动作或突然出现某种情况,右手 一 挥
4,一,yī,,,副,表示猛然发出某种动作或突然出现某种情况,眼前 一 黑
4,一,yī,,,副,与“就” “便”等副词相呼应，表示前一动作或情况一旦发生，紧跟着就要出现另一动作或情况,一 叫就来
4,一,yī,,,副,与“就” “便”等副词相呼应，表示前一动作或情况一旦发生，紧跟着就要出现另一动作或情况,一 看就会
4,一,yī,,,副,与“就” “便”等副词相呼应，表示前一动作或情况一旦发生，紧跟着就要出现另一动作或情况,一 问便知
4,一,yī,,,副,用在重叠的动词之间，表示动作是短暂的或尝试性的,跳 一 跳
4,一,yī,,,副,用在重叠的动词之间，表示动作是短暂的或尝试性的,笑 一 笑
4,一,yī,,,副,用在重叠的动词之间，表示动作是短暂的或尝试性的,瞧 一 瞧
4,一,yī,,,副,用在重叠的动词之间，表示动作是短暂的或尝试性的,说 一 说
5,在,zài,,,动,存在；生存,人 在 阵地 在
5,在,zài,,,动,存在；生存,父母健 在
5,在,zài,,,动,（人或事物）处于某个地点或位置,他 在 教室里呢
5,在,zài,,,动,（人或事物）处于某个地点或位置,在 场
5,在,zài,,,动,（人或事物）处于某个地点或位置,在 座
5,在,zài,,,动,⇒ 处在（某职位上）；属于（某个群体）,在 职
5,在,zài,,,动,⇒ 处在（某职位上）；属于（某个群体）,在 野
5,在,zài,,,动,⇒ 处在（某职位上）；属于（某个群体）,在 党
5,在,zài,,,动,⇒ 取决于,谋事 在 人，成事 在 天
5,在,zài,,,动,⇒ 取决于,事 在 人为
5,在,zài,,,副,⇒ 正在,他 在 看书
5,在,zài,,,副,⇒ 正在,红旗 在 飘扬
5,在,zài,,,介,⇒ 引进动作行为有关的处所、时间、范围、条件等,在 屋里看书
5,在,zài,,,介,⇒ 引进动作行为有关的处所、时间、范围、条件等,列车 在 夜间到达
5,在,zài,,,介,⇒ 引进动作行为有关的处所、时间、范围、条件等,在 工作上认真负责 。
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 用在动词、形容词或个别副词之前，表示一般的否定,不 走
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 用在动词、形容词或个别副词之前，表示一般的否定,不 吃
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 用在动词、形容词或个别副词之前，表示一般的否定,不 漂亮
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 用在动词、形容词或个别副词之前，表示一般的否定,不 太好
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 用在动词、形容词或个别副词之前，表示一般的否定,不 一定
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 用在相同的动词或形容词之间，构成反复问句,走 不 走?
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 用在相同的动词或形容词之间，构成反复问句,漂亮 不 漂亮?
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 用在相同的动词、形容词或名词之间（前面加“什么”），表示不在乎或不相干,什么谢 不 谢的，别提这个
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 用在相同的动词、形容词或名词之间（前面加“什么”），表示不在乎或不相干,什么难 不 难，只要下工夫就不难
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 用在相同的动词、形容词或名词之间（前面加“什么”），表示不在乎或不相干,什么山区 不 山区，去哪 儿 都行 。
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 分别用在两个意思相近或相对的单音节动词、形容词或名词前，表示“如果不……就不……” “既不……也不……”，或表示处于中间状态,不 见 不 散
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 分别用在两个意思相近或相对的单音节动词、形容词或名词前，表示“如果不……就不……” “既不……也不……”，或表示处于中间状态,不 言 不 语
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 分别用在两个意思相近或相对的单音节动词、形容词或名词前，表示“如果不……就不……” “既不……也不……”，或表示处于中间状态,不 多 不 少
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 分别用在两个意思相近或相对的单音节动词、形容词或名词前，表示“如果不……就不……” “既不……也不……”，或表示处于中间状态,不 男 不 女
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 用于某些名词或名词性语素前，构成具有否定意义的形容词,不 法
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 用于某些名词或名词性语素前，构成具有否定意义的形容词,不 轨
6,不,bù,,,副,用在动词、形容词、名词或个别副词之前，表示否定 用于某些名词或名词性语素前，构成具有否定意义的形容词,不 力
6,不,bù,,,副,单用，表示否定性的回答,咱们走吧!—— 不 ，我再等会 儿
6,不,bù,,,副,单用，表示否定性的回答,他来开会吧?—— 不 ，他不能来 。
6,不,bù,,,副,〈口〉用在句尾表示疑问，相当于反复问句,你看书 不 ?
6,不,bù,,,副,〈口〉用在句尾表示疑问，相当于反复问句,手绢 儿 干净 不 ?
6,不,bù,,,副,用在动补结构中，表示不可能获得某种结果,赶 不 到
6,不,bù,,,副,用在动补结构中，表示不可能获得某种结果,吃 不 得
6,不,bù,,,副,用在动补结构中，表示不可能获得某种结果,写 不 好
6,不,bù,,,副,在某些客套话中，表示不必如此，相当于“不用” “不要”,
7,我,wǒ,,,代,说话人称自己,我 认识你
7,我,wǒ,,,代,说话人称自己,他是 我 的老师
7,我,wǒ,,,代,称自己的一方，相当于“我们”,我 国
7,我,wǒ,,,代,称自己的一方，相当于“我们”,我 军
7,我,wǒ,,,代,称自己的一方，相当于“我们”,我 校
7,我,wǒ,,,代,称自己的一方，相当于“我们”,我 厂
7,我,wǒ,,,代,称自己的一方，相当于“我们”,敌 我 双方
7,我,wǒ,,,代,用于“你” “我”对举，泛指许多人,你来 我 往
7,我,wǒ,,,代,用于“你” “我”对举，泛指许多人,你一言， 我 一语
7,我,wǒ,,,代,自己,自 我 介绍
7,我,wǒ,,,代,自己,忘 我 工作
8,有,yǒu,,,动,表示存在（跟“无” “没”相对）,天上 有 云彩
8,有,yǒu,,,动,表示存在（跟“无” “没”相对）,马路上 有 许多人
8,有,yǒu,,,动,表示领有或具有,我家 有 汽车了
8,有,yǒu,,,动,表示领有或具有,人贵 有 自知之明
8,有,yǒu,,,动,表示领有或具有,有 本领
8,有,yǒu,,,动,表示领有或具有,有 罪
8,有,yǒu,,,动,⇒ 表示达到某种程度或达到一定的数量,空地 有 两个篮球场那么大
8,有,yǒu,,,动,⇒ 表示达到某种程度或达到一定的数量,这棵树 有 五层楼高 。
8,有,yǒu,,,动,⇒ 表示领有某种东西多或历时长,数他家 有 钱
8,有,yǒu,,,动,⇒ 表示领有某种东西多或历时长,可 有 年头 儿 了
8,有,yǒu,,,动,表示发生或出现,情况 有 了变化
8,有,yǒu,,,动,表示发生或出现,孩子最近 有 进步
8,有,yǒu,,,动,应对语。表示在这里,“赵明!” “ 有 !”
8,有,yǒu,,,动,表示不定指，跟“某”义近似,有 一天你会明白的
8,有,yǒu,,,动,表示不定指，跟“某”义近似,你不喜欢， 有 人喜欢 。
8,有,yǒu,,,动,用在“人” “时候” “地方”前面，表示部分存在,有 人爱吃甜的， 有 人爱吃辣的
8,有,yǒu,,,动,用在“人” “时候” “地方”前面，表示部分存在,有 时候他挺凶
8,有,yǒu,,,动,用在“人” “时候” “地方”前面，表示部分存在,有 地方热闹， 有 地方冷清 。
8,有,yǒu,,,助,○ 用在某些动词或动词性语素前，加强语气或表示客气,有 待
8,有,yǒu,,,助,○ 用在某些动词或动词性语素前，加强语气或表示客气,有 如
8,有,yǒu,,,助,○ 用在某些动词或动词性语素前，加强语气或表示客气,有 请
8,有,yǒu,,,助,○ 用在某些动词或动词性语素前，加强语气或表示客气,有 劳
8,有,yǒu,,,名,○ 姓,
8,有,yǒu,,,,〈文〉词的前缀。用在某些朝代名或民族名前面,有 殷
8,有,yǒu,,,,〈文〉词的前缀。用在某些朝代名或民族名前面,有 苗
9,人,rén,,,名,指由类人猿进化而来的，能思维，能制造并使用工具进行劳动，并能进行语言交际的高等动物,街上 人 多
9,人,rén,,,名,指由类人猿进化而来的，能思维，能制造并使用工具进行劳动，并能进行语言交际的高等动物,男 人
9,人,rén,,,名,指由类人猿进化而来的，能思维，能制造并使用工具进行劳动，并能进行语言交际的高等动物,人 类
9,人,rén,,,名,指某种人,证 人
9,人,rén,,,名,指某种人,军 人
9,人,rén,,,名,指某种人,外国 人
9,人,rén,,,名,指成年人,长大成 人
9,人,rén,,,名,别人；他人,舍己救 人
9,人,rén,,,名,别人；他人,助 人 为乐
9,人,rén,,,名,指每个人或一般人,人 手一册
9,人,rén,,,名,指每个人或一般人,人 同此心
9,人,rén,,,名,指人手或人才,学校很缺 人
9,人,rén,,,名,指人手或人才,向社会公开招 人
9,人,rén,,,名,指人的品质、名声,老冯 人 很正直
9,人,rén,,,名,指人的品质、名声,丢 人 现眼
9,人,rén,,,名,指人的身体,别把 人 累坏了
9,人,rén,,,名,指人的身体,人 在心不在
10,这,zhè,,,代,指距离比较近的人或事物（跟“那”相对） 用在名词或数量短语前,这 闺女
10,这,zhè,,,代,指距离比较近的人或事物（跟“那”相对） 用在名词或数量短语前,这 天
10,这,zhè,,,代,指距离比较近的人或事物（跟“那”相对） 用在名词或数量短语前,这 一次
10,这,zhè,,,代,指距离比较近的人或事物（跟“那”相对） 用在动词、形容词前，表示夸张,瞧你 这 喊呀，把人都吵醒了
10,这,zhè,,,代,指距离比较近的人或事物（跟“那”相对） 用在动词、形容词前，表示夸张,老李说话 这 快，跟开机关枪似的 。
10,这,zhè,,,代,代替距离比较近的人或事物,这 是王老师
10,这,zhè,,,代,代替距离比较近的人或事物,你问 这 干什么?
10,这,zhè,,,代,⇒ 跟“那”对举，表示众多事物，不确指某人或某事物,我们俩说 这 说那，聊了一个晚上
10,这,zhè,,,代,⇒ 跟“那”对举，表示众多事物，不确指某人或某事物,问 这 问那
10,这,zhè,,,代,⇒ 代替“这时候”，有加强语气的作用,哄了半天，孩子 这 才不哭了
10,这,zhè,,,代,⇒ 代替“这时候”，有加强语气的作用,他 这 就出发
10,这,zhèi,,,,义同“这（zhè）”①②，用于口语,
11,个,gè,,,,满城风雨。用在“没” “有”和某些动词、形容词之间，起强调作用,说 个 没完
11,个,gè,,,,满城风雨。用在“没” “有”和某些动词、形容词之间，起强调作用,这么做对你没 个 好 儿
11,个,gè,,,,满城风雨。用在“没” “有”和某些动词、形容词之间，起强调作用,还有 个 找不着的?
11,个,gè,,,形,单独的；非普遍的,个 体
11,个,gè,,,形,单独的；非普遍的,个 性
11,个,gè,,,名,个头 儿 大高 个 儿 | 小 个 子,
11,个,gè,,,,词的后缀。附着（zhuó）在量词“些”的后面,这些 个 事 儿
11,个,gè,,,,词的后缀。附着（zhuó）在量词“些”的后面,带那么些 个 吃的回来
11,个,gè,,,,词的后缀。附着（zhuó）在量词“些”的后面,跟我说了好些 个 笑话 。
11,个,gè,,,,○ 〈口〉词的后缀。附着（zhuó）在某些时间名词的后面,明 儿 个
11,个,gè,,,,○ 〈口〉词的后缀。附着（zhuó）在某些时间名词的后面,昨 儿 个
12,他,tā,,,代,指另外的；别的,他 人
12,他,tā,,,代,指另外的；别的,其 他
12,他,tā,,,代,指另外的；别的,别无 他 图
12,他,tā,,,代,称自己和对方以外的别的人,他 是你表哥吧?
12,他,tā,,,,代与“你”配合使用，表示任何人或许多人,你也喊， 他 也叫，会场里一片混乱 。
12,他,tā,,,,○ 代用在动词后面，表示虚指,喝 他 三大碗
12,他,tā,,,,○ 代用在动词后面，表示虚指,查 他 个一清二楚
13,和,hè,,,动,声音相应；和谐地跟着唱或伴奏,曲高 和 寡
13,和,hè,,,动,跟着别人说,随声附 和
13,和,hè,,,动,跟着别人说,应（yìng） 和 。
13,和,hè,,,动,依照别人诗词的题材和格律作诗、填词,步原韵 和 诗一首
13,和,hè,,,动,依照别人诗词的题材和格律作诗、填词,唱 和
13,和,hè,,,动,依照别人诗词的题材和格律作诗、填词,奉 和
13,和,hè,,,动,依照别人诗词的题材和格律作诗、填词,和 韵
13,和,hú,,,动,打麻将或玩纸牌时，达到规定的要求而取胜,这把牌我 和 了
13,和,hú,,,动,打麻将或玩纸牌时，达到规定的要求而取胜,开 和
13,和,huó,,,动,在粉状物中加入水等搅拌，使粘在一起,和 面
13,和,huó,,,动,在粉状物中加入水等搅拌，使粘在一起,和 泥
13,和,huò,,,动,混合（多用于粉粒状物）,别把这两种米 和 在一起
13,和,huò,,,动,混合（多用于粉粒状物）,掺 和 （huo）
13,和,huò,,,动,混合（多用于粉粒状物）,搅 和 （huo）
13,和,huò,,,动,加水搅拌使变稀,和 芝麻酱
13,和,huò,,,量,○ 用于洗衣物换水的次数或一服中药煎的次数，一次叫“一和”,衣服刚洗了一 和
13,和,huò,,,量,○ 用于洗衣物换水的次数或一服中药煎的次数，一次叫“一和”,一剂汤药可以煎两 和 。
13,和,hé,,,形,配合得协调；相处得融洽,和 衷共济
13,和,hé,,,形,配合得协调；相处得融洽,天时地利人 和
13,和,hé,,,形,温顺；不激烈；不粗暴,心平气 和
13,和,hé,,,形,温顺；不激烈；不粗暴,和 缓
13,和,hé,,,形,温顺；不激烈；不粗暴,和 善
13,和,hé,,,形,气候温暖,风 和 日丽
13,和,hé,,,形,气候温暖,和 暖
13,和,hé,,,动,平息争端；使和睦,讲 和
13,和,hé,,,动,平息争端；使和睦,和 解
13,和,hé,,,动,平息争端；使和睦,和 事佬
13,和,hé,,,动,比赛打成平手，不分胜负,这盘棋 和 了
13,和,hé,,,名,○ 姓,
13,和,hé,,,动,连带；连同 ② → 介 引进共同行动的对象,有事要 和 群众商量 。
13,和,hé,,,动,连带；连同 引进动作涉及的或比较的对象,我 和 这事毫无关系
13,和,hé,,,动,连带；连同 引进动作涉及的或比较的对象,他的技术 和 你不相上下 。
13,和,hé,,,连,连接类别或结构相似的词或短语，表示并列关系或选择关系,教师 和 同学都到齐了
13,和,hé,,,连,连接类别或结构相似的词或短语，表示并列关系或选择关系,去 和 不去，你自己决定 。
13,和,hé,,,名,两个或两个以上的数相加的得数，如2加2的和是4,
13,和,hé,,,名,指日本（日本自称“大和民族”，简称“和”）,和 服
13,和,hé,,,名,指日本（日本自称“大和民族”，简称“和”）,《汉 和 词典》
14,中,zhòng,,,动,对准；正好符合,击 中 目标
14,中,zhòng,,,动,对准；正好符合,切 中 要害
14,中,zhòng,,,动,对准；正好符合,中 意
14,中,zhòng,,,动,对准；正好符合,中 选
14,中,zhòng,,,动,受到,身上 中 了一枪
14,中,zhòng,,,动,受到,中 毒
14,中,zhòng,,,动,受到,中 暑
14,中,zhōng,,,名,跟四周、上下或两端的距离相等的部位,居 中
14,中,zhōng,,,名,跟四周、上下或两端的距离相等的部位,中 指
14,中,zhōng,,,名,跟四周、上下或两端的距离相等的部位,中 途
14,中,zhōng,,,名,里面,群众 中
14,中,zhōng,,,名,里面,心 中
14,中,zhōng,,,名,用在动词或动词性短语后面，表示动作处于持续状态,正在洽谈 中
14,中,zhōng,,,名,用在动词或动词性短语后面，表示动作处于持续状态,发展 中 国家
14,中,zhōng,,,名,性质、等级在两端之间,中 性
14,中,zhōng,,,名,性质、等级在两端之间,中 等
14,中,zhōng,,,名,性质、等级在两端之间,中 学
14,中,zhōng,,,名,指内心,情动于 中
14,中,zhōng,,,名,指内心,秀外慧 中
14,中,zhōng,,,名,指中国,古今 中 外
14,中,zhōng,,,名,指中国,中 医
14,中,zhōng,,,名,介绍买卖或调解纠纷的中间人,我来作 中
14,中,zhōng,,,形,不偏不倚,中 庸
14,中,zhōng,,,形,不偏不倚,适 中
14,中,zhōng,,,动,适合,中 看不 中 用
14,中,zhōng,,,动,适合,中 听
14,中,zhōng,,,动,某些地区指可以或行,这主意不 中
14,中,zhōng,,,动,某些地区指可以或行,这就 中 啦
14,中,zhōng,,,名,○ 姓,
15,来,lái,,,动,从另外的地方到说话人这里（跟“去”或“往”相对）,开会的人都 来 了
15,来,lái,,,动,从另外的地方到说话人这里（跟“去”或“往”相对）,来 信了
15,来,lái,,,动,从另外的地方到说话人这里（跟“去”或“往”相对）,来 去自由
15,来,lái,,,形,未来的,来 年
15,来,lái,,,形,未来的,来 日
15,来,lái,,,动,用在动词后，表示动作朝着说话人所在的地方,开 来 一辆空车
15,来,lái,,,动,用在动词后，表示动作朝着说话人所在的地方,拿榔头 来
15,来,lái,,,名,从过去到说话时为止的一段时间,多年 来
15,来,lái,,,名,从过去到说话时为止的一段时间,近 来
15,来,lái,,,名,从过去到说话时为止的一段时间,向 来
15,来,lái,,,,助用在“十” “百” “千”等整数或数量短语后面，表示概数，通常略小于那个数目,二十 来 岁
15,来,lái,,,,助用在“十” “百” “千”等整数或数量短语后面，表示概数，通常略小于那个数目,一百 来 件
15,来,lái,,,,助用在“十” “百” “千”等整数或数量短语后面，表示概数，通常略小于那个数目,二里 来 地
15,来,lái,,,动,（事情、问题等）来到；发生,上级的指示刚 来
15,来,lái,,,动,（事情、问题等）来到；发生,麻烦 来 了也不用急 。
15,来,lái,,,动,用在动词性短语（或介词短语）与动词（或动词性短语）之间，表示前者是方法、态度，后者是目的 ⑧ → 动 用在动词性短语后面，表示来做某事,老师看望大家 来 了
15,来,lái,,,动,用在动词性短语（或介词短语）与动词（或动词性短语）之间，表示前者是方法、态度，后者是目的 ⑧ → 动 用在动词性短语后面，表示来做某事,我向诸位学习 来 了 。
15,来,lái,,,动,用在动词性短语（或介词短语）与动词（或动词性短语）之间，表示前者是方法、态度，后者是目的 用在动词性短语前面，表示要做某事,我 来 说几句
15,来,lái,,,动,用在动词性短语（或介词短语）与动词（或动词性短语）之间，表示前者是方法、态度，后者是目的 用在动词性短语前面，表示要做某事,咱们一起 来 想想办法 。
15,来,lái,,,动,表示做某个动作（代替意义具体的动词）,你搬不动，我 来 吧
15,来,lái,,,动,表示做某个动作（代替意义具体的动词）,唱得真好，再 来 一个
15,来,lái,,,动,表示做某个动作（代替意义具体的动词）,不要跟我 来 这一套 。
15,来,lái,,,动,○ 跟“得”或“不”连用，表示能够或不能够,他跟她还合得 来
15,来,lái,,,动,○ 跟“得”或“不”连用，表示能够或不能够,这道题我可做不 来 。
15,来,lái,,,名,○ 姓,
15,来,lái,,,助,〈口〉用在句尾，表示曾发生过什么事情，相当于“来着”,这话我什么时候说 来 ?
15,来,lái,,,助,○ 用在序数词“一” “二” “三”等后面，表示列举,我到上海去，一 来 是办点 儿 事，二 来 是看看朋友 。
16,国,guó,,,名,国家,为 国 争光
16,国,guó,,,名,国家,祖 国
16,国,guó,,,名,国家,国 际
16,国,guó,,,名,国家,国 外
16,国,guó,,,名,代表国家的,国 旗
