rank,sn,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
5562,2,铩,shā,,,动,〈文〉摧残；伤残,铩羽
5564,1,酏,yí,,,名,用药、糖和芳香性物质配制成的酒精水溶液（酒精含量一般不超过25%）,
5565,1,阏,yān,阏氏,yānzhī,名,汉代匈奴王后的称号,
5566,1,勖,xù,,,动,〈文〉 劝勉；鼓励,勖勉｜勖助｜勖励
5567,1,窬,yú,,,动,〈文〉 翻越；翻墙而过,穿窬
5568,1,虢,guó,,,名,周朝诸侯国名。西虢为周文王弟虢仲的封地，在今陕西宝鸡东，后迁到今河南陕县东南。东虢为周文王弟虢叔封地，在今河南荥阳,
5569,1,钬,huǒ,,,名,金属元素，符号 Ho。银白色，有光泽。有重要磁学和电学性质，有低毒。可以用作真空管的吸气剂,
5570,1,郓,yùn,,,名,郓城 yùnchéng 地名，在山东,
5570,2,郓,yùn,,,名,姓,
5571,1,缙,jìn,,,名,〈文〉 红色的丝织品,
5572,1,馕,nǎng,,,动,〈口〉 尽力往嘴里塞（食物）,一下子就把包子馕进嘴里了。
5572,2,馕,náng,,,名,维吾尔语音译 一种烤制的面饼，维吾尔族、哈萨克族、柯尔克孜族等多作为主食,
5573,1,秣,mò,,,名,牲畜的饲料,粮秣
5573,2,秣,mò,,,动,喂养牲畜,秣马厉兵
5574,1,罽,jì,,,名,〈文〉 毡子之类的毛织品,罽帐
5575,1,阢,wù,阢陧,wùniè,,（局势、心情等）不安定,大局阢陧
5576,1,栟,bēn,栟茶,bēnchá,名,地名，在江苏,
5576,2,栟,bīng,栟榈,bīnglǘ,,棕榈,
5578,1,鸺,xiū,鸺鹠,xiūliú,名,古书中指猫头鹰,
5578,2,鸺,xiū,鸺鹠,xiūliú,,鸟，外形同猫头鹰相似，但头部没有角状的羽毛，头和颈侧及翼上的羽毛暗褐色，密布棕白色细狭横斑。捕食鼠、兔及昆虫等，对农业、林业有益,
5579,1,僦,jiù,,,动,〈文〉 租赁,僦屋而居
5580,1,鄹,zōu,,,名,春秋时鲁国地名，在今山东曲阜东南，是孔子的家乡,
5581,1,缂,kè,缂丝,kèsī,动,指将绘画织在丝织品上。织成以后，看上去图形好像刻镂而成。这种工艺始于宋代，主要流行于苏州,
5581,2,缂,kè,缂丝,kèsī,名,用这种工艺织成的衣料和物品,
5582,1,钕,nǚ,,,名,金属元素，符号 Nd。银白色，质软，有延展性，在空气中容易氧化。用于制造合金、光学玻璃和激光材料等,
5583,1,赜,zé,,,形,〈文〉 深奥、玄妙,赜隐
5584,1,粝,lì,,,名,〈文〉 糙米,
5585,1,砟,zhǎ,,,名,砟子,焦砟｜煤砟｜炉灰砟
5585,2,砟,zuò,砟硌,zuòluò,,形容山石不齐的样子,
5587,1,溽,rù,,,形,〈文〉 潮湿,溽热｜溽暑
5588,1,恚,huì,,,动,〈文〉 愤怒；怨恨,忿恚｜恚恨
5589,1,豇,jiāng,豇豆,jiāngdòu,名,一年生草本植物，荚果长条形，种子肾形。荚果和种子也叫豇豆。有豇豆、长豇豆、饭豇豆三种，豇豆和长豇豆的嫩荚是普通蔬菜，饭豇豆的种子可以煮食,
5590,1,鹞,yào,,,名,鹞子①,
5590,2,鹞,yào,,,名,猛禽，种类很多，我国常见的有白尾鹞，属国家保护动物,
5593,1,撖,hàn,,,名,姓,
5594,1,踟,chí,,,,见下。 踟躇 踟蹰 ,
5596,1,祢,mí,,,名,姓,
5597,1,蚰,yóu,蚰蜒,yóuyán,名,节肢动物，像蜈蚣而略小，灰白色，生活在阴湿的地方,
5598,1,髀,bì,,,名,〈文〉 大腿；也指大腿骨,髀肉复生｜抚髀长叹｜髋髀
5601,1,斫,zhuó,,,动,〈文〉 用刀斧等砍、削,斫木为舟
5602,1,忸,niǔ,忸怩,niǔní,形,扭捏②,忸怩作态
5603,1,藁,gǎo,藁城,gǎochéng,名,地名，在河北,
5604,1,鲃,bā,,,名,鱼，体侧扁或略呈圆筒形，口部多有须。种类很多，主要产于我国南方水流湍急的溪涧中,
5605,1,妫,guī,,,名,妫水河，水名，在北京,
5609,1,戗,qiàng,,,动,支撑；顶住,墙要倒了，快拿杠子戗住。
5609,2,戗,qiàng,,,动,承受,他体质弱，戗不住。
5609,3,戗,qiāng,,,动,逆；向着相对的方向（行动）,戗风骑车费劲
5609,4,戗,qiāng,,,动,〈口〉言语冲突,两人戗了几句
5610,1,眦,zì,,,名,眼角。上下眼睑相交处，接近鼻子的叫内眦，通称大眼角；接近两鬓的叫外眦，通称小眼角,
5612,1,螣,tè,,,名,古书上指专吃小苗或嫩叶的害虫,
5612,2,螣,téng,螣蛇,téngshé,名,古书上说的一种会飞的蛇,
5613,1,郯,tán,郯城,tánchéng,名,地名，在山东,
5614,1,殁,mò,,,动,〈文〉 死,病殁
5616,1,辁,quán,,,名,古代指没有辐条的木制车轮,
5617,1,蓍,shī,,,名,多年生草本植物，无叶柄，开白色花。全株可以做药材，茎、叶可以做香料。我国古代用它的茎占卜,
5618,1,哚,duǒ,,,,音译用字，用于“吲哚（yǐnduǒ）”,
5620,1,镩,cuān,,,名,一种顶端尖、有倒钩的凿冰工具,冰镩
5620,2,镩,cuān,,,动,用镩子凿（冰）,镩冰
5621,1,焘,dào,,,动,〈文〉 覆盖,
5621,2,焘,tāo,,,,“焘（dào）”的又音，用于人名,
5622,1,翥,zhù,,,动,〈文〉 （鸟）飞翔,翥凤翔鸾
5623,1,砀,dàng,,,名,砀山，地名，在安徽,
5624,1,姒,sì,,,名,古代对姐姐的称呼,
5624,2,姒,sì,,,名,古代弟妻对兄妻的称呼,娣姒
5625,1,鹀,wú,,,名,鸟，形体像麻雀或稍小，嘴形特殊，闭嘴时上下嘴的边缘不能紧密连接。多在地上或灌木丛中营巢，吃种子和昆虫。种类很多，常见的有白头鹀、灰头鹀、赤鹀、栗鹀、黄眉鹀等,
5626,1,镤,pú,,,名,金属元素，符号 Pa。灰白色，有放射性，化学性质稳定，可提取核材料,
5628,1,黻,fú,,,名,古代礼服上绣的黑、青两色相间的花纹,黻衣
5629,1,缡,lí,,,名,古代妇女系在衣襟上的佩巾,结缡（指女子结婚）。
5630,1,簋,guǐ,,,名,古代祭祀或宴饮时盛食物的器皿，一般为圆形，大口，有两耳,
5631,1,佶,jí,,,形,〈文〉 健壮的样子,
5632,1,圮,pǐ,,,动,〈文〉 毁坏；坍塌,倾圮｜圮毁
5633,1,獯,xūn,獯鬻,xūnyù,名,我国古代北方的一个民族。周代称猃狁，战国以后称匈奴,
5635,1,珲,hún,,,名,〈文〉 一种美玉,
5637,1,埭,dài,,,名,堵水的土坝（多用于地名）,石埭（在安徽）｜钟埭（在浙江）
5638,1,鄄,juàn,鄄城,juànchéng,名,地名，在山东,
5639,1,篼,dōu,,,名,用竹、藤、柳条等编成的盛东西的器具,背篼
5640,1,窅,yǎo,,,形,〈文〉 眼睛深陷 深远 下临绝壑， 窅 不可测 | 窅 冥,
5641,1,俳,pái,,,名,古代的一种滑稽戏；也指演这种戏的人,俳优
5641,2,俳,pái,,,形,〈文〉滑稽；诙谐,俳谐
5643,1,闼,tà,,,名,〈文〉 门；小门,排闼直入｜禁闼
5644,1,鞯,jiān,,,名,〈文〉 鞍子下的垫子,
5645,1,跣,xiǎn,,,动,〈文〉 光着脚,跣足｜跣行
5646,1,觚,gū,,,名,古代盛酒的器皿。口部和底部呈喇叭形，细腰，高圈足。腹和圈足上有棱,
5646,2,觚,gū,,,名,古代书写用的木简。六面体或八面体，有棱,操觚（指写作）
5647,1,荭,hóng,荭草,hóngcǎo,名,一年生草本植物，茎高可达3米，叶子宽阔呈卵形，全株有毛，开粉红色或白色花。有观赏价值，果实及全草可以做药材,
5648,1,磉,sǎng,,,名,立柱下面的石礅,磉礅｜磉盘｜石磉
5649,1,脒,mǐ,,,名,一类有机化合物，无色晶体。不很稳定，遇酸能形成稳定的盐,
5650,1,穑,sè,,,动,〈文〉 收获（谷物）,稼穑
5652,1,颛,zhuān,,,,见下。 颛孙 颛顼,
5653,1,癔,yì,癔病,yìbìng,名,较严重的神经官能症。发作时神态失常，有的还伴有痉挛、麻痹等现象,
5655,1,埘,shí,,,名,〈文〉 在墙壁上挖洞做成的鸡窝,鸡栖于埘
5656,1,垆,lú,,,名,黑色坚实的土壤,垆土
5656,2,垆,lú,,,名,古代酒店里放酒瓮的土台子；借指酒店,酒垆｜当垆（卖酒）
5659,1,哕,huì,哕哕,huìhuì,,模拟有节奏的铃声,銮声哕哕
5659,2,哕,yuě,,,动,呕吐,胃里翻腾，刚吃下的饭又都哕了｜干哕
5660,1,旄,máo,,,名,古代一种旗帜，旗杆顶上有牦牛尾作装饰,
5661,1,旒,liú,,,名,古代旗子上飘带之类的饰物,
5661,2,旒,liú,,,名,古代帝王礼帽前后下垂的玉串,
5662,1,笫,zǐ,,,名,〈文〉 竹编的床垫或床席，借指床,床笫
5664,1,辇,niǎn,,,名,古代用人拉或推的车。秦、汉以后专指帝王、后妃乘坐的车,龙车凤辇
5665,1,诨,hùn,,,名,开玩笑的话,插科打诨
5665,2,诨,hùn,,,形,开玩笑的,诨名｜诨号
5666,1,廛,chán,,,名,古代指城市平民一户人家所住的房屋；也指城市中的房屋,
5666,2,廛,chán,,,名,〈文〉市场上供商人储存、销售货物的房屋,市廛｜廛肆
5667,1,鲋,fù,,,名,〈文〉 鲫鱼,涸辙之鲋
5668,1,沄,yún,,,名,〈文〉指江水中大的波浪,
5668,2,沄,yún,,,名,姓,
5669,1,碇,dìng,,,名,船停泊时在岸上系住船身的石礅,启碇
5670,1,酹,lèi,,,动,〈文〉 庄重地把酒洒在地上，表示祭奠,酹地｜酹祝（祭奠祝告）。
5671,1,窭,jù,,,形,〈文〉 贫困,贫窭
5672,1,馑,jǐn,,,形,〈文〉 菜蔬歉收；泛指农作物歉收,饥馑
5673,1,撺,cuān,,,动,怂恿,撺掇｜撺弄
5673,2,撺,cuān,,,动,〈口〉发怒,我刚提了点意见，他就撺儿了。
5674,1,蚬,xiǎn,,,名,软体动物，介壳厚而坚固，呈圆形或近三角形，壳面呈黄褐色、棕褐色及黑褐色，有光泽。生活在淡水中。肉可以食用，也可以做药材,
5677,1,哓,xiāo,哓哓,xiāoxiāo,,唠叨；吵嚷,哓哓不休
5678,1,璩,qú,,,名,〈文〉耳环,耳璩
5678,2,璩,qú,,,名,姓,
5679,1,屐,jī,,,名,木底鞋,木屐
5679,2,屐,jī,,,名,〈文〉泛指鞋,屐履
5680,1,璘,lín,,,名,〈文〉 玉的光彩（多用于人名）,
5682,1,嫱,qiáng,,,名,古代宫中女官名,嫔嫱
5684,1,徼,jiào,,,名,〈文〉 边界,
5685,1,鋆,yún,,,名,〈文〉 金子,
5686,1,菽,shū,,,名,〈文〉 豆类的统称,菽稷｜稻菽｜不辨菽麦
5687,1,苻,fú,,,名,姓,
5688,1,咝,sī,,,拟声,模拟导火线点燃、子弹在空中飞过时发出的声音等,点着的导火线咝咝地响，直冒火花。
5689,1,蔸,dōu,,,名,某些地区指某些植物的根和靠近根的茎,禾蔸｜白菜蔸
5689,2,蔸,dōu,,,量,相当于“棵”或“丛”,一蔸白菜｜一蔸草
5690,1,尻,kāo,,,名,〈文〉 臀部,
5691,1,榇,chèn,,,名,〈文〉 棺材,舁（yú，抬）榇｜灵榇
5692,1,鹁,bó,,,,见下。 鹁鸽 鹁鸪,
5693,1,厍,shè,,,名,姓,
5696,1,畀,bì,,,动,〈文〉 给予,投畀豺虎
5697,1,玚,chàng,,,名,古代祭祀用的一种酒器,
5697,2,玚,yáng,,,名,〈文〉 一种玉,
5698,1,芄,wán,芄兰,wánlán,名,萝藦,
5700,1,凼,dàng,,,名,某些地区指水坑、小池子或沤肥的小坑,水凼｜凼肥
5701,1,槠,zhū,,,名,常绿乔木，叶子长椭圆形，花黄绿色，果实球形，果仁可食用。木材坚硬，有弹性，可做枕木、车轴等,
5702,1,莸,yóu,,,名,古书上指一种有臭味的草。多用来比喻恶人,薰莸不同器
5702,2,莸,yóu,,,名,落叶小灌木，茎四方形，叶子呈卵形或披针形，花蓝色、浅紫色或白色，果实上部有毛。茎叶可以做药材,
5703,1,膂,lǚ,,,名,〈文〉 脊梁骨,
5704,1,轼,shì,,,名,古代车厢前供乘车人扶着的横木,登轼而望之
5705,1,迨,dài,,,介,〈文〉 趁着,迨其未毕济（渡河）而击之。
5706,1,枞,cōng,,,名,古书上指一种跟松、柏类似的树,
5707,1,洄,huí,,,动,〈文〉 水流回旋,
5708,1,湫,jiǎo,,,形,〈文〉 （地势）低洼,街巷湫隘
5708,2,湫,qiū,,,名,〈文〉 水池,山湫｜大龙湫（瀑布名，在浙江）。
5709,1,璪,zǎo,,,名,古代刻有水藻花纹的玉制装饰品,
5711,1,泅,qiú,,,动,游水,泅水｜武装泅渡
5715,1,粞,xī,,,名,〈文〉碎米,糠粞
5715,2,粞,xī,,,名,某些地区指米糠,
5716,1,鳜,guì,,,名,鳜鱼，体黄绿色，有黑色斑纹，口大，鳞圆而细小。性凶猛，吃鱼虾，生活在淡水中。是我国特产的名贵食用鱼之一,
5718,1,佤,wǎ,佤族,wǎzú,名,我国少数民族之一。主要分布在云南,
5719,1,裼,tì,,,名,〈文〉 包裹婴儿的被子,
5719,2,裼,xī,,,动,〈文〉 敞开或脱去上衣，露出身体；脱去外衣露出内衣,袒裼裸裎
5720,1,鲌,bó,,,名,鱼，身体侧扁，口大而向上翘，腹面有肉棱，背鳍有硬刺。生活在淡水中，以鱼、虾等为食,
5721,1,嵴,jí,,,名,〈文〉 山脊,
5724,1,鲅,bà,,,名,马鲛,
5725,1,钌,liǎo,,,名,金属元素，符号 Ru。银灰色，质硬而脆，熔点很高，不溶于王水。可用来制耐磨的硬质合金和催化剂等,
5725,2,钌,liào,,liàodiàor,名,钉在门、窗等上面，可以扣住门、窗、箱盖、柜门等的铁片,扣上钌铞儿，锁上门。
5728,1,歙,shè,,,名,歙县，地名，在安徽,
5729,1,碥,biǎn,,,名,急流旁山崖上斜伸出来的石头；也指山崖上登山的石级,
5731,1,荦,luò,,,形,〈文〉 显著；分明,卓荦
5732,1,鹌,ān,鹌鹑,ānchún,名,鸟，形体像小鸡，头小尾秃，羽毛赤褐色。不善飞，肉和卵可食用,
5733,1,掼,guàn,,,动,某些地区指扔或摔,掼纱帽｜掼了一个跟头
5734,1,珥,ěr,,,名,〈文〉 用珠玉做的耳饰,
5735,1,逯,lù,,,名,姓,
5736,1,觇,chān,,,动,〈文〉 窥视；察看,觇候｜觇标
5737,1,骺,hóu,,,名,长形骨两端的膨大部分,
5739,1,竑,hóng,,,形,〈文〉 广大,正言竑议
5740,1,髑,dú,髑髅,dúlóu,,死人的头骨；也指死人的头,
5741,1,邛,qióng,邛崃,qiónglái,名,山名、地名，均在四川,
5742,1,偾,fèn,,,动,〈文〉败坏；破坏,偾事
5742,2,偾,fèn,,,名,姓,
5743,1,狷,juàn,,,形,〈文〉 急躁；偏激 狷 急 耿直 狷 直,
5744,1,蕹,wèng,蕹菜,wèngcài,名,一年生草本植物，茎蔓生，中空，节上能生不定根，叶长心形，开白色或淡紫色花，蒴果卵圆形。嫩茎叶可以作蔬菜，全草和根可以做药材,
5745,1,鄱,pó,鄱阳,póyáng,名,湖名，在江西,
5745,2,鄱,pó,鄱阳,póyáng,名,地名，在江西，现在改为“波阳”,
5746,1,缧,léi,,,名,〈文〉 捆绑犯人的大绳索,缧绁
5748,1,睚,yá,,,名,〈文〉 眼眶,
5749,1,廪,lǐn,,,名,〈文〉 粮仓；仓库 仓 廪 由官府供给（粮食等） 廪 米 | 廪 膳 | 廪 生（由官府供给膳食的生员）,
5750,1,鼗,táo,,,名,〈文〉 拨浪鼓,
5751,1,鬯,chàng,,,名,古代祭祀用的一种酒,
5752,1,罱,lǎn,,,名,捕鱼或捞水草、河泥的工具。把网子装在两根平行的短竹竿上，再安上用两根交叉的长竹竿做成的手柄，使网子可以开合,
5752,2,罱,lǎn,,,动,用罱捞,罱河泥
5753,1,搠,shuò,,,动,戳；扎（多见于近代汉语）,往后腰连搠两刀｜搠蟹
5754,1,铙,náo,,,名,古代军中的铜制打击乐器。形状像铃而较大，中间没有舌，有短柄，用锤敲击发声。行军时，用铙声制止击鼓,
5754,2,铙,náo,,,名,打击乐器。与钹形制相似，只是中间隆起部分较小，发音较低，余音较长,铜铙｜铙钹
5755,1,耒,lěi,,,名,古代翻土农具耒耜上的曲木柄,耒耜
5755,2,耒,lěi,,,名,古代一种直向安柄的农具，形状像叉子,
5756,1,垌,dòng,,,名,田地（多用于地名）,合伞垌（在贵州）｜儒垌（在广东）
5758,1,枋,fāng,,,名,古书上记载的一种树,
5758,2,枋,fāng,,,名,方形的长木,
5759,1,棰,chuí,,,名,〈文〉短棍,一尺之棰
5759,2,棰,chuí,,,名,〈文〉鞭子,马棰
5759,3,棰,chuí,,,动,〈文〉用短棍或鞭子打,棰杀
5759,4,棰,chuí,,,,槌 现在一般写作“槌”,
5760,1,垸,huán,,,动,〈文〉 用漆掺和骨灰涂抹器物,
5760,2,垸,yuàn,,,名,垸子。湖南、湖北等地沿江、湖地区围绕房屋、田地等修筑的像堤坝的防水建筑；也指堤垸内的田地,堤垸｜垸田
5761,1,襦,rú,,,名,〈文〉 短衣；短袄,布襦｜绣襦
5762,1,猗,yī,,,助,〈文〉 表示感叹语气，相当于“啊” 表示赞美（多与其他叹词合用），相当于“啊” 猗 哉 | 猗 欤盛哉,
5763,1,枨,chéng,,,动,〈文〉 触动,枨触良深
5767,1,瀵,fèn,,,动,〈文〉 水从地下深处喷出,瀵泉
5768,1,杓,biāo,,,名,〈文〉勺子柄,
5768,2,杓,biāo,,,名,古代指北斗星柄部的三颗星,
5769,1,铍,pí,,,名,金属元素，符号 Be。灰白色，质轻而硬。铍和铍合金用于制造飞机、火箭、原子反应堆等的部件,
5770,1,醅,pēi,,,名,〈文〉 没过滤的酒,新醅
5771,1,荑,tí,,,名,刚长出的植物的嫩芽、嫩叶,新荑
5771,2,荑,tí,,,名,指稗子一类的草,荑稗
5771,3,荑,yí,,,动,〈文〉 除掉田里的杂草,芟荑
5772,1,笪,dá,,,名,〈文〉用粗竹篾编制的席子。多用来晾晒粮食或苫（shàn）盖屋顶,
5772,2,笪,dá,,,名,〈文〉拉船的竹索,
5772,3,笪,dá,,,名,姓,
5774,1,窳,yǔ,,,形,（质量）粗劣,窳劣｜窳陋
5774,2,窳,yǔ,,,形,败坏；腐败,窳败
5777,1,瓿,bù,,,名,古代一种小瓮,酱瓿
5778,1,颋,tǐng,,,形,形容头挺直的样子,
5778,2,颋,tǐng,,,形,比喻正直,神骨清颋
5780,1,缯,zèng,,,动,〈口〉 捆；扎,麻袋口用绳子缯起来。
5781,1,嘬,zuō,,,动,〈口〉 用嘴吸吮；咂①,嘬奶嘴｜嘬手指头
5782,1,洎,jì,,,动,〈文〉 至；及,自古洎今
5783,1,凫,fú,,,名,野鸭,
5784,1,耢,lào,,,名,农具，长方形，用藤条或荆条编成，用来弄碎耙过的耕地里的土块，进一步平整地面,
5784,2,耢,lào,,,动,用耢平整土地,耢地
5785,1,鹘,gǔ,鹘鸼,gǔzhōu,名,古书上说的一种鸟，像山鹊而稍小，羽毛青黑色，尾短,
5787,1,殳,shū,,,名,古代兵器，用竹、木制成，一端有尖有棱，无刃,
5787,2,殳,shū,,,名,姓,
5788,1,葸,xǐ,,,形,〈文〉 胆怯,畏葸不前
5789,1,酢,zuò,,,动,〈文〉 客人饮罢主人的敬酒，酌酒回敬主人,酬酢（宾主互相敬酒）。
5790,1,疴,kē,,,名,〈文〉 病,沉疴（重病）｜微疴（小病）｜染疴
5791,1,彳,chì,彳亍,chìchù,,小步慢走；时走时停,独自彳亍街头
5792,1,薨,hōng,,,动,古代专称诸侯死亡；后来也泛称大官死亡,
5793,1,氡,dōng,,,名,非金属元素，符号 Rn。无色无臭气体，在大气中含量极少，有放射性，是镭、钍等放射性元素蜕变形成的物质，对人体危害大。可用作γ射线源,
5795,1,阃,kǔn,,,名,〈文〉 门槛 阃 外 闺门，妇女居住的内室 阃 闱 | 闺 阃 借指妇女；特指妻子 阃 范（妇女的品德、规范） | 令 阃 （敬称别人的妻子）,
5796,1,氅,chǎng,,,名,罩在衣服外面的长衣,大氅
5797,1,洮,táo,,,名,洮河，水名，在甘肃，流入黄河,
5798,1,纥,gē,,,,现在一般写作“疙瘩”,
5798,2,纥,gēda,,,,现在一般写作“疙瘩”,
5801,1,陉,xíng,,,名,山脉中间断开的地方（多用于地名）,井陉（在河北）
5805,1,邳,pī,,,名,邳州，地名，在江苏,
5805,2,邳,pī,,,名,姓,
5806,1,庠,xiáng,,,名,古代指乡学；泛指学校,庠生
5807,1,鞲,gōu,鞲鞴,gōubèi,名,汽缸或泵里的活塞,
5808,1,洹,huán,,,名,洹水，水名，在河南，流入卫河,
5808,2,洹,huán,,,名,姓,
5809,1,孀,shuāng,,,名,死了丈夫的女人,遗孀｜孀妇
5809,2,孀,shuāng,,,动,守寡,孀居
5811,1,鼐,nài,,,名,〈文〉 大鼎,
5812,1,诒,dài,,,动,〈文〉 欺骗,
5812,2,诒,yí,,,动,〈文〉 留传；送给,
5813,1,鲙,kuài,鲙鱼,kuàiyú,名,鳓,
5815,1,弁,biàn,,,名,〈文〉 古代成年男子戴的一种帽子 皮 弁 指武官（古时武官戴皮弁） 武 弁 指军中的差役或供差使的士兵 马 弁 | 差 弁 在前面的 弁 言（序言） 姓,
5816,1,焌,qū,,,动,把正在燃烧的物体跟其他物体接触使火头熄灭,在鞋底上把烟头焌灭｜把香火放在水里焌一下。
5816,2,焌,qū,,,动,用没有火苗的微火烧,香头儿把扇子焌了个窟窿。
5816,3,焌,qū,,,动,烹调方法 在热油锅里放作料，再放蔬菜迅速炒熟,焌豆芽
5816,4,焌,qū,,,动,烹调方法 把油加热后浇在菜肴上,往凉拌莴笋里焌点儿花椒油。
5817,1,氆,pǔ,氆氇,pǔlu,名,一种羊毛织品，产于藏族地区，可以做毯子、衣服等,
5818,1,臬,niè,,,名,〈文〉箭靶,
5818,2,臬,niè,,,名,古代测量日影的标杆,
5818,3,臬,niè,,,名,〈文〉准则；法则,
5818,4,臬,niè,,,名,姓,
5819,1,垟,yáng,,,名,田地（多用于地名）,翁垟｜上家垟（均在浙江）。
5820,1,秭,zǐ,,,数,古代数目，一说是十亿；一说是一千亿、一万亿，或一亿亿,
5821,1,卮,zhī,,,名,古代盛酒的器皿,白玉卮｜卮酒
5822,1,赳,jiū,赳赳,jiūjiū,形,形容威武健壮的样子,雄赳赳，气昂昂
5824,1,颟,mān,颟顸,mānhān,形,某些地区指糊涂，不明事理,
5824,2,颟,mān,颟顸,mānhān,形,某些地区指马虎，漫不经心,老王办事太颟顸，靠不住。
5825,1,鸫,dōng,,,名,鸟，嘴细长侧扁，翅膀长而平。栖息在树林中，喜在农田、菜园、果林中捕食昆虫，是农林益鸟。种类很多，在我国分布较广的有黑鸫、斑鸫、灰背鸫等,
5827,1,葑,fēng,,,名,〈文〉 芜菁,
5827,2,葑,fèng,,,名,〈文〉 茭白的根,
