rank,sn,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
492,3,案,àn,,,名,【案子】泛指支起来可当桌子用的长方形木板,肉案｜白案｜案板
496,2,史,shǐ,,,名,【历史】自然界和人类社会的发展过程；也指某种事物或个人的发展过程,先秦史｜发家史
497,6,投,tóu,,,动,【投射】（光线或视线）射向某物,把目光投向远方｜投影
499,1,容,róng,,,动,【盛】容纳；包含,教室能容50人｜间不容发｜无地自容
508,5,帮,bāng,,,名,【帮子】白菜等蔬菜外层叶子较厚的部分,
509,3,习,xí,,,动,【习惯】因反复接触而适应,习以为常
509,5,习,xí,,,名,【习惯】长期形成的不易改变的行为、生活方式或社会风尚,相沿成习｜积习｜恶习｜习俗｜习气
561,5,环,huán,,,名,【环节】比喻互相关联的许多事物中的一个,调查研究是解决问题的重要一环｜工作要一环扣一环地做。
565,4,料,liào,,,名,【材料】可供制作成品或半成品的物资、原料,不缺人，只缺料｜偷工减料｜木料｜备料｜原料
565,6,料,liào,,,名,【【材料】供参考用的资料,史料｜笑料
565,9,料,liào,,,名,【材料】比喻可以胜任某项工作的人才,他不是教书的料｜这孩子是块唱戏的料。
591,6,卡,qiǎ,,,名,【卡子】夹东西的器具,发卡
600,6,土,tǔ,,,形,本国旧有的；民间的（跟“【洋】形现代化的”相区别）,土洋结合｜土专家
604,4,供,gòng,,,动,【供奉】在神佛或先辈的遗像或牌位前陈设香烛、摆放祭品，以示敬奉,桌上供着果品｜供佛｜供品
628,5,黄,huáng,,,形,【黄色】区别19世纪末，美国《世界报》为招徕读者、扩大销量，曾专门用黄颜色的版面刊载淫秽、色情的漫画。后用“黄色”指有色情内容的,重拳出击，一举端掉了十几个黄窝。
647,2,舞,wǔ,,,名,【舞蹈】一种形体表演艺术，以有节奏的人体动作和造型为主要手段，表现思想感情，反映社会生活,民族舞｜芭蕾舞
660,2,乡,xiāng,,,名,泛指【城】城市相区别）,下乡｜城乡交流
671,10,令,lìng,,,名,【【小令】散曲的一种，多以一支曲为独立单位,十六字令｜如梦令
729,4,简,jiǎn,,,形,【简单】结构单一，头绪不多，容易理解、处理或使用（跟“繁”相对）,言简意赅｜简体字｜简历
730,4,玩,wán,,,动,【体味】体会品味,细玩文义｜玩味
747,13,角,jué,,,名,【角色】剧中人物；也指演员扮演的人物形象,你扮演什么角儿?｜主角｜配角
747,14,角,jué,,,名,【行当】戏曲演员根据角色类型分成的专业类别。如京戏有生、旦、净、丑等行当,旦角｜丑角
767,1,姐,jiě,,,名,【姐姐】同父母（或只同父、只同母）或同族同辈中年龄比自己大的女子,三姐｜姐妹｜堂姐
767,2,姐,jiě,,,名,【姐姐】亲戚中同辈而年龄比自己大的女子,表姐
819,2,拍,pāi,,,名,【拍子】拍打东西用的片状用具,球拍｜苍蝇拍
819,3,拍,pāi,,,名,【拍子】音乐中计算乐音历时长短、划分小节时值的单位,二分之一拍｜合拍
823,1,套,tào,,,名,【套子】罩在器物外面起保护或装饰作用的物件,手套｜椅套
823,5,套,tào,,,名,【套子】某些地区指棉衣、棉被里的棉絮,棉花套｜被套
823,7,套,tào,,,名,【套子】固定的格式、办法,老一套｜俗套｜客套
845,8,编,biān,,,名,【编制】指一个单位的机构设置、人员定额、职位分配等,超编｜编外人员
866,1,左,zuǒ,,,名,面向南时靠东的一侧（跟“【右】面向南时靠西的一侧（跟“左”相区别）相区别）,往左拐｜左顾右盼｜左边｜左手
883,1,嘴,zuǐ,,,名,【口】人和动物吃东西的器官，有的也是发声器官的一部分的通称,把嘴张开｜乐得合不上嘴儿
912,2,退,tuì,,,动,【退出】离开（某种场合）；脱离（某个团体或组织）；不再参加（某种行动或活动）,从领导岗位上退下来｜退场
915,1,忘,wàng,,,动,【忘记】经历过的事情未能留在记忆中,这是前几年的事，我早忘了｜永远忘不了｜遗忘
915,2,忘,wàng,,,动,【忘记】该做的或准备做的事没有想起去做,今天忘带笔了｜这事别忘了告诉你妈。
923,1,测,cè,,,动,【测量】用量具或仪器测定空间、时间等各种物理量的数值,测一测河水的深度｜勘测
957,5,洋,yáng,,,形,现代化的（跟“【土】本国旧有的；民间的”相区别）,土洋结合｜她穿得很洋
969,3,弹,tán,,,动,【弹射】利用弹性作用发射,用弹（dàn）弓弹鸟。
984,1,混,hùn,,,动,【混合】合在一起,枪声和喊叫声混成一片｜混同
1062,1,映,yìng,,,动,【照】光线射到物体上,朝霞映红了天际｜映照
1116,1,予,yǔ,,,动,【给】使得到,予以协助｜免予处分｜授予
1132,8,禁,jìn,,,动,【禁锢】囚禁,监禁｜囚禁｜禁闭
1170,6,挑,tiǎo,,,动,【挑花】刺绣时在平布上依纱眼用彩线逐眼挑成十字形，组成各种花纹,在手绢上挑出图案。
1170,8,挑,tiāo,,,名,【挑子】扁担和它两头所挑的东西,挑挑儿卖菜的
1176,1,镜,jìng,,,名,【镜子】用来映照形象的器具。古代用铜磨制，现在用平面玻璃背面涂上水银或镀铝制成,铜镜｜穿衣镜｜明镜
1223,4,圈,quān,,,名,【圈子】圆而中空的平面图形；环形；环状物,在文件上画个圈儿｜坐成一圈儿｜圆圈
1223,5,圈,quān,,,名,【圈子】比喻某种范围,话说得出圈儿了｜文化圈
1229,3,忽,hū,,,副,【忽而】同时用在两个或多个意思相反或相关的动词、形容词等词语前面，表示情况变化快而不定,忽大忽小｜忽走忽停
1258,3,距,jù,,,名,【距离】两者相隔的长度,行（háng）距｜差距
1263,4,仪,yí,,,名,【仪表】指人好的外表（包括容貌、举止、风度等）,仪容｜威仪
1263,5,仪,yí,,,名,仪器；【仪表】用来测量各种自然量（如温度、血压、电压、电量等）的仪器,半圆仪｜浑天仪
1308,4,扎,zhā,,,动,【刺】（尖锐的东西）扎入或穿透,鞋底太厚，要使劲扎｜扎手｜扎针
1382,1,尾,wěi,,,名,【尾巴】某些动物身体末端凸出的部分,虎头蛇尾｜马尾松
1397,1,黎,lí,,,形,〈文〉【黑】形容颜色像煤一样（跟“白”相对）,
1482,2,磨,mó,,,动,【摩擦】物体之间紧密接触并来回移动,鞋底磨破了｜手上磨出茧子｜磨墨
1514,4,尖,jiān,,,名,【尖子】比喻出类拔萃的人或物,冒尖儿｜拔尖儿
1551,6,扣,kòu,,,,量【折】减损,打八扣（减到原价的80%）｜九五
1589,3,抬,tái,,,动,【抬杠】争论是非（多指非原则性的）,
1611,1,塑,sù,,,动,【塑造】用石膏、泥土等塑制人、动物或其他物体的形象,塑一尊半身像｜塑像｜可塑性
1653,3,截,jié,,,量,【段】用于条状物分成的若干部分,一截铁丝｜剁成三截
1673,1,荷,hé,,,名,【莲】多年生水生草本植物，地下茎叫藕，白色，有节；叶子大而圆，叫荷叶；开淡红色或白色大花，有清香，可供观赏；籽实叫莲子。地下茎和籽实可以食用，藕节、莲子、荷叶可以做药材,荷花｜荷叶｜荷塘
1700,1,盒,hé,,,名,【盒子】一种较小的可以开合的容器。用木板、金属、塑料或硬纸等制成，一般分底座和盖子两部分,饭盒｜墨盒｜火柴盒
1714,1,耕,gēng,,,动,【耕地】用犁翻地松土,耕种｜中耕
1741,3,纠,jiū,,,动,【纠缠】缠绕在一起,纠结
1751,1,赤,chì,,,形,【红】形容颜色像鲜血一样,面红耳赤｜赤豆
1756,1,链,liàn,,,名,【链子】用金属环连起来制成的条状物,铁链｜链条｜项链
1839,4,摊,tān,,,名,【摊子】没有正式铺面，把货物在一处摆开的售货点,摊贩｜摆摊儿
1879,6,垂,chuí,,,动,【接近】靠近；临近；将近,功败垂成｜生命垂危
1882,7,阁,gé,,,名,指【内阁】某些国家的最高行政机构，即中央政府。首脑是总理（或首相），下有部长（或大臣）等若干阁员,组阁｜倒阁｜入阁
1911,1,兆,zhào,,,名,【预兆】事前显示出的某种迹象,吉兆｜不祥之兆｜预兆｜征兆
1911,2,兆,zhào,,,动,【预兆】事前显示出某种迹象,瑞雪兆丰年
1963,2,奈,nài,,,动,【奈何】怎么办；怎样对待,无奈｜怎奈
2042,5,浑,hún,,,形,整个的；【满】全；整个,浑身｜浑如｜浑然一体
2092,1,齿,chǐ,,,名,【牙】牙齿,
2103,1,翼,yì,,,名,【翅】某些动物的飞行器官。昆虫一般是两对，鸟及蝙蝠等是一对。通称翅膀。通称翅膀,
2274,2,抄,chāo,,,动,【抄袭】照抄别人的著作或作业等当作自己的,这篇文章是抄来的｜不要抄别人的作业。
2322,1,玄,xuán,,,形,【黑】形容颜色像煤一样（跟“白”相对）,玄狐｜玄青
2322,4,玄,xuán,,,形,【玄虚】虚幻不实；神秘莫测,这话也太玄了｜玄乎
2367,3,钉,dīng,,,名,【钉子】金属或竹木等制成的细条形尖头物件。用于固定、连接物体或悬挂物品等,图钉｜螺丝钉｜鞋钉
2394,2,贿,huì,,,动,【贿赂】用钱物买通掌握某种权力的人来替自己办事,贿选
2394,3,贿,huì,,,名,【贿赂】指贿赂的钱物,受贿
2413,1,沾,zhān,,,动,【浸湿】泡在水中，使水分渗透,泪水沾湿衣襟｜沾润
2453,1,媳,xí,,,名,【媳妇】儿子的妻子,儿媳｜婆媳
2453,2,媳,xí,,,名,【媳妇】弟弟或晚辈亲属的妻子,弟媳｜侄媳
2650,1,柄,bǐng,,,名,【把】器物上供握持的部分,斧柄｜伞柄｜刀柄
2694,5,杠,gàng,,,名,【杠杠】阅读或批改文章时画的粗直线,老师在病句下面画了一道红杠。
2835,1,苟,gǒu,,,形,【苟且】草率；不认真,一丝不苟
2835,3,苟,gǒu,,,副,【苟且】得过且过地；姑且,苟全性命｜苟延残喘｜苟安
2953,1,剿,chāo,,,动,【【抄袭】机械地搬用别人的经验、方法等,剿说｜剿袭
2966,1,皂,zào,,,形,【黑】形容颜色像煤一样（跟“白”相对）,皂衣｜皂靴｜不分青红皂白
2982,5,绷,bēng,,,名,指【绷子】刺绣时用来绷紧绸布等的竹圈或木框,竹绷｜绷架
3082,5,岔,chà,,,名,【岔子】事故；差错,这次比赛一点岔儿也没出。
3105,1,辫,biàn,,,名,【辫子】把头发直接束成或分股交叉编结起来的条状物,小辫儿｜马尾辫｜发辫
3172,1,黔,qián,,,形,〈文〉【黑】形容颜色像煤一样（跟“白”相对）,黔首
3187,2,茧,jiǎn,,,名,【茧子】手掌和脚掌等部位因长期反复摩擦而生成的硬皮,
3235,3,刨,bào,,,名,【刨床】金属切削机床，主要用来刨削平面,牛头刨｜龙门刨
3318,2,幌,huǎng,,,名,【幌子】悬挂在店铺门外，表明店铺经营特点的标志,酒幌｜布幌
3392,2,梆,bāng,,,名,【梆子】旧时打更或召集人用的响器，用木或竹制成，中空，有柄,
3455,1,蛀,zhù,,,名,【蛀虫】指咬食树干、衣服、书籍、谷物等的小虫。如天牛、衣鱼,
3467,1,讹,é,,,形,【错误】不正确；不符合客观实际的,讹传｜讹字
3467,2,讹,é,,,名,【错误】不正确的行为、认识等；谬误,以讹传讹｜讹误
