main_item,ref_cihui,ref_sn,ref_sn_original,matched_value,matched_sn,definition
容,盛,2,②,盛,2,容纳
习,习惯,1,①,习惯,1,因反复接触而适应
习,习惯,2,②,习惯,2,长期形成的不易改变的行为、生活方式或社会风尚
环,环节,2,②,环节,2,比喻互相关联的许多事物中的一个
料,材料,1,①,材料,1,可供制作成品或半成品的物资、原料
料,材料,2,②,材料,2,写作的素材
料,材料,3,③,材料,3,供参考用的资料
料,材料,4,④,材料,4,比喻可以胜任某项工作的人才
卡,卡子,1,①,卡子,1,夹东西的器具
土,洋,5,⑤,洋,5,⇛形现代化的（跟“土”⑥相区别）
供,供奉,1,①,供奉,1,在神佛或先辈的遗像或牌位前陈设香烛、摆放祭品，以示敬奉
黄,黄色,2,②,黄色,2,区别19世纪末，美国《世界报》为招徕读者、扩大销量，曾专门用黄颜色的版面刊载淫秽、色情的漫画。后用“黄色”指有色情内容的
舞,舞蹈,1,①,舞蹈,1,一种形体表演艺术，以有节奏的人体动作和造型为主要手段，表现思想感情，反映社会生活
乡,城,3,③,城,3,城市
令,小令,1,①,小令,1,较短的词调
令,小令,2,②,小令,2,散曲的一种，多以一支曲为独立单位
简,繁,1,①,繁,1,多；多种的
玩,体味,2,②,体味,2,体会品味
角,角色,1,①,角色,1,剧中人物；也指演员扮演的人物形象
角,行当,2,②,行当,2,戏曲演员根据角色类型分成的专业类别。如京戏有生、旦、净、丑等行当
姐,姐姐,1,①,姐姐,1,同父母（或只同父、只同母）或同族同辈中年龄比自己大的女子
姐,姐姐,2,②,姐姐,2,亲戚中同辈而年龄比自己大的女子
拍,拍子,1,①,拍子,1,拍打东西用的片状用具
拍,拍子,2,②,拍子,2,音乐中计算乐音历时长短、划分小节时值的单位
套,套子,1,①,套子,1,罩在器物外面起保护或装饰作用的物件
套,套子,2,②,套子,2,某些地区指棉衣、棉被里的棉絮
套,套子,3,③,套子,3,固定的格式、办法
编,编制,3,③,编制,3,指一个单位的机构设置、人员定额、职位分配等
左,右,1,①,右,1,面向南时靠西的一侧（跟“左”相区别）
嘴,口,1,①,口,1,人和动物吃东西的器官，有的也是发声器官的一部分
退,退出,1,①,退出,1,离开（某种场合）；脱离（某个团体或组织）；不再参加（某种行动或活动）
忘,忘记,1,①,忘记,1,经历过的事情未能留在记忆中
忘,忘记,2,②,忘记,2,该做的或准备做的事没有想起去做
测,测量,1,①,测量,1,用量具或仪器测定空间、时间等各种物理量的数值
洋,土,6,⑥,土,6,本国旧有的；民间的（跟“洋”⑤相区别）
弹,弹射,1,①,弹射,1,利用弹性作用发射
混,混合,1,①,混合,1,合在一起
映,照,1,①,照,1,光线射到物体上
予,给,1,①,给,1,使得到
禁,禁锢,2,②,禁锢,2,囚禁
挑,挑花,1,①,挑花,1,刺绣时在平布上依纱眼用彩线逐眼挑成十字形，组成各种花纹
挑,挑子,1,①,挑子,1,扁担和它两头所挑的东西
镜,镜子,1,①,镜子,1,用来映照形象的器具。古代用铜磨制，现在用平面玻璃背面涂上水银或镀铝制成
圈,圈子,1,①,圈子,1,圆而中空的平面图形；环形；环状物
圈,圈子,3,③,圈子,3,比喻某种范围
忽,忽而,2,②,忽而,2,同时用在两个或多个意思相反或相关的动词、形容词等词语前面，表示情况变化快而不定
距,距离,2,②,距离,2,两者相隔的长度
仪,仪表,1,①,仪表,1,指人好的外表（包括容貌、举止、风度等）
仪,仪表,2,②,仪表,2,用来测量各种自然量（如温度、血压、电压、电量等）的仪器
扎,刺,1,①,刺,1,模拟撕裂、摩擦等的声音
尾,尾巴,1,①,尾巴,1,某些动物身体末端凸出的部分
黎,黑,1,①,黑,1,形容颜色像煤一样（跟“白”相对）
磨,摩擦,1,①,摩擦,1,物体之间紧密接触并来回移动
尖,尖子,2,②,尖子,2,比喻出类拔萃的人或物
扣,折,6,⑥,折,6,减损
抬,抬杠,2,②,抬杠,2,〈口〉争论是非（多指非原则性的）
塑,塑造,1,①,塑造,1,用石膏、泥土等塑制人、动物或其他物体的形象
截,段,2,②,段,2,用于条状物分成的若干部分
荷,莲,1,①,莲,1,多年生水生草本植物，地下茎叫藕，白色，有节；叶子大而圆，叫荷叶；开淡红色或白色大花，有清香，可供观赏；籽实叫莲子。地下茎和籽实可以食用，藕节、莲子、荷叶可以做药材
盒,盒子,1,①,盒子,1,一种较小的可以开合的容器。用木板、金属、塑料或硬纸等制成，一般分底座和盖子两部分
耕,耕地,1,①,耕地,1,用犁翻地松土
纠,纠缠,1,①,纠缠,1,缠绕在一起
赤,红,1,①,,,NOT_FOUND
链,链子,1,①,链子,1,用金属环连起来制成的条状物
摊,摊子,1,①,摊子,1,没有正式铺面，把货物在一处摆开的售货点
垂,接近,1,①,接近,1,靠近；临近
阁,内阁,2,②,内阁,2,某些国家的最高行政机构，即中央政府。首脑是总理（或首相），下有部长（或大臣）等若干阁员
兆,预兆,2,②,预兆,2,事前显示出的某种迹象
兆,预兆,1,①,预兆,1,事前显示出某种迹象
奈,奈何,2,②,奈何,2,怎么办；怎样对待
浑,满,6,⑥,满,6,全；整个
齿,牙,1,①,牙,1,牙齿
翼,翅,1,①,翅,1,某些动物的飞行器官。昆虫一般是两对，鸟及蝙蝠等是一对。通称翅膀
抄,抄袭,1,①,抄袭,1,照抄别人的著作或作业等当作自己的
玄,黑,1,①,黑,1,形容颜色像煤一样（跟“白”相对）
玄,玄虚,1,①,玄虚,1,虚幻不实；神秘莫测
钉,钉子,1,①,钉子,1,金属或竹木等制成的细条形尖头物件。用于固定、连接物体或悬挂物品等
贿,贿赂,1,①,贿赂,1,用钱物买通掌握某种权力的人来替自己办事
贿,贿赂,2,②,贿赂,2,指贿赂的钱物
沾,浸湿,1,①,浸湿,1,泡在水中，使水分渗透
媳,媳妇,1,①,媳妇,1,儿子的妻子
媳,媳妇,2,②,媳妇,2,弟弟或晚辈亲属的妻子
柄,把,1,①,把,1,器物上供握持的部分
杠,杠杠,1,①,杠杠,1,阅读或批改文章时画的粗直线
苟,苟且,1,①,苟且,1,草率；不认真
苟,苟且,3,③,苟且,3,得过且过地；姑且
剿,抄袭,1,①,抄袭,1,照抄别人的著作或作业等当作自己的
剿,抄袭,2,②,抄袭,2,机械地搬用别人的经验、方法等
皂,黑,1,①,黑,1,形容颜色像煤一样（跟“白”相对）
绷,绷子,1,①,绷子,1,刺绣时用来绷紧绸布等的竹圈或木框
岔,岔子,2,②,岔子,2,事故；差错
辫,辫子,1,①,辫子,1,把头发直接束成或分股交叉编结起来的条状物
黔,黑,1,①,黑,1,形容颜色像煤一样（跟“白”相对）
茧,茧子,2,②,茧子,2,手掌和脚掌等部位因长期反复摩擦而生成的硬皮
刨,刨床,2,②,刨床,2,金属切削机床，主要用来刨削平面
幌,幌子,1,①,幌子,1,悬挂在店铺门外，表明店铺经营特点的标志
梆,梆子,1,①,梆子,1,旧时打更或召集人用的响器，用木或竹制成，中空，有柄
蛀,蛀虫,1,①,蛀虫,1,指咬食树干、衣服、书籍、谷物等的小虫。如天牛、衣鱼
讹,错误,1,①,错误,1,不正确；不符合客观实际的
讹,错误,2,②,错误,2,不正确的行为、认识等
