rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
60064,1,航天服,hán tiān fú,,,名,宇航员穿的特制服装，由密闭服和密闭头盔等组成，可保持与地面相同的气压和氧气供应，保障宇航员的生命安全和工作能力,宇航员穿上航天服｜航天服保障安全,spacesuit
60065,1,抗上,kàng shàng,,,动,对抗上级,斗胆抗上,defy superiors
60066,1,靛蓝,diàn lán,,,名,一种深蓝色染料。用蓼蓝叶加工制成，现在也可用化学方法合成。通称蓝靛,靛蓝是一种染料｜用靛蓝染布,indigo
60067,1,光洁度,guāng jié dù,,,名,机器零件、工件表面光洁的程度,零件光洁度很高｜检查表面光洁度,smoothness
60068,1,童便,tóng biàn,,,名,中医指12岁以下健康男孩儿的尿，可以做药材,童便可做药材｜中医会用童便,boy's urine (used in TCM)
60071,1,线路图,xiàn lù tú,,,名,用线条表示电子线路的平面示意图,看着线路图接线｜他画了张线路图,circuit diagram
60072,1,闹饥荒,nào jī huang,,,,比喻经济上发生困难,这阵子闹饥荒，你能不能借点儿钱给我?,be short of money
60072,2,闹饥荒,nào jī huāng,,,,指遭到严重灾荒，粮食歉收,那年家乡闹饥荒｜干旱导致闹饥荒,suffer from famine
60073,1,绣花针,xiù huā zhēn,,,名,绣花用的细针,绣花针很细小｜她用绣花针刺绣,embroidery needle
60074,1,救生员,jiù shēng yuán,,,名,从事救生工作的人员；特指在游泳场所抢救溺水者的专职人员,救生员跳入水中｜游泳池有救生员,lifeguard
60075,1,白眼珠,bái yǎn zhū,,,名,巩膜,他的白眼珠很白｜医生检查白眼珠,sclera
60076,1,焦心,jiāo xīn,,,形,心里着急,流血不止，令人焦心。,anxious
60078,1,水痘,shuǐ dòu,,,名,病毒引起的急性传染病，患者多为儿童。症状为发烧，全身皮肤出现小红丘疹，二三日转为水疱，结痂而愈。病愈后终身免疫,孩子出水痘了｜水痘会传染,chickenpox
60079,1,妖孽,yāo niè,,,名,比喻危害他人或社会的人,铲除害国害民的妖孽。,evil person
60079,2,妖孽,yāo niè,,,名,指妖魔鬼怪及一切怪异反常的事物,传说中有妖孽作祟｜铲除人间妖孽,supernatural phenomena
60080,1,耳朵眼儿,ěr duo yǎn er,,,名,在耳垂上扎的小孔，可以佩戴耳饰,她打了耳朵眼儿｜耳朵眼儿戴耳环,ear piercing
60080,2,耳朵眼儿,ěr duo yǎn er,,,名,外耳和内耳的通道,声音传入耳朵眼儿｜清理耳朵眼儿,ear canal
60082,1,焊缝,hàn fèng,,,名,金属部件焊接的部位或焊接留下的痕迹,焊缝很平整｜检查钢管焊缝,weld seam
60082,2,焊缝,hàn fèng,,,动,把金属工件的缝隙焊接起来,工人正在焊缝｜把铁板焊缝起来,weld a seam
60084,1,狮子舞,shī zi wǔ,,,名,我国一种民间舞蹈，通常由两人同披一张假狮皮，一人舞狮头，一人舞狮尾。另一人扮武士，手持绣球逗引狮子,春节表演狮子舞｜看了一场狮子舞,lion dance
60085,1,试读,shì dú,,,动,学生在取得正式学籍之前，先随班学习一段时间，供考查是否适应,他先试读一个月｜试读期通过了,trial study
60086,1,初雪,chū xuě,,,名,入冬后第一次下的雪,今天下了初雪｜初雪很美,first snow
60088,1,雅静,yǎ jìng,,,形,文雅沉静,端庄雅静,refined and calm
60088,2,雅静,yǎ jìng,,,形,幽雅宁静,树木葱郁的小山庄，非常雅静。,elegant and quiet
60091,1,放话,fàng huà,,,动,有意发出话来（向人透露自己或集体内部的某些意向，以达到某种目的）,赛前他们队就放话要夺取冠军。,drop a hint
60097,1,消毒柜,xiāo dú guì,,,名,利用电子设备产生高温杀灭细菌的柜形消毒器具,碗放进消毒柜｜消毒柜很实用,disinfection cabinet
60100,1,皮笑肉不笑,pí xiào ròu bù xiào,,,形,形容勉强地或虚伪奸猾地笑,他皮笑肉不笑｜那人皮笑肉不笑的,put on a false smile
60102,1,弄假成真,nòng jiǎ chéng zhēn,,,,原本是作假，结果却变成了真的,他俩原在戏台上演夫妻，后来弄假成真，成了真夫妻。,pretence turns into reality
60103,1,连阴雨,lián yīn yǔ,,,名,连续多日不停的雨,下了三天连阴雨｜连阴雨让人烦闷,continuous rain
60104,1,凝缩,níng suō,,,动,凝聚浓缩,这座古城凝缩着两千多年的历史。,condense and concentrate
60105,1,壁报,bì bào,,,名,把誊清了的稿子经过一定编排直接贴在墙壁上的一种非正式出版物，多在较小的范围里供内部阅读。（也说墙报。）,教室有壁报｜壁报内容很丰富,wall newspaper
60107,1,禁不起,jīn bu qǐ,,,动,经受不起,上岁数的人禁不起折腾。,cannot withstand
60110,1,吊死鬼,diào sǐ guǐ,,,名,迷信指上吊而死的人的鬼魂；也指上吊而死的人,传说有吊死鬼｜树上发现吊死鬼,hanged ghost
60117,1,瓷实,cí shi,,,形,结实；扎实,地基瓷实｜功夫瓷实,solid
60120,1,嗜欲,shì yù,,,名,指贪图身体官能方面种种享受的不良欲望,节制嗜欲,sensual desires
60125,1,旬刊,xún kān,,,名,每10天出版1期的刊物,这是本旬刊｜旬刊每十天出版,ten-day periodical
60128,1,聚齐,jù qí,,,动,全体都到约定地方会合,全班同学明晨8点在北海后门聚齐。,assemble
60129,1,清盘,qīng pán,,,动,企业因破产、停业或其他原因不再继续经营时，依法清点和处理全部资产,破产清盘,liquidate
60129,2,清盘,qīng pán,,,动,指清理电子计算机上的磁盘或清除其磁盘上的所有信息,清盘后数据没了｜需要清盘重装,clear a disk
60130,1,糜子,méi zi,,,名,一年生草本植物，形状像黍子，但籽实发黑而不黏。籽实也叫糜子，磨粉后可以制作食品。（也说穄（jì）子。）,糜子可以磨粉｜地里种了糜子,broomcorn millet
60133,1,料事如神,liào shì rú shén,,,,像神灵一样，猜度未来的事情非常准确,他料事如神｜诸葛亮料事如神,predict like a prophet
60134,1,小平头,xiǎo píng tóu,,,名,一种男式发型。顶部头发长一厘米左右，发顶稍平,他理了个小平头｜小平头很精神,crew cut
60150,1,荐举,jiàn jǔ,,,动,推荐,荐举他当校长,recommend
60151,1,竞答,jìng dá,,,动,竞相回答（问题）,四位嘉宾竞答节目主持人提出的问题。,compete to answer
60153,1,炉渣,lú zhā,,,名,煤燃烧后结成的焦渣,炉渣可以铺路｜煤烧完留下炉渣,cinder
60153,2,炉渣,lú zhā,,,名,冶炼金属过程中产生的渣滓。有的可用来制造水泥、化肥等,炉渣能制水泥｜冶炼产生炉渣,slag
60154,1,纤瘦,xiān shòu,,,形,【纤细】瘦长,身材纤瘦,slender
60155,1,成人之美,chéng rén zhī měi,,,,成全他人的好事；帮助他人实现良好的愿望,成人之美是美德｜他喜欢成人之美,help others fulfill good deeds
60156,1,果酸,guǒ suān,,,名,有机酸，广布于植物体中，葡萄和梨内含量很多。具有促进消化和缓泻的功效，可供制药，也是工业用品,果酸有助于消化｜化妆品含果酸,fruit acid
60157,1,起承转合,qǐ chéng zhuǎn hé,,,,指文章写作的一般章法。“起”是开始，“承”是承接上文加以申述，“转”是转折，从正面或反面进一步论证，“合”是结尾,文章讲究起承转合｜起承转合要自然,"introduction, elucidation, transition and conclusion"
60159,1,转托,zhuǎn tuō,,,动,把别人托自己办的事再托付给另外的人去办,你托我的事我已转托老张办理。,entrust through another
60160,1,塑钢,sù gāng,,,名,用来制作门窗等的一种材料，按照设计要求把槽形钢材嵌在里面作骨架，外面用聚氯乙烯、树脂等原料并添加适当的助剂，挤压成型,门窗用塑钢材料｜塑钢很耐用,plastic-steel
60163,1,锚链,máo liàn,,,名,连接锚和船身的铁链,锚链很粗重｜船抛锚放下锚链,anchor chain
60170,1,蚂蟥,mǎ huáng,,,名,蛭的通称,水里有蚂蟥｜小心被蚂蟥叮咬,leech
60171,1,时疫,shí yì,,,名,某一季节流行的传染病,时疫蔓延,seasonal epidemic
60172,1,氨水,ān shuǐ,,,名,氨的水溶液，有强烈的刺激性气味，易挥发，是速效氮肥，低浓度的可作外用药,氨水气味刺鼻｜农田施氨水肥料,ammonia water
60173,1,挑肥拣瘦,tiāo féi jiǎn shòu,,,,指挑来挑去，一味挑对自己有利的（含贬义）,不要挑肥拣瘦｜他总挑肥拣瘦,pick and choose
60174,1,右行,yòu xíng,,,动,靠右边行走,车辆右行,keep to the right
60174,2,右行,yòu xíng,,,动,向右边行走,出门右行几步就是。,move to the right
60177,1,壁毯,bì tǎn,,,名,毛织壁挂,墙上挂壁毯｜壁毯很精美,tapestry
60178,1,镂刻,lòu kè,,,动,雕刻；比喻深深地记住,镂刻玉石｜父亲的教诲镂刻在他的脑海里。,engrave
60181,1,罐头盒,guàn tou hé,,,名,装罐头食品或饮料的金属罐儿,罐头盒可回收｜打开罐头盒,tin can
60185,1,苇席,wěi xí,,,名,用苇茎篾片编成的席子。通称芦席,铺上苇席乘凉｜苇席编织紧密,reed mat
60186,1,上蜡,shàng là,,,动,（在物体上）涂蜡，使光滑,地板该上蜡了,wax (v.)
60187,1,公议,gōng yì,,,动,大家共同商议,同行公议,public deliberation
60188,1,示例,shì lì,,,名,具有示范作用的例证,请看以下示例｜这个示例很典型,example (n.)
60188,2,示例,shì lì,,,动,举出具体例证作为示范,老师示例操作｜示例如何解题,exemplify (v.)
60189,1,谦词,qiān cí,,,名,专门用来表示谦虚的词语。如“谬奖”、“过誉”、“岂敢岂敢”等,"""拙见""是谦词｜说话要用谦词",self-deprecating expression
60191,1,枣泥,zǎo ní,,,名,煮熟的枣儿除去皮、核捣成的泥状物，可做馅儿,枣泥馅儿点心,jujube paste
60196,1,愧悔,kuì huǐ,,,动,因感到惭愧而后悔,万分愧悔,regret with shame
60198,1,幽魂,yōu hún,,,名,幽灵,传说幽魂出没｜夜晚怕遇幽魂,ghost
60199,1,槽子,cáo zi,,,名,槽,水槽子漏水了｜用槽子喂牲口,trough
60201,1,弊害,bì hài,,,名,弊病；害处,消除弊害,harm; disadvantage
60204,1,测速,cè sù,,,动,测量流体流动或固体运行的速度,警察在路上测速｜测速仪很准确,measure speed
60205,1,白润,bái rùn,,,形,（皮肤）白净、细腻而有光泽,白润的肌肤,fair and glossy
60208,1,柴刀,chái dāo,,,名,砍柴用的刀,用柴刀砍柴｜柴刀很锋利,firewood knife
60209,1,客舍,kè shè,,,名,供旅客居住的房屋,客舍青青柳色新,guesthouse
60210,1,鸡雏,jī chú,,,名,小鸡；雏鸡,鸡雏很可爱｜养了一群鸡雏,chick
60212,1,默记,mò jì,,,动,默默地记住,默记在心,memorize silently
60213,1,糨糊,jiàng hu,,,名,用面粉等制成的用来粘贴纸张、布等的糊状物,用糨糊贴纸｜糨糊粘性强,paste
60214,1,添色,tiān sè,,,动,增色；使更精彩,引用一句恰当的名言，给文章添色不少。,enhance; add color
60215,1,橛子,jué zi,,,名,短小的木桩,在路基上钉几根橛子作为测量标志。,stake
60216,1,佛珠,fó zhū,,,名,佛教徒念诵经文时用以计数的串珠。多用香木制成，也有用玛瑙、玉石等制成的,他捻着佛珠｜佛珠有108颗,prayer beads
60219,1,藕粉,ǒu fěn,,,名,用藕制成的淀粉。可供食用,冲一碗藕粉｜藕粉有营养,lotus root starch
60220,1,挪步,nuó bù,,,动,移动脚步,一直站着没挪步,move one's steps
60222,1,墨线,mò xiàn,,,名,用墨线打出的直线,木工弹墨线｜按墨线锯木头,ink line
60222,2,墨线,mò xiàn,,,名,从墨斗里沾上墨汁的线,墨斗拉出墨线｜墨线沾满了墨,inked string
60223,1,乡谊,xiāng yì,,,名,同乡的情谊,乡谊亲情,fellow-townsman camaraderie
60224,1,切题,qiè tí,,,动,文章、言论的内容与题目、主旨相符合,文不切题｜这段话讲得很切题,keep to the point
60227,1,接驾,jiē jià,,,动,古代指迎接皇帝；后泛指迎接客人（含谐谑意）,接驾来迟，请仁兄见谅!,welcome the emperor; receive a guest
60229,1,记认,jì rèn,,,动,辨认并记住,他的字很好记认,recognize and remember
60230,1,应诊,yìng zhěn,,,动,接诊,医生每天应诊｜医院八点应诊,see patients
60230,2,应诊,yìng zhěn,,,动,接受诊疗,每天前来应诊的病人超过百名。,receive medical treatment
60233,1,谢忱,xiè chén,,,名,感谢的心意,深表谢忱,gratitude
60235,1,看跌,kàn diē,,,动,预料（行情）有下降的趋势（跟“看涨”相对）,行情看跌｜股票看跌,be expected to fall (of prices)
60236,1,苦境,kǔ jìng,,,名,艰难困苦的处境,陷入苦境｜摆脱苦境,difficult situation
60237,1,电热毯,diàn rè tǎn,,,名,内有电热装置的毯子。通电后毯身能加热到一定温度，有保暖和辅助治疗作用,冬天用电热毯｜电热毯很暖和,electric blanket
60240,1,商约,shāng yuē,,,名,国家或地区之间缔结的通商条约,两国签订商约｜商约促进贸易,commercial treaty
60240,2,商约,shāng yuē,,,动,商量约定,我俩商约今年暑假一起去旅游。,negotiate and agree
60241,1,安养,ān yǎng,,,动,安心调养,安养身体,recuperate peacefully
60242,1,没的说,méi de shuō,,,,没说的,这事没的说｜他办事没的说,beyond doubt
60244,1,石英钟,shí yīng zhōng,,,名,用石英晶体的振荡代替普通钟摆运动的计时仪器。精确度很高,石英钟很准｜买了个石英钟,quartz clock
60246,1,甜滋滋,tián zī zī,,,形,甜丝丝,心里甜滋滋的｜糖果甜滋滋的,sweet
60247,1,党八股,dǎng bā gǔ,,,名,毛泽东曾经批评过的中国共产党党内的一种教条主义的文风。它的特点是内容空洞，形式死板，脱离实际，跟封建科举时代的“八股文”有共同之处，故称,反对党八股｜党八股文风空洞,stereotyped Party writing
60252,1,还嘴,huán zuǐ,,,动,受到辱骂或指责后，反过来骂对方或进行辩驳,有人挖苦他，他也不还嘴。,talk back
60253,1,春灌,chūn guàn,,,动,春天灌溉农田。以利春耕和越冬作物生长,春灌很重要｜农民正在春灌,spring irrigation
60254,1,劳绩,láo jì,,,名,功劳和业绩,把工资和劳绩密切联系起来。,merits and achievements
60255,1,祷祝,dǎo zhù,,,动,祷告祝愿,祷祝家人平安｜虔诚祷祝,pray and wish
60259,1,翎毛,líng máo,,,名,羽毛,翎毛扇,feather
60259,2,翎毛,líng máo,,,名,国画的一种，以鸟类为主要题材,他擅长画翎毛｜翎毛画很生动,bird-and-flower painting
60260,1,狐臭,hú chòu,,,名,腋窝、阴部发出的刺鼻臭味，多由皮肤汗腺分泌异常引起,他有狐臭｜狐臭影响社交,body odor
60262,1,背头,bēi tóu,,,名,男子的一种发式。从前额、鬓角起头发都向后梳，中间不分开,他梳着背头｜背头很时髦,swept-back hairstyle
60265,1,府绸,fǔ chóu,,,名,一种光滑细密的平纹棉织品，适合做衬衣,府绸衬衣舒服｜买了一块府绸,poplin
60266,1,浅说,qiǎn shuō,,,动,浅显地解说（多用于书名或文章题目）,《文艺学浅说》｜《浅说运筹学》,explain simply
60267,1,老于世故,lǎo yú shì gù,,,形,形容处世经验丰富（多含贬义）,他老于世故｜老于世故的人,worldly-wise
60272,1,逆贼,nì zéi,,,名,对叛逆者的憎称,剪除逆贼,traitor
60273,1,应用题,yìng yòng tí,,,名,练习或考试题型之一。要求运用学过的知识和操作方法来分析解答具体问题,解应用题｜应用题很难,word problem
60275,1,查岗,chá gǎng,,,动,检查职工在岗位上工作的情况,领导来查岗｜查岗发现缺勤,check on duty
60275,2,查岗,chá gǎng,,,动,查哨,夜里查岗｜查岗确保安全,inspect sentries
60278,1,杀身成仁,shā shēn chéng rén,,,,《论语·卫灵公》：“志士仁人，无求生以害仁，有杀身以成仁。”意思是为了成全仁义，可以牺牲生命。后泛指为正义事业而牺牲生命,英雄杀身成仁｜为理想杀身成仁,die for a just cause
60279,1,午膳,wǔ shàn,,,名,午饭,午膳很丰盛｜用完午膳休息,lunch
60283,1,献丑,xiàn chǒu,,,动,谦词，用于向人出示作品或表演技艺时，表示自己水平低,大家让我画画，那我只好献丑了。,show incompetence (humble)
60286,1,相瞒,xiāng mán,,,动,隐瞒,无须相瞒,conceal
60288,1,甜椒,tián jiāo,,,名,俗称不辣而略带甜味的青椒,甜椒不辣｜炒菜放甜椒,sweet pepper
60293,1,翻云覆雨,fān yún fù yǔ,,,,唐·杜甫《贫交行》：“翻手作云覆手雨，纷纷轻薄何须数。”后用“翻云覆雨”比喻反复无常或玩弄权术。（也说翻手为云，覆手为雨）,他翻云覆雨｜翻云覆雨的小人,blow hot and cold
60294,1,入仓,rù cāng,,,动,（把粮食等）放入仓库,粮食已入仓｜新粮入仓保管,store in a granary
60296,1,世族,shì zú,,,名,封建社会中世代为官的大家族,上品无寒门，下品无世族。,aristocratic family
60297,1,素白,sù bái,,,形,净白,素白的婚纱,pure white
60300,1,头胎,tóu tāi,,,名,第一次怀的胎；第一胎生的孩子,她是家里的头胎｜头胎生了个女儿,firstborn
60302,1,腰花,yāo huā,,,名,划出交叉刀痕并切成小块儿的猪、羊等的腰子（肾），供烹调后食用,炒腰花,scalloped kidney
60305,1,欣悉,xīn xī,,,动,高兴地知道,欣悉大赛夺魁，深以为荣。,be glad to learn
60306,1,维吾尔文,wéi wú ěr wén,,,名,维吾尔族的拼音文字。现行维吾尔文是以阿拉伯字母为基础的拼音文字，有32个字母，从右到左横写,他正在学习维吾尔文｜这本书是用维吾尔文写的,Uyghur script
60309,1,抢建,qiǎng jiàn,,,动,抢时间突击建造,抢建大坝,rush-build
60311,1,冤家路窄,yuān jiā lù zhǎi,,,,仇人或不愿相见的人，却偏偏碰到一块儿。比喻矛盾回避不了。,真是冤家路窄，又碰见他了｜没想到冤家路窄在这里相遇,enemies often cross paths
60313,1,垛口,duǒ kǒu,,,名,城墙上两个垛子间的缺口；也指城墙上部呈凹凸形的短墙,士兵从垛口向外射击｜城墙的垛口很窄,crenel
60314,1,老江湖,lǎo jiāng hú,,,名,指多年在外地闯荡，阅历深而老于世故的人,他是个老江湖｜老江湖经验丰富,old hand
60315,1,精卫填海,jīng wèi tián hǎi,,,,《山海经·北山经》中说，上古炎帝的女儿淹死在东海，灵魂化为精卫鸟，天天衔西山的树枝和小石头投入东海，誓把东海填平。后用“精卫填海”比喻有报仇雪恨的决心；也比喻不畏艰险，不达目的誓不罢休,精卫填海的故事很感人｜我们要学习精卫填海的精神,dogged determination
60316,1,不更事,bù gēng shì,,,,缺乏经历；不懂事（更：经历）,年轻不更事，尤其要注意学习。,inexperienced
60319,1,文人相轻,wén rén xiāng qīng,,,,三国·魏·曹丕《典论·论文》：“文人相轻，自古而然。”指文化人之间相互轻视、瞧不起的陋习,文人相轻是种陋习｜自古就有文人相轻的现象,scholars scorn each other
60320,1,枯涩,kū sè,,,形,枯燥乏味，不流畅,文笔枯涩,dull and obscure
60320,2,枯涩,kū sè,,,形,干燥不滑润,枯涩的眼睛,dry and rough
60322,1,熟化,shú huà,,,动,经过多次耕种使生荒地变成熟地,这块地需要熟化｜熟化后的土地更肥沃,cultivate (land)
60323,1,稍顷,shāo qǐng,,,名,很短的时间,稍顷，红日露出了笑脸。,moment
60328,1,孟春,mèng chūn,,,名,春季的第一个月，即农历正月,孟春时节天气还冷｜孟春是正月,first month of spring
60329,1,白厅,bái tīng,,,名,英国伦敦的一条街，因过去有白厅宫（1698年毁于大火）而得名。现在是英国政府主要行政机构所在地，常作为英国政府的代称,白厅是英国政府所在地｜白厅位于伦敦,Whitehall
60331,1,闹心,nào xīn,,,形,心乱；心烦,瓜地里又起了虫子，真让人闹心。,vexed
60331,2,闹心,nào xīn,,,形,胃部不适；腹部难受,萝卜吃多了闹心,stomach discomfort
60333,1,话旧,huà jiù,,,动,叙谈往事,老朋友们在一起话旧，感到十分亲切。,reminisce
60335,1,摄食,shè shí,,,动,（动物）获取食物,不少稀有动物由于摄食困难而濒临灭绝。,feed
60336,1,恶疾,è jí,,,名,难以治好的病,他得了恶疾｜恶疾难以治愈,incurable disease
60339,1,声符,shēng fú,,,名,声旁,声符是形声字的一部分｜这个字的声符很特别,phonetic component
60340,1,薄幸,bó xìng,,,形,薄情（多指男方）,薄幸郎,fickle (in love)
60344,1,置辩,zhì biàn,,,动,争辩；申辩（多用于否定）,不容置辩｜无可置辩,argue (usu. in negative)
60346,1,悬棺,xuán guān,,,名,葬在悬崖石洞里的棺材。我国西南一带古代有悬棺而葬的风俗,悬崖上有悬棺｜悬棺是古代葬俗,hanging coffin
60347,1,斜角,xié jiǎo,,,名,斜向的一角,从斜角处走来,oblique angle
60352,1,交杂,jiāo zá,,,动,混杂在一起,正品和次品交杂,intermix
60353,1,穷鬼,qióng guǐ,,,名,对穷人的蔑称,别叫我穷鬼｜他是个穷鬼,pauper (derog.)
60354,1,哈气,hā qì,,,动,张口呼气,冻得直哈气,breathe out
60354,2,哈气,hā qì,,,名,张口呼出的气,哈气在车窗玻璃上冻成了冰。,breath
60354,3,哈气,hā qì,,,名,玻璃等物体表面凝结的水蒸气,玻璃上有哈气｜哈气让视线模糊,condensation
60355,1,药棉,yào mián,,,名,医用消毒脱脂棉,用消毒药棉擦拭｜药棉是医用品,absorbent cotton
60357,1,瓷缸,cí gāng,,,名,搪瓷缸,他端着瓷缸喝水｜瓷缸很结实,enamel mug
60358,1,翻供,fān gòng,,,动,推翻原来的供词,证据确凿，别想翻供。,retract testimony
60361,1,皎皎,jiǎo jiǎo,,,形,形容又白又亮的样子,明月皎皎,bright and white
60370,1,顶针,dǐng zhen,,,名,做针线活儿用的一种圆箍状用具，用金属或其他材料制成，上面有很多小窝。套在手指上，用来顶住针鼻儿，使针容易扎进，而手指不致顶伤。,她用顶针缝衣服｜顶针保护手指,thimble
60371,1,鹞子,yào zi,,,名,雀鹰的俗称,鹞子在天空盘旋｜鹞子是猛禽,sparrowhawk
60371,2,鹞子,yào zi,,,名,某些地区指风筝,孩子在放鹞子｜鹞子飞得很高,kite
60374,1,提级,tí jí,,,动,提高工资、职务、职称等的级别,提级加薪,promote
60374,2,提级,tí jí,,,动,提高产品的质量等级,这批棉花质量不错，应该提级｜提级不提价,upgrade
60375,1,死机,sǐ jī,,,动,指电子计算机因操作错误、程序错误等突然停止运行，屏幕图像静止，不接收指令,电脑又死机了｜死机需要重启,crash
60379,1,叩见,kòu jiàn,,,动,进见（尊长、上司）；拜见,叩见父母大人,kowtow to see
60380,1,下塌,xià tā,,,动,向下坍塌；塌陷,桥面下塌,collapse downward
60382,1,勇夫,yǒng fū,,,名,勇敢的人；多指只有武力的人,一介勇夫,brave man
60384,1,拼力,pīn lì,,,动,使出全部力量,他干活儿肯拼力,exert all strength
60385,1,俗谚,sú yàn,,,名,民间口头流传的谚语。如“身正不怕影子斜”、“只要功夫深，铁杵磨成针”等,俗谚很有道理｜这是句俗谚,folk proverb
60388,1,黑户,hēi hù,,,名,在居留地没有户籍或没有在户籍管理部门办理居留手续的住户,他是这里的黑户｜黑户没有户籍,unregistered household
60388,2,黑户,hēi hù,,,名,借指没有合法经营权的经营单位,那家店是黑户｜黑户经营不合法,unlicensed business
