rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
75097,1,喜丧,xǐ sāng,,,名,为正常死亡的高寿老人所举办的丧事,这是场喜丧。｜喜丧办得很热闹。,A funeral for an elderly person who died of natural causes
75098,1,篙子,gāo zi,,,名,某些地区指篙,他用篙子撑船。｜篙子放在船头。,Pole (for propelling a boat)
75100,1,操典,cāo diǎn,,,名,规定军事操练原则和要领的书,士兵学习操典。｜操典内容很详细。,Drill manual
75102,1,背债,bēi zhài,,,动,欠债,扭亏为盈，不背债了。,To be in debt
75104,1,梆硬,bāng yìng,,,形,形容十分坚硬,这块石头梆硬。｜面包变得梆硬。,Very hard
75118,1,笔洗,bǐ xǐ,,,名,洗涮毛笔的器皿。多用陶瓷制成,笔洗里盛满水。｜他买了个陶瓷笔洗。,Brush washer
75119,1,硬话,yìng huà,,,名,措辞强硬的话,用硬话顶他,Strong words
75123,1,从俭,cóng jiǎn,,,动,依照俭省的原则,居家从俭,To practice frugality
75128,1,瑕瑜互见,xiá yú hù jiàn,,,,玉的斑点和光泽同时显现出来；比喻优点缺点同时并存,这篇文章瑕瑜互见。｜他的表现瑕瑜互见。,To have both defects and merits
75129,1,塔塔尔族,tǎ tǎ ěr zú,,,名,我国少数民族之一。主要分布在新疆,塔塔尔族能歌善舞。｜她来自塔塔尔族。,Tatar ethnic group
75134,1,点头之交,diǎn tóu zhī jiāo,,,,点点头的交情。形容交情并不深,我们只是点头之交。｜点头之交不算朋友。,Nodding acquaintance
75135,1,唇红齿白,chún hóng chǐ bái,,,形,形容容貌俊美,眉清目秀，唇红齿白。,With red lips and white teeth (describing good looks)
75136,1,网络警察,wǎng luò jǐng chá,,,,国际互联网安全监察专业警察，是我国的一个新设警种。其职责是打击国际互联网犯罪活动、维护网络秩序、防止病毒侵害、确保电子计算机系统安全等；也指这个警种的成员。简称网警,网络警察很忙碌。｜感谢网络警察。,Cyber police
75139,1,车轱辘话,chē gū lu huà,,,,指翻来覆去说的唠叨话,发言要简明扼要，不要说车轱辘话。,Repetitive talk
75142,1,尸位素餐,shī wèi sù cān,,,,空占着职位，白吃饭不做事,他整天尸位素餐。｜公司不要尸位素餐的人。,To hold a position without doing any work
75143,1,徐娘半老,xú niáng bàn lǎo,,,,《南史·梁元帝徐妃传》里说，梁元帝有一个姓徐的妃子，虽然年纪已经不轻了，但仍然很多情。后用“徐娘半老”泛指仍存风韵的中年妇女（多含轻薄意）,她虽徐娘半老，风韵犹存。｜徐娘半老仍迷人。,A middle-aged woman who remains attractive
75150,1,感叹词,gǎn tàn cí,,,名,叹词,“哎呀”是感叹词。｜感叹词表达情感。,Interjection
75154,1,五更天,wǔ gēng tiān,,,名,五更的时候（凌晨3时—5时）,五更天天还没亮。｜他五更天就起床。,The fifth watch (3-5 a.m.)
75162,1,找窍门,zhǎo qiào mén,,,,寻求巧妙的方法,做事要会找窍门。｜找窍门能省力。,To look for tricks or shortcuts
75166,1,脱脂棉,tuō zhī mián,,,名,去除了脂肪成分的棉花。脱脂棉更易吸收液体，可做卫生用品等,脱脂棉吸收性强。｜她用脱脂棉消毒。,Absorbent cotton
75168,1,夜光表,yè guāng biǎo,,,名,指针和表盘上表示时间的数字或符号涂有发光物质的表，在黑暗中能看清时刻,夜光表在黑暗中发光。｜他戴着夜光表。,Luminous watch
75173,1,错待,cuò dài,,,动,亏待；以错误的方式对待,错待了你，请原谅。,To treat unfairly
75175,1,鸭苗,yā miáo,,,名,刚孵出的小鸭,鸭苗很可爱。｜他买了些鸭苗。,Duckling
75179,1,气眼,qì yǎn,,,名,【气孔】泛指能使气体通过的孔,气眼让空气流通。｜墙上有个气眼。,Air hole
75179,2,气眼,qì yǎn,,,名,【气孔】铸件内部或表面的孔洞，由铸造过程中进入空气形成（凡有气孔的铸件，质量都大受影响）,铸件上有气眼。｜气眼影响质量。,Blowhole (in casting)
75180,1,肩窝,jiān wō,,,名,肩膀前侧凹下的部分,他的肩窝很深。｜针打在肩窝上。,Shoulder hollow
75183,1,赎当,shú dàng,,,动,把抵押在当铺里的东西用钱赎回来,他去赎当物品。｜赎当需要钱。,To redeem from a pawnshop
75184,1,嬉耍,xī shuǎ,,,动,嬉戏玩耍,孩子们在草坪上嬉耍。,To frolic
75186,1,凶讯,xiōng xùn,,,名,不幸的消息（多指死人或大灾难）,闻此凶讯，人们悲痛万分。,Bad news (especially of death or disaster)
75190,1,汉姓,hàn xìng,,,名,汉族人的姓,王是常见汉姓。｜他随了汉姓。,Han Chinese surname
75190,2,汉姓,hàn xìng,,,名,特指汉族以外的人使用的汉族人的姓,这个外国留学生还有一个汉姓欧阳。,Han surname used by non-Han people
75196,1,水牢,shuǐ láo,,,名,旧时把被关押的人浸泡在水中的牢房,水牢非常残酷。｜他被关进水牢。,Water dungeon
75202,1,铁纱,tiě shā,,,名,用细铁丝编成的网状物，多用来做纱窗、纱门,铁纱用来防蚊。｜铁纱窗很结实。,Wire gauze
75203,1,偷嘴,tōu zuǐ,,,动,偷吃东西,不要让孩子养成偷嘴的习惯。,To sneak food
75205,1,膏血,gāo xuè,,,名,（人的）脂肪和血液；借指辛勤劳动创造的财富,这是人民的膏血。｜不能浪费膏血。,Fat and blood (figuratively: fruits of labor)
75210,1,花糕,huā gāo,,,名,一种传统糕点。用油、糖和面，叠成上小下大的多层圆饼（也有仅两层的），层与层之间铺上果料儿，经烘烤或蒸制而成。,重阳节吃花糕。｜花糕香甜可口。,Layered cake with fruit filling
75211,1,幛子,zhàng zi,,,名,用作庆贺或吊唁礼物的整幅绸布，上面多附有题词,他送了一幅幛子。｜幛子上有题词。,Scroll of silk (for congratulations or condolences)
75212,1,雄杰,xióng jié,,,名,才智杰出的人,洒泪祭雄杰,Outstanding person
75212,2,雄杰,xióng jié,,,形,才智杰出,雄杰之才,Outstanding
75213,1,骶骨,dǐ gǔ,,,名,脊柱的组成部分。由五块骶椎合成，呈倒三角形。上部与第五腰椎体相连，下部接尾骨,骶骨连接尾骨。｜骶骨很重要。,Sacrum
75219,1,繁乱,fán luàn,,,形,（事务）繁杂混乱,头绪繁乱,Complicated and chaotic
75221,1,底漆,dǐ qī,,,名,油漆器物时刷的第一道漆,先刷一层底漆。｜底漆是白色的。,Primer (paint)
75222,1,倒赔,dào péi,,,动,不但没赚着，反而赔了本儿,这批货没赚着钱，还倒赔几百元。,To suffer a loss instead of making a profit
75224,1,预考,yù kǎo,,,动,正式考试前举行的考试，具有演练作用或预选作用,预考成绩不错。｜明天有场预考。,Preliminary examination
75237,1,喻义,yù yì,,,名,比喻义,这个词有喻义。｜喻义需要理解。,Figurative meaning
75238,1,析疑,xī yí,,,动,对疑惑进行解释分析,析疑问难,To resolve doubts
75239,1,提兜,tí dōu,,,名,有提梁的兜儿,她提着提兜逛街。｜提兜里装满了东西。,Handbag with handles
75243,1,提挈,tí qiè,,,动,帮助；扶持；提拔,互相提挈｜承蒙前辈提挈,To assist; to promote
75243,2,提挈,tí qiè,,,动,〈文〉统率；带领,提挈全军,To lead; to command
75250,1,饬令,chì lìng,,,动,命令（多用于公文）,饬令遵行,To order (formal)
75250,2,饬令,chì lìng,,,名,下达命令的公文,一道饬令,Written order
75251,1,磨烦,mò fan,,,动,纠缠不休（多指向人要求什么）,这孩子老磨烦着买吃的。,To pester
75251,2,磨烦,mò fan,,,动,动作迟缓，拖延时间,大家越着急，他越磨烦。,To dawdle
75253,1,元夜,yuán yè,,,名,【元宵】农历正月十五日为上元节，这一天的晚上称元宵,元夜灯火通明。｜元夜很热闹。,Lantern Festival (evening of the 15th of the first lunar month)
75256,1,喜联,xǐ lián,,,名,结婚时张贴的对联,门上贴着喜联。｜喜联写得很吉祥。,Wedding couplet
75258,1,砸牌子,zá pái zi,,,,把招牌砸了；比喻损害品牌的声誉,保证产品质量，砸牌子的事绝不能干。,To ruin a reputation
75276,1,摇唇鼓舌,yáo chún gǔ shé,,,,指大发歪论，蛊惑人心，或四处煽动，拨弄是非；也指卖弄口才,他整天摇唇鼓舌。｜别听他摇唇鼓舌。,To wag one's tongue (engage in demagoguery)
75281,1,遮阳篷,zhē yáng péng,,,名,用苇席或帆布等制成的可以遮挡阳光的设施,遮阳篷下很凉快。｜搭个遮阳篷吧。,Awning
75298,1,见景生情,jiàn jǐng shēng qíng,,,,触景生情,他见景生情，写下诗句。｜见景生情很自然。,To be moved by what one sees
75301,1,佶屈聱牙,jí qū áo yá,,,形,形容文句读起来不顺口,这篇文章佶屈聱牙。｜佶屈聱牙难读懂。,"Full of difficult, unpronounceable words"
75308,1,虚应故事,xū yìng gù shì,,,,按照成例应付了事（故事：旧例，即已有的惯例、规定）,他只是在虚应故事。｜虚应故事没意义。,To do something perfunctorily as a mere formality
75310,1,晕头晕脑,yūn tóu yūn nǎo,,,形,形容头脑昏乱，不清醒,今天晕头晕脑的，上课一点儿也没听进去。,Dizzy; muddled
75311,1,吵人,chǎo rén,,,形,嘈杂声使人心烦,夜晚搞装修，实在太吵人了!,Noisy and annoying
75312,1,磨砂玻璃,mó shā bō li,,,,毛玻璃,磨砂玻璃不透明。｜卫生间用磨砂玻璃。,Frosted glass
75318,1,现丑,xiàn chǒu,,,动,出丑,他当众现丑了。｜不想再现丑。,To make a fool of oneself
75322,1,根芽,gēn yá,,,名,植物的根上生长出来的幼芽，经过移植、培育可以成为独立植物体,根芽长出来了。｜移植根芽要小心。,Root sprout
75324,1,烂账,làn zhàng,,,名,头绪混乱、无法理清的账目,这笔烂账理不清。｜烂账让人头疼。,Messy accounts
75324,2,烂账,làn zhàng,,,名,指拖欠很久、难以收回的账,这些烂账收不回。｜烂账拖了很久。,Bad debt
75325,1,群口相声,qún kǒu xiàng sheng,,,,三个或三个以上的演员表演的相声,群口相声很精彩。｜他们表演群口相声。,Cross talk performed by three or more people
75329,1,禁例,jìn lì,,,名,禁止某些言行的条例,违反禁例要受罚。｜禁例必须遵守。,Prohibitory regulations
75332,1,单干户,dān gàn hù,,,名,农业合作化时期指没有参加互助组和合作社的个体农户；现在也用来指不跟他人合作，自己单独从事某种经营活动的人,运输单干户,Individual working on their own
75334,1,五十步笑百步,wǔ shí bù xiào bǎi bù,,,,《孟子·梁惠王上》记载：孟子问梁惠王：“弃甲曳兵而走，或百步而后止，或五十步而后止。以五十步笑百步，则何如?”意思是同样都是逃兵，不能因为逃的路程短就可以讥讽逃的路程长的人。后用“五十步笑百步”比喻具有同样缺点或错误的人，程度轻一些的却讥笑程度重的,你这是五十步笑百步。｜五十步笑百步可笑。,The pot calling the kettle black
75335,1,笔底下,bǐ dǐ xia,,,名,指写作能力,张秘书笔底下有两下子。,Writing ability
75336,1,谋虑,móu lǜ,,,动,策划考虑,谋虑周密,To plan and consider
75338,1,无源之水，无本之木,wú yuán zhī shuǐ，wú běn zhī mù,,,,没有源头的水，没有根的树。比喻没有基础、没有根据的事物,理论不能是无源之水，无本之木。｜无源之水，无本之木不长久。,"Water without a source, a tree without roots; metaphor for something without foundation or basis"
75341,1,僻巷,pì xiàng,,,名,偏僻的小巷,蓬门僻巷,Remote alley
75343,1,崔巍,cuī wēi,,,形,（山、建筑物等）高大雄伟,山势崔巍｜古长城崔巍壮丽,Towering and majestic
75348,1,秀俊,xiù jùn,,,形,俊秀,她长得秀俊。｜秀俊的少年。,Handsome and elegant
75358,1,窗格子,chuāng gé zi,,,名,窗户上用木条等制成的格子。过去在上面糊纸或纱，现多镶玻璃,窗格子糊着纸。｜窗格子很古朴。,Window lattice
75359,1,定向培育,dìng xiàng péi yù,,,,根据生物生长规律，创造适当的培育条件，使动物、植物或微生物等的遗传性向适应人类需要的方向发展,定向培育新品种。｜定向培育很重要。,Directed breeding
75373,1,木莲,mù lián,,,名,薜荔,木莲爬满墙壁。｜木莲果实可食。,Ficus pumila
75375,1,细故,xì gù,,,名,细小而不易引人注意的原因或条件,问其细故｜查明细故,Minor cause or condition
75375,2,细故,xì gù,,,名,〈文〉无关紧要的小事,细故末节,Trivial matter
75379,1,五方杂处,wǔ fāng zá chǔ,,,,来自东、西、南、北、中各地的人混杂居住在一个地方。形容某地居民情况复杂,这里五方杂处。｜五方杂处之地。,People from all regions living together
75387,1,牛肝菌,niú gān jùn,,,名,高等菌类，菌盖黄褐色，似牛肝。盛产于云南、四川等地，多数可食用,牛肝菌味道鲜美。｜他采到牛肝菌。,Boletus mushroom
75390,1,哈喇子,hā lá zi,,,名,流到嘴边的口水,馋得流哈喇子。｜哈喇子流出来了。,Drool
75395,1,递变,dì biàn,,,动,依次变化；演变,春夏秋冬，四季递变。,Change successively; evolve
75401,1,石花菜,shí huā cài,,,名,海藻，藻体深棕红色，羽状分枝。是提制琼胶的主要原料，也可以食用,石花菜可做凉粉。｜石花菜营养丰富。,Gelidium seaweed
75406,1,能者多劳,néng zhě duō láo,,,,能干的人多操劳一些（有劝勉、赞誉的意味）,能者多劳嘛。｜您真是能者多劳。,The able do more work
75411,1,工字钢,gōng zì gāng,,,名,横断面呈“工”字形的钢材，广泛用于建筑、铁路、桥梁等工程,工字钢很坚固。｜用工字钢建桥。,I-beam
75415,1,穷极无聊,qióng jí wú liáo,,,,本指极其困窘，无所依托；现多指精神空虚到了极点,他穷极无聊，整天发呆。｜穷极无聊的人。,Extremely bored and idle
75417,1,曳光弹,yè guāng dàn,,,名,弹头尾部装有能发光的化学药剂的炮弹或枪弹。发射后能发出红、黄等色光，用来指示目标、施放信号等,曳光弹划破夜空。｜发射曳光弹。,Tracer bullet
75420,1,神道碑,shén dào bēi,,,名,立在墓道前记载死者生平事迹的石碑；也指神道碑上的碑文,神道碑记载生平。｜阅读神道碑文。,Tombstone inscription
75421,1,万用表,wàn yòng biǎo,,,名,测量电路或元件的电阻、电流、电压等的多量程仪表,万用表功能很多。｜他用万用表检测。,Multimeter
75428,1,开洋荤,kāi yáng hūn,,,,第一次吃外国的食品；比喻初次接触外来事物或享用新奇东西,他第一次开洋荤。｜开洋荤很新奇。,Try foreign food for the first time; metaphor for first contact with foreign things
75432,1,红铃虫,hóng líng chóng,,,名,昆虫，幼虫淡红色，危害棉花、木棉、锦葵等植物。可喷药或放寄生蜂防治,红铃虫危害棉花。｜防治红铃虫。,Pink bollworm
75436,1,救应,jiù yìng,,,动,救助接应,派直升机前去救应｜阻击敌方救应部队。,Rescue and support
75441,1,清挖,qīng wā,,,动,挖掘清除（淤积的泥沙等）,清挖河道,Dredge and clear
75442,1,野雉,yě zhì,,,名,雉1,野雉在草丛中。｜捕捉野雉。,Pheasant
75442,2,野雉,yě zhì,,,名,旧指妓女,旧时野雉指妓女。｜野雉地位低下。,Prostitute (archaic)
75443,1,阉人,yān rén,,,名,被阉割后的男人；特指宦官,阉人侍奉皇帝。｜阉人不得干政。,Eunuch
75445,1,淆乱,xiáo luàn,,,动,扰乱,淆乱视听,Disrupt
75445,2,淆乱,xiáo luàn,,,形,混乱；杂乱,是非淆乱｜天下淆乱,Confused; disorderly
75446,1,吊线,diào xiàn,,,动,木工、瓦工干活儿时，在绳线下端吊重物而形成垂线，以求得垂直线或垂直面。,木工用吊线找垂直。｜吊线要准确。,Plumb line
75447,1,收揽,shōu lǎn,,,动,招纳，笼络,收揽人才｜收揽人心,Win over; recruit
75447,2,收揽,shōu lǎn,,,动,承揽,上门收揽业务,Undertake
75449,1,拒毒,jù dú,,,动,拒绝、抵制毒品,增强拒毒意识,Reject drugs
75450,1,喷灯,pēn dēng,,,名,以煤油、酒精等为燃料，用于烧灼和焊接的喷火器具,喷灯火焰很旺。｜用喷灯焊接。,Blowtorch
75453,1,歹念,dǎi niàn,,,名,邪恶的念头；歹意,他起了歹念。｜歹念很危险。,Evil thought
75455,1,狎昵,xiá nì,,,形,过分亲近，态度不庄重,两人举止狎昵。｜狎昵不得体。,Overly familiar; indecently intimate
75459,1,拿办,ná bàn,,,动,逮捕法办,对为非作歹的人，必须拿办。,Arrest and prosecute
75462,1,宝刹,bǎo chà,,,名,佛寺的塔；借指佛寺,宝刹巍峨矗立｜名山宝刹,Buddhist pagoda; Buddhist temple
75462,2,宝刹,bǎo chà,,,名,敬词，称僧尼所在的寺院,宝刹香火旺盛。｜参观著名宝刹。,Honorific term for a Buddhist temple
75465,1,满师,mǎn shī,,,动,【出师】（学徒）学习期满，技艺学成,他刚刚满师。｜满师后可以独立工作。,Complete apprenticeship
75473,1,骨感,gǔ gǎn,,,名,体形瘦削者给人的瘦骨嶙峋的感觉,她追求骨感美。｜骨感模特。,Bony figure
75474,1,陡变,dǒu biàn,,,动,突然发生变化,病情陡变,Change abruptly
75477,1,诛戮,zhū lù,,,动,杀害,惨遭诛戮,Kill
75478,1,耳饰,ěr shì,,,名,戴在耳垂上的装饰物。如耳坠、耳环等,耳饰很漂亮。｜她喜欢戴耳饰。,Ear ornament
75480,1,牙垢,yá gòu,,,名,牙齿表面积留的黄色或黑褐色的污垢，硬化后即成牙石,牙垢需要清理。｜牙垢影响健康。,Dental plaque
75482,1,抗热,kàng rè,,,动,抵抗高温伤害,这种构件能抗热,Resist heat
75487,1,鲜啤,xiān pí,,,名,生啤酒,鲜啤口感清爽。｜来杯鲜啤吧。,Draft beer
75492,1,缩略语,suō lüè yǔ,,,名,复杂名称的简化形式,“北大”是缩略语。｜缩略语要规范。,Abbreviation
75493,1,不对味儿,bù duì wèi er,,,,味道不正；比喻言语等异常或不符合某人的心意、习惯,话这样说，让人感到不对味儿。,Tastes off; metaphor for something abnormal or not to one's liking
75495,1,发腻,fā nì,,,动,感到油腻,这汤油太多了，喝着发腻。,Feel greasy
75495,2,发腻,fā nì,,,动,对某事产生厌烦,天天摆弄这玩意儿，摆弄得我都发腻了。,Get tired of something
75496,1,正座,zhèng zuò,,,名,汽车等交通工具上的正式座位,这种中型客车有22个正座。,Regular seat (in a vehicle)
75496,2,正座,zhèng zuò,,,名,剧场、影院等对着舞台或银幕的正中的座位,正座视野最好。｜他坐在正座。,Center seat (in a theater)
75496,3,正座,zhèng zuò,,,名,旧时指坐北朝南的座位,正座留给长辈。｜正座是尊位。,South-facing seat (archaic)
75499,1,湖色,hú sè,,,名,淡绿色,湖色连衣裙。｜湖色很淡雅。,Light green
75506,1,妖婆,yāo pó,,,名,对邪恶女人的憎称,老妖婆,Wicked old woman
75507,1,翠蓝,cuì lán,,,形,形容颜色青蓝而鲜艳,翠蓝的天空｜翠蓝的孔雀毛,Bright blue
75513,1,春困,chūn kùn,,,名,在春天出现的精神倦怠现象,春困让人乏力。｜克服春困要多运动。,Spring fatigue
75518,1,虚有其表,xū yǒu qí biǎo,,,,空有好看的外表，没有实际内容或实际并非如此,这个花瓶虚有其表｜他虚有其表，没有真才实学,Deceptively impressive appearance
75519,1,散板,sǎn bǎn,,,名,戏曲唱腔的板式，唱腔不受固定节拍限制，不用鼓板击节，节奏速度自由，宜于表现激烈或悲痛的感情,这段散板唱腔很自由｜散板适合表达悲痛的感情,Free rhythm (in opera)
75530,1,巳时,sì shí,,,名,我国传统计时法指上午9—11点的时间,巳时已到，该出发了｜他在巳时抵达目的地,9–11 a.m. (traditional time)
75532,1,月白风清,yuè bái fēng qīng,,,,月光皎洁，微风宜人。形容恬静美好的夜景,月白风清的夜晚很惬意｜月白风清，适合散步,Bright moon and gentle breeze
75533,1,喧笑,xuān xiào,,,动,（众人）大声说笑,他们在屋里喧笑｜远处传来喧笑声,Laugh and talk loudly
75536,1,米粉肉,mǐ fěn ròu,,,名,肉片儿加米粉、作料等蒸熟而成的菜肴。（也说粉蒸肉。）,妈妈做了米粉肉｜米粉肉味道很香,Steamed pork with rice flour
75537,1,纱笼,shā lóng,,,名,东南亚一带人用来围裹腰腿的下装。样子像长裙，男女老少都穿,她穿着纱笼跳舞｜纱笼是传统服饰,Sarong
75541,1,晒图,shài tú,,,动,把涂有感光药品的纸衬在描画好工程图样的透明或半透明的纸下面，借日光或灯光照射，使发生化学反应，再经显影复制出图形,工程师正在晒图｜晒图需要感光纸,Blueprint printing
75545,1,串味儿,chuàn wèi er,,,动,不同的食品或食品与其他物品长时间放在一起，因气味互相影响而变味儿,放入冰箱的食品应包好或盖好，以免串味儿。,Absorb odors
75547,1,调门儿,diào mén er,,,名,音调的高低,请你把调门儿放低一点儿。,Pitch (music)
75547,2,调门儿,diào mén er,,,名,指论调（多含贬义）,他们的调门儿如出一辙。,"Tone (of speech, often derogatory)"
75554,1,釉子,yòu zi,,,名,在陶瓷半成品表面上涂抹的一种物质，主要用石英、长石、硼砂、黏土等研成粉末，用水调和而成。烧制后可发出玻璃光泽，并能增加绝缘性能和机械强度,陶瓷上涂了釉子｜釉子能增加光泽,Glaze
75556,1,无风不起浪,wú fēng bù qǐ làng,,,,没有刮风，就不会起波浪。比喻事情的发生总有起因,无风不起浪，这事有原因｜无风不起浪，传言不假,"No wind, no waves; metaphor for everything has a cause"
75560,1,胡服骑射,hú fú qí shè,,,,战国时，赵国的武灵王提倡穿西北方民族的服装，教百姓骑马射箭，从而为赵国训练了一支强大的骑兵队伍，史称胡服骑射。现常用这个典故说明要善于学习外部或别人长处的道理,胡服骑射是著名典故｜胡服骑射值得学习,Adopt foreign dress and cavalry tactics
75563,1,闹灾,nào zāi,,,动,发生灾害,去年这里闹灾了｜闹灾导致粮食减产,Suffer a disaster
75564,1,贡缎,gòng duàn,,,名,一种棉织品，纹路像缎子，光滑而有亮光。过去多用来做被面,这床贡缎被面很光滑｜贡缎质地柔软,Sateen
75567,1,圩子,wéi zi,,,名,圩堤,圩子能防洪｜圩子被加固了,Embankment
75568,1,沓子,dá zi,,,量,沓,厚厚的一沓子信,Stack (measure word)
75570,1,善忘,shàn wàng,,,形,健忘,爷爷年纪大，很善忘｜他善忘，常丢东西,Forgetful
75577,1,浮子,fú zi,,,名,渔漂,浮子动了，有鱼上钩｜浮子漂在水面上,Fishing float
75585,1,蚶子,hān zi,,,名,蚶,蚶子可以煮汤｜蚶子味道鲜美,Blood clam
75586,1,导板,dǎo bǎn,,,名,戏曲唱腔的板式，无板无眼，速度较慢，节奏自由，句尾往往拖长腔。宜于表达悲愤、昂扬的感情。常作为成套唱腔的先导部分,导板节奏很自由｜这段导板很悲愤,Preliminary aria (in opera)
75593,1,为人作嫁,wèi rén zuò jià,,,,唐·秦韬玉《贫女》：“苦恨年年压金线，为他人作嫁衣裳。”后用“为人作嫁”比喻白白地为别人辛苦忙碌,他总为人作嫁｜别老是为人作嫁,Work for others without benefit to oneself
75595,1,串铃,chuàn líng,,,名,一种响器。在中空的金属环内装金属球，套在手上摇动发声。旧社会走江湖的人常用来招揽生意,他摇着串铃招揽生意｜串铃声音清脆,Handbell (used by street vendors)
75595,2,串铃,chuàn líng,,,名,连成串的铃铛,马车挂着串铃｜串铃叮当作响,String of bells
75603,1,潮乎乎,cháo hū hū,,,形,形容潮气很重,被子潮乎乎的，拿出去晒晒。,Damp and moist
75604,1,零七八碎,líng qī bā suì,,,,零散而纷乱,一堆零七八碎的下脚料。,Scattered and messy
75604,2,零七八碎,líng qī bā suì,,,,零散的杂事或没有多大用处的东西,那些零七八碎我不管｜整天鼓捣那些零七八碎儿。,Odds and ends
75607,1,日薪,rì xīn,,,名,按日计算的工资,他拿日薪工作｜日薪是两百元,Daily wage
75613,1,大染缸,dà rǎn gāng,,,名,比喻能给人的思想作风以消极影响，使堕落变坏的环境、场所,色情网站是个大染缸。,Big dye vat; metaphor for corrupting environment
75614,1,夜游神,yè yóu shén,,,名,传说中指在夜晚巡游的神。借指喜欢深夜在外面活动或游荡的人,他是夜游神，不到半夜不回来。,Night owl (person)
75619,1,白面儿,bái miàn er,,,名,毒品海洛因的俗称,白面儿是毒品｜吸毒者买白面儿,Heroin (slang)
75621,1,啸聚,xiào jù,,,动,互相招呼而聚集在一起,啸聚山林,Gather by calling out
75622,1,孤孀,gū shuāng,,,名,寡妇,她是个孤孀｜孤孀生活不易,Widow
75623,1,孤证,gū zhèng,,,名,仅有的一个证据,孤证难以采信｜这只是孤证,Lone evidence
75624,1,燧人氏,suì rén shì,,,名,我国古代传说中的三皇之一，发明钻木取火，教民熟食,燧人氏发明取火｜燧人氏教民熟食,Suiren (mythical fire inventor)
75626,1,倚势,yǐ shì,,,动,依仗权势,倚势欺人,Rely on power
75633,1,玩儿命,wán er mìng,,,动,〈口〉不怕危险，拿着性命当儿戏,酒后开车，简直是玩儿命。,Risk one's life
75633,2,玩儿命,wán er mìng,,,动,尽全部力量,玩儿命地工作,Exert all one's strength
