rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
50116,1,夹竹桃,jiā zhú táo,,,名,常绿灌木，叶子像竹叶但厚而有韧性，夏季开桃红色或白色花。花可供观赏；叶、花、树皮有毒，可制强心剂,院子里种着夹竹桃｜夹竹桃有毒要小心,oleander
50119,1,层林,céng lín,,,名,一层一层的树林,层林环抱,layers of forest
50122,1,同路人,tóng lù rén,,,名,比喻在一定阶段或一定程度上目标相同的人,革命的同路人,fellow traveler
50122,2,同路人,tóng lù rén,,,名,一路同行的人,路途遥远，找了个同路人作伴儿。,traveling companion
50123,1,惨境,cǎn jìng,,,名,悲惨的境地,他陷入惨境｜我们应帮助在惨境中的人,miserable situation
50124,1,长明灯,cháng míng dēng,,,名,日夜亮着的油灯（多点燃在神佛的像前）,佛前点着长明灯｜长明灯彻夜不熄,eternal lamp
50126,1,口诛笔伐,kǒu zhū bǐ fá,,,,用口头和书面形式对罪状进行揭露、声讨,媒体对他口诛笔伐｜遭到全国口诛笔伐,denounce orally and in writing
50128,1,暗害,àn hài,,,动,耍阴谋陷害,被坏人暗害入狱,plot against
50128,2,暗害,àn hài,,,动,秘密杀害,惨遭暗害,assassinate
50129,1,素净,sù jing,,,形,（颜色）淡雅,室内装修得很素净。,plain and neat
50129,2,素净,sù jing,,,形,（味道）清淡,老人爱吃素净一点儿的菜。,light (in taste)
50133,1,箭在弦上,jiàn zài xián shàng,,,,比喻已经到了非做不可的地步,这事已是箭在弦上｜箭在弦上不得不发,point of no return
50134,1,悬梁,xuán liáng,,,动,吊在房梁上；多指上吊自杀,头悬梁，锥刺股｜悬梁自尽,hang from a beam
50136,1,补漏,bǔ lòu,,,动,修补物体上的漏洞或裂缝；也比喻弥补工作上的缺漏,查缺补漏,mend a leak
50137,1,苟活,gǒu huó,,,动,苟且生存,与其在敌寇铁蹄下苟活，不如奋起反抗。,drag out an ignoble existence
50140,1,浅近,qiǎn jìn,,,形,浅显,道理讲得极浅近,simple and easy
50141,1,黑陶,hēi táo,,,名,远古时代的一种陶器，陶胎很薄，表面漆黑光亮。在我国新石器时代晚期的大汶口文化和龙山文化遗址中常有发现,出土了黑陶文物｜黑陶工艺很精湛,black pottery
50142,1,仁厚,rén hòu,,,形,仁慈厚道,仁厚长者,kind and generous
50144,1,枪栓,qiāng shuān,,,名,枪上的一个机件，可用以拉开枪膛推进子弹,他拉动了枪栓｜枪栓需要保养,rifle bolt
50145,1,叔公,shū gōng,,,名,丈夫的叔父,我叔公很慈祥｜叔公来看我们了,husband's uncle
50148,1,遭罪,zāo zuì,,,动,遭受痛苦；受罪,他真是遭罪了｜别再让他遭罪了,suffer
50150,1,腌菜,yān cài,,,名,腌制的蔬菜,端上四碟不同品种的腌菜。,pickled vegetables
50150,2,腌菜,yān cài,,,动,腌制蔬菜,妈妈在腌菜｜腌菜可以保存很久,pickle vegetables
50153,1,延宕,yán dàng,,,动,拖延,切勿延宕，以免坐失良机。,procrastinate
50155,1,甲肝,jiǎ gān,,,名,甲型病毒性肝炎的简称。由甲型肝炎病毒引起的传染病，多经胃肠道及血液途径传染。症状有厌食、恶心、乏力、发热、肝大、肝区疼痛等，多数病人有黄疸,他得了甲肝｜注意预防甲肝,hepatitis A
50156,1,航标灯,háng biāo dēng,,,名,用作航标的灯具；比喻指示前进方向的事物,航标灯指引方向｜他是我们的航标灯,navigation light
50157,1,困局,kùn jú,,,名,困难的局面；困境,公司陷入困局｜如何摆脱这个困局,difficult situation
50160,1,赐教,cì jiào,,,动,敬词，用于称对方给予指教,承蒙赐教,To grant instruction (honorific)
50161,1,熬煎,áo jiān,,,动,煎熬,他备受熬煎｜这种熬煎很难受,To suffer
50166,1,白丁,bái dīng,,,名,旧指没有取得功名的平民（丁：成年男子）,他不过是个白丁｜白丁也能有所作为,Commoner
50168,1,白癜风,bái diàn fēng,,,名,一种黑色素脱失性皮肤病。皮肤上呈现大小不等的白斑，一般不痛不痒，多发生于面部、躯干等处,他患有白癜风｜白癜风需要治疗,Vitiligo
50169,1,龟甲,guī jiǎ,,,名,乌龟的硬壳。古人用它来占卜吉凶。殷代在龟甲上刻有与占卜有关的文字，就是卜辞,出土的龟甲很珍贵｜龟甲上刻有文字,Tortoise shell
50171,1,稻穗,dào suì,,,名,稻子茎秆上端开花结实的部分,稻穗沉甸甸的｜金黄的稻穗迎风摆动,Rice ear
50172,1,找门路,zhǎo mén lù,,,,比喻寻找解决问题的途径,找门路求职｜为推销产品，他到处找门路。,To seek connections
50173,1,加劲,jiā jìn,,,动,加大干劲；努力,加劲干,To exert more effort
50175,1,得宜,dé yí,,,形,合适；相宜,繁简得宜,Appropriate
50177,1,炸雷,zhà léi,,,名,声音特别响的雷,一声炸雷惊醒了他｜炸雷声震耳欲聋,Thunderclap
50179,1,专号,zhuān hào,,,名,专门为某种内容而编辑出版的一期刊物,奥运专号｜散文专号,Special issue
50182,1,主课,zhǔ kè,,,名,主要课程,数学是主课之一｜要重视主课学习,Main course
50184,1,泰然处之,tài rán chǔ zhī,,,,处之泰然,他泰然处之｜面对困难要泰然处之,To take something calmly
50186,1,通好,tōng hǎo,,,动,彼此友好往来（多用于国家之间）,两国世代通好,To maintain friendly relations
50187,1,虐杀,nüè shā,,,动,用残忍的手段杀害,绑匪虐杀人质,To kill cruelly
50187,2,虐杀,nüè shā,,,动,虐待致死,严禁虐杀野生动物。,To cause death by maltreatment
50190,1,轻车熟路,qīng chē shú lù,,,,驾着轻便的车走熟路；比喻熟悉情况，富有经验，容易把事情办好,他做这事轻车熟路｜轻车熟路很容易,To do something with ease due to familiarity
50191,1,效益工资,xiào yì gōng zī,,,,职工随单位经济效益和本人工作实绩而变动的那一部分工资,效益工资提高了｜效益工资与业绩挂钩,Merit pay
50197,1,不成器,bù chéng qì,,,,不能成为有用的器具；比喻没出息,一点儿上进心都没有，真不成器!,Good-for-nothing
50200,1,君主国,jūn zhǔ guó,,,名,君主是最高统治者或国家元首的国家,英国是君主国｜君主国有国王或女王,Monarchy
50201,1,小叔子,xiǎo shū zi,,,名,丈夫的弟弟（用于背称）,她小叔子很能干｜小叔子来帮忙了,Husband's younger brother
50205,1,蜂起,fēng qǐ,,,动,像群蜂一下子飞起一样。比喻众多,群雄蜂起,To rise in swarms
50206,1,无为而治,wú wéi ér zhì,,,,古代道家的哲学思想和政治主张。强调顺应自然，不必采取刑罚及其他强制措施，就能把国家管理好,他主张无为而治｜无为而治是道家思想,Governance through non-action
50207,1,张挂,zhāng guà,,,动,展开悬挂,张挂着字画,To hang up (unfolded)
50208,1,站队,zhàn duì,,,动,站成队列,集合站队,To line up
50213,1,屠戮,tú lù,,,动,残杀；屠杀,肆行屠戮,To slaughter
50214,1,岳家,yuè jiā,,,名,岳父母家,她回岳家了｜岳家人很热情,Wife's parental home
50216,1,陪送,péi sòng,,,动,结婚时娘家送给新娘嫁妆,娘家陪送了一台彩电。,To provide a dowry
50216,2,陪送,péi song,,,名,陪送的嫁妆,女儿出嫁时，没给太多的陪送。,Dowry
50216,3,陪送,péi sòng,,,动,陪伴护送,由两名工作人员陪送他到医院就诊。,To accompany and escort
50217,1,掌灯,zhǎng dēng,,,动,点灯,到了掌灯时分,To light a lamp
50217,2,掌灯,zhǎng dēng,,,动,举着灯,掌灯细看,To hold a lamp
50219,1,遗产税,yí chǎn shuì,,,名,对死者遗产所征的税，由财产继承人缴纳,要缴纳遗产税｜遗产税率很高,Inheritance tax
50220,1,试播,shì bō,,,动,电台、电视台新建或开设新的频道，在正式启用前进行试验性播放,电视台正在试播｜新频道开始试播,Trial broadcast (of station/channel)
50220,2,试播,shì bō,,,动,新节目在小范围内试验性播放,这个节目正在试播｜试播效果很好,Trial broadcast (of program)
50220,3,试播,shì bō,,,动,小范围内试验性播种，以检验新种子或新播种方法的效果,这块地在试播新品种｜试播成功了,Trial sowing
50222,1,改天换地,gǎi tiān huàn dì,,,,指彻底改变自然或社会面貌，使焕然一新,他们改天换地创奇迹｜要有改天换地的精神,To transform heaven and earth
50223,1,交验,jiāo yàn,,,动,交出证件等接受验证核实,请交验身份证｜需要交验护照,To submit for inspection
50225,1,套语,tào yǔ,,,名,【套话】应酬的客套话；现成的、可到处套用的空话,这些都是套语｜别总说套语,Polite formula
50227,1,厌学,yàn xué,,,动,对学习厌烦；不愿上学,有的学校学习负担过重，致使一些学生厌学、逃学。,To be weary of study
50228,1,闭馆,bì guǎn,,,动,图书馆、博物馆、展览馆、档案馆等停止对外开放,节假日期间本馆闭馆时间推迟两小时。,To close (library/museum)
50229,1,怒冲冲,nù chōng chōng,,,形,形容非常愤怒的样子,他把脸一沉，怒冲冲地走了出去。,Furious
50230,1,群众关系,qún zhòng guān xi,,,,指个人、单位或团体等与周围或一定范围内的人们相处的情况,他的群众关系不好。,Relations with the masses
50231,1,曾祖母,zēng zǔ mǔ,,,名,父亲的祖母,我曾祖母很健康｜曾祖母今年九十岁了,Paternal great-grandmother
50234,1,上冻,shàng dòng,,,动,开始结冰或冻结,河水上冻了,To freeze
50235,1,暗无天日,àn wú tiān rì,,,,一片黑暗，没有光明。形容政治腐败，社会极其黑暗,那时暗无天日｜暗无天日的旧社会,Complete darkness
50236,1,县份,xiàn fèn,,,名,县,这个县份很富裕｜他来自偏远县份,County
50237,1,百日咳,bǎi rì ké,,,名,急性传染病，由百日咳杆菌侵入呼吸道引起。流行于冬春季节，以阵发性、痉挛性咳嗽为特征，患者多为5岁以下儿童。病程较长，一般持续3个月,孩子得了百日咳｜百日咳会传染,Whooping cough
50239,1,猎获,liè huò,,,动,捕猎到,猎获5只野兔,To hunt and capture
50240,1,炉膛,lú táng,,,名,炉内烧火的中空部分,炉膛需要清理｜炉膛火很旺,Furnace chamber
50242,1,震情,zhèn qíng,,,名,有关地震的情况,密切关注震情｜震情有所缓解,Earthquake situation
50243,1,藤萝,téng luó,,,名,紫藤,藤萝花开得很美｜院子里爬满藤萝,Wisteria
50245,1,编绘,biān huì,,,动,编辑绘制,编绘旅游地图,To compile and draw
50246,1,陶土,táo tǔ,,,名,烧制陶器或粗瓷器的黏土岩和黏土的合称。主要成分是高岭石、水白云母、蒙脱石、石英等,这是优质的陶土｜陶土可制作陶器,Pottery clay
50247,1,彩卷,cǎi juǎn,,,名,彩色胶卷的简称,他买了一卷彩卷｜彩卷已经用完了,Color film
50249,1,竹板,zhú bǎn,,,名,演唱数来宝、快板书时打拍子用的竹制长方形小板儿。用绳子串接两块较大的或七块较小的竹板而成。两块的又叫呱嗒板，七块的又叫节子板。,他用竹板打拍子｜竹板声音很清脆,Bamboo clappers
50250,1,污损,wū sǔn,,,动,因弄脏而损坏,画面已被污损,To deface and damage
50251,1,三百六十行,sān bǎi liù shí háng,,,,泛指各行各业,三百六十行行行出状元｜他熟悉三百六十行,All trades and professions
50253,1,锋芒毕露,fēng máng bì lù,,,,比喻人的锐气、才干完全显露出来，多用来形容爱逞强显能，好表现自己,这个人自恃有才，锋芒毕露。,To make a showy display of one's abilities
50255,1,准头,zhǔn tou,,,名,准确性；可靠性,他办事没准头，靠不住。,Accuracy
50256,1,肥壮,féi zhuàng,,,形,（庄稼、牲畜等）肥大而健壮,牧草肥壮｜肥壮的牲口,Stout and strong
50257,1,簿子,bù zi,,,名,供学习、工作时记事或做练习等用的本子,我买了个新簿子｜在簿子上记笔记,Notebook
50258,1,合照,hé zhào,,,动,一起照相,咱们合照一张吧,To take a group photo
50258,2,合照,hé zhào,,,名,一起照的相片,拍张合照,Group photo
50259,1,期终,qī zhōng,,,名,期末,期终考试快到了｜期终成绩很重要,End of term
50260,1,过堂,guò táng,,,动,旧指在公堂上接受审问,犯人被带去过堂｜过堂时他很紧张,To be tried in court
50263,1,倒毙,dǎo bì,,,动,倒地死亡,有人倒毙在路边｜饥荒中多人倒毙,To drop dead
50264,1,改换门庭,gǎi huàn mén tíng,,,,比喻另择新主或另找依靠,他决定改换门庭｜改换门庭另谋高就,To switch allegiance
50264,2,改换门庭,gǎi huàn mén tíng,,,,改变、提高家庭的社会地位,他想改换门庭光宗耀祖｜通过努力改换门庭,To improve family's social status
50266,1,欺辱,qī rǔ,,,动,欺负并侮辱,不许欺辱妇女,To bully and humiliate
50267,1,棋谱,qí pǔ,,,名,指用棋盘图和文字指导、分析怎样下棋的书或记录对局过程的图谱,他在研究围棋棋谱｜这本棋谱很有用,Chess manual
50268,1,伸腿,shēn tuǐ,,,动,指人死亡（含谐谑意）,他昨天伸腿走了｜老人终于伸腿了,To kick the bucket
50268,2,伸腿,shēn tuǐ,,,动,插足；介入,哪里有利，他就往哪里伸腿。,To meddle
50270,1,小炉匠,xiǎo lú jiàng,,,名,旧指走街串巷，从事锔锅、锔盆、焊接等工作的手艺人,小炉匠在修锅｜小炉匠手艺很好,Tinker
50271,1,觐见,jìn jiàn,,,动,朝见（君王）,大臣们觐见皇帝。｜他觐见国王时很紧张。,To have an audience with (a monarch)
50275,1,吸管,xī guǎn,,,名,利用空气压力抽吸液体的导管；也指吸食饮料时专用的细管,她用吸管喝果汁。｜吸管可以弯曲。,Straw
50278,1,胡人,hú rén,,,名,我国古代对北方或西域各民族人民的称呼,胡人擅长骑马射箭。｜唐朝有许多胡人商人。,Northern tribes (historical)
50281,1,摧枯拉朽,cuī kū lā xiǔ,,,,摧折枯草朽木（拉：摧毁）。比喻迅猛地摧毁腐朽势力,我军摧枯拉朽般获胜。｜改革势力摧枯拉朽。,To crush with overwhelming force
50282,1,少壮派,shào zhuàng pài,,,名,指在一个群体里年纪较轻、能力较强的一部分人,公司里少壮派很活跃。｜他是少壮派的代表。,Younger and more vigorous faction
50288,1,三班倒,sān bān dǎo,,,动,从事同一项工作的人员分成早、中、夜三个班组轮换上班,工厂实行三班倒制度。｜护士需要三班倒。,To work in three shifts
50290,1,老死不相往来,lǎo sǐ bù xiāng wǎng lái,,,,《老子》八十章：“邻国相望，鸡犬之声相闻，民至老死不相往来。”形容彼此从不联系，从不交往,他们老死不相往来。｜邻居老死不相往来。,To never have any contact with each other
50291,1,纳闷儿,nà mèn er,,,动,不明真相，心存疑团,哥哥没头没脑的批评，使他感到纳闷儿。,To feel puzzled
50292,1,群龙无首,qún lóng wú shǒu,,,,比喻在一群人当中没有一个领头的人,团队群龙无首很混乱。｜公司群龙无首。,A group without a leader
50294,1,工休,gōng xiū,,,动,工作一段时间后休息,明天我工休,To take a work break
50294,2,工休,gōng xiū,,,名,工作一个阶段后的休息时间,利用工休植树造林。,Work break (period)
50294,3,工休,gōng xiū,,,名,工间短暂的休息时间,利用工休10分钟开个碰头儿会。,Short work break
50295,1,纤尘,xiān chén,,,名,极微小的尘土,纤尘不染,Fine dust
50298,1,后福,hòu fú,,,名,未来的福分；晚年的福分,大难不死，必有后福｜子女都很孝顺，他真有后福。,Future blessings
50300,1,宣明,xuān míng,,,动,公开宣布或表明,宣明宗旨,To declare publicly
50302,1,下装,xià zhuāng,,,名,穿在下身的服装。如裤子、裙子等,她买了新下装。｜这条下装很合身。,Lower garment
50302,2,下装,xià zhuāng,,,动,卸装,演员正在下装。｜她下装后很轻松。,To remove stage makeup
50303,1,试表,shì biǎo,,,动,用体温计测试体温,护士给她试表。｜试表显示发烧。,To take temperature
50304,1,拓本,tà běn,,,名,装订成册的拓片,这本拓本很珍贵。｜他收藏拓本。,Rubbing book
50305,1,免俗,miǎn sú,,,动,摆脱世俗的拘束,在往来应酬方面难以免俗。,To be free from vulgarity
50306,1,金匾,jīn biǎn,,,名,用金色颜料题写文字的匾额,大殿中央挂着一块“普度众生”的金匾。,Gold plaque
50307,1,机宜,jī yí,,,名,根据客观态势所采取的相应对策,面授机宜,Guidelines
50311,1,章句,zhāng jù,,,名,古书的章节和句子,他研究古书章句。｜章句分析很重要。,Chapters and sentences
50311,2,章句,zhāng jù,,,名,分章析句解说古书的训诂体式（多用于书名）,《楚辞章句》,Textual commentary
50316,1,雪野,xuě yě,,,名,积雪覆盖的旷野,茫茫雪野,Snowfield
50318,1,蜉蝣,fú yóu,,,名,昆虫，体软弱，触角短，有翅两对。幼虫生活在水中，需1—3年或5—6年以上才能成熟；成虫寿命很短，只有数小时至一周左右，一般朝生暮死。,蜉蝣生命很短暂。｜湖面有蜉蝣飞舞。,Mayfly
50321,1,撼人心魄,hàn rén xīn pò,,,,震撼人的心灵,凄厉的哀号撼人心魄。,Soul-stirring
50324,1,水溶性,shuǐ róng xìng,,,名,可在水中溶化的性质。白糖、石碱、醋酸等都是水溶性物质,维生素C是水溶性。｜水溶性物质易吸收。,Water-soluble
50325,1,心慈手软,xīn cí shǒu ruǎn,,,形,形容对坏人坏事心存慈善，不忍严厉惩处,他心慈手软饶了贼。｜法官不能心慈手软。,Soft-hearted
50327,1,金科玉律,jīn kē yù lǜ,,,,原形容法律条文完美无缺（科、律：法律条文）；后指必须遵守、不能更改的法令或信条,这是公司的金科玉律。｜遵守金科玉律。,Golden rule
50328,1,有言在先,yǒu yán zài xiān,,,,指把话讲在前头,有言在先，谁也不许反悔。,Stated in advance
50329,1,血块,xuè kuài,,,名,块状的凝血,经手术，脑颅内部的血块已经取出。,Blood clot
50331,1,或然,huò rán,,,形,有可能却非必然,或然命题,Probable
