rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
35071,1,拔河,bá hé,,,动,一种体育运动。人数相等的两队各执长绳的一端，同时向相反的方向用力拉，把长绳中间的标志拉过规定界线的一方获胜,拔河比赛很激烈｜我们班拔河赢了,tug of war
35074,1,南征北战,nán zhēng běi zhàn,,,形,形容转战各地，打过许多仗,将军南征北战多年｜他南征北战立大功,fight north and south
35075,1,至爱,zhì ài,,,名,最爱的人或事物,读书成为他生活的至爱。,beloved person or thing
35075,2,至爱,zhì ài,,,形,最喜爱的；最热爱的,至爱儿女｜至爱亲朋,most beloved
35077,1,起拍,qǐ pāi,,,动,从某一价位开始拍卖,那幅画以20万元的价格起拍。,start bidding at
35078,1,补过,bǔ guò,,,动,补救过失,将功补过,make up for a fault
35079,1,分身,fēn shēn,,,动,指抽出时间或精力去做另外的事情（多用于否定）,我太忙，实在不能分身。,spare time/effort for something else
35080,1,原装,yuán zhuāng,,,形,由原生产单位封装后，未经启封的,原装白兰地,originally packaged
35080,2,原装,yuán zhuāng,,,形,由原生产单位整体生产，而不是其他单位组装的,购买原装彩色电视机。,originally manufactured
35081,1,风纪,fēng jì,,,名,作风和纪律,整肃风纪｜风纪严明,conduct and discipline
35085,1,上货,shàng huò,,,动,进货,老板上货去了,stock up on goods
35085,2,上货,shàng huò,,,动,把货物摆上柜台,柜台空了，马上上货。,display goods on counter
35086,1,黑奴,hēi nú,,,名,黑人奴隶；欧美殖民主义者对黑种人的蔑称,黑奴历史很悲惨｜解放黑奴是进步,black slave
35087,1,双关,shuāng guān,,,名,修辞手法，利用语言上多义或同音关系，使字面上是一种意思，暗中隐含另一种意思。分语义双关和谐音双关两种,这句话是双关语｜双关用得巧妙,double entendre
35088,1,药箱,yào xiāng,,,名,装药的箱子；特指医生出诊时携带的装有药物和简单医疗器械的小箱子,医生带着药箱｜药箱里药品齐全,medicine chest
35089,1,打理,dǎ lǐ,,,动,料理；经营,夫妻都上班，家里没人打理｜打理公司业务,manage
35091,1,重炮,zhòng pào,,,名,榴弹炮、加农炮、高射炮等重型大炮的统称,重炮火力强大｜重炮阵地很重要,heavy artillery
35092,1,连翘,lián qiáo,,,名,落叶灌木，枝条中空、下垂，单叶对生，呈卵形或长椭圆形，春季开黄花。果实和果壳可以做药材。本名“连”，又名“异翘”，故称连翘,连翘可以入药｜连翘花开得真美,forsythia (shrub)
35093,1,甲子,jiǎ zǐ,,,名,古代用十天干和十二地支依次相配（如甲子、乙丑、丙寅……）共得六十组，统称甲子，用以纪日和纪年。纪年时六十年为一个轮回，也叫一个甲子,今年是甲子年｜六十年一甲子,sexagenary cycle
35095,1,纪念封,jì niàn fēng,,,名,邮政部门为纪念重大事件、重要人物及其他有重要意义的事物等而发行的专供集邮者收藏的特制信封。上面印有纪念性的文字和图案,我收藏纪念封｜这个纪念封很珍贵,commemorative envelope
35096,1,防空洞,fáng kōng dòng,,,名,为防备空袭而挖的洞,防空洞很坚固｜躲进防空洞避难,air-raid shelter
35096,2,防空洞,fáng kōng dòng,,,名,比喻能掩护坏人、坏思想的处所或事物,这里成了防空洞｜不能做坏人的防空洞,cover for bad people/ideas
35098,1,圣诞树,shèng dàn shù,,,名,圣诞节用的一种装饰品，一般为杉、柏等常绿树。树上缀有彩色灯泡、蜡烛、玩具、礼品等。在家庭或集会上摆设,圣诞树真漂亮｜装饰圣诞树有趣,Christmas tree
35100,1,电信号,diàn xìn hào,,,名,用变化的电流或电磁波发出的信号,电信号在传输｜接收电信号,electrical signal
35101,1,笑柄,xiào bǐng,,,名,可以用来取笑的话语、行为或事情,当作笑柄,laughingstock
35102,1,不赖,bù lài,,,形,不坏；好,这孩子真不赖｜今天天气真不赖,not bad
35103,1,心焦,xīn jiāo,,,形,心里烦躁着急,为孩子心焦,anxious
35106,1,菲菲,fēi fēi,,,形,形容花草茂盛，香气浓郁,芳草菲菲,luxuriant and fragrant
35107,1,元音,yuán yīn,,,名,音素的一种。发音时声带颤动，气流经过口腔和咽头不受阻碍而发出的声音，如普通话语音的a、o、e、i、u、ü等,a是元音字母｜元音发音要准确,vowel
35108,1,从师,cóng shī,,,动,跟老师或师傅（学习）,她从师学习京剧程派唱腔。,study under a teacher
35109,1,歉收,qiàn shōu,,,动,收成比常年有所减少,今年旱情严重，肯定歉收。,have a poor harvest
35110,1,耳濡目染,ěr rú mù rǎn,,,形,形容经常听到见到，不知不觉中受到影响（濡：沾染）,他耳濡目染学会了｜在艺术家庭耳濡目染,be imperceptibly influenced
35111,1,春风得意,chūn fēng dé yì,,,,唐·孟郊《登科后》：“春风得意马蹄疾，一日看尽长安花。”形容考取进士后的得意心情。后用“春风得意”形容人们在工作、生活顺心或事业有成时志得意满的欢快情态,他最近春风得意｜春风得意马蹄疾,ride on the crest of success
35112,1,外层空间,wài céng kōng jiān,,,,指地球大气层以外的空间，不在任何国家管辖范围之内,探索外层空间｜外层空间很神秘,outer space
35114,1,千疮百孔,qiān chuāng bǎi kǒng,,,形,形容破坏严重；也比喻弊病很多,城墙千疮百孔｜制度千疮百孔,riddled with gaps and holes
35115,1,人之常情,rén zhī cháng qíng,,,,一般人都具有的心情或都懂得的情理,想念家乡是人之常情｜这是人之常情,normal human feelings
35116,1,天然橡胶,tiān rán xiàng jiāo,,,,由橡胶树割取的橡浆加工制成的高弹性高分子化合物。加工成形及硫化后，可制各种橡胶制品,天然橡胶弹性好｜轮胎用天然橡胶,natural rubber
35117,1,操之过急,cāo zhī guò jí,,,形,形容做事过于性急,做事不能操之过急｜他总是操之过急,act with undue haste
35119,1,说不过去,shuō bu guò qù,,,,情理上说不通；无法交代,大学生写那么多错别字实在说不过去。,unjustifiable
35120,1,喜形于色,xǐ xíng yú sè,,,,心里的喜悦流露在脸上,他喜形于色｜好消息让他喜形于色,beam with joy
35123,1,待岗,dài gǎng,,,动,企业职工离开原来的工作岗位后等待另行安排岗位,他在家待岗｜待岗期间要学习,await job assignment
35126,1,支边,zhī biān,,,动,支援边疆建设,青年踊跃支边｜支边建设祖国,support border areas
35127,1,不才,bù cái,,,名,指无能的人，常用来谦称自己,此文乃不才草撰,I (humble term)
35127,2,不才,bù cái,,,动,没有才能。常用来表示自谦,鄙人不才,incompetent
35128,1,煞白,shà bái,,,形,（面色）惨白，没有血色,他吓得脸色煞白｜病人面色煞白,deathly pale
35129,1,阔绰,kuò chuò,,,形,阔气；奢华,出手非常阔绰｜阔绰人家,extravagant
35130,1,切花,qiē huā,,,名,从植株上剪下的花枝，用来作插花或制作花篮、花圈等,这些切花很新鲜｜用切花装饰房间,cut flowers
35131,1,嫌恶,xián wù,,,动,嫌弃憎恶,遭人嫌恶,detest
35132,1,器用,qì yòng,,,名,泛指器皿用具,器用杂物,utensils
35133,1,盛传,shèng chuán,,,动,广泛流传,此事盛传已久｜盛传他要离职,be widely spread
35134,1,定级,dìng jí,,,动,确定级别或等级,给产品定级,To grade; to determine the level or rank
35135,1,下坠,xià zhuì,,,动,向下落,巨石下坠，危险异常。,To fall downward
35135,2,下坠,xià zhuì,,,动,特指腹部感觉沉重，似乎有东西要在腹内往下坠落,肚子一阵阵地下坠。,"To feel a sensation of heaviness in the abdomen, as if something is falling downward inside"
35137,1,油耗,yóu hào,,,名,（车辆、机器等）燃料油在单位时间或里程内的消耗量,油耗降低了20%。,Fuel consumption
35138,1,夹攻,jiā gōng,,,动,从相对的两个方向同时攻击一个目标,两路夹攻顽敌,To attack from two opposite directions simultaneously
35139,1,溜冰,liū bīng,,,动,滑冰,我们去溜冰｜溜冰要注意安全,To skate
35140,1,下厨,xià chú,,,动,去厨房（做饭做菜）,妈妈正在下厨｜今天爸爸下厨,To go to the kitchen (to cook)
35142,1,孤老,gū lǎo,,,名,单独生活的老人,社区关心孤老｜他是位孤老,A solitary elderly person
35144,1,征婚,zhēng hūn,,,动,通过媒体公开征求配偶,他在网上征婚｜征婚要真诚,To seek a spouse through media
35146,1,比邻,bǐ lín,,,动,位置紧挨着；邻近,两省比邻｜比邻而居,To be adjacent to; to neighbor
35146,2,比邻,bǐ lín,,,名,邻居；近邻,天涯若比邻,Neighbor; close neighbor
35147,1,尽心竭力,jìn xīn jié lì,,,,用尽心思，使出全力。形容做事非常努力认真,他尽心竭力工作｜尽心竭力完成任务,To exert all one's mind and energy; to do one's utmost
35149,1,功成名就,gōng chéng míng jiù,,,,指功业建立了，名声也得到了（就：完成）,他已功成名就｜功成名就退休,To achieve success and acquire fame
35150,1,形象思维,xíng xiàng sī wéi,,,,指在艺术创作和艺术鉴赏过程中，结合具体形象或感性材料。通过联想和想象进行创作、得到审美愉悦的思维活动和思维方式（跟“抽象思维”相区别）,艺术需要形象思维｜形象思维很重要,Imaginal thinking; thinking in terms of images
35153,1,人心惶惶,rén xīn huáng huáng,,,,人们的内心惶恐不安,谣言让人心惶惶｜人心惶惶不安,Everyone is filled with anxiety and fear
35155,1,炼狱,liàn yù,,,名,比喻险恶的境遇或磨炼人的艰苦环境,苦苦承受炼狱煎熬，才有了今日的成就。,Purgatory; an ordeal or harsh environment that tempers a person
35155,2,炼狱,liàn yù,,,名,天主教、东正教指人死后灵魂为赎罪而暂时受苦的地方，待炼尽罪过之后才能进入天国,炼狱是宗教概念｜经历炼狱般考验,"Purgatory (in Catholicism and Orthodoxy, a place where souls suffer temporarily to atone for sins before entering heaven)"
35157,1,蹼泳,pǔ yǒng,,,名,指这种游泳运动项目,蹼泳是竞技项目｜他擅长蹼泳,Fin swimming (the sport)
35157,2,蹼泳,pǔ yǒng,,,动,运动员戴水镜，口咬呼吸管，脚穿脚蹼，用两腿上下交替潜水前进,运动员在蹼泳｜蹼泳速度很快,"To swim with fins (using a mask, snorkel, and fins, moving by alternating leg movements underwater)"
35159,1,心窍,xīn qiào,,,名,指认识事物、思考问题的能力（古人以为心中有孔道相通，所以能思维）,鬼迷心窍｜心窍未开,Mind's aperture; the capacity for cognition and thought
35161,1,默念,mò niàn,,,动,默读,默念碑文,To read silently
35161,2,默念,mò niàn,,,动,默默思念,默念着祖母生前的音容笑貌。,To think of silently; to reminisce quietly
35163,1,伏笔,fú bǐ,,,名,文章或文艺作品中为后面的内容所作的暗示、铺垫等,这里是重要伏笔｜小说伏笔巧妙,Foreshadowing
35165,1,婚嫁,hūn jià,,,动,指男女结婚,婚嫁是人生大事｜准备婚嫁用品,To marry; marriage between a man and a woman
35167,1,顾盼,gù pàn,,,动,向左右或四周来回观看,顾盼自雄（自雄：自认为比众人高明）。,To look around; to glance left and right
35168,1,甩手,shuǎi shǒu,,,动,手前后摆动,甩手也是一种健身运动。,To swing one's hands back and forth
35168,2,甩手,shuǎi shǒu,,,动,比喻扔下不管，不闻不问,甩手掌柜｜事情还没有完，你别想甩手。,To wash one's hands of; to abandon and ignore
35169,1,软和,ruǎn huo,,,形,柔软；柔和,棉袄又轻又软和,Soft; gentle
35174,1,连根拔,lián gēn bá,,,连,同根一起拔掉；比喻全部铲除，彻底消灭,把杂草连根拔｜连根拔除毒瘤,To uproot; to pull out by the roots; to eradicate completely
35175,1,麻花,má huā,,,名,一种食品，把和（huó）好的面揉成条状，像麻绳一样拧在一起，经油炸而成,麻花又香又脆｜买根麻花吃,Fried dough twist (a food made by twisting dough into a rope-like shape and deep-frying)
35176,1,人力车,rén lì chē,,,名,特指一种人拉的车，有两个直径较大的橡胶车轮，车身前有两根长柄。主要用于载人。某些地区也说洋车、黄包车。,人力车是老物件｜坐人力车观光,"Rickshaw (a two-wheeled passenger vehicle pulled by a person, with large rubber wheels and long shafts)"
35176,2,人力车,rén lì chē,,,名,用人力牵引的车,人力车拉货很累｜用人力车运输,Human-powered vehicle
35177,1,俗文学,sú wén xué,,,名,我国古代的通俗文学。如歌谣、曲子、民间传说、话本、笑话等,俗文学很受欢迎｜研究古代俗文学,Folk literature
35178,1,水蒸气,shuǐ zhēng qì,,,名,由水气化或冰升华而成的气态的水,水蒸气往上冒｜壶嘴冒水蒸气,Water vapor
35179,1,水平线,shuǐ píng xiàn,,,名,向水平方向望去，天和水面交界的线,海天交界是水平线｜水平线很平直,Horizon (the line where the sky meets the water when looking horizontally)
35179,2,水平线,shuǐ píng xiàn,,,名,与铅垂线垂直的直线或与水平面平行的直线,画条水平线｜用水平仪找水平线,Horizontal line (a line perpendicular to the vertical or parallel to the horizontal plane)
35179,3,水平线,shuǐ píng xiàn,,,名,【水平】在某一方面达到的高度,达到新水平线｜提高业务水平线,Level (the height achieved in a certain aspect)
35180,1,矫情,jiǎo qíng,,,动,故意违反常情，以示与众不同,矫情自饰,To be affected; to deliberately go against common sense to show uniqueness
35183,1,定亲,dìng qīn,,,动,确定婚姻关系（旧时多由父母作主）,他们去年定亲｜定亲要送聘礼,"To become engaged (to determine a marriage relationship, often arranged by parents in the past)"
35184,1,绵长,mián cháng,,,形,延续久远；漫长,岁月绵长,Long; prolonged
35185,1,微缩,wēi suō,,,动,根据原物形状按一定比例缩小,圆明园微缩景观,To miniaturize; to reduce in size according to a certain proportion
35187,1,拂袖,fú xiù,,,动,把衣袖猛地一甩，表示不满或生气,拂袖而起｜拂袖而去,To flick one's sleeve (to show dissatisfaction or anger)
35188,1,各半,gè bàn,,,动,各占一半,优劣各半,To be half and half; each accounts for half
35188,2,各半,gè bàn,,,动,平分；各得一半,投资相等，利润各半。,To divide equally; each gets half
35189,1,扇形,shàn xíng,,,名,圆的两个半径所夹的部分,这个图形是扇形｜扇形面积怎么算,Sector (the part of a circle enclosed by two radii)
35190,1,摔打,shuāi da,,,动,抓在手里往地上或其他硬物上用力磕,拔下一墩花生，在地上摔打摔打。,
35190,2,摔打,shuāi da,,,动,比喻在实践中磨炼,青年人要到艰苦环境中去摔打才能成才。,To temper oneself through practice
35191,1,邮包,yóu bāo,,,名,通过邮局寄送的包裹,收到国外邮包｜邮包寄到了,Parcel; a package sent through the post office
35192,1,廉耻,lián chǐ,,,名,廉洁的作风和知羞耻的心理,贪赃枉法，毫无廉耻。,Integrity and shame
35193,1,度汛,dù xùn,,,动,度过汛期,安全度汛,To pass the flood season
35195,1,巧立名目,qiǎo lì míng mù,,,,为达到某种不正当的目的而想方设法编造理由，定出新的名义,巧立名目收费｜反对巧立名目,To invent all sorts of names (to devise clever pretexts for improper purposes)
35198,1,瞬时,shùn shí,,,名,一瞬间；霎时,台风来时，海浪瞬时可达八九米高。,Instant; momentary
35199,1,蛮干,mán gàn,,,动,鲁莽地干；不管实际情况而硬干,做事要动脑筋，不能蛮干。,Act recklessly
35200,1,怅惘,chàng wǎng,,,形,因失意或伤感而愁闷迷惘,神色怅惘,Disconsolate; feeling lost and sorrowful due to disappointment
35202,1,自成体系,zì chéng tǐ xì,,,名,本身就可以形成体系,这个理论自成体系｜他自成体系,Self-contained system; able to form its own system
35204,1,触雷,chù léi,,,动,碰上地雷或水雷；比喻接触到可能招致灾祸的危险事物,对这件大案要一查到底，不要怕触雷。,To hit a mine; to come into contact with something that may cause disaster
35205,1,摩肩接踵,mó jiān jiē zhǒng,,,,肩挨着肩，后面人的脚尖紧接着前面人的脚跟。形容行人众多，非常拥挤,街上摩肩接踵｜景区摩肩接踵,Shoulder to shoulder and heel to heel; extremely crowded with people
35207,1,惨无人道,cǎn wú rén dào,,,形,形容极其凶残，毫无人性,惨无人道的暴行｜敌人惨无人道,Brutal and inhuman
35208,1,半透明,bàn tòu míng,,,形,介于透明与不透明之间的,玻璃是半透明的｜半透明材质,Semi-transparent
35211,1,矫揉造作,jiǎo róu zào zuò,,,,把弯的变直，把直的变弯。形容装腔作势，故意做作,她矫揉造作｜矫揉造作不自然,Affected; artificially contrived
35212,1,丰衣足食,fēng yī zú shí,,,,吃的、穿的丰富充足。形容生活富裕,百姓丰衣足食｜过上丰衣足食生活,To have ample food and clothing; to live in abundance
35213,1,自相残杀,zì xiāng cán shā,,,,自己人之间相互杀害,兄弟自相残杀｜禁止自相残杀,To kill each other; internal strife leading to mutual killing
35214,1,如此而已,rú cǐ ér yǐ,,,,就是这样罢了,室内陈设简朴，一张写字台，两把木椅，一盏台灯，如此而已。,That's all there is to it; just like that
35217,1,飞地,fēi dì,,,名,位于甲行政区境内而隶属于乙行政区的土地，如在北京和天津两市包围中的大厂回族自治县和香河县是河北省的飞地,这是块飞地｜飞地归属特殊,"Enclave (land belonging to one administrative region but located within another, e.g., Dacheng Hui Autonomous County in Hebei surrounded by Beijing and Tianjin)"
35217,2,飞地,fēi dì,,,名,被包围在甲国境内而隶属于乙国的领土，如休达是摩洛哥境内的西班牙飞地,这块飞地属西班牙｜飞地问题复杂,"Exclave (territory of one country surrounded by another country, e.g., Ceuta, a Spanish exclave in Morocco)"
35218,1,野鸡,yě jī,,,形,指非正规的,野鸡学校,Irregular; unofficial
35218,2,野鸡,yě jī,,,名,指自行拉客的暗娼,打击野鸡现象｜野鸡站街拉客,Unlicensed prostitute; streetwalker
35218,3,野鸡,yě jī,,,名,雉1的通称,野鸡是保护动物｜看到野鸡飞过,Pheasant
35219,1,呈交,chéng jiāo,,,动,恭敬地交上,当面呈交,To submit respectfully; to present
35221,1,泳衣,yǒng yī,,,名,泳装,买件新泳衣｜泳衣要合身,Swimsuit
35223,1,初识,chū shí,,,动,刚认识,我和他只是初识，彼此还不了解。,First acquaintance
35224,1,心火,xīn huǒ,,,名,心里的怒气,强压心火,Inner anger; fury
35224,2,心火,xīn huǒ,,,名,中医指人体内热，症状为烦躁、口干、脉搏快、口舌生疮等,心火旺要调理｜他心火太重,"Internal heat (in traditional Chinese medicine, with symptoms like irritability, dry mouth, fast pulse, mouth sores)"
35225,1,走漏,zǒu lòu,,,动,泄露,走漏风声,To leak; to disclose
35225,2,走漏,zǒu lòu,,,动,走私漏税,严防走漏行为,To smuggle and evade taxes
35227,1,轧机,zhá jī,,,名,轧制金属材料的机械设备,轧机在运转｜新型轧机效率高,Rolling mill (equipment for rolling metal materials)
35229,1,禀告,bǐng gào,,,动,把事情告诉上级或长辈,禀告二老双亲,To report (to a superior or elder)
35231,1,黄羊,huáng yáng,,,名,哺乳动物，体长可达1.3米，角短，颈细长，尾短，肢细，体毛棕黄，有光泽。野生在草原和沙漠地带。分布于我国北方地区,黄羊在奔跑｜保护黄羊种群,Mongolian gazelle
35233,1,超车,chāo chē,,,动,同方向行驶的后面的车辆快速越过前面的车辆,拐弯时，不得超车。,To overtake (a vehicle passing another moving in the same direction)
35234,1,顺乎,shùn hū,,,动,顺应,顺乎民意,Conform to
35235,1,老朽,lǎo xiǔ,,,名,〈文〉谦词，用于老年人自称,先生过誉了，老朽实不敢当。,Old and decrepit (humble term for an elderly person to refer to themselves)
35235,2,老朽,lǎo xiǔ,,,形,（人）衰老陈腐,老朽愚钝,Senile and obsolete
35236,1,成虫,chéng chóng,,,名,发育成熟，能繁殖后代的昆虫。如蚕蛾是蚕的成虫,这是蚊子的成虫｜成虫会飞,Adult insect
35238,1,夜航,yè háng,,,动,（飞机或船只）夜间航行,船只夜间夜航｜夜航要注意安全,To navigate at night (by aircraft or ship)
35239,1,流散,liú sàn,,,动,流失散落；流离分散,流散的古籍善本已陆续搜集起来｜亲朋流散各地,
35242,1,毒犯,dú fàn,,,名,犯有制造、运输、贩卖毒品等罪行的人,缉拿毒犯,Drug offender
35243,1,无依无靠,wú yī wú kào,,,,没有可依靠的人,他无依无靠｜老人无依无靠,To have no one to rely on; completely alone
35244,1,徐步,xú bù,,,动,慢慢地从容地走,徐步庭前,To stroll slowly; to walk leisurely
35245,1,光能,guāng néng,,,名,光所具有的能量,把电能转变成光能。,Light energy
35246,1,平装,píng zhuāng,,,形,书籍装订用单层纸做封面、书脊不成弧形的（跟“精装”相对）,平装书｜平装本,"Paperback (book binding with a single-layer paper cover and flat spine, as opposed to hardcover)"
35247,1,唱盘,chàng pán,,,名,原指唱机上承托唱片的圆盘；今也指唱片,黑胶唱盘在转｜收藏老唱盘,Turntable (the rotating plate on a record player); also refers to records
35248,1,主理,zhǔ lǐ,,,动,主持料理,主理家务｜由名厨主理,To manage; to take charge of
35249,1,环山,huán shān,,,动,被山环抱着,环山抱水，风景秀丽。,To be surrounded by mountains
35249,2,环山,huán shān,,,动,围绕着山,汽车环山盘行,To encircle a mountain; to go around a mountain
35251,1,积怨,jī yuàn,,,名,积压很久的怨恨,心中积怨难消,Accumulated resentment; long-held grudge
35251,2,积怨,jī yuàn,,,动,积聚怨恨,两人积怨已久,To accumulate resentment
35252,1,静候,jìng hòu,,,动,耐心安静地等候,静候佳音,To wait quietly; to await patiently
35253,1,飞禽,fēi qín,,,名,会飞的鸟类；泛指鸟类,飞禽种类很多｜观察飞禽习性,Birds
35254,1,顺流,shùn liú,,,副,顺着水流的方向,顺流而下,Downstream; with the current
35256,1,惹事,rě shì,,,动,引起事端或麻烦,这孩子在外面从不惹事。,To stir up trouble; to cause a disturbance
35258,1,前赴后继,qián fù hòu jì,,,,前面的人冲上去了，后面的人也紧跟上去。形容奋勇向前，连续不断,前赴后继冲锋｜前赴后继救灾,One after another
35259,1,坑坑洼洼,kēng keng wā wā,,,形,形容地面或物体表面高低不平,这条路坑坑洼洼，很难走。,Bumpy and uneven
35262,1,速战速决,sù zhàn sù jué,,,,快速发起战斗，并快速取得胜利；比喻做事迅速动手，迅速完成,速战速决取胜｜工作要速战速决,"Swift battle, swift decision"
35263,1,见死不救,jiàn sǐ bù jiù,,,,看见别人陷入困境甚至面临死亡而不去救援,不能见死不救｜他见死不救可耻,See someone in mortal danger but not rescue
35266,1,一纸空文,yī zhǐ kōng wén,,,,只是一张写在纸上却不能兑现的空头文书、条约、计划、规划等,规定成一纸空文｜计划成一纸空文,A mere scrap of paper
35267,1,绸子,chóu zi,,,名,丝织品，质地薄而软,这件绸子衣服很柔软｜她喜欢绸子的光滑手感,Silk fabric
