rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
15030,1,闭塞,bì sè,,,形,消息不灵通；知道的事少,消息闭塞,unenlightened
15030,2,闭塞,bì sè,,,形,偏僻；交通不顺畅,修了公路，山村不再闭塞。,remote
15030,3,闭塞,bì sè,,,动,堵塞,通风口闭塞,block up
15031,1,倒数,dào shǔ,,,动,从后往前数,排在倒数第三位,count down
15031,2,倒数,dào shù,,,名,数学上指两个数之间的一种关系。当一个数不等于零，而另一个数等于1除以这个数，则这两个数互为倒数。如1/8的倒数是8，5的倒数是1/5,5的倒数是1/5｜这两个数互为倒数,reciprocal
15032,1,泥泞,ní nìng,,,形,形容有烂泥而难以行走的样子,泥泞的乡间小道,muddy
15032,2,泥泞,ní nìng,,,名,淤积起来的烂泥,他踏着泥泞，艰难地走上堤坝。,mud
15033,1,新课,xīn kè,,,名,新开设的课程；第一次开讲的课程,这学期开了新课｜新课的内容很有趣,new course
15034,1,长工,cháng gōng,,,名,旧指在同一地主或富农家连续受雇出卖劳动力半年以上的农民,他在地主家做长工｜长工的工作很辛苦,long-term laborer
15035,1,可可,kě kě,,,名,用可可粉冲制的饮料,我喜欢喝热可可｜这杯可可很香甜,cocoa
15035,2,可可,kě kě,,,名,可可树果实制成的粉末；可可粉,用可可做蛋糕｜可可粉味道浓郁,cocoa powder
15035,3,可可,kě kě,,,名,常绿乔木，叶椭圆形，花萼红色，花瓣黄色，果实呈卵形，红、黄或褐色，成熟后制成粉可做饮料，榨出的油供药用,可可树生长在热带｜可可的果实可制饮料,cacao tree
15036,1,江东,jiāng dōng,,,名,古指长江下游芜湖、南京以下的南岸地区,项羽无颜见江东父老｜江东地区很富庶,east of the Yangtze River
15036,2,江东,jiāng dōng,,,名,特指三国时期孙权统治的吴国,孙权统治着江东｜江东是吴国的根据地,Eastern Wu
15038,1,台地,tái dì,,,名,四周为陡坡的平坦开阔的高地,这片台地很平坦｜台地四周是陡坡,tableland
15039,1,供求关系,gōng qiú guān xi,,,,市场供应量同市场需求量之间的比例关系。它是决定商品价格及其变化的主要因素,供求关系影响价格｜市场供求关系要平衡,supply-demand relationship
15040,1,麦子,mài zi,,,名,麦的籽实,田里种着麦子｜麦子已经成熟了,wheat grain
15040,2,麦子,mài zi,,,名,麦的通称,今年麦子收成好｜麦子是一种粮食作物,wheat
15042,1,就诊,jiù zhěn,,,动,就医,他去医院就诊｜就诊需要提前预约,seek medical treatment
15043,1,配送,pèi sòng,,,动,营销方式的一种。按照客户需求，将相关货物搭配成套并负责运送,办公用品由我公司负责配送。,distribution
15044,1,天文台,tiān wén tái,,,名,从事天文观测和研究的机构,天文台观测星空｜他在天文台工作,observatory
15045,1,开馆,kāi guǎn,,,动,某些以“馆”命名的文化体育场所开门接纳群众,图书馆上午8点开馆。,open to the public
15046,1,装潢,zhuāng huáng,,,动,本指用黄檗汁染的纸来装裱书画；现泛指装饰物品、房屋等，使美观,客厅装潢得很时尚｜装潢门面,decorate
15046,2,装潢,zhuāng huáng,,,名,指物品外表的装饰,美观的装潢赢得客户的青睐。,decoration
15047,1,己任,jǐ rèn,,,名,自己的义务或责任,以振兴中华为己任。,one's own duty
15048,1,枯竭,kū jié,,,动,（水源）断绝,长江之水，永不枯竭。,dry up
15048,2,枯竭,kū jié,,,动,比喻用尽而没有来源,财源枯竭｜文思枯竭,exhaust
15049,1,展台,zhǎn tái,,,名,展厅里陈列展品的台子,展台上陈列着新产品｜这个展台设计精美,display stand
15052,1,必然性,bì rán xìng,,,名,指由事物的本质规定的联系和确定不移的发展趋势（跟“偶然性”、“或然性”、“盖然性”相区别）,这是历史发展的必然性｜必然性不可抗拒,necessity
15053,1,感召,gǎn zhào,,,动,（政策、精神等的力量）使思想上受到触动而有所觉悟,祖国优秀的传统文化具有强大的感召力量。,inspire
15054,1,爆出,bào chū,,,动,令人意想不到地突然出现,爆出丑闻,break out
15055,1,调拨,diào bō,,,动,（物品）从一方调出拨付给另一方,调拨救灾物资,allocate
15055,2,调拨,diào bō,,,动,（人员）调动安排,这些民工全由你们调拨指挥。,transfer
15056,1,宰相,zǎi xiàng,,,名,我国封建时代对君主负责、总揽政务的最高官员，历代所用的官名和职权各有不同,宰相肚里能撑船｜他是当朝宰相,prime minister
15058,1,理当,lǐ dāng,,,动,按照道理应当,朋友患病，理当前去探望。,ought to
15061,1,后起,hòu qǐ,,,形,指新生长发展起来的或后出现的,后起之秀｜后起的青年画家,newly emerging
15062,1,愈加,yù jiā,,,副,越发；更加（多用于书面语）,脸色愈加严肃｜雨愈加大了,increasingly
15063,1,腹泻,fù xiè,,,动,指大便次数增多，且稀薄呈水状，或带脓、带血，并伴有腹痛。由肠道感染或消化机能障碍引起,他腹泻很严重｜吃了不洁食物导致腹泻,diarrhea
15065,1,循序渐进,xún xù jiàn jìn,,,,有步骤地逐步深入或提高,学习要循序渐进｜做事要循序渐进,step by step
15066,1,不折不扣,bù zhé bù kòu,,,,一点也不打折扣。表示完全、十足。,他是个不折不扣的好人｜这是不折不扣的谎言,without any discount
15067,1,诉诸,sù zhū,,,动,指采用某种方法,诉诸法律｜诉诸武力,resort to
15067,2,诉诸,sù zhū,,,动,把想说的话说给（别人）（诸：“之”、“于”的合音）,诉诸同道,appeal to
15068,1,凡人,fán rén,,,名,平常的人,凡人小事,ordinary person
15068,2,凡人,fán rén,,,名,指尘世间的人,我们都是凡人｜凡人皆有缺点,mortal
15069,1,房东,fáng dōng,,,名,出租或出借房屋的人（跟“房客”相区别）,房东来收房租｜房东很友善,landlord
15070,1,打中,dǎ zhòng,,,动,打在目标上,打中要害,hit the target
15071,1,稻草,dào cǎo,,,名,脱粒后的稻秆；比喻无用之物,稻草垛｜救命稻草,rice straw
15074,1,装扮,zhuāng bàn,,,动,装饰；打扮,装扮起来越发漂亮了｜装扮入时,dress up
15074,2,装扮,zhuāng bàn,,,动,化装；假扮,装扮成顾客进行暗访。,disguise
15075,1,展缓,zhǎn huǎn,,,动,延缓,展缓执行,postpone
15076,1,转告,zhuǎn gào,,,动,把一方的话或情况告诉另一方,这里的情况，请代为转告。,pass on
15077,1,异样,yì yàng,,,形,不正常的；特别的,异样的感觉｜他的言谈举止有些异样。,unusual
15077,2,异样,yì yàng,,,形,两样；不同,他的脾气和年轻时没有什么异样。,different
15078,1,台球,tái qiú,,,名,球类运动项目，在特制的长方形台子上用硬木球杆儿击球。,他喜欢打台球｜台球是一项高雅运动,billiards
15078,2,台球,tái qiú,,,名,台球运动所用的实心球。,台球是实心的｜这个台球很重,billiard ball
15079,1,草本,cǎo běn,,,名,植物的一大类，茎内木质部不发达,这种植物属于草本。,herbaceous plant
15079,2,草本,cǎo běn,,,名,底稿；原稿,档案馆保存了大量的文件草本。,manuscript
15081,1,竹林,zhú lín,,,名,大面积竹子丛生的地方,竹林里很凉爽｜熊猫生活在竹林,bamboo forest
15084,1,儒学,rú xué,,,名,儒家的学说,儒学影响深远｜他研究儒学,Confucianism
15085,1,重头,zhòng tóu,,,名,分量重的一端或重要的部分,我抬重头｜他的戏在全剧中占重头。,important part
15085,2,重头,zhòng tóu,,,形,比喻最有力或最重要的,重头人物｜重头戏,key
15086,1,顶级,dǐng jí,,,形,最高级的,顶级龙井｜顶级专家,top-level
15087,1,验方,yàn fāng,,,名,中医指经临床验证疗效显著的现成药方,这个验方很有效｜老中医开了验方,proven prescription
15089,1,窑洞,yáo dòng,,,名,依土崖开掘的拱形洞，多见于我国西北黄土高原地区，可供人居住,窑洞冬暖夏凉｜黄土高原有窑洞,cave dwelling
15090,1,心急,xīn jí,,,形,心里着急,叫人等得很心急,impatient
15091,1,霞光,xiá guāng,,,名,阳光透过云雾折射出的彩色光芒,霞光四射,sunlight through clouds
15092,1,胡须,hú xū,,,名,【胡子】嘴周围（有的连着鬓角）长的毛,他留着长长的胡须｜胡须需要经常修剪,beard
15093,1,强者,qiáng zhě,,,名,指能战胜困难和挫折的坚强的人,生活的强者,strong person
15094,1,胆量,dǎn liàng,,,名,不怕危险或敢于冒险的精神；勇气,胆量非凡｜缺乏胆量,courage
15095,1,喧嚣,xuān xiāo,,,形,声音嘈杂,繁华而喧嚣的街市。,noisy
15095,2,喧嚣,xuān xiāo,,,动,吵闹；喧嚷,喧嚣了一整天,to make a clamor
15096,1,珠子,zhū zi,,,名,像珠子的颗粒物,算盘珠子｜汗珠子,bead-like particles
15096,2,珠子,zhū zi,,,名,珍珠,她戴着珍珠珠子｜这颗珠子很圆润,pearl
15098,1,成药,chéng yào,,,名,制药部门按照配方制成的、可以直接服用的药品（跟“方药”相区别）,这是常见成药｜成药服用方便,prepared medicine
15099,1,摆设,bǎi she,,,名,摆放、陈设的物品,家里的摆设很时髦。,decorative items
15099,2,摆设,bǎi she,,,名,比喻不起作用的事物,这个管委会纯粹是个摆设，什么事也管不了。,something for show only
15099,3,摆设,bǎi shè,,,动,摆放；陈设,摆设展品,to display; to arrange
15100,1,没落,mò luò,,,动,衰败；走向衰亡,日趋没落,to decline; to wane
15101,1,指针,zhǐ zhēn,,,名,钟表上指示时间的时针、分针和秒针；仪表上指示度数的针,指针指向十二点｜仪表指针在动,indicator needle
15101,2,指针,zhǐ zhēn,,,名,比喻辨别方向、指导行动的依据,这份文件是当前工作的指针。,guiding principle
15102,1,订阅,dìng yuè,,,动,预先付款订购将要出版的报纸、期刊等,喜欢本刊的读者，请速到邮局订阅。,to subscribe
15103,1,街区,jiē qū,,,名,由若干条街道形成的一片区域，面积一般不很大（跟城市的行政区不一定吻合）,这片街区里有个很大的农贸市场。,block (of streets)
15104,1,路灯,lù dēng,,,名,安装在路边的照明灯,路灯照亮了街道｜夜晚路灯很亮,street light
15105,1,本分,běn fèn,,,形,形容安于自己所处的环境、地位，无非分要求和想法,爸爸是个本分人,content with one's lot
15105,2,本分,běn fèn,,,名,分内的责任和义务,教书育人是教师的本分。,one's duty
15106,1,定做,dìng zuò,,,动,专为某人或某事制作,这套衣服是定做的。,to have something made to order
15107,1,投篮,tóu lán,,,动,篮球运动中运动员把球投向篮筐，投入者得分,双手投篮｜练习投篮,to shoot (a basket)
15109,1,合同制,hé tong zhì,,,名,以签订合同的方式处理相互间的经济关系，确定双方或数方权利和义务的制度,我们实行合同制｜合同制保障权益,contract system
15110,1,强弱,qiáng ruò,,,形,强大和弱小,国家不分大小、强弱，一律平等。,strong and weak
15110,2,强弱,qiáng ruò,,,名,（声音、光线等的）强度,要注意发音的强弱变化。,intensity
15111,1,宾语,bīn yǔ,,,名,语法上指受动词支配、关涉或受介词引导的成分。在现代汉语中，宾语一般在动词或介词后面。如“尊敬师长”中的“师长”，“他写信”中的“信”，“对他很好”中的“他”,"""读书""的宾语是""书""｜宾语在动词后面",object (grammar)
15112,1,胆识,dǎn shí,,,名,胆量和见识,胆识过人,courage and insight
15113,1,耐人寻味,nài rén xún wèi,,,,经得起细细品味。指意味深长，值得仔细琢磨,这句话耐人寻味｜这个故事耐人寻味,thought-provoking
15114,1,家居,jiā jū,,,名,家庭居室,家居风格,home
15114,2,家居,jiā jū,,,动,没有工作，在家闲住,家居数月，甚觉无聊。,to stay at home (unemployed)
15115,1,阵亡,zhèn wáng,,,动,在战场上牺牲,他在战场上阵亡｜许多战士阵亡了,to die in battle
15117,1,散开,sàn kāi,,,动,（集中在一起的人或物）向四处分散,看热闹的人都散开了。,to disperse
15118,1,获益,huò yì,,,动,得到好处和利益,获益匪浅,to benefit
15119,1,麻雀,má què,,,名,鸟，喙黑色，头、颈部栗褐色，背部有细碎的黑褐色斑点或条纹。不能远飞，只会跳不会走，多栖息于屋檐下或柴草、树洞中，食谷米、草籽、小昆虫等。俗称家雀儿（qiǎor）。,麻雀在枝头跳跃｜麻雀是常见鸟类,sparrow
15119,2,麻雀,má què,,,名,某些地区指麻将。,他们在一起打麻雀｜麻雀是种棋牌游戏,mahjong (in some regions)
15120,1,集约化,jí yuē huà,,,动,广泛采用集约经营的方式,提高集约化、社会化程度。,"to intensify (agriculture, etc.)"
15121,1,向阳,xiàng yáng,,,动,向着太阳，一般指朝南,这间屋子向阳｜阳台向阳很暖和,facing the sun
15123,1,世世代代,shì shì dài dài,,,,一代又一代；许多世代,两国人民世世代代友好下去。,for generations
15124,1,万能,wàn néng,,,形,无所不能,金钱并不万能,omnipotent
15124,2,万能,wàn néng,,,形,有多种功能的,万能胶,versatile
15125,1,助教,zhù jiào,,,名,高等学校教师的初级职称,他是大学助教｜助教协助教授工作,teaching assistant
15126,1,居留,jū liú,,,动,留下居住,居留上海多年,to reside
15127,1,香水,xiāng shuǐ,,,名,化妆用品，由香料、酒精和蒸馏水等配制而成,她喷了香水｜这瓶香水很香,perfume
15128,1,漂浮,piāo fú,,,动,漂,漂浮植物｜花瓣漂浮在水面上。,to float
15130,1,老公,lǎo gōng,,,名,某些地区称丈夫,她老公很体贴｜老公下班回来了,husband (in some regions)
15130,2,老公,lǎo gong,,,名,太监的俗称,古代皇宫里有老公｜老公是太监的别称,eunuch (colloquial)
15131,1,有赖,yǒu lài,,,动,需要依赖（于）,市场机制的完善，有赖于社会诚信体系的建立。,to depend on
15132,1,纷纭,fēn yún,,,形,多而杂乱,众说纷纭｜思绪纷纭,diverse and confused
15133,1,共性,gòng xìng,,,名,哲学上指某类事物共同具有的普遍性质，决定这类事物发展的基本趋势（跟“个性”相区别）,这是它们的共性｜共性需要总结,commonality
15134,1,增高,zēng gāo,,,动,增加高度,个头儿明显增高,to increase in height
15134,2,增高,zēng gāo,,,动,提高,产值在不断增高,to raise; to enhance
15135,1,长龙,cháng lóng,,,名,比喻人、车辆等排成的长队,排队的人排成长龙｜车辆排成长龙,long queue
15136,1,屋脊,wū jǐ,,,名,屋顶上两个斜面相交形成的条形隆起部分,屋脊上有装饰｜屋脊是屋顶最高处,ridge of a roof
15137,1,时辰,shí chen,,,名,时间；时候,都什么时辰了，还不起床!,time; moment
15137,2,时辰,shí chen,,,名,旧时计算时间的单位。把一昼夜平分为十二段，每一段叫一个时辰，以十二地支命名，每个时辰合现在的两小时。从半夜十一点至一点为子时，一点至三点为丑时，依此类推,时辰是古代计时单位,traditional two-hour time unit
15139,1,贯注,guàn zhù,,,动,（精神、精力等）集中到一点上,全神贯注,to concentrate (one's energy)
15139,2,贯注,guàn zhù,,,动,（说话或行文）连贯,一气呵成，前后贯注。,to be coherent
15141,1,流星,liú xīng,,,名,星际空间的固体块和尘粒闯入地球大气层时，同大气摩擦燃烧形成的飞速划过天空的光迹。俗称贼星,夜空中划过流星｜流星许愿很浪漫,meteor
15141,2,流星,liú xīng,,,名,杂技的一种，把水碗或火球拴在长绳两端，手持长绳中段，使水碗或火球在空中飞舞而水不溢、火不灭。因形似流星锤，故称,他在表演流星杂技｜流星杂技很精彩,meteor juggling (acrobatics)
15141,3,流星,liú xīng,,,名,古代一种兵器，在铁链两端各系一铁锤,流星是古代兵器｜流星锤很厉害,meteor hammer (weapon)
15142,1,林火,lín huǒ,,,名,森林里的火种；也指森林火灾,林火管制｜扑灭林火,forest fire
15143,1,植入,zhí rù,,,动,用外科手术或穿刺方法，将材料放入生物体内,植入心脏起搏器,to implant (surgically)
15143,2,植入,zhí rù,,,动,在影视剧、游戏等中融入商家的标志性产品或相关服务,植入广告,to place (product in media)
15144,1,喂养,wèi yǎng,,,动,给幼儿或动物东西吃，照料使长大,喂养孩子｜喂养牲口,to feed; to raise
15145,1,点将,diǎn jiàng,,,动,原指主帅点名指派将官执行任务；现也比喻领导指定某人执行任务,教练开始点将｜领导点将让他去,to appoint (a task)
15146,1,召回,zhào huí,,,动,生产单位将已售出的不合质量要求的产品主动回收修理或更换,厂家召回问题产品｜汽车被召回维修,to recall (faulty products)
15146,2,召回,zhào huí,,,动,把派出的人员叫回来,召回驻该国大使,to recall (personnel)
15148,1,忧心忡忡,yōu xīn chōng chōng,,,,心事重重，忧虑不安（忡忡：形容忧愁不安的样子）,他忧心忡忡的样子｜她为考试忧心忡忡,deeply worried
15150,1,小商品,xiǎo shāng pǐn,,,名,指价值较低的商品。如小百货、小五金、小件文化用品等,这里卖各种小商品｜小商品价格便宜,small commodities
15151,1,技师,jì shī,,,名,技术人员的职称，相当于初级工程师或高级技术员,他是工厂技师｜技师技术很好,technician
15152,1,恶人,è rén,,,名,心肠狠毒的人；坏人,恶人先告状,evil person
15152,2,恶人,è rén,,,名,指得罪人的人,有意见就提，不要怕当恶人。,person who offends others
15153,1,电费,diàn fèi,,,名,消耗电能应支付的费用,这个月电费很贵｜要节约用电省电费,electricity bill
15154,1,创举,chuàng jǔ,,,名,前所未有的具有重大意义的举动或事业,登上月球是人类一大创举。,groundbreaking act
15155,1,奖台,jiǎng tái,,,名,颁奖、领奖的台子；摆放奖品的台子,他站在奖台上｜奖台上摆着奖杯,podium (for awards)
15156,1,战局,zhàn jú,,,名,交战双方力量对抗所形成的局势；也用于比喻,战局对我方有利｜战局发生变化,war situation
15157,1,醒悟,xǐng wù,,,动,从迷惑、迷惘中清醒、觉悟过来,帮助他尽快醒悟,to come to realize
15158,1,下部,xià bù,,,名,指身体或物体靠下面的部分,物体下部受损｜下部需要加固,lower part
15158,2,下部,xià bù,,,名,指分为多部的小说、影视作品等的最后一部或靠后的一部,这是电影下部｜小说下部更精彩,sequel (of a work)
15158,3,下部,xià bù,,,名,特指人的阴部,下部需要保持清洁｜医生检查下部,private parts (euphemism)
15160,1,卫生间,wèi shēng jiān,,,名,有卫生设备的房间；厕所,卫生间很干净｜去卫生间洗手,bathroom; toilet
15161,1,通行证,tōng xíng zhèng,,,名,准许在规定区域出入的证件,边境通行证｜特区通行证,pass (permit)
15162,1,发文,fā wén,,,动,发出公文,单位发文通知｜发文要求整改,to issue a document
15162,2,发文,fā wén,,,名,发出的公文,这是最新发文｜发文已经下达,issued document
15163,1,受难,shòu nàn,,,动,遭受灾难,营救受难人员,to suffer
15164,1,发酵,fā jiào,,,动,复杂的有机物质（如面粉）在微生物（如酵母菌）的作用下被分解。发面、酿酒等都是发酵的应用,面团正在发酵｜发酵需要时间,to ferment
15165,1,禁赛,jìn sài,,,动,因违反竞赛规定而禁止参加比赛,红牌罚下，禁赛一场。,to ban from competition
15166,1,华工,huá gōng,,,名,旧指我国在国外出卖劳动力的人,华工在国外打工｜华工很辛苦,Chinese laborer (historical)
15167,1,畜产品,xù chǎn pǐn,,,名,畜牧业产品的统称。如肉、蛋、乳等副食品，皮、毛、羽、骨等轻工业原料,出口畜产品｜畜产品加工,livestock products
15168,1,先秦,xiān qín,,,名,指秦统一以前的历史时期；多指春秋战国时期,先秦散文,pre-Qin period
15169,1,随心,suí xīn,,,形,称心；适意,随心如意,as one wishes
15171,1,内销,nèi xiāo,,,动,产品在本国或本地市场销售（跟“外销”相区别）,出口转内销,domestic sales
15172,1,手心,shǒu xīn,,,名,手掌的中心部位,手心出了很多汗｜手心朝上,palm (of hand)
15172,2,手心,shǒu xīn,,,名,比喻控制的范围,他在我的手心里｜逃不出他的手心,sphere of control
15173,1,拱手,gǒng shǒu,,,动,【拱】两手在胸前合抱，表示敬意,拱手而立｜拱手相让,to cup one hand in the other (salutation)
15175,1,沉甸甸,chén diàn diàn,,,形,形容沉重,沉甸甸的谷穗｜试验又一次失败了，心里沉甸甸的。,heavy
15177,1,花木,huā mù,,,名,花草树木；也特指供观赏的花草树木,园里种满花木｜花木需要修剪,flowers and trees
15179,1,兵士,bīng shì,,,名,士兵,兵士们在训练｜兵士很勇敢,soldier
15180,1,第一流,dì yī liú,,,形,最优秀的；头等的,第一流产品,first-rate
15181,1,生油,shēng yóu,,,名,没有熬过的油,这是生油不能直接吃｜生油需要加热,unrefined oil
15182,1,实属,shí shǔ,,,动,确实是,实属必要,to truly be
15183,1,文稿,wén gǎo,,,名,各类文章的草稿,文稿需要修改｜他正在写文稿,draft (of writing)
15183,2,文稿,wén gǎo,,,名,稿件,推荐文稿,manuscript
15186,1,根治,gēn zhì,,,动,彻底治愈,他的脚气已经得到根治。,to cure completely
15186,2,根治,gēn zhì,,,动,从根本上治理,根治海河,eradicate
15187,1,抗病,kàng bìng,,,动,抵抗病害,抗病力很强,resist disease
15188,1,说教,shuō jiào,,,动,比喻枯燥生硬地空谈道理,他的说教叫人厌烦。,preach
15188,2,说教,shuō jiào,,,动,（宗教徒）宣传教义,他在说教｜说教让人厌烦,preach
15189,1,头颅,tóu lú,,,名,头；脑袋,抛头颅，洒热血,head
15190,1,记忆力,jì yì lì,,,名,记住事物的能力,记忆力衰退,memory
15191,1,默默无闻,mò mò wú wén,,,形,形容没有名气，不被人知道,他默默无闻地工作｜默默无闻的奉献者,unknown
15192,1,自始至终,zì shǐ zhì zhōng,,,,从开始到结束,自始至终他都在｜会议自始至终很顺利,from beginning to end
15194,1,统领,tǒng lǐng,,,动,率领,统领全军｜统领作战部队,lead
15194,2,统领,tǒng lǐng,,,名,居统领地位的军官,他是军队统领｜统领指挥作战,commander
15195,1,号角,hào jiǎo,,,名,古代军中传递信号或号令用的响器，多用兽角或竹木制成；后泛指喇叭一类的吹奏乐器,号角已经吹响｜号角声很嘹亮,bugle
15196,1,婚姻法,hūn yīn fǎ,,,名,国家制定的有关婚姻和家庭关系的法律,婚姻法保障权益｜学习婚姻法知识,marriage law
15196,2,婚姻法,hūn yīn fǎ,,,名,特指《中华人民共和国婚姻法》,中国有婚姻法｜婚姻法很重要,Marriage Law of the People's Republic of China
15197,1,羊绒,yáng róng,,,名,山羊腹部的绒毛，纤维柔软细密，是上等的纺织原料,羊绒大衣很暖和｜羊绒是珍贵面料,cashmere
15199,1,口罩,kǒu zhào,,,名,罩在嘴和鼻子上用以防止风寒、灰尘或病菌侵入的一种卫生用品，一般用纱布缝制而成,出门要戴口罩｜口罩能防病菌,face mask
15200,1,必得,bì děi,,,副,必须；一定要,我去不解决问题，必得你亲自出马。,must
15202,1,搅拌,jiǎo bàn,,,动,用手或工具拌和（huò），使混合物均匀,肉馅儿加上调料后要使劲搅拌。,stir
15203,1,下作,xià zuo,,,形,卑鄙下流,下作小人,despicable
15205,1,情意,qíng yì,,,名,感情；心意,深厚的情意,affection
15206,1,干啥,gàn shá,,,动,做什么,别人干啥，我就跟着干啥。,do what
15206,2,干啥,gàn shá,,,代,为什么,你干啥不去?,why
15207,1,大黄,dàhuáng dàihuáng,,,名,多年生草本植物，大叶，开淡绿色或黄白色小花，茎直立。地下块根可以做药材,大黄是中药材｜大黄可以入药,rhubarb
15208,1,匕首,bǐ shǒu,,,名,短剑之类的兵器，因其上端像匕，故称,鲁迅的杂文像匕首投枪｜图穷匕首见（xiàn）,dagger
15209,1,自查,zì chá,,,动,自我检查,需要自查自纠｜自查发现问题,self-check
15210,1,游船,yóu chuán,,,名,载客游览的船,我们在湖上坐游船｜游船很舒适,pleasure boat
15211,1,班组,bān zǔ,,,名,班和组的合称，是企业中最小的基层生产单位,班组开会讨论｜他是班组长,team and group
15212,1,憎恨,zēng hèn,,,动,憎恶；痛恨,憎恨侵略者,hate
15213,1,枪毙,qiāng bì,,,动,用枪打死（多用于执行死刑）,罪犯被枪毙了｜依法枪毙犯人,execute by shooting
15213,2,枪毙,qiāng bì,,,动,比喻建议、文章等被否定或不予发表（多含谐谑意）,他的建议被枪毙了。,reject
15214,1,密布,mì bù,,,动,稠密地分布,乌云密布｜岗哨密布,densely distributed
15215,1,甲骨文,jiǎ gǔ wén,,,名,已发现的最早的成系统的汉字字体，是殷商时代刻在龟甲和兽骨上的文字，内容多为占卜的记录,甲骨文很古老｜研究甲骨文,oracle bone script
15216,1,副业,fù yè,,,名,主要事业之外附带从事的事业。如农民在种田以外从事的养猪、编筐、采药等,养猪是他的副业｜副业增加收入,sideline
15217,1,经学,jīng xué,,,名,训解或阐述儒家经典的学问。形成于汉代，汉武帝后成为封建文化的正统，至清代历经两千余年,他研究经学｜经学是传统学问,study of Confucian classics
15218,1,集散地,jí sàn dì,,,名,本地区的货物等集中外运、外地运入的货物等由此分散到本地区各地的地方。集散地多因交通便利和其他条件适宜而形成,这里是商品集散地｜集散地交通便利,distribution center
15220,1,运算,yùn suàn,,,动,根据数学法则进行计算,加法运算规则｜检验运算结果｜运算器,calculate
15222,1,加价,jiā jià,,,动,提高价格,不许任意加价,raise price
15224,1,离职,lí zhí,,,动,离开工作岗位，不再复职,前年他自动离职去别处工作了。,leave one's job
