rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
55035,1,面有难色,miàn yǒu nán sè,,,,脸上露出为难的神色,他面有难色地拒绝了。｜面对请求，他面有难色。,to show reluctance
55037,1,借刀杀人,jiè dāo shā rén,,,,比喻自己不露面而是借助或利用别人去害人,他借刀杀人害了对手。｜这招是借刀杀人。,to kill with a borrowed knife
55038,1,相反相成,xiāng fǎn xiāng chéng,,,,两种对立的事物既互相排斥，又在一定条件下互相统一,这两个概念相反相成。｜它们的关系相反相成。,opposites complement each other
55039,1,鞭辟入里,biān pì rù lǐ,,,形,形容文章或言论分析透彻，切中要害（鞭辟：剖析；里：里面）,他的分析鞭辟入里。｜评论写得鞭辟入里。,incisive
55040,1,深宅大院,shēn zhái dà yuàn,,,,有几进院子的宽大住宅,他住在深宅大院里。｜深宅大院很气派。,large mansion
55043,1,家慈,jiā cí,,,名,家母,家慈身体很好。｜请问家慈在家吗？,my mother
55044,1,戴孝,dài xiào,,,动,死者家属或亲戚以穿孝服、佩黑纱等方式表示对死者的哀悼,他为父亲戴孝。｜戴孝期间他很悲伤。,to wear mourning
55046,1,粪肥,fèn féi,,,名,以人、畜粪便为主要原料经过发酵制成的农家肥料,粪肥用于农田。｜农民使用粪肥。,manure
55047,1,卖笑,mài xiào,,,动,指用色相供人取乐来挣钱,她被迫卖笑为生。｜卖笑生涯很艰辛。,to sell smiles
55050,1,远视,yuǎn shì,,,形,一种视力功能缺陷，看远处清楚，看近处模糊,他视力远视。｜远视让他看近模糊。,farsighted
55050,2,远视,yuǎn shì,,,动,朝远处看,极目远视,to look into the distance
55050,3,远视,yuǎn shì,,,形,比喻目光远大,远视达观,farsighted
55052,1,秋汛,qiū xùn,,,名,秋季发生的河水暴涨现象,秋汛导致河水上涨。｜今年秋汛很严重。,autumn flood
55053,1,屁事,pì shì,,,名,微不足道的小事,这点屁事还兴师动众!,trivial matter
55053,2,屁事,pì shì,,,名,相当于“什么事”，表示反感和厌恶,他爱怎么干就怎么干，关我屁事。,nothing important
55054,1,洋财,yáng cái,,,名,指意外得到的钱财,买彩票发了洋财,windfall gain
55054,2,洋财,yáng cái,,,名,跟外国人做买卖赚取的钱物,打入国际市场发洋财。,foreign trade profits
55055,1,侧柏,cè bǎi,,,名,常绿乔木，高可达20米，叶小，鳞片形，结长卵形球果。木质坚硬，供建筑或制家具用。叶子和果实可以做药材,公园里种了很多侧柏｜侧柏的叶子可以做药材,oriental arborvitae
55059,1,硬纸板,yìng zhǐ bǎn,,,名,不易变形的纸质平板。一般较厚，适宜制作精装书籍的封面或包装材料等,用硬纸板做盒子。｜硬纸板很结实。,cardboard
55060,1,拥立,yōng lì,,,动,拥戴帝王、首领即位,众人拥立新王。｜他们拥立了领袖。,to enthrone
55061,1,地垄,dì lǒng,,,名,耕地里培起的用来种植农作物的土埂,地垄上种了蔬菜。｜农民整理地垄。,ridge
55062,1,救苦救难,jiù kǔ jiù nàn,,,,救助人脱离苦难,菩萨救苦救难。｜他立志救苦救难。,to relieve suffering
55063,1,学究气,xué jiū qì,,,名,读书人迂腐的习气,光读书，不接触社会，就很容易沾染上学究气。,pedantry
55064,1,逃课,táo kè,,,动,学生故意不去上课,他经常逃课。｜逃课会被处罚。,to skip class
55066,1,昏头昏脑,hūn tóu hūn nǎo,,,,头脑糊涂，思维混乱,他昏头昏脑地走错了。｜忙得昏头昏脑。,muddle-headed
55069,1,庇佑,bì yòu,,,动,庇护保佑,神明庇佑众生。｜祈求上天庇佑。,to bless and protect
55071,1,石斑鱼,shí bān yú,,,名,鱼，体中长，侧扁，常呈褐色或红色，并有条纹和斑点。多栖息于热带及温带海洋。我国南方海域种类较多,石斑鱼味道鲜美。｜海里有很多石斑鱼。,grouper
55074,1,胆魄,dǎn pò,,,名,胆力,他胆魄过人。｜做事需要胆魄。,courage
55075,1,夏种,xià zhòng,,,动,夏季播种农作物,农民在夏种。｜夏种时节很忙。,summer planting
55076,1,干呕,gān ǒu,,,动,有呕的动作，但吐不出东西来,恶心干呕,to retch
55079,1,文化沙漠,wén huà shā mò,,,,指文化极其落后或文化遭到严重摧残的地区；也指只重视物质生活而忽视精神文明的地方,这里曾是文化沙漠。｜城市不是文化沙漠。,cultural desert
55080,1,笔势,bǐ shì,,,名,写字、作画运笔的气势,笔势遒劲流畅,stroke momentum
55080,2,笔势,bǐ shì,,,名,诗文作品表现出来的气势,那首诗笔势豪迈,literary force
55082,1,任便,rèn biàn,,,动,听凭自便,你哪天走任便,as you please
55083,1,草菅人命,cǎo jiān rén mìng,,,,把人命看得如同野草一样轻贱（菅：茅草）。指任意残害人命,草菅人命是犯罪。｜暴君草菅人命。,to treat human life as grass
55088,1,后视镜,hòu shì jìng,,,名,汽车上供司机观察后面情况的镜子，装在车前两侧和驾驶室内前上方。,后视镜很重要。｜司机看后视镜。,rearview mirror
55089,1,邮袋,yóu dài,,,名,装邮件的袋子。多用帆布制作,邮袋装满了信。｜他用邮袋送邮件。,mailbag
55093,1,姜黄,jiāng huáng,,,名,多年生草本植物，根状茎黄色，有香味。茎可以做药材，也可提取黄色染料,姜黄是一种香料。｜姜黄根可入药。,turmeric
55093,2,姜黄,jiāng huáng,,,形,形容颜色像姜一样黄,面色姜黄，看似有病。,ginger-yellow
55095,1,环形山,huán xíng shān,,,名,指月球、水星、火星等表面的一种特殊的地形结构。山呈环状，四周高起，中间平地上又多有小山。多由陨星撞击或火山爆发形成,月球上有环形山。｜环形山很壮观。,crater
55096,1,电火花,diàn huǒ huā,,,名,气体在常压下导电时发生的伴有火花和爆裂声的放电现象,电火花很危险。｜机器产生电火花。,electric spark
55097,1,途程,tú chéng,,,名,路程；历程,途程遥远｜生命的途程,journey
55098,1,丸药,wán yào,,,名,中医指丸剂药物,丸药便于服用。｜他吃了丸药。,pill
55100,1,减震器,jiǎn zhèn qì,,,名,车辆悬挂装置或飞机起落架上的一种减震部件。有摩擦式和液压式两种,减震器坏了。｜车需要换减震器。,shock absorber
55102,1,贤哲,xián zhé,,,名,贤明而又才智超群的人,古今贤哲,sage
55107,1,乳糖,rǔ táng,,,名,有机化合物，白色结晶体或粉末，易溶于水，存在于人及哺乳动物的乳汁中。用于制造婴儿食品、糖果、人造奶油等,乳糖在牛奶中。｜乳糖不耐受常见。,lactose
55108,1,镐头,gǎo tou,,,名,镐,他用镐头挖地。｜镐头很锋利。,pickaxe
55109,1,投影仪,tóu yǐng yí,,,名,利用光线投射放大原理的测量仪器。适用于检验形状复杂、尺寸较小的样板、刀具和工件等,投影仪用于教学。｜打开投影仪。,projector
55109,2,投影仪,tóu yǐng yí,,,名,利用光的反射，把制图资料转到编绘图上的仪器,投影仪显示图像。｜他用投影仪绘图。,projector
55110,1,席次,xí cì,,,名,座位的排列次序,席次早已排定,seating order
55115,1,蛙鸣,wā míng,,,名,青蛙的鸣叫声；比喻嘈杂而无意义的话语声或随声附和的议论,夜晚蛙鸣不断。｜蛙鸣很吵人。,frog croaking
55119,1,娼妇,chāng fù,,,名,卖淫的妇女,娼妇在街头揽客。｜她曾是娼妇。,prostitute
55120,1,愁思,chóu sī,,,名,忧愁的心思和情绪,心事重重，愁思茫茫。,melancholy thoughts
55122,1,合缝,hé fèng,,,形,（闭合）非常严密,严丝合缝,tightly sealed
55122,2,合缝,hé fèng,,,动,使缝隙密合,箱子合缝不严密,to join seams
55124,1,摸头,mō tóu,,,动,摸索到事情的头绪（多用于否定）,他一直管行政，对教学的事不摸头。,to get the hang
55125,1,孤儿寡母,gū ér guǎ mǔ,,,,死了父亲的儿童和守寡的母亲,孤儿寡母生活难。｜帮助孤儿寡母。,orphans and widows
55126,1,说项,shuō xiàng,,,动,唐代杨敬之见人就夸奖青年文人项斯，后用“说项”比喻替人说好话或讲人情,他为朋友说项。｜多次说项无果。,to put in a good word
55127,1,幸会,xìng huì,,,动,敬词，表示跟对方会面很荣幸,久仰大名，今日幸会。,honored to meet you
55128,1,爆米花,bào mǐ huā,,,名,大米、玉米粒等经加热膨化而成的食品,爆米花很香。｜孩子爱吃爆米花。,popcorn
55129,1,急件,jí jiàn,,,名,必须很快传递或处理的紧急文件、信件以及物品,批阅急件｜这邮包是急件,urgent document
55130,1,作壁上观,zuò bì shàng guān,,,,《史记·项羽本纪》记载：秦兵包围赵国的巨鹿，楚将项羽领兵出战，其他驰援的诸侯将领慑于秦兵的威势，都在军营的壁垒上观战。后用“作壁上观”比喻置身事外，袖手旁观,他作壁上观不参与。｜别人争吵他作壁上观。,to stand by watching
55131,1,绝缘体,jué yuán tǐ,,,名,极不容易导电或传热的物体。玻璃、橡胶、云母等都是良好的绝缘体,橡胶是绝缘体。｜绝缘体不导电。,insulator
55135,1,温软,wēn ruǎn,,,形,温暖柔软,温软的鸭绒被,warm and soft
55136,1,二黄,èr huáng,,,名,戏曲声腔之一，曲调深沉稳重,二黄曲调深沉。｜他唱二黄很好。,erhuang opera tune
55137,1,彩扩,cǎi kuò,,,动,扩印彩色照片,彩扩照片很快。｜店里提供彩扩。,to enlarge color photos
55138,1,访求,fǎng qiú,,,动,探访寻求,访求名师,to search for
55140,1,设障,shè zhàng,,,动,设置障碍,处处设障，干扰谈判｜在河道内非法设障。,to set up obstacles
55141,1,由此及彼,yóu cǐ jí bǐ,,,,从这里到那里。指分析事物要从一方面联系到另一方面，全面考察,由此及彼地思考。｜分析要由此及彼。,from one to the other
55143,1,鹤发童颜,hè fà tóng yán,,,,像鹤的羽毛一样雪白的头发，像孩童一样红润的脸庞。形容老年人气色好，身体健康,老人鹤发童颜。｜他鹤发童颜健康。,white-haired with ruddy complexion
55145,1,三缄其口,sān jiān qí kǒu,,,形,形容说话极其谨慎，不轻易开口（缄：关闭）,他三缄其口。｜面对问题三缄其口。,tight-lipped
55147,1,适意,shì yì,,,形,舒服,夏天去海滨度假，非常适意。,comfortable
55149,1,踩高跷,cǎi gāo qiāo,,,,一种民间杂技。表演者装扮成戏剧或传说中的人物，踩着高跷边走边舞,他踩高跷表演。｜节日里踩高跷。,stilt walking
55152,1,异姓,yì xìng,,,动,不同姓,二人异姓｜异姓姐妹,of different surnames
55154,1,旁门左道,páng mén zuǒ dào,,,,原指非正统、不正派的宗教派别、学术流派；今多指不正当的途径或不正派的作风,别信旁门左道。｜那是旁门左道。,heresy
55155,1,荡平,dàng píng,,,动,扫荡并平定,荡平敌巢,to quell
55157,1,溜冰场,liū bīng chǎng,,,名,供滑冰用的场地,溜冰场人很多。｜我们去溜冰场。,skating rink
55160,1,顺次,shùn cì,,,副,表示按照次序（做某事）,顺次往前走｜顺次安装,in order
55161,1,博导,bó dǎo,,,名,博士生导师的简称,他是著名博导。｜博导指导博士生。,doctoral supervisor
55162,1,抱头鼠窜,bào tóu shǔ cuàn,,,,抱着脑袋像老鼠一样逃窜。形容仓皇逃跑的狼狈相,敌人抱头鼠窜。｜他抱头鼠窜逃跑。,to flee helter-skelter
55165,1,圆周率,yuán zhōu lǜ,,,名,圆周长度跟圆直径长度的比值，通常以希腊字母π表示。为计算方便，通常取其近似值3.1416,圆周率是π。｜学习圆周率。,pi
55166,1,鉴戒,jiàn jiè,,,动,引为教训使人借鉴或警惕,列举几例，以资鉴戒｜引为鉴戒,to take as a warning
55171,1,选曲,xuǎn qǔ,,,名,从整部音乐作品中挑选出来的某些曲子,《天鹅湖》选曲,selected pieces
55172,1,粗黑,cū hēi,,,形,又粗又黑,他的眉毛粗黑。｜字迹粗黑清晰。,thick and black
55175,1,辰时,chén shí,,,名,我国传统计时法指上午7—9点的时间,辰时是早上点。｜辰时起床锻炼。,the period of the day from 7 a.m. to 9 a.m.
55176,1,有味儿,yǒu wèi er,,,形,（食品）味道美,这菜炒得挺有味儿。,tasty
55176,2,有味儿,yǒu wèi er,,,形,有兴致；有情趣,这戏越看越有味儿｜小日子过得有滋有味儿。,interesting
55176,3,有味儿,yǒu wèi er,,,动,指有了不正常的气味,衣服老不洗，都有味儿了。,to have an off smell
55177,1,便盆,biàn pén,,,名,大小便用的盆状器皿,便盆在床边。｜老人用便盆。,bedpan
55180,1,叶落归根,yè luò guī gēn,,,,树叶凋落，仍在树根边上。比喻事物都要有一定的着落和归宿；现多比喻客居异国他乡的人，最终要回到故土,叶落归根是心愿。｜他年老叶落归根。,falling leaves return to the root
55181,1,服众,fú zhòng,,,动,使众人信服,这样处理问题很难服众。,to command the respect of the masses
55182,1,助燃,zhù rán,,,动,帮助其他物质燃烧,氧能助燃,to support combustion
55183,1,女宾,nǚ bīn,,,名,女性客人,女宾席｜女宾专柜,female guest
55184,1,白骨精,bái gǔ jīng,,,名,《西游记》中的女妖精。比喻善于伪装的狡诈狠毒的女人,她像白骨精。｜白骨精很狡猾。,White Bone Demon
55186,1,闯将,chuǎng jiàng,,,名,勇于冲锋陷阵的将领。比喻不畏艰险、勇往直前的人,中国新文化运动的闯将｜改革的闯将,daring general
55188,1,锐不可当,ruì bù kě dāng,,,,气势旺盛，勇往直前，不可抵挡,军队锐不可当。｜攻势锐不可当。,irresistible
55189,1,拉丁舞,lā dīng wǔ,,,名,一类国际性舞蹈的总称，如恰恰舞、桑巴舞、伦巴舞、斗牛舞、牛仔舞等,她跳拉丁舞。｜拉丁舞很热情。,Latin dance
55191,1,贼人,zéi rén,,,名,偷窃、抢劫东西的人；干坏事的人,贼人胆虚,thief
55193,1,演兵场,yǎn bīng chǎng,,,名,练兵的场地,演兵场在训练。｜士兵去演兵场。,drill ground
55196,1,从略,cóng lüè,,,动,采取省略的办法,因篇幅所限，例句从略。,to omit
55197,1,鸣锣开道,míng luó kāi dào,,,,旧时官吏出行，让差役在前面敲锣，使行人回避；今多比喻为某种事物的出现制造舆论,鸣锣开道迎官。｜为改革鸣锣开道。,to beat gongs to clear the way
55199,1,遗族,yí zú,,,名,死者的家族。旧时多指名门望族的后代,他是贵族遗族。｜遗族继承财产。,bereaved family
55200,1,尘俗,chén sú,,,名,尘世,身在尘俗，心飞天外。,the mortal world
55200,2,尘俗,chén sú,,,名,【世俗】指社会上的一般习俗,他超脱尘俗。｜尘俗之事烦人。,mundane customs
55202,1,游猎,yóu liè,,,动,到处流动打猎,古人游猎为生。｜他去森林游猎。,to hunt while traveling
55204,1,林苑,lín yuàn,,,名,古代为专供帝王打猎游玩而修建的园林,林苑是皇家园林。｜林苑风景优美。,imperial hunting park
55205,1,媒妁,méi shuò,,,名,媒人,媒妁之言成婚。｜请媒妁说亲。,matchmaker
55207,1,平列,píng liè,,,动,不分主次，平等地排列,不能把这些问题平列起来看待。,to place side by side
55216,1,冷箭,lěng jiàn,,,名,乘人不备在暗处放出的箭。比喻暗中害人的行径,当面笑脸恭维，背后放冷箭。,sneak attack
55217,1,风笛,fēng dí,,,名,管乐器，由风囊、吹管和若干簧管组成，流行于欧洲民间,风笛声音悠扬。｜他吹奏风笛。,bagpipes
55220,1,报丧,bào sāng,,,动,丧家把家人去世的消息通知亲友,他赶紧报丧。｜报丧给亲友。,to announce a death
55221,1,押款,yā kuǎn,,,动,押送款项,他是银行的押款员。,to escort money
55221,2,押款,yā kuǎn,,,动,用房产、货物等作抵押的方式借款,用厂房押款借债,to borrow money on security
55221,3,押款,yā kuǎn,,,名,指用抵押的方式借得的款项,押款已拿到手,loan on security
55223,1,扬琴,yáng qín,,,名,击弦乐器，琴体呈扁平梯形，琴面中部隆起，安置较多钢丝弦，用有弹性的竹制双签敲击发音。用于戏曲、曲艺等的伴奏，也可独奏。,扬琴音色清脆。｜她弹奏扬琴。,dulcimer
55224,1,垂询,chuí xún,,,动,敬词，用于称对方向己方询问,有关招生具体情况，欢迎来电垂询。,to inquire (honorific)
55226,1,嫌隙,xián xì,,,名,互相间因不满或猜忌而产生的怨恨,渐生嫌隙｜从无嫌隙,ill will
55227,1,以礼相待,yǐ lǐ xiāng dài,,,,用应有的礼节对待人,他以礼相待客人。｜对所有人都以礼相待。,to treat with due respect
55229,1,刍议,chú yì,,,名,谦词，用于称自己的议论（常用作文章的标题）,本文是刍议。｜刍议仅供参考。,my humble opinion
55230,1,压阵,yā zhèn,,,动,用精兵强将稳住战斗阵容；比喻靠强有力的人物或某种力量稳住场面或提高士气等,这支部队由坦克营压阵｜由两位名角为我们的演出压阵。,to steady the battle formation
55230,2,压阵,yā zhèn,,,动,压队,他压阵在后。｜队长压阵指挥。,to bring up the rear
55231,1,防风林,fáng fēng lín,,,名,为调节气候，防止风沙侵害而栽植的防护林带,防风林保护农田。｜种植防风林。,windbreak forest
55232,1,曲尺,qū chǐ,,,名,木工用来求取直角的尺，形状像直角三角形的勾股二边，在较长的一边上通常有刻度,木工用曲尺。｜曲尺量直角。,carpenter's square
55233,1,色魔,sè mó,,,名,指贪婪地追逐女性并用邪恶手段对其进行性侵犯的人,色魔被逮捕。｜小心色魔出没。,sex maniac
55234,1,向晚,xiàng wǎn,,,名,傍晚,向晚时分,dusk
55235,1,没词儿,méi cí er,,,动,没有话可说；无言对答,在人证、物证面前，他没词儿了。,to have nothing to say
55238,1,效验,xiào yàn,,,名,方法、药物等所达到的预期效果,这样做肯定会有效验。,efficacy
55242,1,正堂,zhèng táng,,,名,旧时借指官府办公的正厅；也借指府、县等地方长官,正堂是办公处。｜官员在正堂。,main hall
55242,2,正堂,zhèng táng,,,名,上房正中的房间；正屋,正堂是主房间。｜正堂很宽敞。,central room of the main building
55251,1,问卜,wèn bǔ,,,动,通过占卜等手段预测吉凶，解决疑难,打卦问卜,to divine
55252,1,挡驾,dǎng jià,,,动,委婉谢绝客人来访（驾：车，借指对方）,群众找领导反映情况，不准挡驾。,to decline to receive a visitor
55253,1,减色,jiǎn sè,,,动,降低精彩程度,今天主力队员缺阵，使比赛减色不少。,to detract from
55254,1,折损,zhé sǔn,,,动,损失；损害,产品质量差，会折损公司的形象。,to lose
55254,2,折损,zhé sǔn,,,动,折叠损坏,封面太薄，容易折损。,to damage by folding
55255,1,诊脉,zhěn mài,,,动,中医用手指按在患者寸口动脉上，根据脉搏的速度、力度等情况来诊断病情,中医诊脉看病。｜诊脉知病情。,to feel the pulse
55256,1,回涨,huí zhǎng,,,动,（物价、水位等）下降后再次上升,物价回涨了。｜水位开始回涨。,to rise again after a fall
55258,1,花里胡哨,huā li hú shào,,,形,形容色彩过于艳丽而繁杂,衣服花里胡哨。｜装饰花里胡哨。,gaudy
55258,2,花里胡哨,huā li hú shào,,,形,比喻言辞浮华而不实在,他写的文章花里胡哨，没多少实在内容。,showy but without substance
55260,1,阿斗,ā dǒu,,,名,三国蜀汉后主刘禅（shàn）的小名。他胸无大志，昏庸无能。后多借指懦弱无能的人,扶不起来的阿斗,A Dou
55262,1,苇塘,wěi táng,,,名,长满芦苇的水塘,苇塘有野鸭。｜苇塘边散步。,reed pond
55263,1,双抢,shuāng qiǎng,,,动,指抢收和抢种,农民忙双抢。｜双抢时节辛苦。,rush-harvesting and rush-planting
55268,1,台属,tái shǔ,,,名,原指中华人民共和国建国前夕去台湾的人员留在大陆的亲属，现泛指台湾居住的人在大陆的有血缘关系的亲属,他是台属。｜台属回大陆探亲。,relatives of people in Taiwan
55269,1,饿鬼,è guǐ,,,名,对见了食物就不顾一切狼吞虎咽的人的谑称,他吃相像饿鬼。｜饿鬼抢食物。,glutton
55272,1,蹲伏,dūn fú,,,动,双腿下蹲，上身前倾,孩子们蹲伏在地上拿瓦片演算。,to crouch
55272,2,蹲伏,dūn fú,,,动,蹲守,猫蹲伏在草丛。｜他蹲伏等待。,to lie in wait
55273,1,泡饭,pào fàn,,,名,在米饭里直接加上开水、热汤或加水稍煮一下而成的较稀的饭,早餐吃泡饭。｜泡饭简单易做。,cooked rice soaked in boiling water
55274,1,串换,chuàn huàn,,,动,相互调换,不小心把两个箱子给串换了。,to exchange
55277,1,剑侠,jiàn xiá,,,名,旧小说中指剑术高强且行侠仗义的人,这位剑侠行侠仗义｜小说中的剑侠武功高强,knight-errant skilled in swordsmanship
55279,1,婵娟,chán juān,,,名,指月亮,但愿人长久，千里共婵娟。,the moon
55279,2,婵娟,chán juān,,,名,指美女,差遣婵娟唱《竹枝》。,beautiful woman
55279,3,婵娟,chán juān,,,形,姿态美好,她姿态婵娟动人｜月光下婵娟的身影,graceful
55280,1,详解,xiáng jiě,,,动,详细地解答,习题详解,to explain in detail
55281,1,幽远,yōu yuǎn,,,形,深远；久远,意境幽远｜幽远的太空｜幽远的岁月,remote and tranquil
55285,1,应门,yìng mén,,,动,给敲门或叫门的人开门,我去应门看看是谁｜孩子跑去应门了,to answer the door
55286,1,痛风,tòng fēng,,,名,一种病症，因尿酸和尿酸盐在关节和皮下组织中大量积聚，引起骨关节疼痛肿胀以致变形。严重的会导致肾功能衰竭,他因痛风无法行走｜痛风发作疼痛难忍,gout
55290,1,发排,fā pái,,,动,把稿件送去排版,那部书上个月就发排了。,to send for typesetting
55291,1,怔忡,zhēng chōng,,,动,中医指心悸,中医说他这是怔忡之症｜怔忡让他心神不宁,palpitations
55296,1,护驾,hù jià,,,动,保驾,侍卫急忙上前护驾｜护驾是他们的职责,to escort the emperor
55297,1,徒孙,tú sūn,,,名,徒弟的徒弟,他是我的徒孙辈｜师父收了徒孙,disciple's disciple
55300,1,白头翁,bái tóu wēng,,,名,多年生草本植物，果实有白毛，像老翁的一头白发。根可以做药材,白头翁的根可入药｜山上长满了白头翁,Chinese pulsatilla
55300,2,白头翁,bái tóu wēng,,,名,白头鹎,白头翁在枝头鸣叫｜看到一只白头翁,Chinese bulbul
55303,1,扬花,yáng huā,,,动,某些植物开花时，雄蕊绽开，花粉随风飘散,小麦正在扬花时节｜扬花时花粉飘散,to flower
55307,1,人各有志,rén gè yǒu zhì,,,,每个人都有自己的志向、愿望。强调应该尊重别人的志向和愿望，不能勉强,人各有志不必强求｜他说人各有志,everyone has their own aspirations
55308,1,魁首,kuí shǒu,,,名,首领；多指才华出众，在同类中居首位的人,诗坛魁首｜武林魁首,the brightest and best
55309,1,跳蚤市场,tiào zao shì chǎng,,,,英语[flea market]意译。指出售廉价商品、古旧货物的露天自由市场。通常在节假日举办。,周末去跳蚤市场淘宝｜跳蚤市场很热闹,flea market
55310,1,警纪,jǐng jì,,,名,警察队伍规定的、每个警务人员和各级警务单位必须遵守的纪律,严守警纪,police discipline
55311,1,忠恕,zhōng shù,,,动,尽心为人，推己及人（恕：指设身处地为别人着想）。是儒家的一种伦理思想,忠恕宽容｜重礼义，倡忠恕,loyalty and consideration
55312,1,一唱一和,yī chàng yī hè,,,,一人先唱，另一人应和。古代多指以诗词相酬答；现多比喻相互配合，相互呼应（多含贬义）,他们一唱一和很默契｜两人一唱一和,to sing the same tune
55314,1,见钱眼开,jiàn qián yǎn kāi,,,,看见钱就把眼睛睁得很大。形容非常贪财,他见钱眼开很贪财｜这人见钱眼开,money-grubbing
55315,1,敞篷车,chǎng péng chē,,,名,有车厢而没有顶篷的车（多指机动车）,他开着敞篷车兜风｜买了辆敞篷车,convertible
55316,1,岳父母,yuè fù mǔ,,,,岳父和岳母,周末去看望岳父母｜岳父母很和蔼,wife's parents
55317,1,人定胜天,rén dìng shèng tiān,,,,人的智慧和力量能够战胜大自然,我们要相信人定胜天｜人定胜天是真理,man can conquer nature
55319,1,财迷,cái mí,,,名,过分看重钱财的人,他是个十足的财迷｜财迷只认钱,moneygrubber
55319,2,财迷,cái mí,,,形,贪财之心很重,这个人真财迷,money-mad
55321,1,歇后语,xiē hòu yǔ,,,名,熟语的一种，由前后两部分组成。前一部分大都是一个形象的比喻或某种事物、现象，后一部分解释说明，是真意所在。通常只说前一部分，后边的本意留给人去体会。如“黄鼠狼给鸡拜年——没安好心”,这个歇后语很有趣｜歇后语很有意思,two-part allegorical saying
55324,1,小姨子,xiǎo yí zi,,,名,妻子的妹妹（用于背称）,我小姨子来家里玩｜小姨子很活泼,wife's younger sister
55327,1,附耳,fù ěr,,,动,把嘴靠近听话人的耳朵（小声说话）,附耳密谈,to whisper in someone's ear
55331,1,栉风沐雨,zhì fēng mù yǔ,,,,用风梳头，以雨洗发。形容奔波劳碌，历尽艰辛,他栉风沐雨很辛苦｜栉风沐雨多年,to travel or work despite wind and rain
55334,1,母老虎,mǔ lǎo hǔ,,,名,比喻凶悍的女人,她是个母老虎｜母老虎很凶悍,tigress
55338,1,水蛭,shuǐ zhì,,,名,环节动物，体狭长而扁，长可达6厘米。水田、沼泽中极常见，吸食人畜血液。干燥虫体可以做药材。俗称马鳖,水蛭可以入药｜水蛭吸人血,leech
55339,1,智多星,zhì duō xīng,,,名,《水浒传》中军师吴用的绰号；泛指足智多谋的人,他是我们的智多星｜智多星出主意,Resourceful person
