rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
20045,1,探视,tàn shì,,,动,看望问候,到医院探视病人,visit
20045,2,探视,tàn shì,,,动,伸出头察看,不时向门外探视,look out
20046,1,脚底,jiǎo dǐ,,,名,脚掌,脚底很疼｜按摩脚底很舒服,sole
20047,1,视屏,shì píng,,,名,荧光屏,视屏显示很清晰｜视屏上出现图像,screen
20049,1,制动,zhì dòng,,,动,使运行中的机器或运输工具减速或停止运行,紧急制动｜制动阀,brake
20051,1,消费结构,xiāo fèi jié gòu,,,,各种消费支出在总消费支出中所占的比例关系,消费结构在变化｜优化消费结构,consumption structure
20052,1,盔甲,kuī jiǎ,,,名,盔和甲，古代打仗时为护身而穿戴的帽子和衣服，用金属、藤或皮革制成,战士穿着盔甲｜古代盔甲很重,armor
20053,1,轶事,yì shì,,,名,不见于正式记载、鲜为人知的事迹,奇闻轶事,anecdote
20054,1,电筒,diàn tǒng,,,名,手电筒,用手电筒照明｜电筒没电了,flashlight
20055,1,尚可,shàng kě,,,动,还可以,质量尚可｜成绩尚可,passable
20056,1,赎罪,shú zuì,,,动,用行动或钱物抵偿、弥补罪过,立功赎罪,atone for sin
20057,1,野马,yě mǎ,,,名,哺乳动物，体形和家马相似，耳短小，鬃毛短直，尾毛长而多，体毛浅棕色，腹部为浅黄色。生活在荒漠草原地带，群居，性凶猛。产于我国甘肃、新疆、内蒙古等地，属国家保护动物,野马在草原奔跑｜保护野生野马,wild horse
20058,1,游园,yóu yuán,,,动,到公园或花园里游玩,周末去公园游园｜游园的人很多,visit a garden
20059,1,宽慰,kuān wèi,,,动,宽解安慰,多方宽慰,console
20059,2,宽慰,kuān wèi,,,形,宽松欣慰,看到一切都安排得很周到，心里很宽慰。,relieved
20060,1,姥爷,lǎo ye,,,名,外祖父,姥爷很疼我｜去姥爷家做客,maternal grandfather
20061,1,毒案,dú àn,,,名,有关毒品犯罪的案件,破获重大毒案｜这起毒案很复杂,drug case
20062,1,超乎,chāo hū,,,动,超出于,才智超乎寻常,surpass
20064,1,给付,jǐ fù,,,动,交付,给付赔款｜给付保险金,pay
20065,1,赔礼,péi lǐ,,,动,向人行礼表示道歉,他主动赔礼道歉｜赔礼是应该的,apologize
20067,1,犹太教,yóu tài jiào,,,名,犹太人的民族宗教。信奉耶和华神，基督教的《旧约全书》原先就是犹太教的经典（犹太：希伯来语Yěhūdhi音译）。（也说以色列教。）,犹太教历史悠久｜他信仰犹太教,Judaism
20068,1,肺结核,fèi jié hé,,,名,由结核杆菌造成的肺部慢性传染病。症状是低烧、咳嗽、多痰、消瘦、盗汗、咯血等。通称肺病,他得了肺结核｜肺结核要早治,tuberculosis
20069,1,欠债,qiàn zhài,,,动,借别人钱财尚未归还；也比喻对人的承诺尚未兑现,钱不够用，老欠债,owe a debt
20069,2,欠债,qiàn zhài,,,名,指所欠的债款或尚未兑现的承诺,他欠债很多｜还清欠债,debt
20070,1,脊椎动物,jǐ zhuī dòng wù,,,名,动物界最高等的类群。体形左右对称，全身分头、躯干、尾3部分，有脊柱和发达的头骨，有较完善的感觉器官、运动器官和高度分化的神经系统。包括鱼类、两栖类、爬行类、鸟类和哺乳类5大类,人类是脊椎动物｜脊椎动物种类多,vertebrate
20071,1,却步,què bù,,,动,不敢前进；往后退,望而却步,hang back
20072,1,算计,suàn ji,,,动,暗中谋划损害别人,算计别人，到头来自己也没好下场。,scheme
20072,2,算计,suàn ji,,,动,考虑；计划,我算计过了，还是不去为好。,plan
20072,3,算计,suàn ji,,,动,猜测；估计,他算计着出线后将遇到哪些对手。,guess
20072,4,算计,suàn ji,,,动,计算数目,尾数总不对，认真算计一下吧!,calculate
20073,1,行好,xíng hǎo,,,动,因同情而做好事,请您行行好｜行好积德,do good
20074,1,异口同声,yì kǒu tóng shēng,,,,不同的人说出同样的话。形容众人的说法或意见完全一致,大家异口同声回答｜异口同声地赞成,unanimously
20075,1,高危,gāo wēi,,,形,危险程度高的,高危妊娠,high-risk
20076,1,冷藏,lěng cáng,,,动,低温贮存,冷藏车｜冷藏室,refrigerate
20077,1,祸害,huò hai,,,动,严重损害,祸害百姓,damage
20077,2,祸害,huò hai,,,名,引起祸害的人或事,这个流氓团伙，是当地居民的一大祸害。,scourge
20077,3,祸害,huò hai,,,名,灾难；祸患,水利失修，酿成祸害。,disaster
20078,1,研读,yán dú,,,动,阅读并钻研,研读经典著作,study
20080,1,奄奄,yǎn yǎn,,,形,气息微弱的样子,生命垂危，气息奄奄。,faint
20081,1,按捺,àn nà,,,动,克制；抑制,按捺不住满腔的义愤。,restrain
20082,1,同心协力,tóng xīn xié lì,,,,团结一致，齐心合力,同心协力完成任务｜大家同心协力,unite in effort
20083,1,脍炙人口,kuài zhì rén kǒu,,,,切得很细、烤得很香的鱼、肉等人人爱吃。比喻美好的诗文人人赞美传诵,这首诗脍炙人口｜脍炙人口的故事,widely praised
20084,1,批次,pī cì,,,量,批量生产的产品每出产一次叫一批次,这批产品分三批次｜按批次检验,batch
20084,2,批次,pī cì,,,量,复合计量单位，表示成批的事物中，每批的数量和批数的总量,市政府信访办上月共处理人民来信1256批次。,batch quantity
20085,1,庆功,qìng gōng,,,动,庆祝胜利或对立功人员表示祝贺,庆功会｜给你们几位庆功,celebrate success
20086,1,东侧,dōng cè,,,名,靠东的一侧,天安门东侧是劳动人民文化宫。,east side
20087,1,沿街,yán jiē,,,副,顺着街道,沿街收购废品,along the street
20087,2,沿街,yán jiē,,,名,指街道两旁的地方,沿街是些小店铺,street side
20088,1,计划单列市,jì huà dān liè shì,,,,经济和社会发展的各项指标全部从所属省份的规划中分离出去，单列户头，直接纳入全国计划综合平衡、统筹安排的城市。这些城市在全国经济中具有重要地位，中央政府赋予它们在制定、执行和审批经济计划方面相当于省一级的权限，但行政仍保持与所在省的隶属关系。如大连、青岛、宁波等市,大连是计划单列市｜计划单列市有特权,city specifically designated in the state plan
20089,1,老农,lǎo nóng,,,名,年纪大又有生产经验的农民,老农经验丰富｜向老农学习,old farmer
20090,1,位能,wèi néng,,,名,势能,位能可以转化｜位能是物理概念,potential energy
20092,1,大不了,dà bu liǎo,,,副,表示最多也不过如此,今天办不成，大不了明天办。,at worst
20092,2,大不了,dà bu liǎo,,,形,了不得（多用于否定或反问）,一点儿小病有什么大不了的?,serious
20094,1,制成品,zhì chéng pǐn,,,名,制造加工成的产品,这些是制成品｜制成品质量很好,finished product
20095,1,不含糊,bù hán hu,,,,很不错；超出一般,到底是老行（háng）家，活儿干得就是不含糊。,remarkable
20095,2,不含糊,bù hán hu,,,,认真；不马虎,公私钱物他分得一清二楚，丝毫不含糊。,clear and definite
20095,3,不含糊,bù hán hu,,,,勇敢；不畏缩,这个同志真不含糊，任凭敌人拷打，就是不泄露秘密。,Brave; not flinching
20097,1,高速铁路,gāo sù tiě lù,,,,最高行车速度达到或超过每小时200千米的铁路,高速铁路很快｜乘坐高速铁路,High-speed railway
20098,1,习以为常,xí yǐ wéi cháng,,,,经常看到或经常做，就认为它很平常,他习以为常了｜对加班习以为常,Accustomed to something as normal
20100,1,本草,běn cǎo,,,名,古代称中药。多用于古代中药典籍的名称。如《神农本草经》《本草纲目》等,本草纲目是名著｜研究本草医学,Traditional Chinese medicine
20101,1,汛情,xùn qíng,,,名,汛期中江河水位的变化情况,汛情通报要及时｜汛情严重,Flood situation
20102,1,匈奴,xiōng nú,,,名,我国古代民族。战国时期游牧在燕、赵、秦以北地区。东汉时分裂为南、北两部，北匈奴逐步西迁，南匈奴附汉。两晋时南匈奴曾先后建立前赵、后赵、夏、北凉等政权,匈奴是古代民族｜匈奴善于骑射,Xiongnu
20103,1,联袂,lián mèi,,,动,手拉着手（袂：衣袖）。比喻一起做（某事）,群英联袂｜名角荟萃，联袂献艺。,Join hands
20104,1,责难,zé nàn,,,动,指责非难,受到各方面的责难。,Blame and censure
20106,1,双亲,shuāng qīn,,,名,指父亲和母亲,孝顺双亲,Parents
20107,1,自责,zì zé,,,动,自己责备自己,引咎自责,Self-reproach
20108,1,苦痛,kǔ tòng,,,名,痛苦的感受,失去妻子的苦痛，使他难以忍受。,Pain
20109,1,冰糖,bīng táng,,,名,一种晶体状食用糖。白色或淡黄色，透明或半透明。由蔗糖加工而成,冰糖很甜｜冰糖可以入药,Rock sugar
20110,1,下学,xià xué,,,动,散学；放学,下学回家,Finish school
20113,1,无成,wú chéng,,,动,没能办到；没有成功,一事无成｜事业无成,Fail to achieve
20114,1,灯泡,dēng pào,,,名,电灯泡,灯泡坏了｜换新灯泡,Light bulb
20115,1,能见度,néng jiàn dù,,,名,正常人视力能将物体分辨清楚的最大距离；也指物体在一定距离内被正常视力看到的清晰程度,今天能见度很低｜大雾影响能见度,Visibility
20116,1,涉及面,shè jí miàn,,,名,涉及的范围,农村税费改革涉及面广，政策性强。,Scope of involvement
20117,1,落日,luò rì,,,名,夕阳,落日没入西山,Setting sun
20118,1,教化,jiào huà,,,动,用伦理道德等约束和引导人，使人受到教育和感化,教化百姓,Civilize through education
20119,1,茁壮,zhuó zhuàng,,,形,健壮；茂盛,孩子们茁壮地成长｜麦苗茁壮,Robust; thriving
20120,1,临别,lín bié,,,动,临近离别,临别饯行,On parting
20121,1,改称,gǎi chēng,,,动,变换称呼或名称,小毛一直管淑兰叫阿姨，现在要改称妈妈了。,Rename
20122,1,减低,jiǎn dī,,,动,降低,减低消耗｜浓度减低,Reduce
20123,1,开本,kāi běn,,,名,书刊的幅面。以全张印刷纸为计算单位，每张纸切成多少个等份张即为多少开本。如16开本、32开本,这本书是32开本｜开本大小合适,Book format
20126,1,求索,qiú suǒ,,,动,寻求并探索,在人生道路上，他苦苦求索。,Seek and explore
20126,2,求索,qiú suǒ,,,动,索取；索要,求索无厌,Demand; ask for
20127,1,雅致,yǎ zhì,,,形,高雅不俗,文辞雅致，气韵高远。,Elegant and refined
20128,1,奢望,shē wàng,,,名,过分的希望,不抱什么奢望,Extravagant hope
20128,2,奢望,shē wàng,,,动,过分地希望,从未奢望过,Hope extravagantly
20129,1,三北,sān běi,,,名,我国东北、华北、西北的合称,三北风沙综合治理规划。,Three Northern Regions
20131,1,临时性,lín shí xìng,,,名,暂时的性质,临时性措施,Temporariness
20132,1,玷污,diàn wū,,,动,弄脏；使受到污辱,国家的荣誉不容玷污。,Stain; defile
20133,1,重阳,chóng yáng,,,名,重阳节,重阳节要登高｜过重阳节,Double Ninth Festival
20134,1,采摘,cǎi zhāi,,,动,摘取,采摘桑叶,Pick; pluck
20135,1,脸皮,liǎn pí,,,名,情面,他拉不下脸皮去求人。,Face-saving
20135,2,脸皮,liǎn pí,,,名,脸部的皮肤,黝黑的脸皮｜脸皮被火烧伤了,Skin of the face
20135,3,脸皮,liǎn pí,,,名,对羞耻的敏感程度。容易害羞叫脸皮薄，不容易害羞叫脸皮厚,他脸皮很薄｜脸皮厚不怕羞,Sensitivity to shame
20136,1,韭菜,jiǔ cài,,,名,多年生草本植物，叶子细长扁平而柔软，开白色小花。叶、花、茎可以食用，种子可以做药材,韭菜可以包饺子｜韭菜长势很好,Chinese chive
20137,1,开道,kāi dào,,,动,在前边引路并排除障碍,警车开道,Clear the way
20138,1,富饶,fù ráo,,,形,物产丰盛，财源充足,富饶的洞庭湖,Rich and abundant
20139,1,和乐,hé lè,,,形,和睦欢乐,家庭和乐,Harmonious and joyful
20141,1,飘浮,piāo fú,,,动,浮在空中随风移动,大气中飘浮着粉尘。,Float in the air
20141,2,飘浮,piāo fú,,,形,形容作风不踏实、不深入,工作飘浮,Superficial
20142,1,宣泄,xuān xiè,,,动,倾吐发泄（心中的某种情绪）,宣泄积郁,Vent emotions
20142,2,宣泄,xuān xiè,,,动,使水流排出,宣泄洪水,Drain water
20143,1,造化,zào hua,,,名,运气；福分,事情成不成就看你的造化了。,Good fortune
20143,2,造化,zào huà,,,名,古代指创造、化育万物的主宰；也指自然界,名山大川是造化之功。,Nature; creator
20144,1,家庭暴力,jiā tíng bào lì,,,,对家庭成员在身心方面、性方面等实施的暴力行为,反对家庭暴力｜家庭暴力违法,Domestic violence
20145,1,全责,quán zé,,,名,全部责任,事故应由肇事司机负全责。,Full responsibility
20146,1,后腿,hòu tuǐ,,,名,兽的后肢；也指人站立或迈步时位于后面的那条腿,后腿受伤了｜站稳后腿,Hind leg
20147,1,学海,xué hǎi,,,名,像大海一样无边的知识领域,学海无涯苦作舟,Sea of learning
20148,1,魁梧,kuí wú,,,形,魁伟,小伙子真魁梧,Tall and sturdy
20149,1,念叨,niàn dao,,,动,由于挂念而经常提起,她时常念叨你,Talk about often
20149,2,念叨,niàn dao,,,动,说；讲,别再念叨了,Say; speak
20150,1,重生,chóng shēng,,,动,重获新生；多指几乎死去而生存下来,劫后重生,Be reborn
20150,2,重生,chóng shēng,,,动,【再生】有机体的一部分在脱落、损坏或截除后又重新生长,他获得重生｜伤口重生新肉,Regenerate
20151,1,钻探,zuān tàn,,,动,用机械向地下钻孔并取样分析，为研究地质、探矿等提供资料,钻探地下资源｜进行地质钻探,Drill and explore
20153,1,稚嫩,zhì nèn,,,形,幼小嫩弱,稚嫩的小手｜稚嫩的幼苗,Young and tender
20153,2,稚嫩,zhì nèn,,,形,不老练；幼稚,文笔稚嫩,Inexperienced
20154,1,合算,hé suàn,,,形,算起来利大于弊，得大于失,这样交换合算吗?｜还是坐船去合算,Worthwhile
20154,2,合算,hé suàn,,,动,考虑；计算,我合算过，这笔生意可以做。,Calculate; consider
20156,1,竖立,shù lì,,,动,把长形物体垂直地立在地上或把其中一段埋在地下,把柱子竖立起来｜山上竖立着一座宝塔。,Erect
20157,1,成见,chéng jiàn,,,名,对人或事物的固定不变的看法（多指不好的方面）；偏见,消除成见｜不要固执成见,Prejudice
20157,2,成见,chéng jiàn,,,名,逐步形成的比较确定的个人见解；定见,关于分工问题，他早有成见。,Established view
20161,1,别出心裁,bié chū xīn cái,,,形,形容构思、设计等不同常规，独创一格（心裁：心中的构思和设计）,设计别出心裁｜别出心裁的创意,Original and creative
20162,1,会签,huì qiān,,,动,几个部门会同签署,文件需要会签｜各部门会签,Countersign
20163,1,租界,zū jiè,,,名,帝国主义国家强迫半殖民地国家在城市和口岸划界租借的区域。它不受当地政府管辖，成为帝国主义国家进行侵略的据点,旧上海有租界｜租界历史屈辱,Concession
20164,1,揭牌,jiē pái,,,动,把蒙在机关、企业等名称牌匾上的红布揭下，表示正式开始运作等,新成立的公司今天正式揭牌。,Unveil a plaque
20166,1,所见所闻,suǒ jiàn suǒ wén,,,,看到和听到的人或事,分享所见所闻｜所见所闻很多,What one sees and hears
20167,1,阻击,zǔ jī,,,动,用防御手段阻止敌人前进,阻击增援之敌｜阻击战,Block and attack
20168,1,旗舰,qí jiàn,,,名,一些国家的海军舰队司令、编队司令坐镇指挥的军舰，舰上挂有司令旗，故称。中国人民解放军把这种舰叫指挥舰,这是舰队旗舰｜旗舰很威武,Flagship
20169,1,斗殴,dòu ōu,,,动,相互打斗,禁止打架斗殴,Fight
20170,1,布景,bù jǐng,,,名,按演出或摄影需要布置的景物,舞台布景很美｜布置摄影布景,Scenery
20170,2,布景,bù jǐng,,,动,国画指合理安排画中景物,画家在布景｜布景要合理,Arrange scenery in painting
20171,1,糯米,nuò mǐ,,,名,去壳的糯稻籽实。富有黏性，可用来做糕点、包粽子、酿酒等,糯米很黏｜用糯米包粽子,Glutinous rice
20172,1,木匠,mù jiang,,,名,做木工活的手艺人,老木匠手艺好｜请木匠做家具,Carpenter
20173,1,白热,bái rè,,,形,白亮炽热；形容异常激烈而紧张的状态,灯亮时，钨丝处于白热状态｜竞争日趋白热,White-hot
20174,1,耐劳,nài láo,,,动,承受得住劳累,吃苦耐劳,Endure toil
20175,1,牙膏,yá gāo,,,名,供刷牙用的膏状物。多装在金属或塑料软管内，有洁齿防龋作用,牙膏用完了｜买新牙膏,Toothpaste
20176,1,坚毅,jiān yì,,,形,坚定而有毅力,坚毅果敢,Resolute and persistent
20177,1,重读,chóng dú,,,动,从头开始再一次读,请把课文重读一遍。,Reread
20177,2,重读,chóng dú,,,动,在某一年级重新学习一次,孩子需要在二年级重读一年。,Repeat a grade
20177,3,重读,zhòng dú,,,动,说话或朗读时把某个或某几个音节读响亮些，以区别词义或增强表达效果,这个词要重读｜重读这个音节,Stress
20179,1,恩惠,ēn huì,,,名,他人给予的好处,不忘他人恩惠｜恩惠要铭记,Favor; kindness
20180,1,半成品,bàn chéng pǐn,,,名,没有完成全部制作过程，尚待加工的产品,这是半成品｜半成品需要加工,Semi-finished product
20181,1,一席话,yī xí huà,,,名,一番话（多指好话）,他的一席话使我茅塞顿开｜听君一席话，胜读十年书。,A talk
20182,1,气冲冲,qì chōng chōng,,,形,形容非常气愤的样子,他把门一摔，气冲冲地走了。,Furious
20183,1,险阻,xiǎn zǔ,,,名,险峻而有阻碍的道路；也比喻较大的困难与挫折,不畏险阻,Dangerous obstacles
20183,2,险阻,xiǎn zǔ,,,形,（道路）险峻而有阻碍,险阻难行,Dangerous and obstructed
20184,1,同盟军,tóng méng jūn,,,名,结成同盟的军队；也泛指为共同目标斗争的合作力量,我们是同盟军｜结成同盟军,Allied forces
20185,1,干枯,gān kū,,,形,（河道、池塘等）水干了,干枯的池塘,Dried up
20185,2,干枯,gān kū,,,形,（草木等）因衰老或缺少水分、营养而枯萎,干枯的禾苗,Withered
20185,3,干枯,gān kū,,,形,（皮肤）因缺乏皮下脂肪、水分而干燥,皮肤干枯｜树叶干枯了,Dry and shriveled
20186,1,交通线,jiāo tōng xiàn,,,名,海陆空各种运输线路的统称,海上交通线｜交通线畅通无阻,Transportation lines
20186,2,交通线,jiāo tōng xiàn,,,名,指通信联络线路,在敌后建立交通线。,Communication lines
20190,1,藏学,zàng xué,,,名,研究藏族历史、宗教、文化、政治、经济等的综合学科,研究藏学｜藏学很专业,Tibetology
20191,1,五反,wǔ fǎn,,,名,新中国建立初期，在私营工商业者中进行的反行贿、反偷税漏税、反盗窃国家资财、反偷工减料和反盗窃国家经济情报的运动。1952年1月开始，1952年10月结束,开展五反运动｜五反意义重大,Five Anti's Movement
20192,1,草拟,cǎo nǐ,,,动,起草,草拟方案｜草拟个文件,Draft
20195,1,秉公,bǐng gōng,,,动,坚持原则；主持公道,秉公用权｜秉公行事,Impartially
20198,1,金三角,jīn sān jiǎo,,,名,指位于泰国、缅甸和老挝三国交界处的崇山峻岭地区，是世界上最大的毒品产地之一,金三角产毒品｜金三角很危险,Golden Triangle
20198,2,金三角,jīn sān jiǎo,,,名,指经济富庶发达的三角洲地区或三地交界地带,地处闽南金三角的泉州市。,Golden Triangle
20199,1,五官,wǔ guān,,,名,人体的五种器官，所指有所不同，中医指鼻、目、口（唇）、舌、耳；一般指脸上的五官，即眼、耳、口、鼻、眉,五官很端正｜检查五官,Five sense organs
20200,1,戒严,jiè yán,,,动,国家在发生战争或非常情况时，在全国或局部地区采取严格的警戒措施，如实行宵禁、管制交通、加强巡逻等,城市戒严了｜实施戒严令,Impose martial law
20201,1,密林,mì lín,,,名,茂密的树林,穿过密林｜密林里有野兽,Dense forest
20202,1,比照,bǐ zhào,,,动,照着（现成的模式、标准、方法）,这个问题可比照前例处理。,Follow (a model/standard/method)
20202,2,比照,bǐ zhào,,,动,比较、对照,通过比照，就能看出哪种做法更好了。,Compare; contrast
20203,1,芹菜,qín cài,,,名,一年或二年生草本植物，有特殊香味，羽状复叶，叶柄发达，开白色小花。茎和叶可以食用，全草和果实可以做药材,芹菜很香｜炒芹菜好吃,Celery
20204,1,不道德,bù dào dé,,,,不符合道德规范,在公共场所吸烟是一种不道德行为。,Immoral
20205,1,不解之缘,bù jiě zhī yuán,,,,难以分离的缘分。形容关系亲近密切，不可分割,从少年时起，他就跟天体物理学结下了不解之缘。,Inextricable bond
20206,1,套路,tào lù,,,名,比喻完整的、成系统的思路,改革的新套路,Set of methods; systematic approach
20206,2,套路,tào lù,,,名,编排成套的武术动作；也指竞赛的成套战术,从套路上可以看出，这是少林武术｜进攻套路单调,Set pattern (martial arts/sports tactics)
20207,1,伯母,bó mǔ,,,名,伯父的妻子,伯母很慈祥｜看望伯母,Aunt (wife of father's elder brother)
20207,2,伯母,bó mǔ,,,名,对同学、同事等的母亲的尊称,同学伯母很好｜伯母您请坐,Aunt (respectful address for friend's mother)
20209,1,补习,bǔ xí,,,动,在课余或业余进行学习，以弥补知识的不足,补习计算机课程｜补习班,Take extra lessons
20210,1,便道,biàn dào,,,名,马路两侧的人行道,不能在便道上行车。,Sidewalk; pavement
20210,2,便道,biàn dào,,,名,修路时临时另开的通道,这里正修路，来往车辆请走便道。,Detour (during road construction)
20210,3,便道,biàn dào,,,名,近而方便的小路,抄便道走,Shortcut; convenient path
20213,1,奉为,fèng wéi,,,动,（把某人、某事物）尊敬地当作,奉为知己｜奉为圭臬,Revere as
20214,1,南瓜,nán guā,,,名,一年生草本植物，茎蔓生，花黄色。果实也叫南瓜，扁圆形或长圆形，可作蔬菜，种子可以吃，也可以做药材,南瓜很甜｜种南瓜,Pumpkin
20215,1,专有,zhuān yǒu,,,动,独自拥有,专有财产,Exclusively own
20216,1,演技,yǎn jì,,,名,表演的技巧,精湛的演技,Acting skills
20218,1,奉承,fèng cheng,,,动,恭维人，向人讨好,阿谀奉承｜喜欢听奉承话,Flatter
20219,1,看守所,kān shǒu suǒ,,,名,依法临时拘押未经判决的犯罪嫌疑人以及其他被拘留者的机关,关在看守所｜看守所管理严,Detention center
20221,1,起誓,qǐ shì,,,动,发誓；表明决心,他对天起誓｜起誓不说谎,Take an oath
20223,1,交椅,jiāo yǐ,,,名,古代一种能折叠、腿交叉、有靠背的椅子。借指领导者的地位,第一把交椅（指第一把手）。,Folding chair; leadership position
20224,1,共度,gòng dù,,,动,共同度过,共度周末,Spend together
20226,1,木雕,mù diāo,,,名,在木头上雕刻造型的工艺或作品,木雕很精美｜学习木雕技艺,Wood carving
20227,1,义愤,yì fèn,,,名,对非正义的行为或不公正的事情所产生的愤怒,出于义愤｜激起义愤,Righteous indignation
20228,1,忍痛,rěn tòng,,,动,忍受痛苦,忍痛把脓挤出来,Endure pain
20229,1,形似,xíng sì,,,动,外观相似,神似比形似更难,Similar in appearance
20230,1,受精,shòu jīng,,,动,指精子与卵细胞结合形成受精卵,卵子受精了｜受精过程复杂,Fertilization
20231,1,斩首,zhǎn shǒu,,,动,砍头；杀头,斩首示众,Behead
20232,1,女仆,nǚ pú,,,名,女性仆人,女仆在打扫｜雇佣女仆,Maid
