rank,sn,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
3632,1,腼,miǎn,腼腆,miǎntiǎn,形,表情不自然；羞羞答答,说话很腼腆｜她人挺腼腆，怕见生人
3639,1,靓,jìng,,,动,妆饰；修饰,浅妆匀靓
3639,2,靓,jìng,,,形,妆饰艳丽,靓妆｜靓服
3639,3,靓,liàng,,,形,某些地区指漂亮,靓女｜靓仔（zǎi）
3644,1,瑾,jǐn,,,名,美玉,
3647,1,痉,jìng,,,,痉挛,手脚痉挛｜胃痉挛
3653,1,兀,wù,,,形,高耸凸出,突兀｜兀立
3653,2,兀,wù,,,形,光秃,兀鹫
3667,1,迥,jiǒng,,,形,远；差别很大,天高地迥｜性格迥异｜迥若两人
3671,1,蘸,zhàn,,,动,把东西放在液体、粉状物或糊状物里沾一下就拿出来,用棉球蘸点儿碘酒｜蘸白糖｜大葱蘸酱｜蘸水笔
3679,1,剁,duò,,,动,用刀、斧等向下砍,剁肉馅｜剁菜｜剁碎
3682,1,郡,jùn,,,名,古代的地方行政区划单位。周朝郡比县小，秦汉时郡比县大，隋唐以后州郡互称，宋元以后郡名渐废。,郡邑（府县）｜郡县｜郡守
3686,1,褚,chǔ,,,名,姓,
3686,2,褚,zhǔ,,,动,用丝绵絮衣服,
3686,3,褚,zhǔ,,,名,丝绵絮的衣服,
3691,1,嫦,cháng,嫦娥,cháng'é,名,神话中从人间飞到月宫的仙女,嫦娥奔月｜月里嫦娥
3694,2,龈,yín,,,名,牙龈。通称牙床,
3695,1,帼,guó,,,名,古代妇女的发饰,巾帼
3699,1,潦,lǎo,,,形,雨水大,潦雨
3699,2,潦,lǎo,,,名,雨后的积水,积潦
3699,3,潦,liáo,,,,见下。,
3702,1,隽,juàn,,,形,〈文〉（言论、诗文）意味深长,隽永
3702,2,隽,juàn,,,名,姓,
3704,1,铣,xǐ,,,动,用能旋转的圆形多刃刀具加工金属工件,铣床｜铣工
3704,2,铣,xiǎn,,,名,铸铁；生铁,
3705,1,觑,qū,,,动,把眼睛眯成一条细缝（仔细看）,觑起眼睛仔细端详。
3705,2,觑,qù,,,动,看,面面相觑｜冷眼相觑｜小觑｜觑探
3709,1,疣,yóu,,,名,皮肤病，症状是皮肤上长出表面干燥而粗糙的小疙瘩，不疼不痒，多长在面部、头部或手背。通称瘊子。,
3710,1,遛,liù,,,动,慢步走；随便走走,遛大街｜出去遛了一趟
3710,2,遛,liù,,,动,牵着牲畜或提着鸟笼慢步走,遛马｜遛鸟
3712,1,羲,xī,,,,用于人名。伏羲，传说中的远古帝王；王羲之，晋代著名书法家,
3717,1,徇,xùn,,,动,依从；无原则地顺从,徇私舞弊｜徇情
3718,1,栩,xǔ,,,,见下。,
3727,1,胺,àn,,,名,有机化合物，氨分子中部分或全部氢原子被烃基取代而成。如苯胺。,
3730,1,攥,zuàn,,,动,紧握,攥拳头｜攥着一大把钱不撒手
3734,1,抨,pēng,,,动,攻击（他人的过失）,抨击｜抨弹（tán）
3736,1,惆,chóu,,,形,惆怅,惆然自伤
3738,1,磐,pán,,,名,磐石,风雨如磐
3750,1,瀛,yíng,,,名,大海,瀛海｜东瀛（常用来指日本）
3752,2,踉,liàng,,,形,形容走路不稳，摇摇晃晃的样子,多喝了几杯，走路踉踉跄跄的
3755,2,矜,jīn,,,动,〈文〉怜悯；同情,矜恤｜矜惜
3755,3,矜,jīn,,,动,〈文〉认为自己了不起,骄矜｜自矜｜矜夸
3755,4,矜,jīn,,,形,拘谨；慎重,矜持
3755,5,矜,qín,,,名,古代兵器矛、戈、戟等的柄；也指作兵器用的棍棒,
3774,1,翌,yì,,,形,时间紧接在今天、今年之后的,翌晨｜翌日
3783,1,峥,zhēng,,,,见下。,峥嵘，峥嵘岁月。
3802,1,罹,lí,,,动,遭到；遭遇（不幸的事情）,罹祸｜罹难（nàn）｜罹病｜罹患
3807,1,疽,jū,,,名,中医指局部皮肤肿胀坚硬的毒疮,痈疽
3812,1,陀,tuó,,,名,姓,
3825,1,憩,qì,,,动,休息,小憩｜休憩｜游憩
3834,1,亟,jí,,,副,急切地；赶紧,亟待讨论｜亟须转变｜亟需血浆
3834,2,亟,qì,,,副,表示动作行为的多次重复，相当于“屡次”,亟来请求｜亟经洽商
3839,1,榷,què,,,动,专营；专卖,榷盐｜榷茶｜榷税
3839,2,榷,què,,,动,研究；商讨,商榷
3840,1,缥,piǎo,,,名,青白色的绢,缥玉｜碧缥
3840,2,缥,piǎo,,,形,形容颜色淡青,缥玉｜碧缥
3840,3,缥,piāo,,,形,形容隐隐约约、似有似无的样子,虚无缥缈
3841,1,焯,chāo,,,动,烹调方法，把蔬菜等放进滚开的水中略微煮烫，随即取出,焯芹菜
3841,2,焯,zhuō,,,形,显明；明白,
3842,1,挞,tà,,,动,用鞭、棍等打（人）,鞭挞
3847,1,亘,gèn,,,动,（空间或时间上）延续不断,横亘千里｜亘古未有｜绵亘
3849,1,邢,xíng,,,名,地名，在河北,邢台
3849,2,邢,xíng,,,名,姓,
3850,1,剌,là,,,形,（性情或行为）怪僻，不合常情、事理,乖剌｜剌谬
3852,1,唏,xī,,,动,哀叹,
3860,1,锲,qiè,,,动,用刀子刻,锲而不舍｜锲刻
3861,1,妯,zhóu,妯娌,zhóuli,名,指兄妻和弟妻的关系,她俩是妯娌｜妯娌之间
3863,1,煸,biān,,,动,烹调方法，在烧、炒之前把菜、肉等放到热油中炒到半熟,先把肉片煸一煸，再放黄瓜一起炒。
3865,1,镌,juān,,,动,雕刻,镌刻｜镌碑｜雕镌
3870,1,禺,yú,,,,用于地名。如番禺，在广东,
3874,1,媛,yuàn,,,名,美女,名媛淑女
3874,3,媛,yuán,,,名,姓,
3877,1,筵,yán,,,名,古指铺在地上作为坐具的竹席；今指酒席,筵席｜寿筵｜婚筵｜庆功筵
3883,1,翡,fěi,,,名,古书上指一种像燕子的小鸟，有红色羽毛的叫翡，有青绿色羽毛的叫翠,
3883,2,翡,fěicuì,,,名,翠鸟科部分鸟的统称。嘴长而直，嘴和足趾都呈珊瑚红色，最常见的为蓝翡翠，羽毛亮蓝色和橙棕色,
3883,3,翡,fěicuì,,,名,由硬玉的细针状微晶体紧密交织而成的一种玉。硬度高，半透明，有玻璃光泽。颜色多样，以鲜亮浓艳的翠绿色最为珍贵,
3883,4,翡,fěi,,,名,姓,
3887,1,瞠,chēng,,,动,瞪着眼直视,瞠目结舌｜瞠乎其后｜瞠视
3898,1,撷,xié,,,动,摘取；采,采撷｜撷取
3912,1,糌,zān,糌粑,zānba,名,用炒熟的青稞磨成的面，可以用酥油茶拌着吃，是藏族的主食,
3927,1,咿,yī,,,,见下。,咿唔，咿呀。
3932,1,砷,shēn,,,名,非金属元素，符号 As。有黄、灰、褐三种同素异形体。砷及其可溶性化合物都有毒。可用于制硬质合金、杀虫剂等,
3951,1,圭,guī,,,名,古代帝王、诸侯在举行典礼时手执的玉器。长方形，尖顶。,
3951,2,圭,guī,,,名,指圭表。,圭臬
3951,3,圭,guī,,,量,古代容积单位，1圭为0.1撮。,
3951,4,圭,guī,,,量,古代重量单位，1圭为0.1铢。,
3956,1,饪,rèn,,,动,煮熟食物；做饭菜,烹饪
3968,1,埔,bù,大埔,dàbù,名,地名，在广东,
3968,3,埔,pǔ,,,,用于地名。如黄埔，在广东,
3974,1,淇,qí,,,名,淇河，水名，在河南，流入卫河。,
3979,1,孑,jié,,,形,单独；孤独,茕茕孑立｜孑然一身
3983,1,茜,qiàn,,,名,茜草,
3983,2,茜,qiàn,,,形,〈文〉深红,茜纱帐
3983,3,茜,xī,,,,音译用字，多用于外国女性的名字，如“露茜” “美茜” “南茜”,
3985,1,艮,gěn,,,形,（食物）韧而不脆，不易咀嚼,萝卜艮了挺难吃｜点心搁久了发艮
3985,2,艮,gěn,,,形,比喻脾气倔；说话生硬,老王头儿的脾气真够艮的，谁的话也听不进。
3985,3,艮,gèn,,,名,八卦之一，卦形为☶，代表山,
3986,1,佝,gōu,,,,见下,佝偻，佝偻病
3989,1,芸,yún,,,名,芸香,
3989,2,芸,yún,,,名,姓,
3989,3,芸,yún,,,名,芸豆,
4011,1,腌,ā,,,形,肮脏；不干净,这厕所腌臜得人没法进。
4011,2,腌,ā,,,形,不顺心；不舒畅,受了一肚子腌臜气。
4011,3,腌,ā,,,动,使难堪,关键时他总腌臜我，让我下不来台。
4011,4,腌,yān,,,动,用盐、糖等浸渍（食物）,榨菜没腌透｜腌鸡蛋
4026,1,盥,guàn,,,动,洗手洗脸,盥漱｜盥洗
4031,1,盂,yú,,,名,一种盛液体的敞口器皿,痰盂｜漱口盂
4041,1,诧,chà,,,动,感到惊讶；觉得奇怪,诧异｜惊诧｜诧愕｜诧然
4044,1,糜,méi,,,名,糜子,糜黍
4044,2,糜,mí,,,名,〈文〉稠粥；像粥的食品,肉糜｜乳糜
4044,3,糜,mí,,,动,腐烂,糜烂
4044,4,糜,mí,,,名,姓,
4056,1,嫖,piáo,,,动,玩弄妓女,吃喝嫖赌｜嫖娼｜嫖客
4064,1,焙,bèi,,,动,用微火烘烤,焙茶｜焙制中草药｜焙干研碎
4066,1,腭,è,,,名,脊椎动物口腔的上部。分前后两部分：前部分由骨和肌肉构成，称硬腭；后部分由结缔组织和肌肉构成，称软腭。,
4068,1,胄,zhòu,,,名,古代帝王或贵族的后代,贵胄｜王室之胄
4068,2,胄,zhòu,,,名,古代作战时戴的保护头部的帽子，多用厚皮革或金属制成,甲胄
4070,1,酊,dīng,,,名,拉丁语 tinctura 音译。指酊剂。,碘酊｜颠茄酊
4071,1,泠,líng,,,,见下。,泠泠，泠然。
4073,1,鲢,lián,,,名,鲢鱼，鳞细，腹部银灰色。主食浮游植物，是我国主要的淡水养殖鱼类（也说白鲢、鲢子、𫚈）。,
4075,1,颦,pín,,,动,皱眉头,东施效颦｜一笑一颦
4080,1,桓,huán,,,名,姓,
4082,2,匮,kuì,,,动,不足；缺少,匮乏｜匮缺
4084,1,挝,wō,,,名,国名，在东南亚,
4084,2,挝,zhuā,,,动,敲打；击,挝鼓｜挝打
4101,1,睨,nì,,,动,斜着眼看,睨视
4104,1,鳃,sāi,,,名,部分水生动物的呼吸器官。用来吸取溶解在水中的氧。形状多样，有片状、束状、丝状和羽毛状等。鱼类的鳃一般有鳃盖保护,
4105,1,祺,qí,,,形,吉祥，现多用作书信中祝颂的话,时祺｜近祺
4106,1,羧,suō,羧基,suōjī,名,羟基和羰基组成的一价原子团,
4110,2,徕,lài,,,动,慰劳,劳徕
4113,1,殍,piǎo,,,名,饿死的人,饿殍
4124,1,毗,pí,,,动,连接,毗邻｜毗连
4125,1,谀,yú,,,动,奉承献媚,阿（ē）谀｜谄谀｜谀词
4128,1,姗,shān,,,,（*姍）姗姗 shānshān 形形容行走缓慢而从容的样子,姗姗来迟
4132,1,咦,yí,,,叹,表示惊异,咦，你是怎么知道的?｜咦，怎么转眼人就不见了?
4137,1,旮,gā,,,名,〈口〉角落；狭窄偏僻的地方,门旮旯儿｜山旮旯儿｜越是旮旮旯旯儿，越要打扫干净
4138,1,蹁,pián,,,形,走路姿态不正,
4140,1,倜,tì,倜傥,tìtǎng,形,洒脱大方；不为世俗所拘束,风流倜傥｜倜傥不羁
4146,1,鞘,qiào,,,名,装刀、剑的硬套,刀出鞘｜剑鞘
4146,2,鞘,qiào,,,名,形状像鞘的东西,鞘翅｜腱鞘｜叶鞘
4146,3,鞘,shāo,,,名,鞭鞘，拴在鞭绳末端的细皮条,
4150,1,瑚,hú,,,名,古代宗庙中的祭器。比喻有才能、有本领的人,
4154,1,嚅,rú,,,,见下。,
4154,2,嚅,rú,,,动,嚅动,
4154,3,嚅,rú,,,,嚅嗫,
4163,1,谟,mó,,,名,计策；谋略,远谟｜宏谟
4164,2,苣,qǔ,,,名,多年生草本植物，叶互生，长椭圆状披针形，边缘呈不整齐锯齿状，开黄色花。嫩茎叶可食用，全草可以做药材,
4167,1,韶,sháo,,,形,美好,韶光｜韶华
4168,1,獠,liáo,,,形,凶恶丑陋,青面獠牙
4169,1,煊,xuān,煊赫,xuānhè,形,气势盛；名声大,煊赫一时
4172,1,溟,míng,,,名,海,北溟｜沧溟
4175,1,彷,páng,彷徨,pánghuáng,动,在一个地方来回走，不知往哪里去；犹豫不决,歧路彷徨｜彷徨不定
4180,1,薰,xūn,,,名,古书上说的一种香草,
4182,1,铬,gè,,,名,金属元素，符号 Cr。银灰色，质极硬，抗腐蚀。用于制造特种钢，也用于电镀等,
4183,1,绦,tāo,,,名,绦子,丝绦｜绦带
4184,1,痍,yí,,,名,创伤,伤痍｜满目疮痍
4186,1,苋,xiàn,,,名,用于植物名。如苋菜、马齿苋,
4187,1,睾,gāo,,,名,指睾丸,附睾
4189,1,峒,dòng,,,名,山洞（多用于地名）,吉峒坪（在湖南）｜峒中（在广东）
4195,1,蓦,mò,,,副,突然；忽然,蓦地｜蓦然
4200,1,缪,miào,,,名,姓,
4203,1,忒,tè,,,名,差错,差忒
4203,2,忒,tuī,,,副,太；非常,这车忒慢｜那件衣服忒贵了
4204,1,钎,qiān,,,名,钎子,钢钎｜打钎｜炮钎
4206,1,佰,bǎi,,,数,数字“百”的大写,
4212,1,鳌,áo,,,名,传说中海里的大龟或大鳖,独占鳌头
4213,1,痧,shā,,,名,中医称中暑、霍乱、肠炎等急性病,发痧｜绞肠痧
4218,2,滟,yànyùduī,,,名,长江瞿塘峡口的巨石（1958年整治河道时已炸平）,
4226,1,柩,jiù,,,名,装着尸体的棺材,棺柩｜灵柩
4227,1,烊,yáng,,,动,某些地区指熔化、溶化。,烊铜｜糖烊了
4231,1,莅,lì,,,动,来；到（含尊敬意）,莅会｜莅临｜莅任
4232,1,拮,jié,拮据,jiéjū,形,缺钱；经济境况窘迫,手头拮据
4233,1,辍,chuò,,,动,中途停止；停止,时作时辍｜辍学
4236,1,疵,cī,,,名,毛病；缺点,吹毛求疵｜瑕疵
4238,1,瑀,yǔ,,,名,像玉的美石,
4243,1,咀,jǔ,,,动,含在嘴里细嚼品味,咀嚼｜含英咀华
4260,1,唑,zuò,,,,音译用字，用于“咔唑（kǎzuò）” “噻唑（sāizuò）”等,
4261,1,弩,nǔ,,,名,古代一种利用机械力量射箭的弓,万弩齐发｜强弩之末｜弩弓
4282,1,粽,zòng,,,名,粽子,豆沙粽
4297,1,儆,jǐng,,,动,告诫；使人警醒而不犯错误,杀一儆百｜以儆效尤
4307,1,珂,kē,,,名,像玉的白色美石,
4308,1,杼,zhù,,,名,织布机上的梭子,不闻机杼声
4311,1,硌,gè,,,动,身体的某部位跟凸起的或硬的东西接触而感到不适或受到损伤,饭里有沙子，把牙硌了｜走石子儿路硌脚
4311,2,硌,luò,,,名,山上的巨石,
4324,2,荼,tú,,,名,古书上说的一种苦菜,谁谓荼苦，其甘如荠（jì）
4324,3,荼,tú,,,动,使痛苦,荼毒生灵
4324,4,荼,tú,,,名,茅草、芦苇等所开的白花,如火如荼
4331,1,粕,pò,,,名,酿酒、榨油等剩下的渣滓,糟粕
4335,1,砣,tuó,,,名,碾砣，碾子上的石磙子,
4335,2,砣,tuó,,,名,秤锤,东西太重，打不住砣了｜秤砣
4337,1,阙,què,,,名,古代宫殿门前两边的楼；泛指宫殿或帝王的住所,宫阙｜汉城魏阙
4337,2,阙,què,,,名,姓,
4337,4,阙,quē,,,名,〈文〉缺陷；过失,阙失
4344,1,睥,pì,睥睨,pìnì,动,斜着眼睛看，表示傲视或轻视,睥睨万物
4346,1,墒,shāng,,,名,适合作物生长、种子发芽的土壤湿度,保墒｜抢墒｜墒情
4347,1,湎,miǎn,,,动,沉迷；迷恋,沉湎
4357,1,笺,jiān,,,名,古书注释的一种,笺注｜郑玄作《毛诗笺》
4357,2,笺,jiān,,,名,〈文〉书信,长笺｜笺札
4357,3,笺,jiān,,,名,写信、题词用的纸,素笺｜信笺｜便笺
4365,1,糍,cí,糍粑,cíbā,名,把蒸熟的糯米捣烂后制成的食品,
4373,2,菟,tù,,,名,一年生草本植物，茎细长，呈丝状，橙黄色，多缠绕在豆科植物上吸取它们的养料。种子也叫菟丝子，可以做药材,
4381,1,姣,jiāo,,,形,容貌美好,姣美｜姣好
4384,2,嗑,kè,,,动,用门牙咬有壳的或较硬的东西,嗑瓜子儿｜柜子上的洞是老鼠嗑的
4389,1,抻,chēn,,,动,拉；拉长,从里面把衬衣袖子抻出来｜越抻越长
4392,1,嚓,cā,,,拟声,模拟摩擦的声音,走廊上传来嚓嚓的脚步声
4400,1,榫,sǔn,,,名,榫子,椅子脱榫了｜榫眼｜榫头
4405,1,鸾,luán,,,名,传说中凤凰一类的鸟,
4412,1,榭,xiè,,,名,建在高台上的房屋,舞榭｜水榭
4415,1,爰,yuán,,,连,表示顺承关系，相当于“于是”,爰书其事以告
4422,1,铎,duó,,,名,古代响器，形状像大铃，有舌，在宣布政教法令或遇到战事时使用,金铎｜振铎
4427,1,僖,xī,,,形,快乐,
4429,1,饴,yí,,,名,饴糖；今泛指某些软糖,甘之如饴｜高粱饴
4432,1,貂,diāo,,,名,哺乳动物，身体细长，四肢短，尾巴粗，尾毛长而蓬松。种类很多，如紫貂、水貂等,
4433,1,呱,gū,,,,见下。呱呱，呱呱坠地。,
4433,3,呱,guā,,,拟声,模拟物体撞击或鸭子、青蛙等鸣叫的声音。,一个耳光呱地一下打在他脸上｜青蛙呱呱地叫着
4452,1,桡,ráo,,,名,船桨,
4454,1,瞟,piǎo,,,动,斜着眼睛看,偷偷地用眼睛瞟着他｜瞟了他一眼
4462,1,孳,zī,,,动,生育；繁衍,孳生｜孳乳
4463,1,莴,wō,,,,见下,莴苣，莴笋
4471,1,婕,jié,婕妤,jiéyú,名,古代宫中女官名,
4472,1,鹧,zhè,鹧鸪,zhègū,名,鸟，羽毛黑白相杂，腹背有眼状白斑。生活在我国南方而不向北迁徙。它的鸣叫被古人谐音说成“行不得也哥哥”，古诗文中常借以表示思念故乡,
4473,1,毽,jiàn,,,名,毽子,踢毽运动
4479,1,裨,bì,,,动,增补,裨补
4479,2,裨,bì,,,名,益处,无裨于事｜大有裨益
4479,3,裨,pí,,,形,副的；辅佐的,裨将｜偏裨
4480,1,谯,qiáo,,,名,〈文〉谯楼，城门上的瞭望楼,
4480,2,谯,qiáo,,,名,姓,
4482,2,蜚,fěi,,,名,蟑螂,
4498,1,娆,rǎo,,,动,烦扰；扰乱,
4501,1,锨,xiān,,,名,铲东西或挖土用的工具，柄的一端安有用铁板或木板制成的头。,铁锨｜木锨
4502,2,蕃,fán,,,形,茂盛；兴旺,草木蕃盛
4502,3,蕃,fán,,,动,孳生；繁殖,蕃滋（繁衍滋长）
4521,1,泯,mǐn,,,动,灭除；消失,良心未泯｜泯灭
4522,1,躞,xiè,躞蹀,xièdié,动,蹀躞,
4523,1,讷,nè,,,形,说话迟钝，不善言谈,讷口｜木讷｜讷讷
4526,1,侗,dòng,,,名,指侗族,侗剧｜侗语
4526,2,侗,tóng,,,形,无知；幼稚,侗而不愿（幼稚而不老实）
4528,1,忖,cǔn,,,动,揣度（duó）；思量,忖度｜思忖
4532,1,矍,jué,,,形,形容惊惶四顾的样子,
4536,1,赟,yūn,,,形,美好,
4538,1,瓮,wèng,,,名,一种用来盛东西的大腹陶器,
4546,1,浔,xún,,,名,古水名，长江流经江西九江北的一段,
4546,2,浔,xún,,,名,江西九江的别称,
4547,1,嘞,lē,,,动,〈口〉唠叨,你瞎嘞嘞什么!
4547,2,嘞,lei,,,助,用在句中停顿的地方或句末，表示愉快地答应或同意,好嘞，我马上就过去｜得嘞，这您就放心吧!｜行嘞，就照您说的办!｜“你现在就来。” “好嘞!”
4556,1,腚,dìng,,,名,某些地区指臀部,光腚
4569,1,馄,hún,馄饨,húntun,名,一种用薄面片包馅儿（多为肉馅儿）制成的面食，煮熟后连汤吃。,
4576,1,湮,yān,,,动,沉没；埋没,湮没｜湮灭
4576,2,湮,yān,,,动,因泥沙淤积而堵塞,河道久湮
4577,2,嗳,ǎi,,,动,打嗝儿,嗳气
4577,3,嗳,ǎi,,,叹,表示否定,嗳，这怎么能行呢?｜嗳，操作方法不对呀!
4585,1,渚,zhǔ,,,名,水中的小块陆地,江渚｜鼋（yuán）头渚（地名，在江苏太湖边）
4592,1,恫,dòng,,,动,恐惧；使恐惧,百姓恫恐｜恫吓（hè）
4592,2,恫,tōng,,,动,哀痛,
4621,1,苕,sháo,,,名,某些地区指红苕，即甘薯,
4621,2,苕,tiáo,,,名,凌霄花的古称,
4623,1,蒗,làng,宁蒗,nínglàng,名,地名，在云南,
4629,1,楫,jí,,,名,桨,舟楫（借指船只）
4632,1,胫,jìng,,,名,小腿,不胫而走｜胫骨
4647,1,邋,lā,邋遢,lātā,形,穿着（zhuó）不整洁；不修边幅,他打扮得整整齐齐，不像往常那么邋遢了。
4651,1,皋,gāo,,,名,水边的高地；泛指高地,江皋｜汉皋｜山皋
4652,1,疝,shàn,,,名,组织和脏器的一部分或全部离开正常位置，在附近薄弱处隆起的病。最常见的是小肠通过腹股沟区腹壁肌肉的薄弱处坠入阴囊。,
4662,1,胴,dòng,,,名,躯干,胴体
4663,1,蓼,liǎo,,,名,一年或多年生草本植物，节常膨大，单叶互生，多开淡红色或白色花。种类很多，常见的有水蓼、蓼蓝、何首乌等,
4663,2,蓼,lù,,,形,（植物）高大,
4667,1,啜,chuài,,,名,姓,
4667,2,啜,chuò,,,动,喝,啜酒｜啜粥
4667,3,啜,chuò,,,形,形容抽泣时的样子,啜泣
4670,1,蟠,pán,,,动,盘曲；环绕,蟠龙
4673,1,脍,kuài,,,名,切得很细的鱼或肉,脍不厌细｜脍炙人口
4680,1,蔌,sù,,,名,野菜；菜,野蔌｜肴蔌
4687,1,踽,jǔ,,,,形容（一个人行走时）孤独的样子,踽踽独行
4687,2,踽,jǔjǔ,,,形,形容（一个人行走时）孤独的样子,踽踽独行
4689,1,汊,chà,,,名,水流的分支；也指水流分汊的地方,港汊｜河汊
4700,1,竽,yú,,,名,古代一种簧管乐器，像笙而稍大,
4701,1,觊,jì,,,动,企图；希望,觊觎
4705,1,蛹,yǒng,,,名,完全变态的昆虫从幼虫到成虫的过渡形态。一般呈枣核形，停止活动和摄食，最后变为成虫。如蚕蛹,
4706,1,筠,jūn,,,名,地名，在四川,
4706,2,筠,jūnlián,,,名,地名，在四川,
4706,3,筠,yún,,,名,竹皮,
4706,4,筠,yún,,,名,借指竹子,
4707,1,瓯,ōu,,,名,小盆、小碗、小杯一类的器皿,茶瓯｜酒瓯｜瓯子
4707,2,瓯,ōu,,,名,瓯江，水名。发源于浙江南部，流入东海,
4707,3,瓯,ōu,,,名,浙江温州的别称,瓯绣（温州出产的刺绣）
4715,1,擤,xǐng,,,动,用力排出鼻孔中的鼻涕,擤鼻涕｜擤鼻子
4721,1,皑,ái,,,形,（霜雪）洁白,白雪皑皑
4721,2,皑皑,ái'ái,,,形,（霜雪）洁白,白雪皑皑
4722,1,衩,chà,,,名,衣裙下端开的口,这种裙子后面最好开个衩｜这件旗袍开的衩太大
4724,1,榛,zhēn,,,名,榛树，落叶灌木或小乔木，结球形坚果。果实叫榛子，果仁可以食用，也可榨油。,
4730,1,钺,yuè,,,名,古代兵器，形状像斧而较大，刃部呈弧形，有长柄，金属或玉石制成，多用于仪仗,
4741,1,掸,dǎn,,,动,轻轻地打或拂（以去掉尘土等）,把身上的柳絮掸掉。
4741,2,掸,shàn,,,名,古代称傣族。,
4741,3,掸,shàn,,,名,缅甸民族之一，大部分居住在缅甸的掸邦。,
4749,1,喏,nuò,,,叹,提示自己所指的事物，以引人注意,喏，这就是你要的书｜喏，这一横应该这样收笔!
4749,3,喏,rě,,,名,古人作揖时嘴里发出的表示敬意的声音,唱个喏（多见于近代汉语）
4750,1,襁,qiǎng,,,名,背负婴儿的宽带子或布兜,襁褓
4757,1,岢,kě,岢岚,kělán,名,山名，又地名，均在山西,
4767,1,籼,xiān,,,,见下。,籼稻，籼米。
4770,1,虻,méng,,,名,昆虫，像蝇而稍大，粗壮多毛。种类很多，最常见的有华虻及中华斑虻。雄虫吸植物的汁液，雌虫吸人、畜的血,
4777,1,鳝,shàn,,,名,鳝鱼，体呈圆筒形，黄褐色，有暗色斑点，无鳞。常潜伏在水边的泥洞或石缝中。,（也说黄鳝。）
4784,1,搽,chá,,,动,往脸上或身上涂抹（粉、油、膏等）,搽痱子粉｜搽清凉油｜搽雪花膏
