rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
5,1,国家,guó jiā,,,名,在一定的历史阶段中由固定的土地和人民组成、有一个进行管理的组织的共同实体,国家繁荣昌盛｜爱护国家财产,country; a common entity composed of fixed land and people with a governing organization in a certain historical stage
5,2,国家,guó jiā,,,名,指一个国家所领有的整个区域,走遍国家每个角落｜国家领土完整,country; the entire territory possessed by a nation
6,1,记者,jì zhě,,,名,新闻媒体采访新闻、进行报道的专职人员,记者采访了市长｜记者报道新闻,journalist; professional personnel in news media who gather and report news
7,1,没有,méi yǒu,,,副,“【没】对领有、具有的否定。口语中多说“没（méi）”,我没有这本书｜他没有时间,"not have; negation of possession or ownership; colloquially often ""méi"""
7,2,没有,méi yǒu,,,动,“【没】无（跟“有”相对）,屋里没有人｜桌上没有东西,"not have; absence (opposite of ""have"")"
8,1,工作,gōng zuò,,,名,职业,找工作,job; occupation
8,2,工作,gōng zuò,,,名,业务；任务,咨询工作｜教学工作,work; business; task
8,3,工作,gōng zuò,,,动,从事体力或脑力劳动,工作到深夜,work; to engage in physical or mental labor
8,4,工作,gōng zuò,,,动,泛指机器、设备等处在运转状态,计算机开始工作,"work; generally refers to machines, equipment, etc., being in operation"
9,1,他们,tā men,,,代,称不包括自己和对方的若干人,你们要支持他们｜他们俩是亲兄弟,they; refers to several people excluding oneself and the listener
11,1,人民,rén mín,,,名,创造历史、推动人类社会进步的所有社会基本成员的总称,代表广大人民的利益｜人民是国家的主人。,people; the collective term for all basic members of society who create history and promote social progress
12,1,问题,wèn tí,,,名,有待解决的疑难事情,物资供应已不成问题｜资金匮乏是个大问题。,problem; a matter that needs to be solved; puzzle
12,2,问题,wèn tí,,,名,有毛病的或不好的情况,这种想法有问题｜心脏有问题,problem; a faulty or undesirable situation
12,3,问题,wèn tí,,,名,要求解答的题目；论述的事项,回答老师三个问题。,question; a topic requiring an answer; matter for discussion
12,4,问题,wèn tí,,,名,重要的事情；关键,问题在于没有找到规律。,problem; an important matter; key point
12,5,问题,wèn tí,,,名,意外的麻烦；事故,开车十几年从来没有出过问题。,problem; unexpected trouble; accident
13,1,进行,jìn xíng,,,动,从事（某种持续性的活动）,进行说服教育｜事情进行得很顺利。,conduct; to engage in (a continuous activity)
13,2,进行,jìn xíng,,,动,行进；前进,进行曲,proceed; to advance; move forward
14,1,社会,shè huì,,,名,以一定的物质生产活动为基础而相互联系起来的人群,社会活动｜社会调查,society; a group of people interconnected based on certain material production activities
14,2,社会,shè huì,,,名,以一定的物质生产活动为基础而相互联系的人类生活共同体。人是社会的主体，劳动是社会生存和发展的前提。人们在生产中形成的一定生产关系构成社会经济基础，在这一基础上产生与之相适应的上层建筑,社会需要和谐｜关注社会问题,"society; a human community interconnected based on material production activities; people are the main body, labor is the premise for social survival and development; production relations form the economic base, giving rise to corresponding superstructure"
15,1,国际,guó jì,,,名,国家与国家之间；世界各国之间,国际往来,international; between nations; among countries worldwide
15,2,国际,guó jì,,,形,国家与国家之间的；世界各国之间的,国际准则｜国际公法,international; pertaining to relations between nations; worldwide
16,1,自己,zì jǐ,,,代,代替人或物本身。通常用来复指前面的名词或代词（代替的主体有时不出现）,让我自己来吧｜石头是自己滚下来的｜把困难留给自己,"self; refers to the person or thing itself, often used to reiterate a preceding noun or pronoun (the subject may not always appear)"
16,2,自己,zì jǐ,,,代,用在名词前，表示属于本人这一方面的,自己人｜自己家里,self; used before a noun to indicate belonging to one's own side
17,1,政府,zhèng fǔ,,,名,国家行政机关。一般分中央政府和地方政府。政府的组织形式和名称各国有所不同。我国的中央人民政府叫国务院,政府发布新政策｜地方政府办事,"government; state administrative organs, generally divided into central and local governments; forms and names vary by country; China's central government is called the State Council"
18,1,企业,qǐ yè,,,名,从事生产、购销、运输以及服务性活动的经营实体（跟“事业”相区别）。如工厂、农场、矿山、公司等,企业要创新发展｜这家企业很大,"enterprise; a business entity engaged in production, trade, transportation, and services (distinguished from ""institution""), e.g., factories, farms, mines, companies"
19,1,世界,shì jiè,,,名,指地球上所有地方,世界各国｜全世界,world; all places on Earth
19,2,世界,shì jiè,,,名,指某个范围或领域,儿童世界｜内心世界｜海底世界,world; a certain scope or field
19,3,世界,shì jiè,,,名,指自然界和人类社会的一切客观存在的总和,世界观,world; the sum total of all objective existence in nature and human society
19,4,世界,shì jie,,,名,各处；处处,满世界乱跑,world; everywhere; all places
19,5,世界,shì jiè,,,名,佛教指无限的时间和空间,大千世界,"world; in Buddhism, refers to infinite time and space"
20,1,北京,běi jīng,,,名,我国首都，中央直辖市。是全国的政治、文化中心。著名的历史文化名城和古都。10世纪初，辽代在此建立陪都，自金代起正式建都。明清时称北京。1928年至新中国成立以前，曾先后改称北平特别市、北平市。简称京,北京是首都｜我去北京旅游,"Beijing; China's capital, a municipality directly under the central government; national political and cultural center; famous historical and cultural city and ancient capital; established as a secondary capital in the Liao Dynasty, officially became capital from the Jin Dynasty; called Beijing in Ming and Qing; renamed Beiping Special City/Beiping City from 1928 until the founding of the PRC; abbreviated as Jing"
21,1,市场,shì chǎng,,,名,买卖商品较集中的场所,农贸市场,market; a place where goods are traded in a concentrated manner
21,2,市场,shì chǎng,,,名,商品流通领域,农业市场｜文化市场｜欧洲市场,market; the field of commodity circulation
21,3,市场,shì chǎng,,,名,比喻某种观点、言论或活动等传播的范围和人们的接受情况,伪科学在这里没有市场。,"market; metaphorically, the scope of dissemination and acceptance of certain views, opinions, or activities"
22,1,什么,shén me,,,代,指事物或人，表示疑问,你叫什么名字?｜她是你的什么人?｜你有什么事?,"what; refers to things or people, expressing inquiry"
22,2,什么,shén me,,,代,指事物或人，表示不确定的事物,随便吃点儿什么｜外面好像有什么声音｜我没有什么不放心的。,"what; refers to things or people, indicating uncertainty"
22,3,什么,shén me,,,代,指事物或人，用在“都”、“也”前，表示在所说的范围内没有例外,金刚石比什么金属都硬｜什么困难也吓不倒我们。,"what; used before ""all"" or ""also"", indicating no exceptions within the stated range"
22,4,什么,shén me,,,代,指事物或人，两个“什么”连用，表示前者决定后者,有什么就吃什么｜你要什么样的鞋，我就给你买什么样的。,"what; two ""what""s used together, indicating the former determines the latter"
22,5,什么,shén me,,,代,用在并列成分前，表示列举不尽,什么花呀，草呀，种了一院子。,And so on; et cetera
22,6,什么,shén me,,,代,表示惊讶,什么!都8点了?,what; expresses surprise
22,7,什么,shén me,,,代,表示不同意、不满意或不以为然,看什么电视，还不快做功课｜嚷什么!大家都睡了｜这是什么玩意儿!,"what; expresses disagreement, dissatisfaction, or disapproval"
23,1,公司,gōng sī,,,名,依法定程序成立、以营利为目的的具有法人资格的企业。我国的公司有有限责任公司和股份有限公司两种,公司业绩很好｜他在公司工作,"company; an enterprise established by legal procedures for profit with legal person status; in China, includes limited liability companies and joint stock limited companies"
24,1,这个,zhè ge,,,代,指比较近的人或事物,这个学生真用功｜我住这个房间,this; refers to a relatively near person or thing
24,2,这个,zhè ge,,,代,代替事物,我要这个，不要那个。,this; substitutes for a thing
24,3,这个,zhè ge,,,代,跟“那个”对举，表示不确指某人或某事物,大家这个一言，那个一语，提了许多意见。,"this; used in contrast with ""that"", indicating an unspecified person or thing"
24,4,这个,zhè ge,,,代,表示程度高，带有夸张的意味（常用在动词、形容词之前）,听说他要来，大伙儿这个高兴啊!,"this; indicates a high degree, with an exaggerated tone (often used before verbs or adjectives)"
25,1,可以,kě yǐ,,,动,表示条件、环境、情理上许可,你不可以乱来｜谁都可以提意见,"can; indicates permission under conditions, environment, or reason"
25,2,可以,kě yǐ,,,动,表示可能,这种车可以坐7个人。,can; indicates possibility
25,3,可以,kě yǐ,,,动,表示有某种用途,玉米秸秆可以做饲料。,can; indicates having a certain use
25,4,可以,kě yǐ,,,动,表示值得（做某事）,这个电视剧倒可以看看。,can; indicates worth doing (something)
25,5,可以,kě yǐ,,,形,表示不错；勉强过得去（前面常加“还”）,他普通话说得还可以。,"passable; indicates not bad; barely acceptable (often preceded by ""still"")"
25,6,可以,kě yǐ,,,形,表示在程度上超出想象（前面常加“真”）,饭量大得真够可以。,"impressive; indicates exceeding expectations in degree (often preceded by ""really"")"
27,1,就是,jiù shì,,,副,表示坚决、肯定或强调,随你怎么劝，我就是不愿意｜这孩子就是聪明｜伸手就是一巴掌,"just; indicates firmness, affirmation, or emphasis"
27,2,就是,jiù shì,,,助,"用在句末，表示肯定，让对方放心（后面多加""了""）",您放心就是了,Rest assured; certainly
27,3,就是,jiù shì,,,副,表示限定范围，排除其他,我们家就是两口人｜就是这种便宜，别的都贵。,"just; indicates limiting scope, excluding others"
27,4,就是,jiù shì,,,动,独立使用，表示同意,就是，我跟你的看法相同。,exactly; used independently to express agreement
27,5,就是,jiù shì,,,连,连接分句，表示假设兼让步关系，相当于“即使”,就是砸锅卖铁，也要供孩子上学。,"even if; connects clauses, indicating hypothetical and concessive relation, equivalent to ""even"""
28,1,全国,quán guó,,,名,整个国家；国家的整个范围,全国都在庆祝｜走遍全国各地,nationwide; the entire country; the whole scope of the nation
29,1,建设,jiàn shè,,,动,创建；建造,建设理论体系｜建设桥梁,construct; to create; build
29,2,建设,jiàn shè,,,动,通过劳动来创造和改善生产生活的环境与条件,建设大西北,construct; to create and improve production and living environments and conditions through labor
29,3,建设,jiàn shè,,,名,有关建设方面的工作,搞好各项建设,construction; work related to building aspects
30,1,已经,yǐ jīng,,,副,表示动作、变化完成或达到某种程度,火车已经开了｜情况已经清楚了｜已经80岁了｜已经小寒了，还这么暖和。,"already; indicates completion of an action or change, or reaching a certain degree"
31,1,第一,dì yī,,,数,列在等级、次序首位的,全班第一｜第一名,first; ranking first in grade or order
31,2,第一,dì yī,,,数,表示最重要,健康第一,primary; indicates most important
32,1,目前,mù qián,,,名,当前；现在,目前形势很好｜目前的任务,currently; at present; now
33,1,地区,dì qū,,,名,某一范围的地方；较大的区域,华北地区｜受灾地区｜中东地区,region; a certain area; a larger district
33,2,地区,dì qū,,,名,在国际上相对国家而言，指一国中在特定情况下单独参加某些国际活动的地方行政区域；也指未获得独立的殖民地、托管地等,这个地区很富裕｜偏远地区发展慢,"region; internationally, refers to an administrative region within a country that participates separately in certain international activities under specific circumstances; also refers to non-independent colonies, trust territories, etc."
33,3,地区,dì qū,,,名,我国省、自治区人民政府设立行政公署作为派出机关所管理的区域，包括若干个县、市，不是一级行政区域，原称专区。目前我国的地区大多已取消，改为省辖市,地区专员来视察｜该地区辖五个县,"region; in China, an area managed by an administrative office set up by a provincial or autonomous regional government, including several counties and cities, not a first-level administrative region, formerly called a special district; most regions in China have been abolished and replaced by provincial cities"
34,1,方面,fāng miàn,,,名,指相对的或并列的人或事物中的一方或一部分,发包和承包两方面｜教育、科技、文化等方面。,Aspect; side
35,1,组织,zǔ zhī,,,动,【组】把分散的人或事物结合成为一个整体或系统,组织队伍｜组织运动会,Organize
35,2,组织,zǔ zhī,,,名,按一定目标和结构系统组织起来的集体,党组织｜服从组织分配,organization; a collective formed with certain goals and structural systems
35,3,组织,zǔ zhī,,,名,事物之间形成的系统或相互配合关系,组织涣散｜组织严密,organization; the system or coordination formed between things
35,4,组织,zǔ zhī,,,名,机体中由许多形态、功能相同或相似的细胞按一定方式组成各种器官的单位。如上皮、结缔、肌肉和神经等组织,肌肉组织很发达｜神经组织受损,Tissue
35,5,组织,zǔ zhī,,,名,纺织物经纬纱线的结构,斜纹组织｜平纹组织,weave; the structure of warp and weft threads in textiles
36,1,重要,zhòng yào,,,形,具有重大意义和深远影响的,重要会议｜重要的是信誉,important; having significant meaning and far-reaching impact
37,1,认为,rèn wéi,,,动,对人或事物提出或持有某种看法，作出某种判断,我认为他还有潜力。,"consider; to hold or propose a certain view about a person or thing, making a judgment"
38,1,不是,bù shi,,,名,过失；过错,都是我的不是｜快去赔个不是,fault; mistake; error
39,1,这样,zhè yàng,,,代,指代某种性质、状态、程度、方式等,做人要做这样的人｜不能这样干,"such; refers to a certain quality, state, degree, manner, etc."
39,2,这样,zhè yàng,,,代,代替某种动作或情况,这样才稳妥｜事情怎么弄成这样了?,such; substitutes for a certain action or situation
40,1,这些,zhè xiē,,,代,指较近的两个以上的人或事物。用来修饰名词,这些人我一个也不认识｜把这些东西都收起来。,these; refers to two or more relatively near people or things; used to modify nouns
40,2,这些,zhè xiē,,,代,代替较近的两个以上的人或事物,这些就是我想说的。,these; substitutes for two or more relatively near people or things
41,1,现在,xiàn zài,,,名,现时；当前,过去没发现，现在暴露出很多问题。,now; at present; currently
42,1,一些,yī xiē,,,,表示数量不定,干一些轻活儿｜给他一些温暖,some; indicates an indefinite quantity
42,2,一些,yī xiē,,,,表示少量,有一些花开了,some; indicates a small amount
42,3,一些,yī xiē,,,,表示不止一个或不止一次等,发表过一些文章,"some; indicates more than one or more than once, etc."
42,4,一些,yī xiē,,,,用在某些动词、形容词等之后，表示微小的量,人走了一些｜态度好了一些,some; a little
43,1,管理,guǎn lǐ,,,动,主管某项工作，使顺利进行,管理学校｜经营管理,manage; to be in charge of and ensure smooth progress
43,2,管理,guǎn lǐ,,,动,保管并料理,管理报刊资料,manage; to take care of and handle
43,3,管理,guǎn lǐ,,,动,看管并约束,管理俘虏,manage; to oversee and restrain
44,1,表示,biǎo shì,,,动,通过言行显示出（思想、感情、态度）,表示同意｜表示愤慨,"express; to show (thoughts, feelings, attitude) through words or actions"
44,2,表示,biǎo shì,,,动,事物本身或借助其他事物显示出某种意义,书名前带“*”号的表示是必读参考书。,indicate; for something itself or through other things to show a certain meaning
45,1,研究,yán jiū,,,动,深入探求（事物的本质、规律等）,研究水稻新品种,"research; to deeply explore (the essence, laws, etc. of things)"
45,2,研究,yán jiū,,,动,考虑或共同商讨,会议重点研究计划调整问题。,study; to consider or discuss together
46,1,技术,jì shù,,,名,人类在实践活动中直接应用的知识、技能和操作方法,科学技术｜电工技术｜学技术,"technology; knowledge, skills, and operational methods directly applied by humans in practical activities"
46,2,技术,jì shù,,,名,技巧；本领,技术过硬,technique; skill; ability
47,1,生产,shēng chǎn,,,动,使用工具改变劳动对象以创造生产资料和生活资料,生产粮食｜商品生产,produce; to use tools to transform labor objects to create means of production and means of subsistence
47,2,生产,shēng chǎn,,,动,生孩子,他妻子快生产了,give birth; to bear a child
48,1,有关,yǒu guān,,,动,有关系；牵涉到,这次事故与他有关｜有关群众切身利益｜有关人员,related; to have a connection; to involve
49,1,今年,jīn nián,,,名,说话时的这一年,今年收成很好｜今年我要努力,this year; the current year when speaking
50,1,同时,tóng shí,,,名,相同的时间；同一个时候,她在做饭的同时，还背诵英语单词。,same time; identical time; at the same moment
50,2,同时,tóng shí,,,连,连接两个分句、句子或段落，表示并列关系,个子长高了，同时性格也更开朗了。,"at the same time; connecting two clauses, sentences, or paragraphs to indicate a parallel relationship"
50,3,同时,tóng shí,,,连,连接两个分句、句子或段落，表示递进关系，相当于“并且”,秦兵马俑是中国艺术殿堂中的瑰宝，同时也是世界艺术宝库中的珍品。,"moreover; connecting two clauses, sentences, or paragraphs to indicate a progressive relationship, equivalent to ""and"""
50,4,同时,tóng shí,,,动,在同一时间,这两家公司的起步几乎同时｜两人抢答并不同时。,coincide; to occur at the same time
51,1,通过,tōng guò,,,介,引进动作的媒介或方式、手段等,通过调查研究取得材料｜通过翻译交谈,"through; introducing the medium or method, means of an action"
51,2,通过,tōng guò,,,动,（议案等）经过法定人数的同意而成立,大会通过了五项决议。,"pass; (of a bill, etc.) to be approved by a statutory number of people"
51,3,通过,tōng guò,,,动,穿过或经过,通过敌人封锁线｜运动员从主席台前通过。,pass through; to go through or traverse
51,4,通过,tōng guò,,,动,经过某部门、某人等准许,他的调动需要通过组织部门。,"approve; to be permitted by a certain department, person, etc."
52,1,开始,kāi shǐ,,,动,（行为、现象等）发生,表演即将开始｜大风降温开始了,"begin; (of behavior, phenomenon, etc.) to occur"
52,2,开始,kāi shǐ,,,动,着手进行,开始练字｜开始修订,start; to commence doing something
52,3,开始,kāi shǐ,,,动,以某一点作为起始,从不自满开始,commence; to take a certain point as the start
52,4,开始,kāi shǐ,,,名,开始的阶段,开始我并不明白,beginning; the initial stage
53,1,关系,guān xi,,,名,人或事物之间的相互联系,朋友关系｜社会关系｜教育事业与社会发展的关系。,relationship; mutual connections between people or things
53,2,关系,guān xi,,,名,对事物产生的影响,碰一下没关系｜这对工作很有关系。,influence; the impact on things
53,3,关系,guān xi,,,动,关联；涉及,这件事关系着事业的全局。,relate; to be connected; to involve
53,4,关系,guān xi,,,名,泛指原因、条件等,由于健康关系他从一线退了下来。,"reason; broadly referring to cause, condition, etc."
53,5,关系,guān xi,,,名,特指组织关系或表明组织关系的证件,组织关系已转来,credentials; specifically referring to organizational relationship or documents indicating such
54,1,因为,yīn wèi,,,连,连接分句，表示因果关系。一般用在前一分句里，常同“所以”配合使用；当前后两个分句主语相同时，也可以用在后一分句里,因为雪太大，所以车不能开得太快｜我因为学习忙，所以没有及时回信｜他脸色不好，因为最近一直开夜车。,"because; connecting clauses to indicate causality, often used with ""so"""
54,2,因为,yīn wèi,,,介,引进表示原因的人或事物,因为他才引出了这么多麻烦｜因为考试的缘故急出了一场病。,because of; introducing the person or thing representing the cause
56,1,代表,dài biǎo,,,名,受委托或指派替个人、集体、政府办事或表达意见的人,私人代表｜公司代表,"representative; a person delegated or appointed to act or express opinions on behalf of an individual, group, or government"
56,2,代表,dài biǎo,,,名,由选举产生的替选举人办事或表达意见的人,职工代表,representative; a person elected to act or express opinions on behalf of the electorate
56,3,代表,dài biǎo,,,动,受委托或指派替个人、集体、政府办事或表达意见,我代表全家感谢您。,"represent; to act or express opinions on behalf of an individual, group, or government by delegation or appointment"
56,4,代表,dài biǎo,,,动,用人或事物表示某种特定的意义或概念,这支曲子代表了他早期的风格。,symbolize; to use a person or thing to represent a specific meaning or concept
56,5,代表,dài biǎo,,,名,某一类人或事物的典型,他是工人阶级的优秀代表。,epitome; a typical example of a certain type of person or thing
57,1,主要,zhǔ yào,,,形,事物中最重要的、起决定作用的（跟“次要”相对）,本次修订主要从以下几个方面进行｜担负主要责任,"main; the most important and decisive in a thing (opposite of ""secondary"")"
58,1,领导,lǐng dǎo,,,名,担任领导职务的人,各级领导都要关心群众的生活｜领导班子,leader; a person holding a leadership position
58,2,领导,lǐng dǎo,,,动,带领并引导大家开展工作,领导群众奔小康,lead; to guide and direct everyone in carrying out work
59,1,今天,jīn tiān,,,名,说话时的这一天,今天天气晴朗｜今天我很开心,today; the current day when speaking
59,2,今天,jīn tiān,,,名,现在；如今,不改革开放，哪有今天的好生活?,today; now; at present
61,1,成为,chéng wéi,,,动,变为,成绩不能成为骄傲的资本。,become; to turn into
62,1,合作,hé zuò,,,动,相互配合做事；共同进行,两人合作得很好｜分工合作｜合作施工,cooperate; to work together; to carry out jointly
63,1,情况,qíng kuàng,,,名,事物发展所表现出来的总体状况,真实情况,situation; the overall state shown by the development of things
63,2,情况,qíng kuàng,,,名,值得注意的变化或动向,有情况要及时向连部报告。,development; noteworthy changes or trends
64,1,人员,rén yuán,,,名,担任某种职务或属于某一类的人,公安人员｜社会闲散人员,personnel; people holding a certain position or belonging to a certain category
65,1,生活,shēng huó,,,名,指生存和发展所需的各种物质条件,生活水平,livelihood; various material conditions necessary for survival and development
65,2,生活,shēng huó,,,名,人和动物在生存和发展过程中进行的各种活动,社会生活｜考察野生动物的生活。,life; various activities carried out by humans and animals during survival and development
65,3,生活,shēng huó,,,动,人和动物在生存和发展过程中进行各种活动,顽强地生活,live; for humans and animals to carry out various activities during survival and development
66,1,要求,yāo qiú,,,动,向人提出愿望或条件,要求大家给以支持｜严格要求,request; to put forward wishes or conditions to someone
66,2,要求,yāo qiú,,,名,向人提出的愿望或条件,合理要求｜没有提什么要求,requirement; the wishes or conditions put forward to someone
67,1,活动,huó dòng,,,动,运动,活动筋骨｜每天到室外活动活动。,move; to exercise
67,2,活动,huó dòng,,,名,为达到某种目的而采取的行动,开展文娱活动,activity; actions taken to achieve a certain purpose
67,3,活动,huó dòng,,,动,能摇动；松动,桌子腿儿有点儿活动｜铁锨把儿活动了｜听了大家的意见，他的思想也有点儿活动。,loose; able to shake; not firmly fixed
67,4,活动,huó dòng,,,动,为达到某种目的而行动,这人常在小区附近活动。,act; to take action to achieve a certain purpose
67,5,活动,huó dòng,,,形,可灵活变动或移动的,活动房屋｜靶标分活动靶标和不活动靶标两种。,movable; capable of flexible change or movement
67,6,活动,huó dòng,,,动,通过说情或行贿等手段，打通关节,他遇到麻烦了，你替他活动活动吧。,pull strings; to use persuasion or bribery to gain favor
68,1,部门,bù mén,,,名,按行政或业务等划分的机构或单位,政府各部门｜业务部门｜后勤部门,"department; an institution or unit divided according to administration or business, etc."
69,1,举行,jǔ xíng,,,动,进行（正式或隆重的活动）,举行画展｜举行毕业典礼,hold; to conduct (a formal or grand activity)
70,1,可能,kě néng,,,动,用在动词或形容词前，表示估计,他可能了解情况｜他个子可能高一些。,may; used before a verb or adjective to indicate estimation
70,2,可能,kě néng,,,形,会成为事实的,让他改变看法是不可能的｜在可能的条件下给予帮助。,possible; likely to become a fact
70,3,可能,kě néng,,,名,能成为事实的趋势或机会,成功的可能很大,possibility; the tendency or chance of becoming a fact
71,1,会议,huì yì,,,名,由有关组织召开的听取情况、讨论问题和布置工作的集会,农村工作会议,"meeting; an assembly convened by relevant organizations to hear reports, discuss issues, and assign work"
71,2,会议,huì yì,,,名,一种经常商讨并处理重要事务的常设机构或组织,中国人民政治协商会议。,conference; a standing body or organization that regularly discusses and handles important affairs
72,1,中的,zhòng dì,,,动,射中靶心；击中目标,一箭中的,hit the mark; to hit the bull's-eye; to strike the target
72,2,中的,zhòng dì,,,动,比喻（话语等）击中要害,一语中的,"hit home; metaphorically (of words, etc.) to strike at the vital point"
73,1,个人,gè rén,,,名,单个的人,个人爱好｜个人利益,individual; a single person
73,2,个人,gè rén,,,代,复指它前面的代词或名词，相当于“自己”,这只是老刘个人的意见｜我个人对此没意见。,"self; referring back to the preceding pronoun or noun, equivalent to ""oneself"""
74,1,起来,qǐ lai,,,动,用在动词后，表示动作开始并继续下去,掌声响起来｜做完准备活动，他便跑了起来。,up; used after a verb to indicate the action starts and continues
74,2,起来,qǐ lai,,,动,用在形容词后，表示情况、状态出现，并且程度继续加深,苹果逐渐红起来｜身体慢慢好起来,up; used after an adjective to indicate the appearance and deepening of a situation or state
74,3,起来,qǐ lái,,,动,由躺、坐、跪等姿势变为站立,见到老人上车，要起来让座,"stand up; to change from lying, sitting, kneeling, etc., to a standing position"
74,4,起来,qǐ lái,,,动,起床,早上七点起来,get up; to rise from bed
74,5,起来,qǐ lai,,,动,用在动词后，表示动作有了一定结果,终于想起来了,up; used after a verb to indicate the action has achieved a certain result
74,6,起来,qǐ lái,,,动,泛指升起、兴起、奋起等,风筝起来了｜一座座高楼起来了｜起来抗争,"rise; broadly referring to ascending, emerging, uprising, etc."
74,7,起来,qǐ lai,,,动,用在动词后，表示估计或着眼于某一方面,看起来，明天去不成了｜这朵花不很美，闻起来却很香。,up; used after a verb to indicate estimation or focusing on a certain aspect
74,8,起来,qǐ lai,,,动,用在动词后，表示人或事物随动作由低到高,双手把奖杯举起来。,up; used after a verb to indicate a person or thing moving from low to high with the action
75,1,时间,shí jiān,,,名,时间的某一点,现在的时间是8点整。,time; a specific point in time
75,2,时间,shí jiān,,,名,指时间量,完成这项任务要多少时间?,duration; referring to the amount of time
75,3,时间,shí jiān,,,名,指物质运动的存在形式，由过去、现在和将来构成的连绵不断的系统。是物质运动的持续性和顺序性的表现,跟时间赛跑,"time; the form of existence of material motion, a continuous system composed of past, present, and future. It represents the continuity and sequence of material motion."
76,1,改革,gǎi gé,,,动,改进革新,改革体制｜改革招生制度,reform; to improve and innovate
76,2,改革,gǎi gé,,,名,改进革新的举措,这是一项重大改革。,reform; measures for improvement and innovation
77,1,如果,rú guǒ,,,连,连接分句，表示假设关系，常同“就”、“那么”等词配合使用,如果情况发生变化，我马上就给你去电话。,"if; connecting clauses to indicate a hypothetical relationship, often used with ""then,"" ""so,"" etc."
78,1,主义,zhǔ yì,,,名,一定的社会制度或政治经济体系,封建主义｜帝国主义,doctrine; a certain social system or political-economic system
78,2,主义,zhǔ yì,,,名,对自然界、人类社会等所持有的系统的理论、学说,马克思主义｜达尔文主义｜人道主义,"theory; systematic theories or doctrines held about nature, human society, etc."
78,3,主义,zhǔ yì,,,名,某个方面的观点、作风,乐观主义｜官僚主义｜独身主义,attitude; views or style in a certain aspect
79,1,文化,wén huà,,,名,人类创造的物质财富和精神财富的总和；特指精神财富，如教育、科学、文艺等,传统文化｜文化教育,"culture; the sum total of material and spiritual wealth created by humans; specifically spiritual wealth, such as education, science, arts, etc."
79,2,文化,wén huà,,,名,特指某一领域或某一范畴体现的思想、观念、道德和行为规范以及风俗习惯等,企业文化｜饮食文化,"culture; specifically the ideas, concepts, morality, behavioral norms, and customs reflected in a certain field or category"
79,3,文化,wén huà,,,名,运用语言文字的能力和一般的知识,学文化｜高中文化程度,literacy; the ability to use language and general knowledge
79,4,文化,wén huà,,,名,考古学指同一历史时期的不依分布地点为转移的遗迹、遗物的综合体。同样的工具、用具，同样的制造技术等，是同一种文化的特征。如半坡文化,仰韶文化很著名｜研究古代文化,"culture; in archaeology, refers to the complex of relics and artifacts from the same historical period, regardless of distribution location. Similar tools, utensils, manufacturing techniques, etc., are characteristics of the same culture, e.g., Banpo Culture."
