rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
45062,1,丝巾,sī jīn,,,名,用蚕丝或人造丝织成的头巾、围巾等,她戴着漂亮的丝巾｜这条丝巾很柔软,silk scarf
45065,1,风向标,fēng xiàng biāo,,,名,指示风向的仪器。一般是安在高杆上的箭形装置。箭随风转动，箭头指示风向,屋顶装有风向标｜风向标指示北风,weather vane
45066,1,蜗居,wō jū,,,名,像蜗牛壳那样的居室。谦称自己窄小的住所,躲进蜗居，以书为伴。,(humble) small dwelling
45066,2,蜗居,wō jū,,,动,像蜗牛那样居住（在窄小的房子里）,蜗居于斗室,live in a small place
45071,1,返老还童,fǎn lǎo huán tóng,,,,由老年回到少年。形容老年人焕发青春,老人锻炼后仿佛返老还童｜传说仙丹能返老还童,rejuvenate
45072,1,琴键,qín jiàn,,,名,钢琴、风琴、电子琴等键盘乐器上用来弹奏的按键,钢琴琴键很光滑｜轻触琴键发出声音,piano key
45075,1,传艺,chuán yì,,,动,传授技艺,收徒传艺,teach a skill
45076,1,义正词严,yì zhèng cí yán,,,,道理正当充足，措辞严正有力,他义正词严地驳斥谬论｜这番话说得义正词严,speak sternly out of a sense of justice
45077,1,比例尺,bǐ lì chǐ,,,名,地图、机械图等图上长度与它所表示的实际长度之比。有数字比例尺和直线比例尺等,地图比例尺是一比一万｜注意查看比例尺,scale (on a map)
45077,2,比例尺,bǐ lì chǐ,,,名,一种制图工具。其刻度按长度单位缩小或放大若干倍后刻成。常见的是三棱比例尺,用比例尺画直线｜三棱比例尺很实用,scale (drawing tool)
45079,1,杀身之祸,shā shēn zhī huò,,,,危及自身性命的祸患,他险些遭杀身之祸｜这句话惹来杀身之祸,deadly disaster
45081,1,血肉相连,xuè ròu xiāng lián,,,,比喻关系密切，不可分离,军民血肉相连｜我们血肉相连不可分,as close as flesh and blood
45082,1,返照,fǎn zhào,,,动,（夕阳）回照；泛指（光线）反射,夕阳返照｜回光返照,reflect (light)
45083,1,竹器,zhú qì,,,名,竹制的器物。如竹筐、竹篮、竹篓、竹床、竹椅、竹席、竹帘等,这个竹器很精致｜竹器工艺品很受欢迎,bamboo ware
45086,1,转弯抹角,zhuǎn wān mò jiǎo,,,,拐弯抹角,他说话总是转弯抹角｜小巷转弯抹角很难走,beat around the bush
45087,1,姣好,jiāo hǎo,,,形,相貌好看,面目姣好,beautiful (of appearance)
45089,1,套近乎,tào jìn hu,,,,主动跟不熟识、不亲密的人拉拢关系，表示亲近（多含贬义）,他想跟我套近乎｜别跟陌生人套近乎,cotton up to someone
45090,1,乌合之众,wū hé zhī zhòng,,,,像一群乌鸦聚在一起的一帮人。指无组织、无纪律的一群人,这群乌合之众很快散去｜他们不过是乌合之众,disorderly crowd
45091,1,阳奉阴违,yáng fèng yīn wéi,,,,表面遵从，暗中违抗,他阳奉阴违很不诚实｜反对阳奉阴违的行为,overtly agree but covertly oppose
45095,1,使眼色,shǐ yǎn sè,,,,用眼神向别人暗示自己的意思,妈妈一个劲儿地使眼色，让他别说。,give a hint with the eyes
45096,1,煽情,shān qíng,,,动,用言语、表情或氛围等打动人，使激动,他的演讲很煽情,stir up emotions
45099,1,抗命,kàng mìng,,,动,拒不执行命令,抗命不遵,disobey orders
45102,1,吏治,lì zhì,,,名,官吏的作风和政绩,革新吏治｜吏治清明,administration of officials
45104,1,成竹在胸,chéng zhú zài xiōng,,,,胸有成竹,他对答形成竹在胸｜解题时成竹在胸,have a well-thought-out plan
45106,1,讣告,fù gào,,,名,报告丧事的通知,刊登讣告,obituary notice
45106,2,讣告,fù gào,,,动,〈文〉报告丧事,特此讣告,announce a death
45108,1,空余,kòng yú,,,形,剩余的；闲置的,时间很空余｜空余设备,spare; vacant
45108,2,空余,kòng yú,,,动,剩余；空着没有被利用,空余半小时做习题。,remain (unused)
45109,1,土司,tǔ sī,,,名,南宋、元、明、清时代在部分民族地区授予民族首领以管理本民族事务的世袭官职；也指被授予土司官职的人,明代设立土司制度｜他是当地土司,hereditary tribal headman
45110,1,盗匪,dào fěi,,,名,强盗和土匪；泛指用暴力抢劫财物的人,盗匪被一网打尽｜山上盘踞着盗匪,bandits
45112,1,减损,jiǎn sǔn,,,动,减少；削弱,防止国有资产流失、减损｜收入多了，艰苦朴素的作风却没有减损。,reduce; diminish
45113,1,提单,tí dān,,,名,从货栈、仓库等处提取货物的凭证,凭提单提取货物｜保管好这张提单,bill of lading
45114,1,刊用,kān yòng,,,动,（报刊）录用刊登（稿件）,这篇文章已被刊用。,publish (in a periodical)
45115,1,门环,mén huán,,,名,装在门上的金属环,门环已经生锈｜轻叩门环无人应,door ring
45117,1,园田,yuán tián,,,名,种植蔬菜的园地,园田里种着蔬菜｜这片园田很肥沃,vegetable garden
45118,1,等温,děng wēn,,,动,温度相等,室内外不等温,be equal in temperature
45119,1,影踪,yǐng zōng,,,名,踪影,不见他的影踪,trace
45120,1,小修,xiǎo xiū,,,动,小修理或小规模的检修,车辆需要小修｜小修后就能使用,minor repair
45121,1,学监,xué jiān,,,名,旧时学校中负责管理学生的专职人员,学监管理很严格｜他是学校学监,proctor (in a school)
45122,1,指证,zhǐ zhèng,,,动,指认并作证,出庭指证犯罪嫌疑人的罪行。,testify against
45123,1,隘口,ài kǒu,,,名,狭窄的关口,重兵把守隘口,mountain pass
45124,1,度日如年,dù rì rú nián,,,,过一天好像过一年。形容日子困苦难熬,等待的日子度日如年｜病中感觉度日如年,one day seems like a year
45126,1,抑止,yì zhǐ,,,动,控制使停止,抑止内心的冲动,restrain; curb
45127,1,寡母,guǎ mǔ,,,名,守寡的母亲,孤儿寡母,widowed mother
45128,1,麦粒,mài lì,,,名,麦子的籽实,麦粒饱满金黄｜收获的麦粒很多,wheat grain
45133,1,钢索,gāng suǒ,,,名,指钢制的索道或长链,钢索非常坚固｜桥上的钢索很粗,steel cable
45134,1,饶命,ráo mìng,,,动,给予宽恕，免于一死,乞求饶命,spare someone's life
45135,1,扮相,bàn xiàng,,,名,演员化装成剧中人后的相貌；泛指打扮后的模样,扮相俊美,stage appearance
45136,1,经售,jīng shòu,,,动,经手销售,由专卖店经售,sell on commission
45139,1,铁嘴,tiě zuǐ,,,名,指能言善辩的口才或能言善辩的人,他有一张铁嘴｜辩论双方都是铁嘴。,persuasive speaker
45140,1,俗不可耐,sú bù kě nài,,,,庸俗得叫人不能忍受,这幅画俗不可耐｜他的打扮俗不可耐,unbearably vulgar
45141,1,眉心,méi xīn,,,名,双眉中间的地方,眉心有颗痣｜紧锁眉心思考,space between eyebrows
45142,1,导语,dǎo yǔ,,,名,较长的新闻报道开头引导人们阅读的简短文字，可概括主要内容和新闻发生的背景。泛指文章开头引导人们阅读的简短文字,新闻导语要简洁｜文章导语很吸引人,lead (in writing)
45144,1,石竹,shí zhú,,,名,多年生草本植物，全株粉绿色，夏季开淡红色、白色花。生长在我国北部至中部的山野。全株可以做药材,石竹花开得很美｜石竹可以入药,Chinese pink (plant)
45146,1,妖艳,yāo yàn,,,形,艳丽而有失庄重,打扮太妖艳,seductive
45149,1,鸟枪,niǎo qiāng,,,名,打鸟用的枪。旧时多用火枪，后来多用气枪。我国现已严格限用,禁止使用鸟枪｜旧时用鸟枪打猎,bird gun
45150,1,人工流产,rén gōng liú chǎn,,,,用人工方法使孕妇中止妊娠，使受精卵或胎儿脱离母体,她做了人工流产｜人工流产要慎重,induced abortion
45151,1,吉庆,jí qìng,,,形,吉祥喜庆,吉庆日子｜吉庆有余,auspicious and festive
45153,1,厮混,sī hùn,,,动,苟且相处；鬼混,不许你和他们厮混。,fool around
45153,2,厮混,sī hùn,,,动,混杂,严禁把盗版书和正版书厮混在一起出售。,mix together
45155,1,租税,zū shuì,,,名,旧指征收的田赋及各种税款,租税负担很重｜减免农民租税,taxes (in ancient times)
45156,1,谈天说地,tán tiān shuō dì,,,,漫无边际地闲聊,他们谈天说地很投机｜老人喜欢谈天说地,Chat about everything under the sun
45157,1,执棒,zhí bàng,,,动,指在合唱、交响乐等中担任指挥,本场音乐会由著名指挥家执棒。,"Conduct (an orchestra, etc.)"
45158,1,咂嘴,zā zuǐ,,,动,【咂】用舌尖抵住上腭或牙龈突然发出吸气声，表示称赞、羡慕、惊讶、惋惜等,观看儿童杂技表演，不时有人咂嘴赞叹。,Click one's tongue
45161,1,作梗,zuò gěng,,,动,设置障碍；有意阻挠,他们处处作梗，致使工作半途而废。,Obstruct
45164,1,硬木,yìng mù,,,名,质地细密坚硬的木材。如檀木、楠木等,家具用硬木制作｜硬木质地坚硬,Hardwood
45165,1,名宿,míng sù,,,名,素有名望的老前辈,学界名宿,Venerable elder
45166,1,戏校,xì xiào,,,名,培养戏剧创作、编导和表演人才的学校,他毕业于戏校｜戏校培养了很多演员,Drama school
45167,1,针织品,zhēn zhī pǐn,,,名,用针或针织机编织成的物品，如毛巾、围巾、手套、线衣等,这件针织品很柔软｜针织品容易起球,Knitted goods
45168,1,篓子,lǒu zi,,,名,用竹篾、荆条、铁丝等编成或塑料制作的盛物器具。多为圆筒形，有底,竹篓子很结实｜用篓子装水果,Basket
45169,1,行令,xíng lìng,,,动,行酒令,喝酒行令,Play drinking games
45169,2,行令,xíng lìng,,,动,发布命令,政府行令,Issue orders
45170,1,宝典,bǎo diǎn,,,名,珍贵的典籍,《黄帝内经》一向被视为中医的宝典。,Treasured classic
45171,1,磷脂,lín zhī,,,名,含磷酸的脂质，是构成细胞膜和细胞器膜的重要成分。在动物的脑、肝、红细胞和卵黄中及植物的种子中含量较多。可用来做糕点、糖果等，也用在化妆品、肥皂、橡胶、皮革等工业中,磷脂对健康有益｜食物中含有磷脂,Phospholipid
45173,1,变局,biàn jú,,,名,变动的时局或局面,面临变局，要采取应急措施。,Changing situation
45175,1,误食,wù shí,,,动,吃了不能吃或不该吃的东西,误食变质食品，引起中毒。,Eat by mistake
45176,1,仗义执言,zhàng yì zhí yán,,,,主持正义，讲公道话,他仗义执言主持公道｜记者仗义执言,Speak out for justice
45179,1,一路顺风,yī lù shùn fēng,,,,整个行程平安顺利；比喻办理某件事情的各个环节都很顺利,祝你一路顺风｜工程进展一路顺风,Have a smooth journey
45185,1,西王母,xī wáng mǔ,,,名,我国古代神话中的女神。传说住在昆仑山的瑶池，她园中的蟠桃，人吃了会长生不老。通称王母娘娘,西王母是神话人物｜传说西王母住在瑶池,Queen Mother of the West
45197,1,册页,cè yè,,,名,分页装裱的字画，是中国书画装裱形式之一,这套册页收有20幅花鸟画。,Album of paintings or calligraphy
45198,1,开禁,kāi jìn,,,动,解除禁令,政府决定开禁｜部分区域已开禁,Lift a ban
45199,1,测度,cè duó,,,动,推测；猜想,从常情测度，他不可能不知道这件事。,Infer
45201,1,共赴,gòng fù,,,动,共同奔赴；共同前往,共赴前线｜共赴国难（共同前往拯救国难）。,Go together
45202,1,荣归,róng guī,,,动,光荣地归来,载誉荣归故里,Return in glory
45204,1,国魂,guó hún,,,名,国家的灵魂，即一个国家特有的值得弘扬的精神,爱国精神是国魂｜弘扬民族国魂,National spirit
45205,1,正品,zhèng pǐn,,,名,质量合格的产品,这是正品保证｜只卖正品商品,Certified product
45206,1,重圆,chóng yuán,,,动,比喻亲人失散或分离多年后重又团圆,破镜重圆｜骨肉重圆,Reunite
45207,1,老脸,lǎo liǎn,,,名,老年人的面子,你把我这老脸都给丢尽了｜他连老脸也不要了。,Elder's dignity
45207,2,老脸,lǎo liǎn,,,名,厚脸皮,他厚着老脸求人｜真是不要老脸,Thick-skinned
45208,1,公推,gōng tuī,,,动,由公众推举（某人做某事）,我们公推他为这次活动的召集人。,Publicly recommend
45209,1,内奸,nèi jiān,,,名,隐藏在内部，暗中跟敌人相勾结，伺机进行破坏活动的人,揪出内奸很重要｜队伍里有内奸,Hidden traitor
45211,1,尖细,jiān xì,,,形,（末端）细小；（声音）高而细,尖细的钢针｜女人尖细的哭声,Thin and sharp
45212,1,提亲,tí qīn,,,动,男女中的某一方向对方提出结成婚姻关系的建议,他家来提亲了｜托媒人提亲,Propose marriage
45213,1,附表,fù biǎo,,,名,正文所附录的表格,明细数据见附表,Attached table
45215,1,配伍,pèi wǔ,,,动,把两种或两种以上药性相合的药物配合在一起使用,中药讲究配伍｜这几味药配伍使用,Combine (medicines)
45216,1,乌鸡,wū jī,,,名,鸡的一种，遍体白毛，皮、骨、眼、喙、趾、内脏及脂肪均为乌黑色。是著名观赏鸡品种。中医供药用。原产我国，以江西泰和的最为著名，所以,乌鸡可以炖汤｜乌鸡营养价值高,Silkie (chicken)
45217,1,守节,shǒu jié,,,动,保持节操；旧时特指妇女遵守封建礼教，丈夫（或未婚夫）死后不再嫁人,她为夫守节多年｜古代重视守节,Preserve chastity
45219,1,眼热,yǎn rè,,,动,羡慕,看着别人开车，他很眼热。,Envy
45220,1,深谈,shēn tán,,,动,深入交谈,我们需要深谈｜深谈后达成共识,Talk deeply
45221,1,山炮,shān pào,,,名,一种轻型的榴弹炮，炮身短，重量轻，搬运方便，适宜山地作战,山炮便于山地作战｜军队配备山炮,Mountain gun
45222,1,蛰伏,zhé fú,,,动,动物冬眠，即潜伏起来不食不动，血液循环和呼吸极缓慢，进入昏睡状态,蛇在冬天蛰伏｜动物蛰伏过冬,Hibernate
45223,1,纯美,chún měi,,,形,纯洁美好,音色纯美,Pure and beautiful
45226,1,影带,yǐng dài,,,名,电影录像带,租借影带观看｜这盘影带很珍贵,Video tape
45227,1,起止,qǐ zhǐ,,,动,开始和终止；开头和结尾,你知道补习班的起止日期吗?,Start and end
45229,1,图版,tú bǎn,,,名,印制照相图片、插图或表格的印刷版。用铜、锌等金属制成,图版印刷清晰｜制作精美的图版,Plate (printing)
45231,1,家宅,jiā zhái,,,名,私人住宅；借指家庭,祖上留下两处家宅｜福临家宅,Residence
45233,1,干饭,gān fàn,,,名,不带汤的米饭（跟“稀饭”相区别）,他喜欢吃干饭｜中午做了干饭,Cooked rice
45234,1,取景,qǔ jǐng,,,动,（摄影或写生时）选取景物,这幅画取景于黄山。,Frame a shot
45237,1,注文,zhù wén,,,名,注释的文字,注文解释很详细｜古籍有大量注文,Annotation text
45238,1,天车,tiān chē,,,名,桥式起重机。一般安装在厂房或货场高架轨道上，可以移动，能在较大范围内吊起并搬移重物。某些地区,天车吊运重物｜工厂里安装天车,Overhead crane
45240,1,猎鹰,liè yīng,,,名,经过训练，用来帮助打猎的鹰,猎鹰俯冲捕猎｜训练有素的猎鹰,Falcon (for hunting)
45242,1,竞渡,jìng dù,,,动,比赛划船,龙舟竞渡,Boat race
45242,2,竞渡,jìng dù,,,动,比赛游泳渡过江河湖泊,万名健儿竞渡长江。,Swimming race
45243,1,售罄,shòu qìng,,,动,卖完,现房售罄,Sold out
45246,1,发狠,fā hěn,,,动,下狠心；横下心来,他一发狠，用多年的积蓄买了一台电脑。,Make a determined effort
45246,2,发狠,fā hěn,,,动,发怒；生气,她正发狠呢，你可别再火上浇油。,Get angry
45248,1,花果山,huā guǒ shān,,,名,《西游记》中描写的孙悟空居住的山。泛指花木果树满坡的山,过去有名的穷山沟，如今变成了花果山。,Mountain of Flowers and Fruit
45251,1,刮胡子,guā hú zi,,,,用剃须刀具刮掉胡须；比喻训斥、批评,他每天刮胡子,Shave; Reprimand
45252,1,抵得上,dǐ de shàng,,,动,能相当；比得上,精锐的小分队抵得上一个连的兵力。,Be equal to
45254,1,宿命论,sù mìng lùn,,,名,认为人的生死、荣辱、贫富和事物的发展变化都是命运决定的，是唯心主义的观点,他不信宿命论｜反对宿命论观点,Fatalism
45255,1,气轮机,qì lún jī,,,名,燃气轮机的简称,气轮机效率很高｜发电厂用气轮机,Gas turbine
45256,1,亮闪闪,liàng shǎn shǎn,,,形,形容闪闪发光的样子,明朗的月光下，湖面亮闪闪的。,Glittering
45260,1,童养媳,tóng yǎng xí,,,名,旧指被迫让人领养、长大后做这家儿媳的小女孩儿；也指有这种身世的妇女。,她是童养媳出身｜旧社会有童养媳,Child bride
45261,1,通信员,tōng xìn yuán,,,名,部队、党政机关中担任递送书信、文件等联络工作的人员,通信员送来急件｜他是部队通信员,Messenger
45263,1,神清气爽,shén qīng qì shuǎng,,,形,形容神志清爽，心情舒畅,雨后空气神清气爽｜运动后神清气爽,Refreshed and cheerful
45264,1,春寒料峭,chūn hán liào qiào,,,形,形容早春季节天气微寒（料峭：形容微寒）,春寒料峭注意保暖｜春寒料峭的季节,Chilly spring weather
45266,1,白马王子,bái mǎ wáng zǐ,,,,德国童话故事《灰姑娘》中骑着白马的年轻英俊的王子。借指少女心目中理想的恋爱对象,她期待白马王子｜每个女孩都有白马王子梦,Prince Charming
45271,1,落荒而逃,luò huāng ér táo,,,,舍弃大路，逃向荒野,敌人落荒而逃｜他吓得落荒而逃,Flee into the wilderness
45273,1,闭门造车,bì mén zào chē,,,,关起门来造车。比喻不顾客观实际，只凭想当然办事,不能闭门造车｜反对闭门造车的做法,Make a cart behind closed doors
45275,1,以暴易暴,yǐ bào yì bào,,,,用强暴替换强暴。现多指用暴力行动来对付暴力行动,两国关系陷入以暴易暴的怪圈｜坚持和平谈判，摒弃以暴易暴。,Replace violence with violence
45276,1,彪形大汉,biāo xíng dà hàn,,,,体格健壮、身材魁梧的男子汉,他是个彪形大汉｜门口站着彪形大汉,Burly man
45277,1,随遇而安,suí yù é rān,,,,能顺应各种环境，不管处在什么境况，都安然自得,他性格随遇而安｜随遇而安的生活态度,Feel at home wherever one is
45279,1,绵软,mián ruǎn,,,形,柔软,金丝绒手感绵软,Soft
45279,2,绵软,mián ruǎn,,,形,（身体）软弱无力,浑身绵软,Feeble
45280,1,考释,kǎo shì,,,动,考证源流并进行解释（古文字或古代文献、文物）,学者考释甲骨文｜考释古代文献,Research and interpret
45281,1,青楼,qīng lóu,,,名,原指豪华精致的楼房；后指妓院,青楼女子｜堕入青楼,Brothel
45283,1,例题,lì tí,,,名,为具体说明某一定理或定律而用来作例子的问题,看懂例题很重要｜这道例题很典型,Example problem
45289,1,抄送,chāo sòng,,,动,把原件抄录（或复印）的副本送交相关平级单位,文件已抄送有关单位。,Send a copy to
45290,1,离经叛道,lí jīng pàn dào,,,,原指背离儒家经典的主张和道统；今泛指背离占主导地位的思想准则和行为规范等,他的想法太离经叛道了｜这种离经叛道的行为不被接受,Rebel against orthodoxy
45291,1,大牢,dà láo,,,名,监狱,他被关进了大牢｜犯人被押往大牢,Prison
45292,-1,风花雪月,fēng huā xuě yuè,,,,借指男女情爱方面的事,他们整天沉溺于风花雪月｜小说描写了才子佳人的风花雪月,Romantic affairs
45292,-1,风花雪月,fēng huā xuě yuè,,,,借指男女情爱方面的事,他们整天沉溺于风花雪月｜小说描写了才子佳人的风花雪月,Romantic affairs
45293,1,本末倒置,běn mò dào zhì,,,,树根和树梢倒过来放。比喻把事物的主次颠倒了,做事要分清主次，不能本末倒置｜你这样做是本末倒置,Put the cart before the horse
45294,1,凋敝,diāo bì,,,动,衰落；衰败,家境凋敝｜经济凋敝,Depressed
45295,1,时区,shí qū,,,名,1884年国际经度会议将地球表面按经线等分为24个区，称时区。以本初子午线为基准，东西经度各7.5°的范围为零时区。然后每隔15°为一时区。以东（西）经度7.5°—22.5°的地区为东（西）一时区，东（西）经度22.5°—37.5°的地区为东（西）二时区，依此类推。两个相邻时区的时间差为1小时,中国横跨多个时区｜纽约和北京相差13个时区,Time zone
45296,1,老熟人,lǎo shú rén,,,名,很早就熟识的人,大家都是老熟人，别说客套话了。,Old acquaintance
45297,1,异型,yì xíng,,,形,样式或种类不同于一般的,新建住宅采用异型框架结构｜肿瘤异型增生,Special-shaped
45298,1,里应外合,lǐ yìng wài hé,,,,外边进攻，里边配合；里边起事，外边接应,我军里应外合攻下城池｜他们里应外合夺取了仓库,Collaborate from within with forces from without
45300,1,窘态,jiǒng tài,,,名,尴尬为难的神态,掩饰窘态,Embarrassed look
45301,1,扶手椅,fú shǒu yǐ,,,名,带有扶手的椅子,老人坐在扶手椅上休息｜这把扶手椅很舒适,Armchair
45302,1,选种,xuǎn zhǒng,,,动,选择动植物优良品种，用于繁殖,技术员正在田间选种。,Select seeds
45303,1,推重,tuī zhòng,,,动,因重视而给予高度评价,人们推重他的学问，更推重他的人品。,Hold in high esteem
45304,1,一元化,yī yuán huà,,,动,使多种形式变成单一形式；使分散走向统一（跟“多元化”相对）,领导体制一元化,Centralize
45307,1,疱疹,pào zhěn,,,名,病毒性皮肤病，多发生在唇部、面部或外阴等处。症状是局部灼痒，然后出现红斑和水疱状的隆起，内含透明液体，破裂后呈现糜烂面,他嘴唇上长了疱疹｜疱疹需要及时治疗,Herpes
45309,1,灯管,dēng guǎn,,,名,荧光灯、弧光灯等的管状部分,灯管需要更换了｜荧光灯管发出柔和的光,Lamp tube
45310,1,高深莫测,gāo shēn mò cè,,,,高深的程度无法揣测。多形容人或事物难以捉摸,他的话高深莫测｜这位大师高深莫测,Unfathomable
45314,1,泪人,lèi rén,,,名,哭得满脸都是泪水的人,他悲痛欲绝，哭成了个泪人。,Tearful person
45315,1,油纸,yóu zhǐ,,,名,涂有桐油的纸。耐折、防潮、防水，供制伞或包东西用,用油纸包好点心｜油纸伞很耐用,Oilpaper
45317,1,乐理,yuè lǐ,,,名,音乐的基础知识和基础理论,他精通乐理｜学习乐理很重要,Music theory
45319,1,包换,bāo huàn,,,动,保证顾客在一定条件下可以更换所购买的商品,不合格商品包退包换。,Guarantee replacement
45320,1,刀山,dāo shān,,,名,佛教指地狱中插满尖刀的山。比喻险恶的境地,上刀山，下火海，在所不辞。,Mountain of knives
45322,1,含混不清,hán hùn bù qīng,,,,模模糊糊，不明确，不清晰,他说话含混不清｜字迹含混不清,ambiguous; unclear
45323,1,输家,shū jiā,,,名,指赌博中输钱的一方；也指比赛、诉讼、斗争中失败的一方,他是这场比赛的输家｜输家要接受惩罚,loser
45324,1,直待,zhí dài,,,动,一直等到（某个时间）,直待领导提醒才发现问题的严重性。,wait until
45325,1,外家,wài jiā,,,名,外祖父母家,春节要去外家拜年｜我外家住在乡下,maternal grandparents' home
45325,2,外家,wài jiā,,,名,旧指有妻男子在别处纳妾所组成的家庭,他在外头另立外家｜外家的地位较低,concubine's household
45325,3,外家,wài jiā,,,名,跟有妻男子非法成家的女子是该男子的外家,她是老爷的外家｜外家不能进正门,concubine
