rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
91375,1,闲员,xián yuán,,,名,单位中无事可做的人,公司精简后闲员减少了｜他是个挂名的闲员,Supernumerary
91388,1,屯守,tún shǒu,,,动,驻守,屯守边关,Garrison
91404,1,烩饼,huì bǐng,,,名,大饼切成丝加菜肴煮成的食品,晚饭做了热乎乎的烩饼｜北方人爱吃烩饼,Shredded pancake soup
91439,1,卯榫,mǎo sǔn,,,名,卯眼和榫头。榫头插入卯眼，可使器物部件牢固连接,这个家具的卯榫很牢固｜传统木工讲究卯榫结构,Mortise and tenon
91472,1,踩道,cǎi dào,,,动,指犯罪分子作案前察看作案地的路径和地形,小偷在踩道时被抓获｜他们提前来踩道,Case the place
91502,1,掰腕子,bāi wàn zi,,,,比赛腕力和臂力。赛法是两人都伸出右手或左手，互相握住，向各自内侧同时用力，但身体和肘部不得移位，以扳倒对方前臂为胜,两个小伙子在掰腕子｜他掰腕子从没输过,Arm wrestling
91534,1,解扣儿,jiě kòu er,,,动,解开纽扣,他解扣儿脱下了外套｜孩子学不会解扣儿,Unbutton
91534,2,解扣儿,jiě kòu er,,,动,〈口〉比喻解决矛盾或消除仇怨,经过调解，双方终于解扣儿了｜这个矛盾很难解扣儿,Settle a dispute
91580,1,零杂工,líng zá gōng,,,名,做短时零星杂活儿的人,他在工地做零杂工｜找零杂工帮忙搬家,Odd-jobber
91611,1,包干儿,bāo gān er,,,动,承担并保证完成一定范围的全部工作,分片包干儿｜实行包干儿制,Be responsible for a task until completion
91612,1,辈数儿,bèi shù er,,,名,辈分,他辈数儿小，年纪却不小。,Seniority in the family
91615,1,小抄儿,xiǎo chāo er,,,名,指考试时夹带的作弊用的字条,考试带小抄儿是作弊｜他把公式写在小抄儿上,Crib notes
91618,1,葱白儿,cōng bái er,,,名,葱茎。因色白，故称,炒菜要先用葱白儿爆香｜汤里撒些葱白儿提味,Scallion stem
91630,1,掌勺儿,zhǎng sháo er,,,动,指在饭馆主持烹调工作,这家饭店由老师傅掌勺儿｜他掌勺儿二十年了,Be the chef
91632,1,入味儿,rù wèi er,,,形,形容调味品的味道进入菜肴，有滋味,红烧鱼要烧得入味儿,Flavorful
91632,2,入味儿,rù wèi er,,,形,形容很有趣味,他说的评书越听越入味儿。,Interesting
91752,1,大碗儿茶,dà wǎn er chá,,,名,指用大碗盛着的、售价低廉的茶水,靠卖大碗儿茶发家。,Bowl tea
91830,1,春秋衫,chūn qiū shān,,,名,两用衫,春秋衫适合这个季节穿｜她买了件新春秋衫,Spring and autumn jacket
91848,1,花把式,huā bǎ shi,,,名,花农；花匠；也泛指对种花有经验、有专长的人,王大爷是村里的花把式｜向花把式请教种玫瑰,Flower grower
91858,1,管儿灯,guǎn er dēng,,,名,管形荧光灯的俗称,办公室换上了新管儿灯｜管儿灯比灯泡省电,Tube light
91951,1,玩儿不转,wán er bu zhuàn,,,动,驾驭不了；无法对付,那种单位他去了也玩儿不转。,Cannot handle
91954,1,宠用,chǒng yòng,,,动,宠爱重用（含贬义）,宠用亲信,Favor and employ
92047,1,生荣死哀,shēng róng sǐ āi,,,,活着受人景仰，死了令人哀痛。常用来称颂受人尊敬的死者,这位英雄生荣死哀｜老先生可谓生荣死哀,Honored in life and mourned in death
92074,1,油脂麻花,yóu zhi má huā,,,形,形容物件上布满油垢的样子,买肉找回的钱，全是油脂麻花的。,Greasy and stained
92094,1,乡巴佬儿,xiāng ba lǎo er,,,名,对乡下人的蔑称,别叫他乡巴佬儿，不礼貌｜城里人看不起乡巴佬儿,Bumpkin
92100,1,瓜子儿脸,guā zǐ er liǎn,,,名,指上部略圆下部略尖，像瓜子儿似的脸型。,她长着标准的瓜子儿脸｜瓜子儿脸很上镜,Oval face
92151,1,雨珠儿,yǔ zhū er,,,名,雨滴,荷叶上雨珠儿点点。,Raindrop
92163,1,翻本儿,fān běn er,,,动,赌博时把输掉的钱赢回来；也指把亏欠的本钱赚回来,他想翻本儿又输光了｜做生意亏损想翻本儿,Recoup losses
92256,1,地块儿,dì kuài er,,,名,成片的耕地,这片地块儿适合种小麦｜开发商买下了这块地块儿,Plot of land
92337,1,戗面,qiàng miàn,,,名,揉进了干面粉的发面,戗面馒头｜戗面火烧,Leavened dough with dry flour
92337,2,戗面,qiàng miàn,,,动,往和（huó）好的面中揉进干面粉,戗面馒头更有嚼劲｜妈妈正在厨房戗面,Knead dry flour into dough
92354,1,炒肝儿,chǎo gān er,,,名,北京风味小吃，用猪肝、肥肠、蒜末等勾芡烩成,早餐吃了碗炒肝儿｜老北京的炒肝儿很有名,Fried liver stew
92387,1,香干儿,xiāng gān er,,,名,经加工的有五香味儿的豆腐干儿,香干儿可以凉拌着吃｜买几块香干儿做菜,Spiced dried tofu
92389,1,猪倌儿,zhū guān er,,,名,放猪的人；也指专职养猪的人,爷爷年轻时当过猪倌儿｜猪倌儿赶着猪群回圈,Swineherd
