rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
65154,1,熟语,shú yǔ,,,名,只能整体应用，不能随意改变其形式，往往也不能按照一般的构词法来分析的固定短语。包括成语、惯用语、谚语、歇后语等。如“一叶知秋”、“拍马屁”、“东虹日头西虹雨”、“猫哭老鼠——假慈悲”等,“一叶知秋”是一个熟语。｜熟语包括成语和谚语。,Set phrase
65155,1,恃才傲物,shì cái ào wù,,,,仗着自己有才能而藐视别人（物：指除自己以外的人）,他恃才傲物。｜恃才傲物会得罪人。,Proud of one's ability and contemptuous of others
65157,1,官架子,guān jià zi,,,名,做官的威势和气派（含贬义）,这人官儿不大，官架子不小。,Bureaucratic airs
65158,1,鹅蛋脸,é dàn liǎn,,,名,形似鹅蛋，微长而丰满的脸型,她长着鹅蛋脸。｜鹅蛋脸很漂亮。,Oval face
65159,1,燃烧瓶,rán shāo píng,,,名,用以引燃并烧毁目标的武器，在玻璃瓶内装上液体燃烧剂，投掷落地后爆炸燃烧,他们投掷燃烧瓶。｜燃烧瓶爆炸起火。,Molotov cocktail
65161,1,一风吹,yī fēng chuī,,,,比喻全部勾销,原来的规章制度也有合理的部分，不能都一风吹。,To cancel entirely
65161,2,一风吹,yī fēng chuī,,,,比喻形成强大的社会风气（指不好的）,不要搞一风吹，选人才光看文凭。,A powerful (negative) social trend
65167,1,数得上,shǔ de shàng,,,动,相比之下比较突出或够标准,这个厂的产品在同行里是数得上的。,To be considered outstanding
65171,1,缝合线,féng hé xiàn,,,名,指外科手术中缝合伤口的专用线。如羊肠线,医生用缝合线缝伤口。｜这种缝合线可吸收。,Suture (surgery)
65171,2,缝合线,féng hé xiàn,,,名,大陆板块碰撞衔接的地方。我国青藏高原、华北地区等现均有若干亿年前的缝合线,这里有一条缝合线。｜缝合线是板块碰撞形成的。,Suture line (geology)
65172,1,机关炮,jī guān pào,,,名,利用机械装置可以自动连续发射炮弹的武器,军队装备了机关炮。｜机关炮连续射击。,Machine cannon
65177,1,绝命书,jué mìng shū,,,名,临终（多指自杀）前写下的遗书,他留下了绝命书。｜绝命书令人心痛。,Suicide note
65178,1,色情狂,sè qíng kuáng,,,名,有变态性欲的人,那个色情狂被抓了。｜色情狂是变态。,Sex maniac
65180,1,起点站,qǐ diǎn zhàn,,,名,始发站,这是公交起点站。｜火车从起点站出发。,Terminus; starting station
65181,1,血口喷人,xuè kǒu pēn rén,,,,比喻用恶毒的言语诬陷他人,你不要血口喷人。｜血口喷人是诬陷。,To make slanderous accusations
65184,1,紫云英,zǐ yún yīng,,,名,一年或二年生草本植物，茎直立或匍匐，叶倒卵形或椭圆形，花紫色或黄白色。绿肥作物和蜜源作物,田里种着紫云英。｜紫云英是绿肥作物。,Chinese milk vetch
65190,1,东挪西借,dōng nuó xī jiè,,,形,形容四处挪借钱物,他东挪西借凑钱。｜东挪西借度日艰难。,Borrowing from all sources
65194,1,傻呵呵,shǎ hē hē,,,形,形容呆傻或憨厚的样子,他傻呵呵地笑着。｜别装得傻呵呵的。,Simple-minded; naive
65196,1,工装裤,gōng zhuāng kù,,,名,工人和一线工程技术人员等上班时穿的裤子，较宽大，有背带。一般用深色厚布制成,他穿着工装裤工作。｜工装裤很耐磨。,Overalls
65207,1,槽头,cáo tóu,,,名,放置牲口槽子的地方；泛指圈养牲口的地方,马在槽头吃草。｜槽头需要打扫。,Trough area
65208,1,土坝,tǔ bà,,,名,用泥土筑成的堤坝,这座土坝很坚固。｜土坝能防洪。,Earth dam
65210,1,舞星,wǔ xīng,,,名,舞艺高超的舞蹈演员,她是著名的舞星。｜舞星的表演很精彩。,Dancing star
65212,1,眼压,yǎn yā,,,名,眼球内的液体对外围组织的压力。人正常的眼压一般是10—21毫米水银柱之间，高于或低于这个标准都属于病态,他的眼压偏高。｜需要测量眼压。,Intraocular pressure
65215,1,聚讼纷纭,jù sòng fēn yún,,,形,形容许多人在一起争论不休，没有一致看法（讼：争论）,这个问题聚讼纷纭。｜学者们聚讼纷纭。,Arguing endlessly without consensus
65216,1,攀龙附凤,pān lóng fù fèng,,,,汉·扬雄《法言·渊骞》：“攀龙鳞，附凤翼。”后用“攀龙附凤”比喻依附、投靠有权势的人,他喜欢攀龙附凤。｜攀龙附凤可耻。,To play up to people of power and influence
65219,1,八面威风,bā miàn wēi fēng,,,形,形容神气十足，威势逼人,他显得八面威风。｜将军八面威风。,Awe-inspiring appearance
65222,1,杯盘狼藉,bēi pán láng jí,,,,杯子、盘子等凌乱地堆放着。形容餐后桌上乱七八糟,餐桌杯盘狼藉。｜宴后杯盘狼藉。,Stacks of cups and plates lying about
65226,1,烦劳,fán láo,,,动,敬词，表示请托，有劳对方,烦劳您捎个口信儿。,May I trouble you (polite)
65232,1,孝衣,xiào yī,,,名,居丧期间穿的衣服，用白布或麻布制成,他穿着孝衣守孝。｜孝衣是白色的。,Mourning apparel
65234,1,迟误,chí wù,,,动,因迟缓而耽误；延误,这个命令要及时下达，不得迟误。,To delay
65236,1,日场,rì chǎng,,,名,影剧院白天放映或演出的场次,电影有日场优惠。｜日场票价更便宜。,Daytime show/performance
65238,1,陪床,péi chuáng,,,动,在病房内照料住院的病人,父亲住院，儿女们轮流陪床。,To attend to a hospitalized patient
65244,1,向隅,xiàng yú,,,动,面对着墙角。形容孤独失意,忧郁感伤，向隅独坐。,To stand in a corner
65248,1,金瓜,jīn guā,,,名,南瓜的一种，扁圆形，成熟时表皮多呈金黄色,这个金瓜很甜。｜金瓜可以煮粥。,Pumpkin (a variety)
65248,2,金瓜,jīn guā,,,名,古代兵器，棒端呈瓜状，金黄色。后常用为仪仗,仪仗队手持金瓜。｜金瓜是古代兵器。,Golden melon (ancient weapon/ceremonial object)
65253,1,欠资,qiàn zī,,,动,特指投寄邮件时邮资未付或未付足,这封信欠资了。｜欠资邮件需补费。,To have insufficient postage
65254,1,套袖,tào xiù,,,名,套在衣袖外面保护衣袖的单层袖筒,他戴着套袖工作。｜套袖保护衣服。,Oversleeve
65255,1,哄传,hōng chuán,,,动,到处纷纷传说,哄传那里出现过野人,Spread widely
65262,1,通窍,tōng qiào,,,动,中医指疏通关窍,这药能通窍。｜通窍有助于呼吸。,Unblock orifices (TCM)
65263,1,深望,shēn wàng,,,动,深切地希望,深望加倍努力,Earnestly hope
65267,1,山桃,shān táo,,,名,落叶乔木，叶卵状披针形，边缘呈尖锯齿状，果实黄色，肉薄不能吃。多用作嫁接桃、梅、李等果树的砧木,山桃花开得很美。｜山桃可作砧木。,Mountain peach (Prunus davidiana)
65268,1,虔心,qián xīn,,,名,虔诚的心意,一片虔心,Devout heart
65268,2,虔心,qián xīn,,,形,虔诚,虔心布道,Devout
65271,1,苍耳,cāng ěr,,,名,一年生草本植物，叶呈三角形，春夏季开花，果实长卵形，有钩刺。可以做药材，也可榨制工业用油,苍耳可以入药。｜苍耳有钩刺。,Cocklebur (Xanthium sibiricum)
65274,1,穷寇,qióng kòu,,,名,陷入困境、走投无路的敌寇,宜将剩勇追穷寇,Cornered enemy
65275,1,钝化,dùn huà,,,动,工业上指金属经阳极氧化或化学方法处理，由活泼态转变为不活泼态,金属需要钝化处理。｜钝化能防腐蚀。,Passivate (metal)
65275,2,钝化,dùn huà,,,动,刀具变钝；比喻斗志衰减,不要钝化了青年时的锐气。,Blunt; become blunted
65275,3,钝化,dùn huà,,,动,比喻矛盾变得不激烈，趋向缓和,矛盾逐渐钝化了。｜关系已经钝化。,Mitigate; become less intense
65277,1,手黑,shǒu hēi,,,形,形容手段狠毒残酷,心毒手黑,Ruthless
65278,1,忧苦,yōu kǔ,,,形,忧愁痛苦,心情忧苦,Distressed and pained
65281,1,改锥,gǎi zhuī,,,名,装卸螺丝钉的工具，细钢棍的一端安有木柄，另一端呈“十”字形或“一”字形,他用改锥拧螺丝。｜改锥是常用工具。,Screwdriver
65283,1,踩水,cǎi shuǐ,,,动,一种游泳技术。人直立深水中，两脚轮番踏水，使身体不下沉并能向前移动,他在河里踩水。｜踩水是游泳技巧。,Tread water
65284,1,动窝,dòng wō,,,动,离开原地,我在这里住了30年，始终没动窝。,Move away
65293,1,出乘,chū chéng,,,动,车、船、飞机等交通工具的乘务员随行上岗,安排出乘人员,Go on duty (crew)
65294,1,旱稻,hàn dào,,,名,旱田里种植的稻,旱稻适合旱地种植。｜旱稻产量不错。,Upland rice
65299,1,夜不闭户,yè bù bì hù,,,,夜间睡觉不必关门闭户。形容社会安定，治安状况良好,路不拾遗，夜不闭户。,Doors unbolted at night
65304,1,雨靴,yǔ xuē,,,名,防水的靴子，比雨鞋的鞋靿高,下雨要穿雨靴。｜雨靴能防水。,Rain boots
65305,1,凭依,píng yī,,,动,依托；依靠,凭依法理,Rely on
65307,1,瓤子,ráng zi,,,名,【瓤】瓜果皮里包裹种子的肉或瓣儿,西瓜瓤子很甜。｜瓤子可以吃。,Pulp (of fruit)
65307,2,瓤子,ráng zi,,,名,【瓤】泛指皮或壳里包着的东西,信封的瓤子掉了。｜瓤子是指内容物。,Filling (inside something)
65309,1,呆痴,dāi chī,,,形,呆傻,他看起来呆痴。｜别装得呆痴。,Stupid
65310,1,絮棉,xù mián,,,名,轧好了的棉花,絮棉可以做被子。｜絮棉很柔软。,Ginned cotton
65311,1,锁钥,suǒ yuè,,,名,比喻军事要地,山海关素称“两京锁钥无双地，万里长城第一关”。,Strategic gateway
65311,2,锁钥,suǒ yuè,,,名,比喻做好某件事情的关键,弄清事实是解决问题的锁钥。,Key (to success)
65311,3,锁钥,suǒ yuè,,,名,锁和钥匙,锁钥要保管好。｜他丢了锁钥。,Lock and key
65313,1,详备,xiáng bèi,,,形,详细完备,记载详备,Detailed and complete
65314,1,花苗,huā miáo,,,名,供观赏的花木的幼苗,花苗需要浇水。｜这些花苗很健康。,Flower seedling
65315,1,横是,héng shi,,,副,表示揣测语气，相当于“也许”、“大概”,这么晚了，他横是不来了吧。,Probably
65316,1,横直,héng zhí,,,副,某些地区指横竖,不管多忙，横直得去一趟。,Anyway (dialect)
65318,1,屏弃,bǐng qì,,,动,摒弃,屏弃不良习惯。｜屏弃旧观念。,Discard
65319,1,闲逸,xián yì,,,形,清闲安逸,晚年生活闲逸,Leisurely and comfortable
65322,1,栽秧,zāi yāng,,,动,插秧,农民在田里栽秧。｜栽秧是农活。,Transplant rice seedlings
65323,1,惜墨如金,xī mò rú jīn,,,,原指作画时不轻易使用重墨；今也指写作时不轻易下笔，态度严谨，力求精炼,他惜墨如金，篇篇都是精品。,Sparing with ink
65324,1,汤池,tāng chí,,,名,洗浴用的热水池；温泉,温泉汤池很舒服。｜他在汤池泡澡。,Hot spring bath
65324,2,汤池,tāng chí,,,名,蓄有沸水的护城河；借指防守坚固的城池,金城汤池,Impregnable fortress
65325,1,囊空如洗,náng kōng rú xǐ,,,,口袋空空，像洗过一样。形容身无分文,他囊空如洗。｜囊空如洗很穷困。,Penniless
65327,1,丘八,qiū bā,,,名,旧时对兵的蔑称（“兵”字上下拆开，即成“丘”、“八”）,旧社会称兵为丘八。｜丘八是蔑称。,Soldier (derogatory)
65328,1,吵翻,chǎo fān,,,动,争吵得相互翻脸，关系闹僵,他们吵翻了。｜吵翻后不再来往。,Quarrel bitterly
65329,1,鸡奸,jī jiān,,,动,男性之间发生性行为,古代法律对鸡奸行为有严厉惩罚｜鸡奸在部分国家仍属刑事犯罪,Sodomy
65330,1,绢画,juàn huà,,,名,在绢上画的画,这幅绢画很珍贵。｜绢画是传统艺术。,Silk painting
65331,1,干亲,gān qīn,,,名,没有血缘或婚姻关系而结成的亲属关系,他们结了干亲。｜干亲没有血缘。,Nominal kinship
65333,1,琴书,qín shū,,,名,一种曲艺，以扬琴为主要伴奏乐器。有说有唱。较著名的有山东琴书、北京琴书、徐州琴书等,他喜欢听琴书。｜琴书是曲艺形式。,Qinshu (folk art)
65337,1,头帕,tóu pà,,,名,头巾,她包着头帕。｜头帕是传统服饰。,Headscarf
65340,1,如履平地,rú lǚ píng dì,,,,（在有危险的地方行走）就如同走在平地上一样。形容即使是处理十分艰难的事也能轻松自如,他走钢丝如履平地。｜如履平地显身手。,As if walking on level ground
65343,1,牙口,yá kou,,,名,指成年人牙齿咀嚼的能力,年纪大了，牙口不好。,Ability to chew
65343,2,牙口,yá kou,,,名,指牛马等牲口的年龄。从牙齿数目及其磨损程度可以推定牲口的年龄，故称,这匹马牙口很好。｜看牙口知马龄。,Age (of livestock)
65345,1,耍笑,shuǎ xiào,,,动,随意说笑,工作时间不许耍笑。,Joke and laugh
65345,2,耍笑,shuǎ xiào,,,动,开玩笑戏弄人,不要耍笑别人,Make fun of
65348,1,乖谬,guāi miù,,,形,荒谬；不合情理,行为乖谬,Absurd
65349,1,结党营私,jié dǎng yíng sī,,,,结成小集团谋求私利,他们结党营私。｜结党营私可耻。,Form a clique for private gain
65351,1,蛇胆,shé dǎn,,,名,中药指蝮蛇的胆,蛇胆可以入药。｜蛇胆很苦。,Snake gallbladder (medicine)
65353,1,开仗,kāi zhàng,,,动,开战,两国开仗了。｜开仗导致伤亡。,Start a war
65358,1,抵缴,dǐ jiǎo,,,动,抵交,他用货物抵缴税款。｜抵缴是一种方式。,Pay by offsetting
65359,1,猎装,liè zhuāng,,,名,打猎穿的服装，一般有肩襻和腰带、裹腿,他穿着猎装打猎。｜猎装很实用。,Hunting suit
65360,1,锚固,máo gù,,,动,为使钢筋可靠地固定在钢筋水泥结构中而对钢筋进行一定的处理，如钢筋端部做成弯钩等,钢筋需要锚固。｜锚固确保结构稳。,Anchor (reinforcement)
65364,1,筹算,chóu suàn,,,动,筹划谋算,筹算一个万全之策。,Plan and calculate
65364,2,筹算,chóu suàn,,,动,原指用筹计算；泛指计算,筹算一下得用多少个工。,Calculate (with chips)
65366,1,表字,biǎo zì,,,名,旧时成年人在本名以外另起的与本名在意义上有联系的别名。如岳飞表字鹏举,岳飞表字鹏举。｜古人都有表字。,Courtesy name
65367,1,筒裙,tǒng qún,,,名,筒状的裙子。上下肥瘦大致相同，一般长不过膝，没有皱折,她穿了一条漂亮的筒裙。｜这件筒裙很合身。,Tube skirt
65370,1,回销,huí xiāo,,,动,返销,粮食回销给农民。｜政府决定回销部分商品。,Resell (grain)
65372,1,监规,jiān guī,,,名,监狱的规章制度,犯人必须遵守监规。｜监规十分严格。,Prison regulations
65373,1,销蚀,xiāo shí,,,动,因腐蚀而消损,水管年久失修，销蚀十分严重。,Corrode and wear away
65374,1,骨胶,gǔ jiāo,,,名,用动物骨头熬制而成的胶状黏合剂,用骨胶粘合木器。｜骨胶的粘性很强。,Bone glue
65374,2,骨胶,gǔ jiāo,,,名,骨骼中起促进毛发生长、延缓骨髓老化等作用的一种物质,骨胶对骨骼健康很重要。｜补充骨胶有益身体。,Bone collagen
65375,1,雄威,xióng wēi,,,形,雄壮威武,雄威之师,Majestic and powerful
65375,2,雄威,xióng wēi,,,名,强大的威力,万里海疆振雄威,Mighty power
65376,1,萎谢,wěi xiè,,,动,（花草）枯萎凋谢,菊花早都萎谢了,Wither and fall
65379,1,浮财,fú cái,,,名,指土地、房屋等不动产以外可以移动的财产。如现金、首饰、衣服、家具等,他藏了些浮财。｜浮财包括首饰和现金。,Movable property
65380,1,日上三竿,rì shàng sān gān,,,,太阳已升得很高。形容时间已经不早,日上三竿他才起床。｜等到日上三竿，会议才开始。,Sun is high in the sky
65381,1,成夜,chéng yè,,,副,整夜地,成夜咳嗽,All night
65388,1,木立,mù lì,,,动,呆呆地站立着,泥塑似的木立着,Stand woodenly
65392,1,倒坍,dǎo tān,,,动,倒塌,老房子倒坍了。｜墙倒坍得很突然。,Collapse
65397,1,服式,fú shì,,,名,服装款式,服式新颖,Clothing style
65399,1,停灵,tíng líng,,,动,安葬前暂时把灵柩安置于某处,停灵在祠堂里。｜停灵三天后下葬。,Keep a coffin temporarily
65403,1,追补,zhuī bǔ,,,动,追加,追补投资,Add retroactively
65403,2,追补,zhuī bǔ,,,动,事后弥补,亏空巨大，无法追补。,Remedy afterwards
65405,1,感愤,gǎn fèn,,,动,面对不平的事情而激动愤慨,忧国感愤，乃赋《离骚》。,Feel indignant
65407,1,带累,dài lěi,,,动,使他人或他方连带受到损害,一人不守纪律带累全组。,Implicate
65411,1,乱兵,luàn bīng,,,名,叛变或被打散的士兵,乱兵四处抢掠。｜遭遇乱兵很危险。,Mutinous soldiers
65414,1,寒苦,hán kǔ,,,形,穷苦,寒苦家庭｜出身寒苦,Destitute
65415,1,竹布,zhú bù,,,名,本指用竹子作原料织成的布。后指淡蓝色或白色的纹理致密、手感挺括的棉布，多用来做夏衣,她买了块竹布做衬衫。｜竹布夏衣很凉爽。,Cambric (cloth)
65419,1,鸡瘟,jī wēn,,,名,鸡的各种急性传染病的统称,鸡瘟让养殖户损失惨重。｜预防鸡瘟很重要。,Chicken plague
65421,1,土鳖,tǔ biē,,,名,地鳖,土鳖是一种药材。｜他在墙角发现土鳖。,Ground beetle
65423,1,斯文扫地,sī wén sǎo dì,,,,指文化或文人被侮辱、摧残；也指文化人自甘堕落（扫地：比喻声誉、威信等完全丧失）,这种行为真是斯文扫地。｜斯文扫地，令人不齿。,Scholarly dignity swept into the dust
65433,1,徒子徒孙,tú zǐ tú sūn,,,,徒弟和徒孙；比喻党羽、信徒等（多含贬义）,他有很多徒子徒孙。｜徒子徒孙遍布各地。,Disciples and followers
65434,1,有眼无珠,yǒu yǎn wú zhū,,,,长着眼睛却没有眼珠。形容见识浅陋，没有分辨能力,我有眼无珠，认错了人。｜别怪他有眼无珠。,Have eyes but see not
65441,1,腰肌劳损,yāo jī láo sǔn,,,,腰部软组织因过度劳累或突然牵引而受到损伤,腰肌劳损让他很痛苦。｜长期劳累导致腰肌劳损。,Lumbar muscle strain
65443,1,废铜烂铁,fèi tóng làn tiě,,,,被废弃的各种金属物品；比喻没有用的器物,院子里堆满废铜烂铁。｜这些废铜烂铁不值钱。,Scrap metal
65445,1,棋逢对手,qí féng duì shǒu,,,,下棋遇上了水平相当的对手；比喻双方本领或力量相当,两个球队相遇，真是棋逢对手，难分上下。,Meet one's match in chess
65448,1,披麻戴孝,pī má dài xiào,,,,身穿粗麻布做的孝衣，腰间系着麻绳。指子女为父母居丧时服重孝,子女披麻戴孝送葬。｜披麻戴孝是传统习俗。,Wear mourning clothes
65452,1,博闻强记,bó wén qiáng jì,,,,博闻强志,他博闻强记，学识渊博。｜博闻强记是他的特长。,Have wide learning and a retentive memory
65454,1,渺无人烟,miǎo wú rén yān,,,,一片迷茫，没有人家和炊烟。形容十分荒凉,沙漠里渺无人烟。｜渺无人烟的荒岛。,Desolate and uninhabited
65460,1,提线木偶,tí xiàn mù ǒu,,,,一种木偶戏。木偶各关节部位连着线，演员在幕后提线操纵木偶，表演动作,提线木偶表演很有趣。｜他操纵提线木偶。,Marionette
