rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,definition_en
25064,2,硬骨头,yìng gǔ tou,,,名,比喻艰巨的任务,我们车间一定把这块硬骨头啃下来。,hard nut to crack
25066,1,自由市场,zì yóu shì chǎng,,,,原指按自发形成的价格进行贸易活动的市场，多由个体摊贩集中在某一地段形成；今也指农贸市场，商品则不限于农副产品,自由市场很热闹｜去自由市场买菜,free market
25068,1,手忙脚乱,shǒu máng jiǎo luàn,,,形,形容做事忙乱，没有条理,他做事总是手忙脚乱｜考试时别手忙脚乱,helter-skelter
25069,1,非金属,fēi jīn shǔ,,,名,一般指没有金属光泽，没有延展性，不易导电和传热的单质,氧气是非金属｜非金属元素很重要,nonmetal
25070,1,垒球,lěi qiú,,,名,球类运动项目，球场为直角扇形，由内场和外场两部分组成，内场四角各设一个垒位。比赛时两队轮换攻垒与守垒,她喜欢打垒球｜垒球比赛很精彩,softball
25070,2,垒球,lěi qiú,,,名,垒球运动使用的球,这个垒球很新｜买了个新垒球,softball
25071,1,打包,dǎ bāo,,,动,特指在餐馆就餐时，把吃剩下的饭菜装入盒、袋等容器中带走,我们把剩菜打包｜打包带回家,take away leftovers
25071,2,打包,dǎ bāo,,,动,包装物品,产品打包后陆续运出。,pack
25071,3,打包,dǎ bāo,,,动,打开包装着的物品,新电脑先放着，用的时候再打包。,unpack
25072,1,蚕食,cán shí,,,动,像蚕吃桑叶那样逐渐侵蚀,蚕食鲸吞｜粉碎侵略者的蚕食阴谋。,nibble away
25073,1,大麦,dà mài,,,名,一年或二年生草本植物，叶片比小麦叶略厚短，籽实的外壳有长芒。籽实也叫大麦，脱壳后供食用，麦芽可制啤酒、饴糖，麦秆可编制日用品和工艺品,大麦可以酿酒｜田里种着大麦,barley
25074,1,看齐,kàn qí,,,动,整队时，以指定的人为基准，站到一条直线上,向右看齐,dress
25074,2,看齐,kàn qí,,,动,（向榜样）学习,向三八红旗手看齐。,emulate
25075,1,翻越,fān yuè,,,动,翻过；越过,翻越雪山,climb over
25076,1,洗手间,xǐ shǒu jiān,,,名,婉词，指厕所,请问洗手间在哪｜洗手间很干净,restroom
25079,1,习惯性,xí guàn xìng,,,名,带有习惯的特性,她习惯性地眨了眨眼睛｜习惯性动作,habitual nature
25080,1,老战友,lǎo zhàn yǒu,,,名,以前曾在同一部队或同一工作单位里一起战斗或工作过的人,父亲的老战友｜几个老战友相聚，显得格外亲热。,old comrade-in-arms
25081,1,可憎,kě zēng,,,形,让人憎恨；可恶（wù）,敌人的卑鄙行径实在可憎。,detestable
25082,1,磁卡,cí kǎ,,,名,涂有磁性物质，能在其上记录并读取所需数据的卡片。可作为银行卡、电话卡、交通卡、医疗卡、身份识别卡等使用,用磁卡开门｜磁卡很方便,magnetic card
25083,1,近前,jìn qián,,,动,走到跟前；靠近（多见于近代汉语）,禁中原有女监，不许男犯近前。,approach
25083,2,近前,jìn qián,,,名,附近；跟前,走到近前仔细观察。,vicinity
25084,1,罪状,zuì zhuàng,,,名,犯罪事实,历数敌人的罪状,criminal charges
25085,1,重起,chóng qǐ,,,动,重新建起,这座楼地基没打好，需要拆了重起。,rebuild
25086,1,蒙骗,mēng piàn,,,动,欺骗,不能蒙骗顾客,deceive
25087,1,白皙,bái xī,,,形,形容皮肤白净,白皙的面孔,fair-skinned
25088,1,笔录,bǐ lù,,,名,记录下来的书面材料,那份笔录打印出来了。,written record
25088,2,笔录,bǐ lù,,,动,用笔记录,口述笔录,take notes
25089,1,贴补,tiē bǔ,,,动,用财物补助不足,可以拿出一点儿公益金贴补困难户。,subsidize
25092,1,成性,chéng xìng,,,动,形成某种癖好、习性（多指不好的）,偷盗成性｜嗜赌成性,become habitual
25093,1,居安思危,jū ān sī wēi,,,,处在太平安乐的环境里要想到会有危难发生,我们要居安思危｜居安思危很重要,be vigilant in peace time
25095,1,青松,qīng sōng,,,名,苍绿色的松树,青松挺立,pine tree
25096,1,论处,lùn chǔ,,,动,确定处罚,以诈骗罪论处,decide punishment
25097,1,血浆,xuè jiāng,,,名,血液中除血细胞之外的液体部分，半透明，淡黄色，呈黏稠状，含有水、无机盐、营养物、激素、尿酸等,血浆用于输血｜血浆是血液成分,blood plasma
25098,1,戏弄,xì nòng,,,动,戏耍捉弄；拿人开心,不要戏弄同学｜他喜欢戏弄人,tease
25099,1,三三两两,sān sān liǎng liǎng,,,形,形容三个一群、两个一伙儿；也形容零零散散。,人们三三两两走来｜三三两两散坐着,in small groups
25103,1,外乡,wài xiāng,,,名,外地,外乡口音｜去外乡,other parts of the country
25105,1,诱使,yòu shǐ,,,动,引诱人去做,诱使敌人就范,lure into
25106,1,防毒,fáng dú,,,动,防止毒物等的危害,防毒器材,anti-poison
25107,1,碰壁,pèng bì,,,动,碰在墙壁上；比喻受到阻碍或遭到拒绝,虽多次碰壁，但他的锐气依旧。,"to hit a wall; metaphorically, to encounter obstacles or be rejected"
25108,1,产需,chǎn xū,,,动,商品生产和消费需求,要平衡产需关系｜产需信息要准确,production and demand
25110,1,西式,xī shì,,,形,西洋样式的,西式家具,Western-style
25111,1,纵使,zòng shǐ,,,连,纵然,纵使下雨也要去｜纵使困难也要坚持,even if
25114,1,小孩儿,xiǎo hái er,,,名,孩子；儿童,小孩儿在玩耍｜带小孩儿去公园,child; children
25114,2,小孩儿,xiǎo hái er,,,名,指子女,他们有两个小孩儿｜小孩儿很懂事,one's children
25115,1,赛球,sài qiú,,,动,比赛球类,下午要去赛球｜赛球很有趣,to play a ball game
25116,1,岩浆,yán jiāng,,,名,地壳下面的高温熔融物质，呈液态或糊状，成分复杂，以硅酸盐为主，并含有大量挥发成分,火山喷出岩浆｜岩浆温度很高,magma
25119,1,急流,jí liú,,,名,速度很快的水流,急流勇进,rapid stream
25120,1,方家,fāng jiā,,,名,原指深明道术的人；后多指精通某种学问或技艺的人,就教于方家,expert; master
25122,1,歌迷,gē mí,,,名,指酷爱听歌或唱歌的人,歌迷很热情｜他是忠实歌迷,song fan
25123,1,暗下,àn xià,,,名,背地里；私下,他暗下决心｜暗下做了准备,in secret; privately
25124,1,异同,yì tóng,,,名,不同和相同的地方,辨析“高兴”和“愉快”两个词有什么异同。,similarities and differences
25125,1,手记,shǒu jì,,,名,亲笔做的记录,记者的现场采访手记。,handwritten notes
25125,2,手记,shǒu jì,,,动,亲手记录,电话号码我已经手记下来了。,to record by hand
25126,1,心碎,xīn suì,,,形,形容极度悲伤,生离死别的场面，让人看了心碎。,heartbroken
25127,1,聚变,jù biàn,,,动,热核反应,太阳内部发生聚变｜聚变释放巨大能量,fusion
25128,1,损益,sǔn yì,,,动,会计上指亏与盈,损益相抵，略有结余。,profit and loss
25128,2,损益,sǔn yì,,,动,〈文〉减少和增加,斟酌损益，以臻完善。,decrease and increase
25129,1,海难,hǎi nàn,,,名,船舶在海上发生的灾难。如沉船、触礁、相撞、火灾等,船只遭遇海难｜海难救援很及时,maritime disaster
25131,1,碱性,jiǎn xìng,,,名,碱类水溶液所具有的共同性质。如能使红色石蕊试纸变蓝，能同酸中和生成盐等,这种溶液呈碱性｜碱性物质要注意,alkalinity
25132,1,新派,xīn pài,,,名,学术、宗教、政党等内部新形成的派别,他是新派代表人物｜新派思想很前卫,new faction
25132,2,新派,xīn pài,,,名,泛指社会上较先接受和适应新事物的一类人,新派接受新事物｜新派风格独特,trendsetters
25133,1,援救,yuán jiù,,,动,援助解救,援救遇险游客,to rescue
25134,1,竞买,jìng mǎi,,,动,竞购,竞买这件古董｜竞买价格很高,to compete to buy
25135,1,打胜,dǎ shèng,,,动,打赢；夺得胜利,我们打胜了比赛｜打胜仗真高兴,to win (a battle/game)
25137,1,咬定,yǎo dìng,,,动,说出来就决不改口,别人死死咬定这事是他干的。,to insist emphatically
25138,1,追杀,zhuī shā,,,动,追上去杀,追杀逃犯｜刺客追杀目标,to pursue and kill
25140,1,不可收拾,bù kě shōu shi,,,,指事情或局势已经坏到无法整顿或挽救的地步,局面已不可收拾｜事情变得不可收拾,irretrievable
25141,1,吃喝玩乐,chī hē wán lè,,,,多形容寻欢作乐，生活放纵,不要只顾吃喝玩乐｜吃喝玩乐要适度,"eating, drinking, and making merry"
25143,1,贬义,biǎn yì,,,名,词句里含有的否定或厌恶的意思,这个词有贬义，用在这里不妥。,derogatory sense
25145,1,好找,hǎo zhǎo,,,动,容易找到,我家好找，就在胡同口。,easy to find
25145,2,好找,hǎo zhǎo,,,动,很费时间或精力地找,原来你在这儿呢，可让我好找哇!,to search laboriously
25147,1,手巾,shǒu jīn,,,名,擦脸擦手用的布或针织品,手巾要勤洗,towel
25149,1,芳草,fāng cǎo,,,名,香草,芳草萋萋,fragrant grass
25149,2,芳草,fāng cǎo,,,名,〈文〉比喻贤德忠贞的人,天涯何处无芳草,virtuous person
25151,1,品目,pǐn mù,,,名,物品的种类和名目,品目繁多｜列出所有品目,item names and categories
25153,1,翻案,fān àn,,,动,推翻原定的判决；泛指推翻原来的处分、结论、评价等,原来的判决是错误的，应该翻案｜为曹操翻案,to reverse a verdict
25154,1,铺垫,pū diàn,,,动,铺放衬垫,把干草铺垫在炕上｜铺垫路基,to lay a base
25154,2,铺垫,pū diàn,,,动,衬托,这些赛事都是为了铺垫奥运会。,to foreshadow
25154,3,铺垫,pū diàn,,,名,用来铺垫的物品,床上的铺垫很厚,underlay
25154,4,铺垫,pū diàn,,,名,用来作衬托的事物,开头的景物描写是后文的铺垫。,foil
25155,1,磨砺,mó lì,,,动,在磨刀石上摩擦使锐利。比喻磨炼,磨砺成材,to temper; to hone
25156,1,朗声,lǎng shēng,,,副,大声地,朗声说笑,in a loud voice
25157,1,向心力,xiàng xīn lì,,,名,使物体围绕核心运动的力,向心力使物体旋转｜计算向心力大小,centripetal force
25157,2,向心力,xiàng xīn lì,,,名,比喻一个集体的凝聚力,团队向心力很强｜增强集体向心力,cohesive force
25158,1,妇产科,fù chǎn kē,,,,妇科和产科,她在妇产科工作｜妇产科医生很忙,obstetrics and gynecology department
25159,1,八宝山,bā bǎo shān,,,名,指北京八宝山公墓，在石景山区。现常以“去八宝山”、“进八宝山”等婉称人死亡,八宝山公墓在北京｜老人去了八宝山,Babaoshan (cemetery)
25160,1,防疫站,fáng yì zhàn,,,名,负责预防传染病流行的卫生机构,去防疫站打疫苗｜防疫站工作重要,epidemic prevention station
25161,1,诚如,chéng rú,,,动,确实像,诚如鲁迅所说,just as
25162,1,血气,xuè qì,,,名,精力,年轻人血气方刚,vitality
25162,2,血气,xuè qì,,,名,比喻刚强、热诚的气质,血气男儿,courage and zeal
25163,1,流光,liú guāng,,,名,不断流逝的光阴,流光匆匆，岁月无情。,flowing time
25163,2,流光,liú guāng,,,名,指月光,流光洒满大地｜夜晚的流光很美,moonlight
25164,1,美玉,měi yù,,,名,美观优质的玉石,这块美玉很珍贵｜美玉价值连城,fine jade
25165,1,导论,dǎo lùn,,,名,概括介绍、说明全书或全文基本观点、基本内容的论述,书的导论很精彩｜先读导论部分,introduction
25167,1,有鬼,yǒu guǐ,,,动,比喻有不可告人的打算或阴谋,心中有鬼｜这里面有鬼,to have ulterior motives
25168,1,冰天雪地,bīng tiān xuě dì,,,,冰雪漫天盖地。形容气候非常寒冷,北方冰天雪地｜冰天雪地真寒冷,freezing cold
25169,1,水落石出,shuǐ luò shí chū,,,,宋·苏轼《后赤壁赋》：“山高月小，水落石出。”意思是水位落下去，石头自然从水中露出来。比喻事情真相大白,真相终于水落石出｜调查使事情水落石出,the truth comes out
25170,1,私塾,sī shú,,,名,旧时私人设立的教学处所，没有固定的教材和学习年限，一般只有一个教师,旧时上私塾｜私塾先生很严格,old-style private school
25172,1,上列,shàng liè,,,形,以上所列出来的,对上列人员予以通报表扬。,the above-listed
25173,1,荒坡,huāng pō,,,名,荒芜的坡地,荒坡上长满野草｜开垦荒坡种树,barren slope
25174,1,摩天,mó tiān,,,动,与天相接。形容极高,石柱摩天｜摩天岭,skyscraping
25176,1,包厢,bāo xiāng,,,名,某些剧场中特设的单间观众席，多在楼上或前部,订了剧院包厢｜包厢视野很好,box (in a theater)
25176,2,包厢,bāo xiāng,,,名,火车软卧车厢里的单间,火车包厢很舒适｜软卧包厢安静,compartment (on a train)
25177,1,定语,dìng yǔ,,,名,语法学指名词性偏正短语里的修饰语。其作用是从领属、时间、处所、数量、性质等方面修饰、限制后面的中心语。如“我们学校”、“新的面貌”、“五辆汽车”中的“我们”、“新”、“五辆”都是定语,定语修饰名词｜这个定语用得好,attributive
25178,1,物事,wù shì,,,名,〈文〉事情,物事繁杂,affairs
25178,2,物事,wù shì,,,名,某些地区泛指东西,收拾这些物事｜物事摆放整齐,things
25179,1,死命,sǐ mìng,,,副,拼命地,死命相争｜死命地嚎叫,desperately
25179,2,死命,sǐ mìng,,,名,死亡的命运,制敌于死命,doom
25180,1,苏木,sū mù,,,名,内蒙古自治区牧区行政单位的一级。1954年后相当于乡，隶属于旗,他是苏木负责人｜苏木是行政单位,sumu (Mongolian administrative unit)
25181,1,肉制品,ròu zhì pǐn,,,名,用肉或以肉为主要原料做成的食品,肉制品要冷藏｜这家肉制品很好,meat products
25183,1,大事记,dà shì jì,,,名,将重大事件按时间顺序记载下来以备查考的资料,编写公司大事记｜大事记记录详实,chronicle of events
25184,1,后座,hòu zuò,,,名,后排的座位,请坐后座｜后座空间很大,back seat
25184,2,后座,hòu zuò,,,名,借指不显要的位置,后座议员,less prominent position
25185,1,可恨,kě hèn,,,形,使人憎恨,可恨的卖国贼,hateful
25187,1,弥陀,mí tuó,,,名,阿弥陀佛的简称,口念弥陀｜弥陀保佑平安,Amitabha
25188,1,外调,wài diào,,,动,调到外地、外单位,外调物资｜外调干部,transfer to another place
25188,2,外调,wài diào,,,动,到外地或外单位调查,法院派人出去外调。,outside investigation
25189,1,入座,rù zuò,,,动,坐到座位上,对号入座｜请入座,to take a seat
25190,1,习武,xí wǔ,,,动,练习军事技术；练习武艺,练兵习武｜习武健身,to practice martial arts
25191,1,长项,cháng xiàng,,,名,擅长的项目；擅长的专业、工作等,他的长项是蛙泳｜语言学是他的长项。,strong suit
25194,1,宅院,zhái yuàn,,,名,带院子的住宅,这座宅院很气派｜老宅院保存完好,house with a courtyard
25196,1,临摹,lín mó,,,动,照着（书画碑帖等）模仿,临摹字帖｜临摹壁画,to copy (a model of calligraphy or painting)
25197,1,问路,wèn lù,,,动,向人打听该走的路线,向警察问路｜问路要有礼貌,to ask for directions
25198,1,可怖,kě bù,,,形,可怕,阴森可怖,frightening
25199,1,功过,gōng guò,,,名,功劳和过错,是非功过,merits and faults
25201,1,袋装,dài zhuāng,,,形,用袋子包装的,袋装食品,bagged
25202,1,崇山峻岭,chóng shān jùn lǐng,,,,高大险峻的山岭,翻越崇山峻岭｜崇山峻岭很险峻,lofty mountains
25203,1,大无畏,dà wú wèi,,,形,毫无畏惧,大无畏的气概,fearless
25204,1,重金属,zhòng jīn shǔ,,,名,一般指密度大于4.5克/厘米3的金属。如金、银、铜、铁、锡、汞等,重金属污染环境｜检测重金属含量,heavy metal
25205,1,甲部,jiǎ bù,,,名,经部,甲部包括经书｜研究甲部典籍,Classics (in Chinese bibliography)
25206,1,棉布,mián bù,,,名,用棉花纤维织成的布,棉布衣服舒适｜买块棉布做衣服,cotton cloth
25207,1,救死扶伤,jiù sǐ fú shāng,,,,拯救生命垂危的人，照顾身体受伤的人,医生救死扶伤｜救死扶伤是美德,to heal the wounded and rescue the dying
25208,1,勤工俭学,qín gōng jiǎn xué,,,,利用课余时间做工，以所得收入作为学习、生活费用,他勤工俭学上学｜勤工俭学赚学费,work-study program
25208,2,勤工俭学,qín gōng jiǎn xué,,,,一种办学形式，学校组织学生参加一定的劳动，以劳动所得作为学校办学资金的一部分,学校开展勤工俭学｜勤工俭学活动多,school-run work-study
25209,1,核燃料,hé rán liào,,,名,能通过核裂变或聚变大量释放原子能以提供动力的放射性物质。如铀、钚、钍等,核燃料很危险｜处理核燃料要小心,nuclear fuel
25210,1,首飞,shǒu fēi,,,动,第一次飞行,无人驾驶直升机首飞成功。,maiden flight
25211,1,板子,bǎn zi,,,名,较硬的板状物,用板子打手心｜这块板子很厚,board
25211,2,板子,bǎn zi,,,名,旧时专门用来打人的长条形木板或竹片,打板子,bamboo or wooden plank for corporal punishment
25213,1,初冬,chū dōng,,,名,冬季的第一个月，即农历十月,初冬天气转冷｜初冬的第一场雪,early winter
25215,1,股息,gǔ xī,,,名,股份公司根据股东投资的数额分给股东的利润,股息收入可观｜公司发放股息,dividend
25216,1,倾盆,qīng pén,,,动,（雨水等）像用盆泼那样地降落,暴雨倾盆而下｜倾盆大雨,pour down
25217,1,短处,duǎn chu,,,名,不足之处；缺点,要敢于正视自己的短处。,shortcoming
25220,1,奢侈品,shē chǐ pǐn,,,名,非生活必需的昂贵的消费品,奢侈品价格昂贵｜买不起奢侈品,luxury goods
25221,1,汤水,tāng shuǐ,,,名,食物煮后所得的汁液,汤水很有营养｜喝点热汤水,broth
25223,1,贪赃,tān zāng,,,动,贪污受贿,贪赃行为,take bribes
25224,1,平滑,píng huá,,,形,平展光滑,炉膛清洁平滑,smooth
25225,1,免签,miǎn qiān,,,动,免于签证,这个国家免签｜免签很方便旅行,visa exemption
25226,1,降解,jiàng jiě,,,动,高分子化合物受到日晒或酸、碱等浸蚀后，分子量降低；泛指有机物含量、浓度等降低，化学成分被分解,降解有机垃圾｜可降解包装材料,degrade
25227,1,恩师,ēn shī,,,名,对有恩德于自己的老师或师傅的称呼,牢记恩师教诲,respected teacher
25229,1,毋庸置疑,wú yōng zhì yí,,,,不用怀疑,这是毋庸置疑的｜事实毋庸置疑,beyond doubt
25230,1,牵强,qiān qiǎng,,,形,形容把没有关系或关系很远的事物十分生硬地拉扯在一起,这种说法过于牵强。,far-fetched
25231,1,统筹兼顾,tǒng chóu jiān gù,,,,通盘筹划，照顾到各有关方面,全面规划，统筹兼顾。,overall planning
25232,1,书库,shū kù,,,名,（图书馆或书店等）存放书刊的库房,书库藏书丰富｜整理书库书籍,stack room
25233,1,包罗,bāo luó,,,动,（大范围地）包容；包括,海洋生物，大至鲸鱼，小至海藻，包罗甚广。,include
25238,1,分辨率,fēn biàn lǜ,,,名,指电子计算机等屏幕显示的清晰度或打印机打印输出图文的精细度,屏幕分辨率很高｜调整分辨率设置,resolution
25240,1,幽雅,yōu yǎ,,,形,幽静雅致,环境幽雅｜幽雅古朴,quiet and elegant
25242,1,信步,xìn bù,,,动,漫步；随意行走,信步海滩｜信步走到院外,stroll
25243,1,趋同,qū tóng,,,动,趋向一致,双方意见趋同,converge
25245,1,抢断,qiǎng duàn,,,动,篮球、足球等比赛中拦截对方带球球员并抢过球来,抢断得手，飞身上篮。,steal
25246,1,管护,guǎn hù,,,动,管理并保护,管护林木,manage and protect
25247,1,心眼儿,xīn yǎn er,,,名,心地；用心,他心眼儿好,heart
25247,2,心眼儿,xīn yǎn er,,,名,对人的不必要的疑虑,大妈心眼儿太多,suspicion
25247,3,心眼儿,xīn yǎn er,,,名,胸怀；度量,心眼儿小，想不开。,tolerance
25247,4,心眼儿,xīn yǎn er,,,名,内心,打心眼儿里喜欢他。,inner heart
25247,5,心眼儿,xīn yǎn er,,,名,心计,她有心眼儿，能办事。,scheming
25248,1,不点儿,bù diǎn er,,,形,很少的；很小的,锅里还有不点儿饭｜不点儿年纪，懂的事还不少。,tiny
25249,1,旦夕,dàn xī,,,名,早晨和晚上。比喻短暂的时间,旦夕之间｜危在旦夕,morning and evening
25250,1,相像,xiāng xiàng,,,形,彼此的样子差不多或存在共同的方面,他和他父亲年轻时很相像｜他俩遭遇相像,similar
25251,1,店面,diàn miàn,,,名,商店、旅店、饭店等的门面,装修店面｜三间店面,storefront
25252,1,亲子,qīn zǐ,,,名,指人或动物的上一代跟下一代的血缘关系,亲子鉴定,parent-child relationship
25252,2,亲子,qīn zǐ,,,名,亲生的子女；特指亲生的儿子,他没有亲子，只有继子。,one's own child
25252,3,亲子,qīn zǐ,,,动,指父母加强与子女沟通，进行培养教育,亲子才能更好地教子。,parent-child bonding
25255,1,靠不住,kào bu zhù,,,形,不可靠；不可信任,他这消息靠不住｜他是靠不住的人,unreliable
25256,1,正义感,zhèng yì gǎn,,,名,主持正义的意识,人不能没有正义感。,sense of justice
25258,1,管弦乐,guǎn xián yuè,,,名,管乐器、弦乐器和打击乐器协同演奏的音乐。是器乐合奏的主要种类，如西洋管弦乐、民族管弦乐,欣赏管弦乐｜管弦乐演出精彩,orchestral music
