id,topic,hanzi
10471,蔬菜,洋葱
10472,蔬菜,蒜
10473,蔬菜,大蒜
10474,蔬菜,蒜苗
10475,蔬菜,蒜薹
10476,蔬菜,姜
10477,蔬菜,生姜
10479,蔬菜,韭黄
10480,蔬菜,木耳
10481,蔬菜,银耳
10482,蔬菜,香菇
10483,蔬菜,蘑菇
10489,蔬菜,草菇
10491,蔬菜,海带
10492,蔬菜,紫菜
10494,蔬菜,石花菜
10495,蔬菜,发菜
10497,蔬菜,黄花菜
10499,蔬菜,马齿苋
10500,蔬菜,荠菜
10501,蔬菜,蒲公英
10503,蔬菜,薄荷
10505,蔬菜,香椿
10506,蔬菜,茴香
10511,蔬菜,芥蓝
10512,蔬菜,菜心
10513,蔬菜,小白菜
10514,蔬菜,大白菜
10528,蔬菜,芜菁
10532,蔬菜,芥末
10537,蔬菜,莴苣
10540,蔬菜,甜菜
10602,蔬菜,榨菜
10603,蔬菜,大头菜
10608,蔬菜,冬菜
10609,蔬菜,酸菜
10610,蔬菜,泡菜
10611,蔬菜,咸菜
10612,蔬菜,酱菜
10613,蔬菜,腌菜
10614,蔬菜,干菜
10619,蔬菜,净菜
10623,蔬菜,野菜
10636,蔬菜,花菜
10638,蔬菜,食用菌
10665,蔬菜,魔芋
10674,蔬菜,木薯
10676,蔬菜,百合
10677,蔬菜,黄花
10680,蔬菜,芦荟
10681,蔬菜,仙人掌
10690,蔬菜,豆苗
10691,蔬菜,豆荚
11366,肉蛋海鲜,肉
11367,肉蛋海鲜,蛋
11368,肉蛋海鲜,海鲜
11382,肉蛋海鲜,鱼肉
11383,肉蛋海鲜,虾
11384,肉蛋海鲜,蟹
11385,肉蛋海鲜,贝
11386,肉蛋海鲜,螺
11388,肉蛋海鲜,章鱼
11389,肉蛋海鲜,海参
11390,肉蛋海鲜,海胆
11391,肉蛋海鲜,海蜇
11392,肉蛋海鲜,鲍鱼
11393,肉蛋海鲜,龙虾
11394,肉蛋海鲜,对虾
11395,肉蛋海鲜,基围虾
11399,肉蛋海鲜,梭子蟹
11402,肉蛋海鲜,蛤蜊
11404,肉蛋海鲜,文蛤
11405,肉蛋海鲜,蛏子
11406,肉蛋海鲜,扇贝
11408,肉蛋海鲜,牡蛎
11410,肉蛋海鲜,海螺
11412,肉蛋海鲜,田螺
11413,肉蛋海鲜,海带
11414,肉蛋海鲜,紫菜
11416,肉蛋海鲜,鱼翅
11417,肉蛋海鲜,鱼肚
11418,肉蛋海鲜,鱼皮
11420,肉蛋海鲜,鱼子
11424,肉蛋海鲜,火腿
11425,肉蛋海鲜,腊肉
11426,肉蛋海鲜,熏肉
11427,肉蛋海鲜,烤肉
11428,肉蛋海鲜,叉烧
11431,肉蛋海鲜,酱肉
11432,肉蛋海鲜,肉松
11434,肉蛋海鲜,肉脯
11435,肉蛋海鲜,肉丝
11439,肉蛋海鲜,肉丸
11440,肉蛋海鲜,肉饼
11442,肉蛋海鲜,香肠
11444,肉蛋海鲜,午餐肉
11447,肉蛋海鲜,鸭蛋
11451,肉蛋海鲜,皮蛋
11455,肉蛋海鲜,荷包蛋
11461,肉蛋海鲜,蛋清
11462,肉蛋海鲜,蛋黄
11463,肉蛋海鲜,蛋白
11464,肉蛋海鲜,蛋羹
11468,肉蛋海鲜,蛋糕
11469,肉蛋海鲜,蛋炒饭
11471,肉蛋海鲜,肉丁
11473,肉蛋海鲜,里脊
11474,肉蛋海鲜,五花肉
11475,肉蛋海鲜,排骨
11499,肉蛋海鲜,牛筋
11501,肉蛋海鲜,羊肉串
11510,肉蛋海鲜,鸡胸
11514,肉蛋海鲜,鸡心
11515,肉蛋海鲜,鸡皮
11531,肉蛋海鲜,虾酱
11534,肉蛋海鲜,蚝油
11536,肉蛋海鲜,虾皮
11537,肉蛋海鲜,虾米
11538,肉蛋海鲜,干贝
11540,肉蛋海鲜,海米
11541,肉蛋海鲜,蟹黄
11544,肉蛋海鲜,虾仁
11553,肉蛋海鲜,鱼鳞
11555,肉蛋海鲜,鱼刺
11557,肉蛋海鲜,金枪鱼
11559,肉蛋海鲜,带鱼
11560,肉蛋海鲜,黄鱼
11563,肉蛋海鲜,草鱼
11568,肉蛋海鲜,石斑鱼
11571,肉蛋海鲜,沙丁鱼
11574,肉蛋海鲜,墨鱼
11575,肉蛋海鲜,乌贼
11587,肉蛋海鲜,海蟹
11588,肉蛋海鲜,河蟹
11604,肉蛋海鲜,带子
11607,肉蛋海鲜,毛蚶
11622,肉蛋海鲜,海味
11623,肉蛋海鲜,干货
11624,肉蛋海鲜,咸鱼
11647,肉蛋海鲜,肉酱
11651,肉蛋海鲜,肉汁
11654,肉蛋海鲜,蛋壳
11759,肉蛋海鲜,鱼粉
11783,肉蛋海鲜,鱼油
12172,饮料甜点,茶
12173,饮料甜点,水
12174,饮料甜点,果汁
12175,饮料甜点,咖啡
12176,饮料甜点,牛奶
12177,饮料甜点,可乐
12179,饮料甜点,奶茶
12181,饮料甜点,豆浆
12183,饮料甜点,矿泉水
12189,饮料甜点,花茶
12190,饮料甜点,红茶
12191,饮料甜点,绿茶
12192,饮料甜点,乌龙茶
12196,饮料甜点,普洱茶
12197,饮料甜点,铁观音
12198,饮料甜点,龙井茶
12199,饮料甜点,碧螺春
12207,饮料甜点,酸梅汤
12210,饮料甜点,椰汁
12215,饮料甜点,豆奶
12225,饮料甜点,橙汁
12234,饮料甜点,柠檬汁
12273,饮料甜点,雪糕
12276,饮料甜点,刨冰
12279,饮料甜点,冰激凌
12886,服装鞋包,衣服
12888,服装鞋包,服装
12889,服装鞋包,鞋
12890,服装鞋包,帽
12891,服装鞋包,袜
12892,服装鞋包,裤
12893,服装鞋包,裙
12894,服装鞋包,衫
12895,服装鞋包,袍
12896,服装鞋包,褂
12897,服装鞋包,袄
12899,服装鞋包,布
12901,服装鞋包,绸缎
12903,服装鞋包,锦绣
12905,服装鞋包,纱绒
12908,服装鞋包,皮革
12947,服装鞋包,钱包
12948,服装鞋包,背包
12949,服装鞋包,手袋
12950,服装鞋包,手提包
12951,服装鞋包,挎包
12955,服装鞋包,腰包
12957,服装鞋包,书包
12967,服装鞋包,皮夹
12968,服装鞋包,手包
12987,服装鞋包,运动鞋
12988,服装鞋包,跑鞋
12997,服装鞋包,皮鞋
13016,服装鞋包,凉鞋
13017,服装鞋包,拖鞋
13020,服装鞋包,雨鞋
13021,服装鞋包,胶鞋
13023,服装鞋包,绣花鞋
13025,服装鞋包,棉鞋
13038,服装鞋包,鞋垫
13039,服装鞋包,鞋带
13040,服装鞋包,鞋底
13041,服装鞋包,鞋面
13052,服装鞋包,鞋油
13053,服装鞋包,鞋刷
13061,服装鞋包,衣服
13062,服装鞋包,上衣
13063,服装鞋包,下装
13064,服装鞋包,外套
13065,服装鞋包,大衣
13066,服装鞋包,风衣
13067,服装鞋包,夹克
13069,服装鞋包,皮夹克
13071,服装鞋包,棉袄
13073,服装鞋包,马甲
13074,服装鞋包,背心
13076,服装鞋包,衬衫
13084,服装鞋包,毛衣
13089,服装鞋包,圆领衫
13092,服装鞋包,西装
13093,服装鞋包,西服
13094,服装鞋包,燕尾服
13096,服装鞋包,旗袍
13098,服装鞋包,唐装
13099,服装鞋包,中山装
13100,服装鞋包,军装
13101,服装鞋包,制服
13102,服装鞋包,校服
13103,服装鞋包,工作服
13104,服装鞋包,运动服
13107,服装鞋包,睡衣
13109,服装鞋包,泳衣
13110,服装鞋包,比基尼
13111,服装鞋包,内衣
13112,服装鞋包,文胸
13113,服装鞋包,内裤
13114,服装鞋包,三角裤
13117,服装鞋包,袜子
13120,服装鞋包,丝袜
13121,服装鞋包,连裤袜
13126,服装鞋包,运动袜
13127,服装鞋包,裤子
13130,服装鞋包,牛仔裤
13132,服装鞋包,西裤
13134,服装鞋包,工装裤
13137,服装鞋包,喇叭裤
13146,服装鞋包,裙子
13147,服装鞋包,连衣裙
13149,服装鞋包,长裙
13150,服装鞋包,短裙
13152,服装鞋包,百褶裙
13164,服装鞋包,帽子
13166,服装鞋包,鸭舌帽
13167,服装鞋包,贝雷帽
13168,服装鞋包,礼帽
13170,服装鞋包,草帽
13174,服装鞋包,遮阳帽
13175,服装鞋包,安全帽
13176,服装鞋包,头盔
13177,服装鞋包,围巾
13178,服装鞋包,丝巾
13179,服装鞋包,披肩
13180,服装鞋包,领带
13181,服装鞋包,领结
13182,服装鞋包,腰带
13183,服装鞋包,皮带
13185,服装鞋包,手套
13188,服装鞋包,袖套
13189,服装鞋包,护腕
13190,服装鞋包,护膝
13195,服装鞋包,口罩
13196,服装鞋包,面罩
13197,服装鞋包,眼罩
13199,服装鞋包,头巾
13200,服装鞋包,发带
13201,服装鞋包,发夹
13204,服装鞋包,头饰
13205,服装鞋包,耳环
13207,服装鞋包,项链
13208,服装鞋包,手链
13209,服装鞋包,手镯
13210,服装鞋包,戒指
13212,服装鞋包,徽章
13214,服装鞋包,扣子
13215,服装鞋包,拉链
13216,服装鞋包,纽扣
13218,服装鞋包,挂钩
13219,服装鞋包,衣架
13220,服装鞋包,衣领
13221,服装鞋包,袖口
13222,服装鞋包,下摆
13223,服装鞋包,肩章
13224,服装鞋包,口袋
13225,服装鞋包,兜
13227,服装鞋包,衬里
13228,服装鞋包,垫肩
13286,家居用品,床
13287,家居用品,桌子
13288,家居用品,椅子
13289,家居用品,沙发
13290,家居用品,柜子
13291,家居用品,抽屉
13292,家居用品,书架
13295,家居用品,茶几
13296,家居用品,电视柜
13297,家居用品,床头柜
13298,家居用品,梳妆台
13299,家居用品,书桌
13300,家居用品,餐桌
13301,家居用品,凳子
13302,家居用品,摇椅
13303,家居用品,躺椅
13304,家居用品,地毯
13305,家居用品,窗帘
13306,家居用品,百叶窗
13307,家居用品,床单
13308,家居用品,被套
13309,家居用品,枕头
13310,家居用品,枕套
13311,家居用品,毛毯
13312,家居用品,被子
13313,家居用品,床垫
13314,家居用品,床罩
13315,家居用品,蚊帐
13316,家居用品,台灯
13317,家居用品,吊灯
13318,家居用品,落地灯
13319,家居用品,壁灯
13320,家居用品,灯泡
13321,家居用品,开关
13322,家居用品,插座
13323,家居用品,电线
13324,家居用品,电扇
13325,家居用品,空调
13327,家居用品,加湿器
13329,家居用品,吸尘器
13331,家居用品,拖把
13332,家居用品,扫帚
13337,家居用品,衣架
13339,家居用品,熨斗
13341,家居用品,洗衣机
13343,家居用品,冰箱
13344,家居用品,冰柜
13345,家居用品,微波炉
13346,家居用品,烤箱
13350,家居用品,抽油烟机
13351,家居用品,洗碗机
13352,家居用品,消毒柜
13353,家居用品,水槽
13354,家居用品,水龙头
13355,家居用品,砧板
13356,家居用品,菜刀
13357,家居用品,锅
13358,家居用品,炒锅
13359,家居用品,汤锅
13361,家居用品,蒸锅
13362,家居用品,电水壶
13363,家居用品,保温杯
13364,家居用品,杯子
13365,家居用品,碗
13366,家居用品,盘子
13367,家居用品,碟子
13368,家居用品,筷子
13369,家居用品,勺子
13370,家居用品,叉子
13371,家居用品,刀叉
13372,家居用品,餐巾
13373,家居用品,桌布
13381,家居用品,保鲜袋
13384,家居用品,茶壶
13385,家居用品,茶杯
13388,家居用品,搅拌机
13396,家居用品,电饭锅
13399,家居用品,电火锅
13407,家居用品,镜子
13408,家居用品,梳子
13409,家居用品,吹风机
13410,家居用品,毛巾
13411,家居用品,浴巾
13414,家居用品,浴缸
13417,家居用品,马桶
13420,家居用品,卫生纸
13423,家居用品,牙刷
13424,家居用品,牙膏
13426,家居用品,肥皂
13430,家居用品,洗发水
13434,家居用品,拖鞋
13441,家居用品,挂钩
13445,家居用品,钱包
13451,家居用品,屏风
