id,topic,hanzi,frequency_rank
5262,时间日期,时区,45295
5263,时间日期,打更,45453
5264,时间日期,七夕,47053
5265,时间日期,立夏,47522
5266,时间日期,秒表,51617
5267,时间日期,旧年,53982
5268,时间日期,月历,54758
5269,时间日期,辰时,55175
5270,时间日期,闰年,56031
5271,时间日期,整点,56362
5272,时间日期,万年历,58815
5273,时间日期,闰月,60390
5274,时间日期,岁初,60409
5275,时间日期,原子钟,61951
5276,时间日期,申时,66197
5277,时间日期,寅时,67561
5278,时间日期,未时,67715
5279,时间日期,朔日,69694
5280,时间日期,戌时,70642
5281,时间日期,酉时,71481
5282,时间日期,丑时,73953
5283,时间日期,巳时,75530
5284,时间日期,亥时,75689
5285,时间日期,上元节,77910
5286,颜色形状,绿色,1607
5287,颜色形状,红色,2221
5288,颜色形状,白色,2463
5289,颜色形状,黑色,3048
5290,颜色形状,黄色,3357
5291,颜色形状,蓝色,4011
5292,颜色形状,立体,5377
5293,颜色形状,灰色,5584
5294,颜色形状,苍白,5734
5295,颜色形状,圆形,6597
5296,颜色形状,平面,6666
5297,颜色形状,金色,7805
5298,颜色形状,金黄,7808
5299,颜色形状,黑白,8316
5300,颜色形状,漆黑,9792
5301,颜色形状,洁白,9983
5302,颜色形状,紫色,10266
5303,颜色形状,雪白,10591
5304,颜色形状,肤色,13596
5305,颜色形状,棕色,14508
5306,颜色形状,银色,15283
5307,颜色形状,灰白,15475
5308,颜色形状,乌黑,16271
5309,颜色形状,三角形,16325
5310,颜色形状,长方形,18187
5311,颜色形状,碧绿,18344
5312,颜色形状,翠绿,19228
5313,颜色形状,蔚蓝,19784
5314,颜色形状,火红,19882
5315,颜色形状,血红,20326
5316,颜色形状,紫红,20964
5317,颜色形状,乳白,21057
5318,颜色形状,圆柱,22678
5319,颜色形状,胭脂,22893
5320,颜色形状,环形,22948
5321,颜色形状,烟灰,24105
5322,颜色形状,湛蓝,26072
5323,颜色形状,天蓝,26103
5324,颜色形状,弧形,27204
5325,颜色形状,朱红,27907
5326,颜色形状,墨绿,29677
5327,颜色形状,桃红,29907
5328,颜色形状,橙色,30280
5329,颜色形状,银灰,30416
5330,颜色形状,绯红,30955
5331,颜色形状,锥形,31317
5332,颜色形状,嫣红,31740
5333,颜色形状,菱形,32197
5334,颜色形状,枯黄,32678
5335,颜色形状,嫩绿,33461
5336,颜色形状,正方形,33668
5337,颜色形状,草绿,34008
5338,颜色形状,橙黄,34439
5339,颜色形状,紫罗兰,34961
5340,颜色形状,扇形,35189
5341,颜色形状,赤色,36565
5342,颜色形状,粉色,37236
5343,颜色形状,橘红,37310
5344,颜色形状,葱绿,38462
5345,颜色形状,矩形,38548
5346,颜色形状,枣红,39181
5347,颜色形状,海蓝,39271
5348,颜色形状,梯形,39321
5349,颜色形状,米黄,39410
5350,颜色形状,咖啡色,39742
5351,颜色形状,米色,41136
5352,颜色形状,古铜色,41882
5353,颜色形状,栗色,41982
5354,颜色形状,曲面,42415
5355,颜色形状,土黄,42921
5356,颜色形状,鹅黄,43352
5357,颜色形状,橄榄绿,44565
5358,颜色形状,五角星,45944
5359,颜色形状,杏黄,46785
5360,颜色形状,肉色,49545
5361,颜色形状,橙红,49795
5362,颜色形状,墨黑,50635
5363,颜色形状,宝蓝,51925
5364,颜色形状,四边形,52708
5365,颜色形状,炭黑,53945
5366,颜色形状,立方体,56363
5367,颜色形状,铅灰,56530
5368,颜色形状,橘黄,56705
5369,颜色形状,多边形,56799
5370,颜色形状,品红,58646
5371,颜色形状,靛蓝,60066
5372,颜色形状,六边形,61021
5373,颜色形状,凹面,63184
5374,颜色形状,驼色,65032
5375,颜色形状,洋红,67296
5376,颜色形状,豆绿,67663
5377,颜色形状,湖蓝,67816
5378,颜色形状,藏蓝,69626
5379,颜色形状,玄色,70300
5380,颜色形状,长方体,71854
5381,颜色形状,孔雀蓝,73769
5382,颜色形状,正方体,78082
5383,水果,葡萄,1787
5384,水果,梨,2541
5385,水果,枣,2615
5386,水果,橙,2925
5387,水果,橘,3060
5388,水果,柑,3224
5389,水果,苹果,4455
5390,水果,橄榄,8531
5391,水果,西瓜,8842
5392,水果,香蕉,12080
5393,水果,甘蔗,14832
5394,水果,李子,15652
5395,水果,荔枝,16081
5396,水果,樱桃,17574
5397,水果,石榴,18325
5398,水果,山楂,18426
5399,水果,柠檬,18647
5400,水果,红枣,19564
5401,水果,芒果,19667
5402,水果,椰子,20670
5403,水果,草莓,20847
5404,水果,柿子,21782
5405,水果,菠萝,23917
5406,水果,龙眼,24006
5407,水果,芭蕉,27225
5408,水果,花红,28270
5409,水果,桃子,28667
5410,水果,青梅,30726
5411,水果,木瓜,31242
5412,水果,梅子,32106
5413,水果,猕猴桃,32387
5414,水果,无花果,34338
5415,水果,柑橘,34482
5416,水果,杨梅,34845
5417,水果,甜瓜,37166
5418,水果,桂圆,37316
5419,水果,沙棘,37469
5420,水果,鸭梨,37532
5421,水果,葡萄干,40259
5422,水果,柚子,40281
5423,水果,哈密瓜,40754
5424,水果,脐橙,42422
5425,水果,杏子,43598
5426,水果,乌梅,45007
5427,水果,榴莲,48887
5428,水果,香瓜,49105
5429,水果,蟠桃,49315
5430,水果,椰枣,51393
5431,水果,杨桃,52408
5432,水果,雪梨,52771
5433,水果,水蜜桃,52865
5434,水果,蜜枣,54446
5435,水果,桑葚,58474
5436,水果,覆盆子,59304
5437,水果,菠萝蜜,60684
5438,水果,话梅,63541
5439,水果,黑枣,63980
5440,水果,甜橙,67278
5441,水果,沙果,69729
5442,水果,白兰瓜,83128
5443,水果,脆枣,84618
5444,蔬菜,姜,2053
5445,蔬菜,葱,2332
5446,蔬菜,蒜,2793
5447,蔬菜,萝卜,6010
5448,蔬菜,辣椒,7823
5449,蔬菜,白菜,9186
5450,蔬菜,土豆,9984
5451,蔬菜,黄瓜,11786
5452,蔬菜,油菜,11981
5453,蔬菜,蘑菇,12702
5454,蔬菜,胡萝卜,13117
5455,蔬菜,生姜,13233
5456,蔬菜,西红柿,13480
5457,蔬菜,香菇,14047
5458,蔬菜,大蒜,14181
5459,蔬菜,百合,15521
5460,蔬菜,番茄,15671
5461,蔬菜,青菜,17641
5462,蔬菜,豌豆,18541
5463,蔬菜,野菜,18571
5464,蔬菜,香菜,18977
5465,蔬菜,马铃薯,19651
5466,蔬菜,山药,19664
5467,蔬菜,茄子,19687
5468,蔬菜,海带,19728
5469,蔬菜,韭菜,20136
5470,蔬菜,芹菜,20203
5471,蔬菜,南瓜,20214
5472,蔬菜,菠菜,20271
5473,蔬菜,大葱,20421
5474,蔬菜,红薯,20807
5475,蔬菜,菜花,21642
5476,蔬菜,冬瓜,21711
5477,蔬菜,洋葱,22617
5478,蔬菜,大白菜,23513
5479,蔬菜,竹笋,26038
5480,蔬菜,甜菜,26331
5481,蔬菜,生菜,26688
5482,蔬菜,青椒,26865
5483,蔬菜,菜心,29046
5484,蔬菜,苦瓜,29524
5485,蔬菜,蚕豆,30011
5486,蔬菜,蒲公英,30652
5487,蔬菜,茴香,33001
5488,蔬菜,扁豆,34856
5489,蔬菜,芦笋,34895
5490,蔬菜,紫菜,34990
5491,蔬菜,发菜,36588
5492,蔬菜,丝瓜,38038
5493,蔬菜,芋头,38139
5494,蔬菜,豆苗,38570
5495,蔬菜,花菜,39303
5496,蔬菜,莲藕,40012
5497,蔬菜,蒜苗,41987
5498,蔬菜,香椿,42645
5499,蔬菜,魔芋,43107
5500,蔬菜,蒜薹,43374
5501,蔬菜,小白菜,43961
5502,蔬菜,芥菜,44736
5503,蔬菜,毛豆,44986
5504,蔬菜,甘蓝,45651
5505,蔬菜,荠菜,46446
5506,蔬菜,菜豆,46522
5507,蔬菜,豆荚,46867
5508,蔬菜,木薯,47195
5509,蔬菜,菱角,48539
5510,蔬菜,莴笋,48753
5511,蔬菜,马齿苋,50732
5512,蔬菜,茭白,50835
5513,蔬菜,韭黄,50981
5514,蔬菜,草菇,51238
5515,蔬菜,小葱,51629
5516,蔬菜,莴苣,52284
5517,蔬菜,卷心菜,53312
5518,蔬菜,黄花菜,53827
5519,蔬菜,苋菜,56445
5520,蔬菜,西葫芦,57356
5521,蔬菜,空心菜,59316
5522,蔬菜,甜椒,60288
5523,蔬菜,大头菜,62385
5524,蔬菜,花椰菜,62711
5525,蔬菜,黄豆芽,63584
5526,蔬菜,刀豆,66835
5527,蔬菜,雪里蕻,68664
5528,蔬菜,芜菁,69662
5529,蔬菜,石花菜,75401
5530,蔬菜,芥蓝,77767
5531,蔬菜,慈姑,78487
5532,肉蛋海鲜,贝,932
5533,肉蛋海鲜,蟹,2406
5534,肉蛋海鲜,虾,2426
5535,肉蛋海鲜,螺,2539
5536,肉蛋海鲜,蛋白,3545
5537,肉蛋海鲜,火腿,10470
5538,肉蛋海鲜,海参,13669
5539,肉蛋海鲜,鱼肉,13972
5540,肉蛋海鲜,蛋清,15476
5541,肉蛋海鲜,海鲜,17174
5542,肉蛋海鲜,带子,17575
5543,肉蛋海鲜,虾仁,21040
5544,肉蛋海鲜,对虾,23735
5545,肉蛋海鲜,肉丝,24186
5546,肉蛋海鲜,蛋黄,24228
5547,肉蛋海鲜,香肠,24769
5548,肉蛋海鲜,排骨,26121
5549,肉蛋海鲜,鲍鱼,27772
5550,肉蛋海鲜,牡蛎,27898
5551,肉蛋海鲜,鱼翅,28968
5552,肉蛋海鲜,海味,29296
5553,肉蛋海鲜,鸭蛋,29507
5554,肉蛋海鲜,黄鱼,30055
5555,肉蛋海鲜,鸡皮,30618
5556,肉蛋海鲜,烤肉,30924
5557,肉蛋海鲜,带鱼,31619
5558,肉蛋海鲜,龙虾,32171
5559,肉蛋海鲜,蛋壳,33022
5560,肉蛋海鲜,里脊,34070
5561,肉蛋海鲜,虾米,34150
5562,肉蛋海鲜,鱼肚,34418
5563,肉蛋海鲜,腊肉,34773
5564,肉蛋海鲜,干贝,35419
5565,肉蛋海鲜,海螺,35628
5566,肉蛋海鲜,鱼皮,37128
5567,肉蛋海鲜,河蟹,38791
5568,肉蛋海鲜,海米,38976
5569,肉蛋海鲜,肉丁,39075
5570,肉蛋海鲜,蚝油,39559
5571,肉蛋海鲜,草鱼,40766
5572,肉蛋海鲜,墨鱼,40880
5573,肉蛋海鲜,五花肉,42141
5574,肉蛋海鲜,沙丁鱼,42755
5575,肉蛋海鲜,肉丸,42763
5576,肉蛋海鲜,扇贝,42766
5577,肉蛋海鲜,肉饼,42947
5578,肉蛋海鲜,咸鱼,43028
5579,肉蛋海鲜,章鱼,43045
5580,肉蛋海鲜,金枪鱼,43356
5581,肉蛋海鲜,海蜇,43398
5582,肉蛋海鲜,蟹黄,44273
5583,肉蛋海鲜,鸡胸,44584
5584,肉蛋海鲜,乌贼,45351
5585,肉蛋海鲜,羊肉串,45471
5586,肉蛋海鲜,肉松,45514
5587,肉蛋海鲜,皮蛋,45711
5588,肉蛋海鲜,田螺,45912
5589,肉蛋海鲜,蛤蜊,46267
5590,肉蛋海鲜,鱼油,46742
5591,肉蛋海鲜,鱼粉,48211
5592,肉蛋海鲜,鱼子,49157
5593,肉蛋海鲜,肉酱,49701
5594,肉蛋海鲜,干货,50784
5595,肉蛋海鲜,叉烧,51266
5596,肉蛋海鲜,荷包蛋,53916
5597,肉蛋海鲜,石斑鱼,55071
5598,肉蛋海鲜,酱肉,56047
5599,肉蛋海鲜,肉汁,56403
5600,肉蛋海鲜,海胆,57749
5601,肉蛋海鲜,牛筋,59546
5602,肉蛋海鲜,鸡心,59997
5603,肉蛋海鲜,虾皮,60597
5604,肉蛋海鲜,文蛤,61528
5605,肉蛋海鲜,海蟹,62432
5606,肉蛋海鲜,熏肉,64560
5607,肉蛋海鲜,梭子蟹,66667
5608,肉蛋海鲜,虾酱,67318
5609,肉蛋海鲜,肉脯,70069
5610,肉蛋海鲜,午餐肉,70361
5611,肉蛋海鲜,蛋羹,74181
5612,肉蛋海鲜,蛏子,77039
5613,肉蛋海鲜,毛蚶,81235
5614,肉蛋海鲜,基围虾,83316
5615,饮料甜点,咖啡,3951
5616,饮料甜点,牛奶,6819
5617,饮料甜点,可乐,8926
5618,饮料甜点,矿泉水,11807
5619,饮料甜点,果汁,17412
5620,饮料甜点,茶水,17626
5621,饮料甜点,绿茶,22989
5622,饮料甜点,红茶,27720
5623,饮料甜点,豆浆,28263
5624,饮料甜点,花茶,32928
5625,饮料甜点,冰激凌,37822
5626,饮料甜点,奶茶,38190
5627,饮料甜点,龙井茶,39824
5628,饮料甜点,豆奶,43169
5629,饮料甜点,雪糕,44712
5630,饮料甜点,橙汁,44913
5631,饮料甜点,乌龙茶,45356
5632,饮料甜点,柠檬汁,45389
5633,饮料甜点,铁观音,52248
5634,饮料甜点,普洱茶,58118
5635,饮料甜点,碧螺春,59294
5636,饮料甜点,椰汁,59497
5637,饮料甜点,酸梅汤,62635
5638,饮料甜点,刨冰,76280
5639,服装鞋包,衣服,1497
5640,服装鞋包,裤,1573
5641,服装鞋包,服装,1645
5642,服装鞋包,衫,2059
5643,服装鞋包,裙,2171
5644,服装鞋包,袜,2699
5645,服装鞋包,袄,3266
5646,服装鞋包,帽子,3730
5647,服装鞋包,制服,7195
5648,服装鞋包,皮鞋,7819
5649,服装鞋包,大衣,8033
5650,服装鞋包,裤子,8157
5651,服装鞋包,衬衫,8516
5652,服装鞋包,军装,8793
5653,服装鞋包,上衣,9234
5654,服装鞋包,西装,9473
5655,服装鞋包,手套,11765
5656,服装鞋包,书包,11798
5657,服装鞋包,腰包,12306
5658,服装鞋包,腰带,12470
5659,服装鞋包,西服,12722
5660,服装鞋包,袜子,13036
5661,服装鞋包,背心,13220
5662,服装鞋包,裙子,13428
5663,服装鞋包,领带,13754
5664,服装鞋包,毛衣,14213
5665,服装鞋包,背包,14740
5666,服装鞋包,内衣,14824
5667,服装鞋包,外套,14905
5668,服装鞋包,口罩,15199
5669,服装鞋包,皮带,15508
5670,服装鞋包,钱包,15589
5671,服装鞋包,工作服,18585
5672,服装鞋包,头巾,18781
5673,服装鞋包,草帽,18877
5674,服装鞋包,棉袄,19052
5675,服装鞋包,睡衣,19217
5676,服装鞋包,头盔,19236
5677,服装鞋包,围巾,19467
5678,服装鞋包,旗袍,19574
5679,服装鞋包,拖鞋,19655
5680,服装鞋包,手包,22533
5681,服装鞋包,牛仔裤,22937
5682,服装鞋包,面罩,23731
5683,服装鞋包,夹克,24803
5684,服装鞋包,披肩,25347
5685,服装鞋包,长裙,26972
5686,服装鞋包,运动鞋,27080
5687,服装鞋包,连衣裙,27603
5688,服装鞋包,内裤,27647
5689,服装鞋包,皮夹,27687
5690,服装鞋包,运动服,28164
5691,服装鞋包,发带,28846
5692,服装鞋包,手提包,28875
5693,服装鞋包,礼帽,29116
5694,服装鞋包,中山装,31094
5695,服装鞋包,短裙,31170
5696,服装鞋包,凉鞋,32285
5697,服装鞋包,校服,32397
5698,服装鞋包,胶鞋,32734
5699,服装鞋包,挎包,33089
5700,服装鞋包,风衣,33561
5701,服装鞋包,手袋,33947
5702,服装鞋包,丝袜,33949
5703,服装鞋包,泳衣,35221
5704,服装鞋包,马甲,37493
5705,服装鞋包,领结,41026
5706,服装鞋包,棉鞋,41125
5707,服装鞋包,安全帽,41760
5708,服装鞋包,皮夹克,43006
5709,服装鞋包,眼罩,43411
5710,服装鞋包,西裤,44469
5711,服装鞋包,唐装,44514
5712,服装鞋包,丝巾,45062
5713,服装鞋包,鸭舌帽,46642
5714,服装鞋包,燕尾服,47289
5715,服装鞋包,绣花鞋,48312
5716,服装鞋包,比基尼,50035
5717,服装鞋包,下装,50302
5718,服装鞋包,贝雷帽,51128
5719,服装鞋包,遮阳帽,51218
5720,服装鞋包,跑鞋,58386
5721,服装鞋包,三角裤,60044
5722,服装鞋包,护膝,60045
5723,服装鞋包,雨鞋,61076
5724,服装鞋包,文胸,61588
5725,服装鞋包,喇叭裤,62061
5726,服装鞋包,工装裤,65196
5727,服装鞋包,百褶裙,66362
5728,服装鞋包,袖套,68026
5729,服装鞋包,圆领衫,69596
5730,服装鞋包,护腕,79817
5731,服装鞋包,运动袜,80619
5732,服装鞋包,连裤袜,81649
5733,家居用品,床,936
5734,家居用品,锅,1626
5735,家居用品,碗,1671
5736,家居用品,桌子,3453
5737,家居用品,椅子,4162
5738,家居用品,空调,4428
5739,家居用品,沙发,4798
5740,家居用品,冰箱,5447
5741,家居用品,镜子,6130
5742,家居用品,挂钩,6818
5743,家居用品,电线,7663
5744,家居用品,地毯,7699
5745,家居用品,餐桌,8518
5746,家居用品,被子,9326
5747,家居用品,蜡烛,9495
5748,家居用品,洗衣机,9717
5749,家居用品,毛巾,9915
5750,家居用品,筷子,10610
5751,家居用品,开关,10816
5752,家居用品,枕头,10830
5753,家居用品,盘子,11174
5754,家居用品,杯子,11671
5755,家居用品,手套,11765
5756,家居用品,抽屉,11962
5757,家居用品,书架,12461
5758,家居用品,窗帘,12525
5759,家居用品,凳子,13430
5760,家居用品,炒锅,13792
5761,家居用品,剪刀,14128
5762,家居用品,书桌,14662
5763,家居用品,肥皂,15646
5764,家居用品,茶杯,17509
5765,家居用品,马桶,18574
5766,家居用品,柜子,19200
5767,家居用品,睡衣,19217
5768,家居用品,床单,19330
5769,家居用品,梯子,19518
5770,家居用品,拖鞋,19655
5771,家居用品,茶几,19792
5772,家居用品,灯泡,20114
5773,家居用品,牙膏,20175
5774,家居用品,纸箱,20775
5775,家居用品,花瓶,20829
5776,家居用品,水桶,21100
5777,家居用品,毛毯,21165
5778,家居用品,扫帚,21202
5779,家居用品,海绵,21404
5780,家居用品,水龙头,21450
5781,家居用品,屏风,22457
5782,家居用品,围裙,22726
5783,家居用品,水壶,22998
5784,家居用品,菜刀,23191
5785,家居用品,日历,23356
5786,家居用品,微波炉,23390
5787,家居用品,茶壶,23864
5788,家居用品,杀虫剂,24577
5789,家居用品,洗衣粉,26053
5790,家居用品,台灯,26308
5791,家居用品,碟子,26736
5792,家居用品,电扇,28009
5793,家居用品,梳子,28429
5794,家居用品,牙刷,28513
5795,家居用品,床垫,29774
5796,家居用品,闹钟,30262
5797,家居用品,花盆,31015
5798,家居用品,茶具,31088
5799,家居用品,漏勺,31519
5800,家居用品,浴缸,31600
5801,家居用品,隔断,31748
5802,家居用品,抹布,32213
5803,家居用品,蚊帐,32873
5804,家居用品,书签,33906
5805,家居用品,冰柜,33908
5806,家居用品,烛台,34244
5807,家居用品,勺子,34605
5808,家居用品,桌布,34822
5809,家居用品,药箱,35088
5810,家居用品,餐巾,35432
5811,家居用品,吸尘器,35442
5812,家居用品,百叶窗,35963
5813,家居用品,衣架,36849
