rank,sn,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
3082,5,岔,chà,,,名,岔子②,这次比赛一点岔儿也没出。
3105,1,辫,biàn,,,名,辫子①,小辫儿｜马尾辫｜发辫
3172,1,黔,qián,,,形,〈文〉黑①,黔首
3187,2,茧,jiǎn,,,名,茧子②,
3235,3,刨,bào,,,名,刨床②,牛头刨｜龙门刨
3318,2,幌,huǎng,,,名,幌子①,酒幌｜布幌
3392,2,梆,bāng,,,名,梆子①,
3455,1,蛀,zhù,,,名,蛀虫①,
3467,1,讹,é,,,形,错误①,讹传｜讹字
3467,2,讹,é,,,名,错误②；谬误,以讹传讹｜讹误
